index,date,BMS_MODE,BMS_ERROR,AIR_P,AIR_N,1,2,3,4
160,1762968163447,1,0,1,1,0,0,0,0
161,1762968164263,1,0,1,1,0,0,0,0
162,1762968164712,1,0,1,1,0,0,0,0
163,1762968165495,1,0,1,1,0,0,0,0
164,1762968165962,1,0,1,1,0,0,0,0
165,1762968166761,1,0,1,1,0,0,0,0
166,1762968168025,1,0,1,1,0,0,0,0
167,1762968168475,1,0,1,1,0,0,0,0
168,1762968169258,1,0,1,1,0,0,0,0
169,1762968169791,1,0,1,1,0,0,0,0
170,1762968170558,1,0,1,1,0,0,0,0
171,1762968170974,1,0,1,1,0,0,0,0
172,1762968172222,1,0,1,1,0,0,0,0
173,1762968173022,1,0,1,1,0,0,0,0
174,1762968173489,1,0,1,1,0,0,0,0
175,1762968174288,1,0,1,1,0,0,0,0
176,1762968175535,1,0,1,1,0,0,0,0
177,1762968175985,1,0,1,1,0,0,0,0
178,1762968176784,1,0,1,1,0,0,0,0
179,1762968177234,1,0,1,1,0,0,0,0
180,1762968178035,1,0,1,1,0,0,0,0
181,1762968179283,1,0,1,1,0,0,0,0
182,1762968179800,1,0,1,1,0,0,0,0
183,1762968181797,1,0,1,1,0,0,0,0
184,1762968182248,1,0,1,1,0,0,0,0
185,1762968183046,1,0,1,1,0,0,0,0
186,1762968184297,1,0,1,1,0,0,0,0
187,1762968189311,1,0,1,1,0,0,0,0
188,1762968189792,1,0,1,1,0,0,0,0
189,1762968190573,1,0,1,1,0,0,0,0
190,1762968191840,1,0,1,1,0,0,0,0
191,1762968192272,1,0,1,1,0,0,0,0
192,1762968193089,1,0,1,1,0,0,0,0
193,1762968194322,1,0,1,1,0,0,0,0
194,1762968194787,1,0,1,1,0,0,0,0
195,1762968195586,1,0,1,1,0,0,0,0
196,1762968196852,1,0,1,1,0,0,0,0
197,1762968197285,1,0,1,1,0,0,0,0
198,1762968198101,1,0,1,1,0,0,0,0
199,1762968198551,1,0,1,1,0,0,0,0
200,1762968199350,1,0,1,1,0,0,0,0
201,1762968201048,1,0,1,1,0,0,0,0
202,1762968201864,1,0,1,1,0,0,0,0
203,1762968202315,1,0,1,1,0,0,0,0
204,1762968203547,1,0,1,1,0,0,0,0
205,1762968204345,1,0,1,1,0,0,0,0
206,1762968204895,1,0,1,1,0,0,0,0
207,1762968205628,1,0,1,1,0,0,0,0
208,1762968206112,1,0,1,1,0,0,0,0
209,1762968206928,1,0,1,1,0,0,0,0
210,1762968207309,1,0,1,1,0,0,0,0
211,1762968208110,1,0,1,1,0,0,0,0
212,1762968208607,1,0,1,1,0,0,0,0
213,1762968209374,1,0,1,1,0,0,0,0
214,1762968209924,1,0,1,1,0,0,0,0
215,1762968213571,1,0,1,1,0,0,0,0
216,1762968214388,1,0,1,1,0,0,0,0
217,1762968214853,1,0,1,1,0,0,0,0
218,1762968215638,1,0,1,1,0,0,0,0
219,1762968216102,1,0,1,1,0,0,0,0
220,1762968217334,1,0,1,1,0,0,0,0
221,1762968218151,1,0,1,1,0,0,0,0
222,1762968218601,1,0,1,1,0,0,0,0
223,1762968219399,1,0,1,1,0,0,0,0
224,1762968219949,1,0,1,1,0,0,0,0
225,1762968220699,1,0,1,1,0,0,0,0
226,1762968221181,1,0,1,1,0,0,0,0
227,1762968222464,1,0,1,1,0,0,0,0
228,1762968223296,1,0,1,1,0,0,0,0
229,1762968223829,1,0,1,1,0,0,0,0
230,1762968225678,1,0,1,1,0,0,0,0
231,1762968226127,1,0,1,1,0,0,0,0
232,1762968228175,1,0,1,1,0,0,0,0
233,1762968228642,1,0,1,1,0,0,0,0
234,1762968229524,1,0,1,1,0,0,0,0
235,1762968230008,1,0,1,1,0,0,0,0
236,1762968232472,1,0,1,1,0,0,0,0
237,1762968233189,1,0,1,1,0,0,0,0
238,1762968233655,1,0,1,1,0,0,0,0
239,1762968234454,1,0,1,1,0,0,0,0
240,1762968234937,1,0,1,1,0,0,0,0
241,1762968235669,1,0,1,1,0,0,0,0
242,1762968236152,1,0,1,1,0,0,0,0
243,1762968237017,1,0,1,1,0,0,0,0
244,1762968237402,1,0,1,1,0,0,0,0
245,1762968240732,1,0,1,1,0,0,0,0
246,1762968241947,1,0,1,1,0,0,0,0
247,1762968242414,1,0,1,1,0,0,0,0
248,1762968243213,1,0,1,1,0,0,0,0
249,1762968243679,1,0,1,1,0,0,0,0
250,1762968244495,1,0,1,1,0,0,0,0
251,1762968244912,1,0,1,1,0,0,0,0
252,1762968245744,1,0,1,1,0,0,0,0
253,1762968246161,1,0,1,1,0,0,0,0
254,1762968247027,1,0,1,1,0,0,0,0
255,1762968248225,1,0,1,1,0,0,0,0
256,1762968248675,1,0,1,1,0,0,0,0
257,1762968249475,1,0,1,1,0,0,0,0
258,1762968249975,1,0,1,1,0,0,0,0
259,1762968250758,1,0,1,1,0,0,0,0
260,1762968251189,1,0,1,1,0,0,0,0
261,1762968251973,1,0,1,1,0,0,0,0
262,1762968252422,1,0,1,1,0,0,0,0
263,1762968253240,1,0,1,1,0,0,0,0
264,1762968253721,1,0,1,1,0,0,0,0
265,1762968254488,1,0,1,1,0,0,0,0
266,1762968254970,1,0,1,1,0,0,0,0
267,1762968255819,1,0,1,1,0,0,0,0
268,1762968256219,1,0,1,1,0,0,0,0
269,1762968257069,1,0,1,1,0,0,0,0
270,1762968257468,1,0,1,1,0,0,0,0
271,1762968258251,1,0,1,1,0,0,0,0
272,1762968258717,1,0,1,1,0,0,0,0
273,1762968259533,1,0,1,1,0,0,0,0
274,1762968260049,1,0,1,1,0,0,0,0
275,1762968260748,1,0,1,1,0,0,0,0
276,1762968265777,1,0,1,1,0,0,0,0
277,1762968267077,1,0,1,1,0,0,0,0
278,1762968267493,1,0,1,1,0,0,0,0
279,1762968268278,1,0,1,1,0,0,0,0
280,1762968268758,1,0,1,1,0,0,0,0
281,1762968269558,1,0,1,1,0,0,0,0
282,1762968270058,1,0,1,1,0,0,0,0
283,1762968270808,1,0,1,1,0,0,0,0
284,1762968271290,1,0,1,1,0,0,0,0
285,1762968272189,1,0,1,1,0,0,0,0
286,1762968272555,1,0,1,1,0,0,0,0
287,1762968273304,1,0,1,1,0,0,0,0
288,1762968273771,1,0,1,1,0,0,0,0
289,1762968274536,1,0,1,1,0,0,0,0
290,1762968275819,1,0,1,1,0,0,0,0
291,1762968276269,1,0,1,1,0,0,0,0
292,1762968278317,1,0,1,1,0,0,0,0
293,1762968278783,1,0,1,1,0,0,0,0
294,1762968279583,1,0,1,1,0,0,0,0
295,1762968280033,1,0,1,1,0,0,0,0
296,1762968280832,1,0,1,1,0,0,0,0
297,1762968281282,1,0,1,1,0,0,0,0
298,1762968282097,1,0,1,1,0,0,0,0
299,1762968282531,1,0,1,1,0,0,0,0
300,1762968283764,1,0,1,1,0,0,0,0
301,1762968285844,1,0,1,1,0,0,0,0
302,1762968286262,1,0,1,1,0,0,0,0
303,1762968287560,1,0,1,1,0,0,0,0
304,1762968290857,1,0,1,1,0,0,0,0
305,1762968291307,1,0,1,1,0,0,0,0
306,1762968292090,1,0,1,1,0,0,0,0
307,1762968292556,1,0,1,1,0,0,0,0
308,1762968293338,1,0,1,1,0,0,0,0
309,1762968293804,1,0,1,1,0,0,0,0
310,1762968295853,1,0,1,1,0,0,0,0
311,1762968296303,1,0,1,1,0,0,0,0
312,1762968297102,1,0,1,1,0,0,0,0
313,1762968297602,1,0,1,1,0,0,0,0
314,1762968298367,1,0,1,1,0,0,0,0
315,1762968299599,1,0,1,1,0,0,0,0
316,1762968300082,1,0,1,1,0,0,0,0
317,1762968300882,1,0,1,1,0,0,0,0
318,1762968301331,1,0,1,1,0,0,0,0
319,1762968302131,1,0,1,1,0,0,0,0
320,1762968302580,1,0,1,1,0,0,0,0
321,1762968303379,1,0,1,1,0,0,0,0
322,1762968303862,1,0,1,1,0,0,0,0
323,1762968304662,1,0,1,1,0,0,0,0
324,1762968305147,1,0,1,1,0,0,0,0
325,1762968305879,1,0,1,1,0,0,0,0
326,1762968306343,1,0,1,1,0,0,0,0
327,1762968307210,1,0,1,1,0,0,0,0
328,1762968307609,1,0,1,1,0,0,0,0
329,1762968308376,1,0,1,1,0,0,0,0
330,1762968308842,1,0,1,1,0,0,0,0
331,1762968309658,1,0,1,1,0,0,0,0
332,1762968310108,1,0,1,1,0,0,0,0
333,1762968310907,1,0,1,1,0,0,0,0
334,1762968311356,1,0,1,1,0,0,0,0
335,1762968312139,1,0,1,1,0,0,0,0
336,1762968312607,1,0,1,1,0,0,0,0
337,1762968314637,1,0,1,1,0,0,0,0
338,1762968315936,1,0,1,1,0,0,0,0
339,1762968316370,1,0,1,1,0,0,0,0
340,1762968317652,1,0,1,1,0,0,0,0
341,1762968318417,1,0,1,1,0,0,0,0
342,1762968318883,1,0,1,1,0,0,0,0
343,1762968319682,1,0,1,1,0,0,0,0
344,1762968320150,1,0,1,1,0,0,0,0
345,1762968320967,1,0,1,1,0,0,0,0
346,1762968321382,1,0,1,1,0,0,0,0
347,1762968322198,1,0,1,1,0,0,0,0
348,1762968322630,1,0,1,1,0,0,0,0
349,1762968323946,1,0,1,1,0,0,0,0
350,1762968324679,1,0,1,1,0,0,0,0
351,1762968325128,1,0,1,1,0,0,0,0
352,1762968327227,1,0,1,1,0,0,0,0
353,1762968327678,1,0,1,1,0,0,0,0
354,1762968328444,1,0,1,1,0,0,0,0
355,1762968328892,1,0,1,1,0,0,0,0
356,1762968329726,1,0,1,1,0,0,0,0
357,1762968330174,1,0,1,1,0,0,0,0
358,1762968330958,1,0,1,1,0,0,0,0
359,1762968331407,1,0,1,1,0,0,0,0
360,1762968332223,1,0,1,1,0,0,0,0
361,1762968332690,1,0,1,1,0,0,0,0
362,1762968333455,1,0,1,1,0,0,0,0
363,1762968333922,1,0,1,1,0,0,0,0
364,1762968335970,1,0,1,1,0,0,0,0
365,1762968336419,1,0,1,1,0,0,0,0
366,1762968337219,1,0,1,1,0,0,0,0
367,1762968337670,1,0,1,1,0,0,0,0
368,1762968338468,1,0,1,1,0,0,0,0
369,1762968338967,1,0,1,1,0,0,0,0
370,1762968340183,1,0,1,1,0,0,0,0
371,1762968340982,1,0,1,1,0,0,0,0
372,1762968341432,1,0,1,1,0,0,0,0
373,1762968342248,1,0,1,1,0,0,0,0
374,1762968342730,1,0,1,1,0,0,0,0
375,1762968343480,1,0,1,1,0,0,0,0
376,1762968343946,1,0,1,1,0,0,0,0
377,1762968344746,1,0,1,1,0,0,0,0
378,1762968346043,1,0,1,1,0,0,0,0
379,1762968346444,1,0,1,1,0,0,0,0
380,1762968347260,1,0,1,1,0,0,0,0
381,1762968347709,1,0,1,1,0,0,0,0
382,1762968348525,1,0,1,1,0,0,0,0
383,1762968349009,1,0,1,1,0,0,0,0
384,1762968349742,1,0,1,1,0,0,0,0
385,1762968350224,1,0,1,1,0,0,0,0
386,1762968351057,1,0,1,1,0,0,0,0
387,1762968351490,1,0,1,1,0,0,0,0
388,1762968352256,1,0,1,1,0,0,0,0
389,1762968352724,1,0,1,1,0,0,0,0
390,1762968353522,1,0,1,1,0,0,0,0
391,1762968354006,1,0,1,1,0,0,0,0
392,1762968354805,1,0,1,1,0,0,0,0
393,1762968355254,1,0,1,1,0,0,0,0
394,1762968356053,1,0,1,1,0,0,0,0
395,1762968357302,1,0,1,1,0,0,0,0
396,1762968357752,1,0,1,1,0,0,0,0
397,1762968358568,1,0,1,1,0,0,0,0
398,1762968359034,1,0,1,1,0,0,0,0
399,1762968359782,1,0,1,1,0,0,0,0
400,1762968362729,1,0,1,1,0,0,0,0
401,1762968363547,1,0,1,1,0,0,0,0
402,1762968367326,1,0,1,1,0,0,0,0
403,1762968367776,1,0,1,1,0,0,0,0
404,1762968369009,1,0,1,1,0,0,0,0
405,1762968369824,1,0,1,1,0,0,0,0
406,1762968370257,1,0,1,1,0,0,0,0
407,1762968371073,1,0,1,1,0,0,0,0
408,1762968371522,1,0,1,1,0,0,0,0
409,1762968372305,1,0,1,1,0,0,0,0
410,1762968373604,1,0,1,1,0,0,0,0
411,1762968374870,1,0,1,1,0,0,0,0
412,1762968375285,1,0,1,1,0,0,0,0
413,1762968376068,1,0,1,1,0,0,0,0
414,1762968376553,1,0,1,1,0,0,0,0
415,1762968377801,1,0,1,1,0,0,0,0
416,1762968378585,1,0,1,1,0,0,0,0
417,1762968379050,1,0,1,1,0,0,0,0
418,1762968380314,1,0,1,1,0,0,0,0
419,1762968381098,1,0,1,1,0,0,0,0
420,1762968381546,1,0,1,1,0,0,0,0
421,1762968382346,1,0,1,1,0,0,0,0
422,1762968382813,1,0,1,1,0,0,0,0
423,1762968384062,1,0,1,1,0,0,0,0
424,1762968384843,1,0,1,1,0,0,0,0
425,1762968385312,1,0,1,1,0,0,0,0
426,1762968386112,1,0,1,1,0,0,0,0
427,1762968387394,1,0,1,1,0,0,0,0
428,1762968391578,1,0,1,1,0,0,0,0
429,1762968392440,1,0,1,1,0,0,0,0
430,1762968392841,1,0,1,1,0,0,0,0
431,1762968393739,1,0,1,1,0,0,0,0
432,1762968394150,1,0,1,1,0,0,0,0
433,1762968394918,1,0,1,1,0,0,0,0
434,1762968395366,1,0,1,1,0,0,0,0
435,1762968396626,1,0,1,1,0,0,0,0
436,1762968397841,1,0,1,1,0,0,0,0
437,1762968398655,1,0,1,1,0,0,0,0
438,1762968399147,1,0,1,1,0,0,0,0
439,1762968399926,1,0,1,1,0,0,0,0
440,1762968400359,1,0,1,1,0,0,0,0
441,1762968401154,1,0,1,1,0,0,0,0
442,1762968401603,1,0,1,1,0,0,0,0
443,1762968403645,1,0,1,1,0,0,0,0
444,1762968404111,1,0,1,1,0,0,0,0
445,1762968404911,1,0,1,1,0,0,0,0
446,1762968405378,1,0,1,1,0,0,0,0
447,1762968406177,1,0,1,1,0,0,0,0
448,1762968406626,1,0,1,1,0,0,0,0
449,1762968407426,1,0,1,1,0,0,0,0
450,1762968408707,1,0,1,1,0,0,0,0
451,1762968409124,1,0,1,1,0,0,0,0
452,1762968409923,1,0,1,1,0,0,0,0
453,1762968410373,1,0,1,1,0,0,0,0
454,1762968411189,1,0,1,1,0,0,0,0
455,1762968411655,1,0,1,1,0,0,0,0
456,1762968412438,1,0,1,1,0,0,0,0
457,1762968412888,1,0,1,1,0,0,0,0
458,1762968413670,1,0,1,1,0,0,0,0
459,1762968414137,1,0,1,1,0,0,0,0
460,1762968414952,1,0,1,1,0,0,0,0
461,1762968415420,1,0,1,1,0,0,0,0
462,1762968416253,1,0,1,1,0,0,0,0
463,1762968417436,1,0,1,1,0,0,0,0
464,1762968417918,1,0,1,1,0,0,0,0
465,1762968418718,1,0,1,1,0,0,0,0
466,1762968419150,1,0,1,1,0,0,0,0
467,1762968419949,1,0,1,1,0,0,0,0
468,1762968420401,1,0,1,1,0,0,0,0
469,1762968421231,1,0,1,1,0,0,0,0
470,1762968421665,1,0,1,1,0,0,0,0
471,1762968422482,1,0,1,1,0,0,0,0
472,1762968422948,1,0,1,1,0,0,0,0
473,1762968423748,1,0,1,1,0,0,0,0
474,1762968424996,1,0,1,1,0,0,0,0
475,1762968426228,1,0,1,1,0,0,0,0
476,1762968426694,1,0,1,1,0,0,0,0
477,1762968427476,1,0,1,1,0,0,0,0
478,1762968427943,1,0,1,1,0,0,0,0
479,1762968428726,1,0,1,1,0,0,0,0
480,1762968429176,1,0,1,1,0,0,0,0
481,1762968429993,1,0,1,1,0,0,0,0
482,1762968430442,1,0,1,1,0,0,0,0
483,1762968431258,1,0,1,1,0,0,0,0
484,1762968431685,1,0,1,1,0,0,0,0
485,1762968432502,1,0,1,1,0,0,0,0
486,1762968432950,1,0,1,1,0,0,0,0
487,1762968433750,1,0,1,1,0,0,0,0
488,1762968434200,1,0,1,1,0,0,0,0
489,1762968435015,1,0,1,1,0,0,0,0
490,1762968435465,1,0,1,1,0,0,0,0
491,1762968436231,1,0,1,1,0,0,0,0
492,1762968436780,1,0,1,1,0,0,0,0
493,1762968437513,1,0,1,1,0,0,0,0
494,1762968437964,1,0,1,1,0,0,0,0
495,1762968438746,1,0,1,1,0,0,0,0
496,1762968439213,1,0,1,1,0,0,0,0
497,1762968442964,1,0,1,1,0,0,0,0
498,1762968443762,1,0,1,1,0,0,0,0
499,1762968444229,1,0,1,1,0,0,0,0
500,1762968445013,1,0,1,1,0,0,0,0
501,1762968445462,1,0,1,1,0,0,0,0
502,1762968446277,1,0,1,1,0,0,0,0
503,1762968446727,1,0,1,1,0,0,0,0
504,1762968447543,1,0,1,1,0,0,0,0
505,1762968448808,1,0,1,1,0,0,0,0
506,1762968449259,1,0,1,1,0,0,0,0
507,1762968450042,1,0,1,1,0,0,0,0
508,1762968451290,1,0,1,1,0,0,0,0
509,1762968451740,1,0,1,1,0,0,0,0
510,1762968452538,1,0,1,1,0,0,0,0
511,1762968452988,1,0,1,1,0,0,0,0
512,1762968453788,1,0,1,1,0,0,0,0
513,1762968454254,1,0,1,1,0,0,0,0
514,1762968455037,1,0,1,1,0,0,0,0
515,1762968455503,1,0,1,1,0,0,0,0
516,1762968456318,1,0,1,1,0,0,0,0
517,1762968456769,1,0,1,1,0,0,0,0
518,1762968457585,1,0,1,1,0,0,0,0
519,1762968458800,1,0,1,1,0,0,0,0
520,1762968459266,1,0,1,1,0,0,0,0
521,1762968460050,1,0,1,1,0,0,0,0
522,1762968461300,1,0,1,1,0,0,0,0
523,1762968468059,1,0,1,1,0,0,0,0
524,1762968468859,1,0,1,1,0,0,0,0
525,1762968469309,1,0,1,1,0,0,0,0
526,1762968470090,1,0,1,1,0,0,0,0
527,1762968470540,1,0,1,1,0,0,0,0
528,1762968471340,1,0,1,1,0,0,0,0
529,1762968471790,1,0,1,1,0,0,0,0
530,1762968472589,1,0,1,1,0,0,0,0
531,1762968473038,1,0,1,1,0,0,0,0
532,1762968473838,1,0,1,1,0,0,0,0
533,1762968474320,1,0,1,1,0,0,0,0
534,1762968475104,1,0,1,1,0,0,0,0
535,1762968475554,1,0,1,1,0,0,0,0
536,1762968476352,1,0,1,1,0,0,0,0
537,1762968476818,1,0,1,1,0,0,0,0
538,1762968477602,1,0,1,1,0,0,0,0
539,1762968478052,1,0,1,1,0,0,0,0
540,1762968478934,1,0,1,1,0,0,0,0
541,1762968479333,1,0,1,1,0,0,0,0
542,1762968480165,1,0,1,1,0,0,0,0
543,1762968480567,1,0,1,1,0,0,0,0
544,1762968481401,1,0,1,1,0,0,0,0
545,1762968481832,1,0,1,1,0,0,0,0
546,1762968482648,1,0,1,1,0,0,0,0
547,1762968483947,1,0,1,1,0,0,0,0
548,1762968484330,1,0,1,1,0,0,0,0
549,1762968485196,1,0,1,1,0,0,0,0
550,1762968485629,1,0,1,1,0,0,0,0
551,1762968486378,1,0,1,1,0,0,0,0
552,1762968486827,1,0,1,1,0,0,0,0
553,1762968487678,1,0,1,1,0,0,0,0
554,1762968488959,1,0,1,1,0,0,0,0
555,1762968489342,1,0,1,1,0,0,0,0
556,1762968490141,1,0,1,1,0,0,0,0
557,1762968491390,1,0,1,1,0,0,0,0
558,1762968493903,1,0,1,1,0,0,0,0
559,1762968495653,1,0,1,1,0,0,0,0
560,1762968496452,1,0,1,1,0,0,0,0
561,1762968497768,1,0,1,1,0,0,0,0
562,1762968499382,1,0,1,1,0,0,0,0
563,1762968500182,1,0,1,1,0,0,0,0
564,1762968500666,1,0,1,1,0,0,0,0
565,1762968501431,1,0,1,1,0,0,0,0
566,1762968501881,1,0,1,1,0,0,0,0
567,1762968502698,1,0,1,1,0,0,0,0
568,1762968504398,1,0,1,1,0,0,0,0
569,1762968505644,1,0,1,1,0,0,0,0
570,1762968506460,1,0,1,1,0,0,0,0
571,1762968506944,1,0,1,1,0,0,0,0
572,1762968507776,1,0,1,1,0,0,0,0
573,1762968508160,1,0,1,1,0,0,0,0
574,1762968508962,1,0,1,1,0,0,0,0
575,1762968509391,1,0,1,1,0,0,0,0
576,1762968510173,1,0,1,1,0,0,0,0
577,1762968510590,1,0,1,1,0,0,0,0
578,1762968511342,1,0,1,1,0,0,0,0
