index,date,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,1762968053571,3,65529,65534,0,0,0,0,0
1,1762968053653,3,65526,65533,0,0,0,0,0
2,1762968053753,6,65526,2,0,0,0,0,0
3,1762968053803,5,65530,0,0,0,0,0,0
4,1762968053853,2,65528,65534,0,0,0,0,0
5,1762968053903,3,65528,65534,0,0,0,0,0
6,1762968053953,4,65527,1,0,0,0,0,0
7,1762968054019,5,65528,0,0,0,0,0,0
8,1762968054071,3,65527,65534,0,0,0,0,0
9,1762968054136,4,65530,65534,0,0,0,0,0
10,1762968054169,3,65526,0,0,0,0,0,0
11,1762968054253,3,65527,0,0,0,0,0,0
12,1762968054286,4,65529,65534,0,0,0,0,0
13,1762968054485,3,65528,0,3.32,0,0,0,0
14,1762968054519,3,65527,65535,0,0,0,0,0
15,1762968054669,3,65529,65535,0,0,0,0,0
16,1762968054768,3,65530,65534,0,0,0,0,0
17,1762968054836,2,65527,65535,0,0,0,0,0
18,1762968054852,5,65529,65535,0,0,0,0,0
19,1762968054952,4,65527,65534,0,0,0,0,0
20,1762968055003,3,65529,65535,0,0,0,0,0
21,1762968055052,3,65529,65535,0,0,0,0,0
22,1762968055120,3,65529,65535,0,0,0,0,0
23,1762968055169,3,65527,65535,0,0,0,0,0
24,1762968055235,3,65528,65535,0,0,0,0,0
25,1762968055352,4,65527,0,0,0,0,0,0
26,1762968055401,1,65529,65535,0,0,0,0,0
27,1762968055619,5,65528,0,0,0,0,0,0
28,1762968055636,3,65527,0,0,0,0,0,0
29,1762968055735,4,65530,65535,0,0,0,0,0
30,1762968055801,3,65528,65534,0,0,0,0,0
31,1762968055851,5,65529,0,0,0,0,0,0
32,1762968055918,1,65529,65535,0,0,0,0,0
33,1762968056085,4,65527,65535,0,0,0,0,0
34,1762968056151,3,65528,0,0,0,0,0,0
35,1762968056185,2,65528,65535,0,0,0,0,0
36,1762968056284,3,65529,65535,0,0,0,0,0
37,1762968056451,4,65530,65534,0,0,0,0,0
38,1762968056484,3,65527,0,0,0,0,0,0
39,1762968056717,4,65528,0,0,0,0,0,0
40,1762968056801,1,65529,65535,0,0,0,0,0
41,1762968056850,3,65529,65535,0,0,0,0,0
42,1762968056917,1,65528,65535,0,0,0,0,0
43,1762968056967,4,65527,0,0,0,0,0,0
44,1762968057034,4,65527,65534,0,0,0,0,0
45,1762968057084,4,65528,65535,0,0,0,0,0
46,1762968057134,4,65528,65534,0,0,0,0,0
47,1762968057217,6,65528,0,0,0,0,0,0
48,1762968057334,3,65529,0,0,0,0,0,0
49,1762968057433,3,65529,0,0,0,0,0,0
50,1762968057550,2,65530,65535,0,0,0,0,0
51,1762968057600,4,65528,65535,0,0,0,0,0
52,1762968057700,3,65528,65535,0,0,0,0,0
53,1762968057733,4,65527,65535,0,0,0,0,0
54,1762968057833,3,65528,65535,0,0,0,0,0
55,1762968057916,4,65528,0,0,0,0,0,0
