index,date,MIN_VOLTAGE,MAX_VOLTAGE,TOTAL_VOLTAGE,SHUNT_CURRENT,1,2,3,4
67,1762968092487,3.32,3.17,79.1,0,0,0,0,0
68,1762968092937,3.32,3.25,79.2,0,0,0,0,0
69,1762968093403,3.32,3.17,79.1,0,0,0,0,0
70,1762968093870,3.32,3.25,79.2,0,0,0,0,0
71,1762968094319,3.32,3.17,79.1,0,0,0,0,0
72,1762968094785,3.32,3.25,79.2,0,0,0,0,0
73,1762968095218,3.32,3.17,79.1,0,0,0,0,0
74,1762968095669,3.32,3.25,79.2,0,0,0,0,0
75,1762968096118,3.32,3.17,79.1,0,0,0,0,0
76,1762968096617,3.32,3.25,79.2,0,0,0,0,0
77,1762968097050,3.32,3.17,79.1,0,0,0,0,0
78,1762968097951,3.32,3.16,79.1,0,0,0,0,0
79,1762968098400,3.32,3.25,79.2,0,0,0,0,0
80,1762968098849,3.32,3.18,79.1,0,0,0,0,0
81,1762968099315,3.32,3.25,79.2,0,0,0,0,0
82,1762968100231,3.32,3.25,79.2,0,0,0,0,0
83,1762968101146,3.32,3.25,79.2,0,0,0,0,0
84,1762968101596,3.32,3.17,79.1,0,0,0,0,0
85,1762968102029,3.32,3.25,79.2,0,0,0,0,0
86,1762968102512,3.32,3.17,79.1,0,0,0,0,0
87,1762968103428,3.32,3.17,79.1,0,0,0,0,0
88,1762968103877,3.32,3.25,79.2,0,0,0,0,0
89,1762968104327,3.32,3.17,79.1,0,0,0,0,0
90,1762968104777,3.32,3.25,79.2,0,0,0,0,0
91,1762968105226,3.32,3.17,79.1,0,0,0,0,0
92,1762968106144,3.32,3.17,79.1,0,0,0,0,0
93,1762968106610,3.32,3.25,79.2,0,0,0,0,0
94,1762968107525,3.32,3.25,79.2,0,0,0,0,0
95,1762968107974,3.32,3.17,79.1,0,0,0,0,0
96,1762968108424,3.32,3.25,79.2,0,0,0,0,0
97,1762968108890,3.32,3.16,79.1,0,0,0,0,0
98,1762968109341,3.32,3.25,79.2,0,0,0,0,0
99,1762968110240,3.32,3.25,79.2,0,0,0,0,0
100,1762968112986,3.32,3.25,79.2,0,0,0,0,0
101,1762968113903,3.32,3.25,79.2,0,0,0,0,0
102,1762968114353,3.32,3.17,79.1,0,0,0,0,0
103,1762968114803,3.32,3.25,79.2,0,0,0,0,0
104,1762968115269,3.32,3.17,79.1,0,0,0,0,0
105,1762968115751,3.32,3.25,79.2,0,0,0,0,0
106,1762968116184,3.32,3.16,79.1,0,0,0,0,0
107,1762968116651,3.32,3.25,79.2,0,0,0,0,0
108,1762968117533,3.32,3.25,79.2,0,0,0,0,0
109,1762968118000,3.32,3.17,79.1,0,0,0,0,0
110,1762968118465,3.32,3.25,79.2,0,0,0,0,0
111,1762968118916,3.32,3.17,79.1,0,0,0,0,0
112,1762968119399,3.32,3.25,79.2,0,0,0,0,0
113,1762968119848,3.32,3.17,79.1,0,0,0,0,0
114,1762968120280,3.32,3.25,79.2,0,0,0,0,0
115,1762968120731,3.32,3.17,79.1,0,0,0,0,0
116,1762968121180,3.32,3.17,79.1,0,0,0,0,0
117,1762968121646,3.32,3.25,79.2,0,0,0,0,0
118,1762968122096,3.32,3.17,79.1,0,0,0,0,0
119,1762968122562,3.32,3.17,79.1,0,0,0,0,0
120,1762968123012,3.32,3.17,79.1,0,0,0,0,0
121,1762968123461,3.32,3.25,79.2,0,0,0,0,0
122,1762968123912,3.32,3.18,79.1,0,0,0,0,0
123,1762968124362,3.32,3.25,79.2,0,0,0,0,0
124,1762968124828,3.32,3.17,79.1,0,0,0,0,0
125,1762968125278,3.32,3.17,79.1,0,0,0,0,0
126,1762968125761,3.32,3.17,79.1,0,0,0,0,0
127,1762968126209,3.32,3.17,79.1,0,0,0,0,0
128,1762968126693,3.32,3.25,79.2,0,0,0,0,0
129,1762968127093,3.32,3.17,79.1,0,0,0,0,0
130,1762968127543,3.32,3.17,79.1,0,0,0,0,0
131,1762968128024,3.32,3.25,79.2,0,0,0,0,0
132,1762968128477,3.32,3.17,79.1,0,0,0,0,0
133,1762968128925,3.32,3.25,79.2,0,0,0,0,0
134,1762968129408,3.32,3.17,79.1,0,0,0,0,0
135,1762968129840,3.32,3.18,79.1,0,0,0,0,0
136,1762968130291,3.32,3.17,79.1,0,0,0,0,0
137,1762968130756,3.32,3.25,79.2,0,0,0,0,0
138,1762968131188,3.32,3.17,79.1,0,0,0,0,0
139,1762968131656,3.32,3.25,79.2,0,0,0,0,0
140,1762968132921,3.32,3.25,79.2,0,0,0,0,0
141,1762968133371,3.32,3.17,79.1,0,0,0,0,0
142,1762968134154,3.32,3.25,79.2,0,0,0,0,0
143,1762968136651,3.32,3.25,79.2,0,0,0,0,0
144,1762968138383,3.32,3.17,79.1,0,0,0,0,0
145,1762968139183,3.32,3.25,79.2,0,0,0,0,0
146,1762968139699,3.32,3.17,79.1,0,0,0,0,0
147,1762968140415,3.32,3.25,79.2,0,0,0,0,0
148,1762968141730,3.32,3.25,79.2,0,0,0,0,0
149,1762968142164,3.32,3.17,79.1,0,0,0,0,0
150,1762968142947,3.32,3.25,79.2,0,0,0,0,0
151,1762968143397,3.32,3.17,79.1,0,0,0,0,0
152,1762968144179,3.32,3.25,79.2,0,0,0,0,0
153,1762968145943,3.32,3.17,79.1,0,0,0,0,0
154,1762968146793,3.32,3.25,79.2,0,0,0,0,0
155,1762968147143,3.32,3.17,79.1,0,0,0,0,0
156,1762968148409,3.32,3.17,79.1,0,0,0,0,0
