index,TEMPERATURE,1,2,3,4,5,6,7
0,-196,0,0,0,0,0,0,0
1,-196,0,0,0,0,0,0,0
2,-196,0,-1,0,0,0,0,0
3,-201,0,0,0,0,0,0,0
4,-194,0,0,0,0,0,0,0
5,-194,0,0,0,0,0,0,0
6,-199,0,0,0,0,0,0,0
7,-194,-8,0,0,0,0,0,0
8,-198,0,0,0,0,0,0,0
9,-199,0,0,0,0,0,0,0
10,-198,0,0,0,0,0,0,0
11,-190,-8,0,0,0,0,0,0
12,-194,0,12,0,0,0,0,0
13,-199,0,-10,0,0,0,0,0
14,-198,0,0,0,0,0,0,0
15,-196,-7,0,0,0,0,0,0
16,-198,0,0,0,0,0,0,0
17,-196,8082,-289,0,0,0,0,0
18,-199,0,0,0,0,0,0,0
19,-198,0,0,0,0,0,0,0
20,-194,0,0,0,0,0,0,0
21,-190,0,0,0,0,0,0,0
22,-192,0,0,0,0,0,0,0
23,-197,0,0,0,0,0,0,0
24,-198,0,0,0,0,0,0,0
25,-196,0,1,0,0,0,0,0
26,-198,-8,-1,0,0,0,0,0
27,-192,0,0,0,0,0,0,0
28,-198,-7,-1,0,0,0,0,0
29,-186,0,0,0,0,0,0,0
30,-196,-8,0,0,0,0,0,0
31,-196,0,0,0,0,0,0,0
32,-190,0,0,0,0,0,0,0
33,-190,0,0,0,0,0,0,0
34,-190,0,-1,0,0,0,0,0
35,-188,0,0,0,0,0,0,0
36,-193,-7,0,0,0,0,0,0
37,-196,0,0,0,0,0,0,0
38,-194,0,0,0,0,0,0,0
39,-194,0,0,0,0,0,0,0
40,-194,-8,0,0,0,0,0,0
41,-192,0,0,0,0,0,0,0
42,-190,0,0,0,0,0,0,0
43,-194,0,0,0,0,0,0,0
44,-194,-9,0,0,0,0,0,0
45,-188,0,0,0,0,0,0,0
46,-186,-8,-1,0,0,0,0,0
47,-190,0,0,0,0,0,0,0
48,-186,0,-1,0,0,0,0,0
49,-194,0,-1,0,0,0,0,0
50,-192,0,0,0,0,0,0,0
51,-190,0,0,0,0,0,0,0
52,-191,-7,1,0,0,0,0,0
53,-192,0,0,0,0,0,0,0
54,-186,-7,1,0,0,0,0,0
55,-188,0,0,0,0,0,0,0
56,-196,-7,0,0,0,0,0,0
57,-190,0,0,0,0,0,0,0
58,-194,0,0,0,0,0,0,0
59,-198,-7,-1,0,0,0,0,0
60,-192,0,0,0,0,0,0,0
61,-190,-7,0,0,0,0,0,0
62,-184,-7,-1,0,0,0,0,0
63,-198,0,0,0,0,0,0,0
64,-188,0,0,0,0,0,0,0
65,-186,0,-270,0,0,0,0,0
66,-192,0,0,0,0,0,0,0
67,-188,0,0,0,0,0,0,0
68,-181,0,0,0,0,0,0,0
69,-184,-7,0,0,0,0,0,0
70,-192,0,0,0,0,0,0,0
71,-192,0,-1,0,0,0,0,0
72,-184,-8,0,0,0,0,0,0
73,-190,0,0,0,0,0,0,0
74,-186,-7,-1,0,0,0,0,0
75,-188,0,0,0,0,0,0,0
76,-192,-9,-1,0,0,0,0,0
77,-196,0,0,0,0,0,0,0
78,-196,0,0,0,0,0,0,0
79,-192,0,0,0,0,0,0,0
80,-184,0,0,0,0,0,0,0
81,-179,0,0,0,0,0,0,0
82,-188,0,0,0,0,0,0,0
83,-179,0,0,0,0,0,0,0
84,-190,0,0,0,0,0,0,0
85,-186,0,-1,0,0,0,0,0
86,-188,0,0,0,0,0,0,0
87,-188,-7,0,0,0,0,0,0
88,-188,0,0,0,0,0,0,0
89,-177,-8,0,0,0,0,0,0
90,-188,0,0,0,0,0,0,0
91,-184,-7,-1,0,0,0,0,0
92,-188,0,0,0,0,0,0,0
93,-181,-8,-1,0,0,0,0,0
94,-190,-8,-1,0,0,0,0,0
95,-184,0,0,0,0,0,0,0
96,-192,0,-1,0,0,0,0,0
97,-144,0,0,0,0,0,0,0
98,-153,0,0,0,0,0,0,0
99,-153,0,0,0,0,0,0,0
100,-161,0,0,0,0,0,0,0
101,-163,0,0,0,0,0,0,0
102,-155,0,0,0,0,0,0,0
103,-148,0,-1,0,0,0,0,0
104,-163,0,0,0,0,0,0,0
105,-151,0,-1,0,0,0,0,0
106,-155,0,0,0,0,0,0,0
107,-148,0,0,0,0,0,0,0
108,-148,0,0,0,0,0,0,0
109,-157,0,0,0,0,0,0,0
110,-146,0,0,0,0,0,0,0
111,-153,-8,-1,0,0,0,0,0
112,-142,0,0,0,0,0,0,0
113,-162,0,0,0,0,0,0,0
114,-151,0,0,0,0,0,0,0
115,-153,0,0,0,0,0,0,0
116,-138,0,0,0,0,0,0,0
117,-159,0,0,0,0,0,0,0
118,-153,0,0,0,0,0,0,0
119,-148,0,0,0,0,0,0,0
120,-159,0,0,0,0,0,0,0
121,-159,0,0,0,0,0,0,0
122,-153,0,0,0,0,0,0,0
123,-157,0,0,0,0,0,0,0
124,-157,-6,-1,0,0,0,0,0
125,-159,0,0,0,0,0,0,0
126,-155,-8,0,0,0,0,0,0
127,-146,0,0,0,0,0,0,0
128,-159,0,0,0,0,0,0,0
129,-157,0,0,0,0,0,0,0
130,-148,0,0,0,0,0,0,0
131,-161,0,0,0,0,0,0,0
132,-148,0,0,0,0,0,0,0
133,-148,0,0,0,0,0,0,0
134,-153,-8,-1,0,0,0,0,0
135,-162,0,0,0,0,0,0,0
136,-146,0,0,0,0,0,0,0
137,-148,-7,-1,0,0,0,0,0
138,-148,0,0,0,0,0,0,0
139,-146,-8,0,0,0,0,0,0
140,-157,0,2,0,0,0,0,0
141,-155,0,0,0,0,0,0,0
142,-157,0,167,0,0,0,0,0
143,-153,0,-2,0,0,0,0,0
144,-157,0,0,0,0,0,0,0
145,-155,-7,0,0,0,0,0,0
146,-167,0,0,0,0,0,0,0
147,-148,-7,-1,0,0,0,0,0
148,-148,0,0,0,0,0,0,0
149,-161,-8,-1,0,0,0,0,0
150,-140,0,0,0,0,0,0,0
151,-144,0,0,0,0,0,0,0
152,-153,0,0,0,0,0,0,0
153,-148,0,0,0,0,0,0,0
154,-142,0,0,0,0,0,0,0
155,-153,0,0,0,0,0,0,0
156,-144,0,0,0,0,0,0,0
157,-153,0,0,0,0,0,0,0
158,-155,0,0,0,0,0,0,0
159,-140,-9,0,0,0,0,0,0
160,-151,0,2,0,0,0,0,0
161,-157,-9,0,0,0,0,0,0
162,-153,0,167,0,0,0,0,0
163,-136,0,0,0,0,0,0,0
164,-155,0,0,0,0,0,0,0
165,-142,0,-1,0,0,0,0,0
166,-161,-7,-1,0,0,0,0,0
167,-155,0,194,0,0,0,0,0
168,-148,-7,0,0,0,0,0,0
169,-155,0,0,0,0,0,0,0
170,-148,0,1,0,0,0,0,0
171,-142,0,0,0,0,0,0,0
172,-163,0,-1,0,0,0,0,0
173,-148,0,0,0,0,0,0,0
174,-153,-7,-1,0,0,0,0,0
175,-146,0,0,0,0,0,0,0
176,-144,0,0,0,0,0,0,0
177,-144,0,0,0,0,0,0,0
178,-144,-6,0,0,0,0,0,0
179,-155,-7,0,0,0,0,0,0
180,-155,0,201,0,0,0,0,0
181,-151,0,-1,0,0,0,0,0
182,-138,0,0,0,0,0,0,0
183,-148,0,-1,0,0,0,0,0
184,-146,0,2,0,0,0,0,0
185,-140,0,0,0,0,0,0,0
186,-142,0,0,0,0,0,0,0
187,-157,-6,0,0,0,0,0,0
188,-146,0,0,0,0,0,0,0
189,-142,-10,-1,0,0,0,0,0
190,-140,0,0,0,0,0,0,0
191,-140,0,0,0,0,0,0,0
192,-153,0,0,0,0,0,0,0
193,-142,-9,0,0,0,0,0,0
194,-151,0,0,0,0,0,0,0
195,-155,0,0,0,0,0,0,0
196,-148,-8,0,0,0,0,0,0
197,-151,0,201,0,0,0,0,0
198,-144,-8,0,0,0,0,0,0
199,-148,0,0,0,0,0,0,0
200,-146,0,-1,0,0,0,0,0
201,-146,0,2,0,0,0,0,0
202,-144,0,-1,0,0,0,0,0
203,-138,0,0,0,0,0,0,0
204,-151,-9,-1,0,0,0,0,0
205,-146,0,0,0,0,0,0,0
206,-144,-6,-1,0,0,0,0,0
207,-144,10,0,0,0,0,0,0
208,-135,0,0,0,0,0,0,0
209,-146,0,0,0,0,0,0,0
210,-139,0,0,0,0,0,0,0
211,-142,-9,-1,0,0,0,0,0
212,-146,-8,0,0,0,0,0,0
213,-153,0,0,0,0,0,0,0
214,-144,-9,0,0,0,0,0,0
215,-144,0,-1,0,0,0,0,0
216,-140,0,221,0,0,0,0,0
217,-142,0,0,0,0,0,0,0
218,-140,0,0,0,0,0,0,0
219,-140,0,255,0,0,0,0,0
220,-151,4,0,0,0,0,0,0
221,-136,-8,-1,0,0,0,0,0
222,-140,10,0,0,0,0,0,0
223,-151,0,0,0,0,0,0,0
224,-140,0,0,0,0,0,0,0
225,-140,0,0,0,0,0,0,0
226,-141,-8,-1,0,0,0,0,0
227,-146,-8,-256,0,0,0,0,0
228,-135,0,0,0,0,0,0,0
229,-140,-8,0,0,0,0,0,0
230,-142,0,221,0,0,0,0,0
231,-140,-6,-1,0,0,0,0,0
232,-142,0,0,0,0,0,0,0
233,-140,0,0,0,0,0,0,0
234,-135,0,0,0,0,0,0,0
235,-144,0,0,0,0,0,0,0
236,-142,10,0,0,0,0,0,0
237,-148,0,1,0,0,0,0,0
238,-142,0,0,0,0,0,0,0
239,-142,0,0,0,0,0,0,0
240,-140,0,0,0,0,0,0,0
241,-140,0,0,0,0,0,0,0
242,-142,-6,0,0,0,0,0,0
243,-153,0,251,0,0,0,0,0
244,-140,0,0,0,0,0,0,0
245,-138,0,0,0,0,0,0,0
246,-142,0,1,0,0,0,0,0
247,-133,0,242,0,0,0,0,0
248,-142,0,0,0,0,0,0,0
249,-136,0,0,0,0,0,0,0
250,-142,0,-1,0,0,0,0,0
251,-138,4,0,0,0,0,0,0
252,-138,0,0,0,0,0,0,0
253,-138,0,0,0,0,0,0,0
254,-135,0,0,0,0,0,0,0
255,-136,0,-1,0,0,0,0,0
256,-146,0,2,0,0,0,0,0
257,-132,-8,-1,0,0,0,0,0
258,-136,0,0,0,0,0,0,0
259,-136,-8,-1,0,0,0,0,0
260,-133,0,2,0,0,0,0,0
261,-148,-6,0,0,0,0,0,0
262,-150,-8,-1,0,0,0,0,0
263,-131,0,0,0,0,0,0,0
264,-146,0,-2,0,0,0,0,0
265,-133,10,0,0,0,0,0,0
266,-136,-8,-1,0,0,0,0,0
267,-135,-6,-1,0,0,0,0,0
268,-142,0,2,0,0,0,0,0
269,-146,-8,-1,0,0,0,0,0
270,-130,-8,0,0,0,0,0,0
271,-140,0,259,0,0,0,0,0
272,-146,-7,2,0,0,0,0,0
273,-140,0,0,0,0,0,0,0
274,-142,0,-1,0,0,0,0,0
275,-135,0,1,0,0,0,0,0
276,-138,0,0,0,0,0,0,0
277,-134,0,-1,0,0,0,0,0
278,-135,0,2,0,0,0,0,0
279,-133,0,1,0,0,0,0,0
280,-135,0,0,0,0,0,0,0
281,-140,0,-2,0,0,0,0,0
282,-138,0,2,0,0,0,0,0
283,-137,0,0,0,0,0,0,0
284,-134,0,0,0,0,0,0,0
285,-140,0,0,0,0,0,0,0
286,-137,0,0,0,0,0,0,0
287,-135,-8,0,0,0,0,0,0
288,-137,0,0,0,0,0,0,0
289,-136,0,-1,0,0,0,0,0
290,-138,0,0,0,0,0,0,0
291,-137,-8,1,0,0,0,0,0
292,-134,0,0,0,0,0,0,0
293,-137,0,-1,0,0,0,0,0
294,-136,-11,0,0,0,0,0,0
295,-138,0,-1,0,0,0,0,0
296,-142,0,259,0,0,0,0,0
297,-138,-10,3,0,0,0,0,0
298,-136,0,0,0,0,0,0,0
299,-134,0,-5,0,0,0,0,0
300,-139,0,273,0,0,0,0,0
301,-137,-7,2,0,0,0,0,0
302,-134,0,0,0,0,0,0,0
303,-135,0,-4,0,0,0,0,0
304,-135,0,0,0,0,0,0,0
305,-135,-7,2,0,0,0,0,0
306,-140,0,2,0,0,0,0,0
307,-135,0,2,0,0,0,0,0
308,-131,0,0,0,0,0,0,0
309,-136,0,284,0,0,0,0,0
310,-132,0,284,0,0,0,0,0
311,-138,0,-288,0,0,0,0,0
312,-136,0,0,0,0,0,0,0
313,-134,0,0,0,0,0,0,0
314,-131,0,0,0,0,0,0,0
315,-132,-7,-1,0,0,0,0,0
316,-129,0,0,0,0,0,0,0
317,-142,0,0,0,0,0,0,0
318,-134,0,0,0,0,0,0,0
319,-132,-6,-1,0,0,0,0,0
320,-133,0,0,0,0,0,0,0
321,-134,0,1,0,0,0,0,0
322,-130,0,0,0,0,0,0,0
