index,date,SPEED_FL,SPEED_FR,SPEED_RL,SPEED_RR
0,1782589766306,0,0,0,0
1,1782589767395,0,0,0,0
2,1782589767672,0,0,0,0
3,1782589768022,0,0,0,0
4,1782589768938,0,0,0,0
5,1782589769122,0,0,0,0
6,1782589769504,0,0,0,0
7,1782589769870,0,0,0,0
8,1782589772169,0,0,0,0
9,1782589772519,0,0,0,0
10,1782589772918,0,0,0,0
11,1782589773867,0,0,0,0
12,1782589774051,0,0,0,0
13,1782589777598,0,0,0,0
14,1782589777930,0,0,0,0
15,1782589778881,0,0,0,0
16,1782589779162,0,0,0,0
17,1782589779496,0,0,0,0
18,1782589781211,0,0,0,0
19,1782589781494,0,0,0,0
20,1782589781744,0,0,0,0
21,1782589782061,0,0,0,0
22,1782589782326,0,0,0,0
23,1782589782560,0,0,0,0
24,1782589783126,0,0,0,0
25,1782589787855,0,0,0,0
26,1782589788221,0,0,0,0
27,1782589788421,0,0,0,0
28,1782589788989,0,0,0,0
29,1782589789271,0,0,0,0
30,1782589789971,0,0,0,0
31,1782589791119,0,0,0,0
32,1782589795549,0,0,0,0
33,1782589796115,0,0,0,0
34,1782589796531,0,2,0,2
35,1782589797514,17,17,0,15
36,1782589798463,23,23,0,24
37,1782589799213,21,21,0,19
38,1782589800179,20,19,0,19
39,1782589800579,19,19,0,19
40,1782589800678,19,19,0,19
41,1782589801095,18,18,0,17
42,1782589801677,17,17,0,17
43,1782589802060,16,17,0,17
44,1782589802676,15,16,0,15
45,1782589803993,14,14,0,14
46,1782589804592,12,12,0,13
47,1782589805007,12,12,0,12
48,1782589805424,12,12,0,12
49,1782589805474,11,11,0,13
50,1782589805873,11,11,0,11
51,1782589806773,10,9,0,9
52,1782589807240,9,9,0,8
53,1782589808055,8,8,0,8
54,1782589808988,7,7,0,6
55,1782589809420,6,6,0,5
56,1782589811170,4,4,0,4
57,1782589812201,3,3,0,3
58,1782589812668,3,3,0,3
59,1782589813168,2,2,0,2
60,1782589814251,1,1,0,1
61,1782589815732,0,0,0,0
62,1782589816748,0,0,0,0
63,1782589817164,0,0,0,0
64,1782589817680,0,0,0,0
65,1782589818762,0,0,0,0
66,1782589819778,0,0,0,0
67,1782589819912,0,0,0,0
68,1782589820228,0,0,0,0
69,1782589820628,0,0,0,0
70,1782589821661,0,0,0,0
71,1782589823176,0,0,0,0
72,1782589824941,0,0,0,0
73,1782589825807,0,0,0,0
74,1782589827205,0,0,0,0
75,1782589827738,0,0,0,0
76,1782589828754,0,0,0,0
77,1782589830720,0,0,0,0
78,1782589831352,0,0,0,0
79,1782589831769,0,0,0,0
80,1782589832252,0,0,0,0
81,1782589832618,0,0,0,0
82,1782589833585,0,0,0,0
83,1782589836431,0,0,0,0
84,1782589836731,0,0,0,0
85,1782589837313,0,0,0,0
86,1782589838330,0,0,0,0
87,1782589840278,0,0,0,0
88,1782589841277,0,0,0,0
89,1782589841660,0,0,0,0
90,1782589842293,0,0,0,0
91,1782589842892,0,0,0,0
92,1782589843908,0,0,0,0
93,1782589844457,0,0,0,0
94,1782589845590,0,0,0,0
95,1782589846206,0,0,0,0
96,1782589847155,0,0,0,0
97,1782589848171,0,0,0,0
98,1782589850120,0,0,0,0
99,1782589851203,0,0,0,0
100,1782589851453,0,0,0,0
101,1782589851751,0,0,0,0
102,1782589852334,0,0,0,0
103,1782589853400,0,0,0,0
104,1782589853783,0,0,0,0
105,1782589854366,0,0,0,0
106,1782589855015,0,0,0,0
107,1782589855433,0,0,0,0
108,1782589856015,0,0,0,0
109,1782589858263,0,0,0,0
110,1782589859195,0,0,0,0
111,1782589860513,0,0,0,0
112,1782589861194,0,0,0,0
113,1782589861327,0,0,0,0
114,1782589862260,0,0,0,0
115,1782589862726,0,0,0,0
116,1782589864307,0,0,0,0
117,1782589937013,0,0,0,0
118,1782589940260,0,0,0,0
119,1782589940693,0,0,0,0
120,1782589940927,0,0,0,0
121,1782589941226,0,0,0,0
122,1782589941860,0,0,0,0
123,1782589942908,0,0,0,0
124,1782589943241,0,0,0,0
125,1782589944607,0,0,0,0
126,1782589945241,0,0,0,0
127,1782589945706,0,0,0,0
128,1782589945790,0,0,0,0
129,1782589946239,0,0,0,0
130,1782589946822,0,0,0,0
131,1782589947937,1,1,0,2
132,1782589948121,2,2,0,2
133,1782589948420,4,4,0,4
134,1782589949502,8,9,0,9
135,1782589951418,17,12,0,9
136,1782589952450,13,9,0,8
137,1782589953016,12,8,0,8
138,1782589953382,11,8,0,8
139,1782589954032,8,6,0,6
140,1782589954965,3,2,0,5
141,1782589955315,3,2,0,2
142,1782589960993,24,24,0,24
143,1782589961426,23,23,0,24
144,1782589962310,22,21,0,21
145,1782589963541,19,20,0,21
146,1782589964623,18,13,0,11
147,1782589967221,7,4,0,2
148,1782589967471,5,3,0,4
149,1782589967772,4,3,0,2
150,1782589968453,2,1,0,1
151,1782589969502,0,0,0,0
152,1782589969836,0,0,0,0
153,1782589971151,0,0,0,0
154,1782589972133,4,3,0,1
155,1782589972633,6,5,0,4
156,1782589973083,5,5,0,4
157,1782589973649,4,4,0,4
158,1782589974082,4,4,0,4
159,1782589975581,1,2,0,1
160,1782589976031,1,1,0,2
161,1782589976647,3,5,0,5
162,1782589977080,4,5,0,5
163,1782589977246,5,6,0,6
164,1782589977595,5,7,0,7
165,1782589978229,5,5,0,5
166,1782589978645,5,4,0,4
167,1782589979277,4,4,0,4
168,1782589979495,4,4,0,4
169,1782589979793,3,4,0,3
170,1782589980444,3,3,0,3
171,1782589980844,2,2,0,2
172,1782589981275,2,2,0,2
173,1782589982809,0,0,0,0
174,1782589983774,0,0,0,0
175,1782589984474,0,0,0,0
176,1782589984740,0,0,0,0
177,1782589985705,0,0,0,0
178,1782589986089,0,0,0,0
179,1782589987987,0,0,0,0
180,1782589988936,0,0,0,0
181,1782589989170,0,0,0,0
182,1782589989436,0,0,0,0
183,1782589989835,0,0,0,0
184,1782589990501,0,0,0,0
185,1782589991500,0,0,0,0
186,1782589991617,0,0,0,0
187,1782589991750,0,0,0,0
188,1782589992217,0,0,0,0
189,1782589993249,0,0,0,0
190,1782589994748,0,0,0,0
191,1782589995031,3288,3289,3290,3289
192,1782589995730,0,0,0,0
193,1782589997396,0,0,0,0
194,1782589998428,0,0,0,0
195,1782589999044,0,0,0,0
196,1782590000044,0,0,0,0
197,1782590000709,0,0,0,0
198,1782590001476,0,0,0,0
199,1782590002491,0,0,0,0
200,1782590003806,0,0,0,0
201,1782590003907,0,0,0,0
202,1782590033781,0,0,0,0
203,1782590034482,0,0,0,0
204,1782590035164,0,0,0,0
205,1782590035913,0,0,0,0
206,1782590037945,0,0,0,0
207,1782590038295,0,0,0,0
208,1782590038628,0,0,0,0
209,1782590038894,0,0,0,0
210,1782590039411,0,0,0,0
211,1782590039743,0,0,0,0
212,1782590040059,0,0,0,0
213,1782590040327,0,0,0,0
214,1782590040659,0,0,0,0
215,1782590040926,0,0,0,0
216,1782590041492,0,0,0,0
217,1782590041725,0,0,0,0
218,1782590042041,0,0,0,0
219,1782590042408,0,0,0,0
220,1782590042707,0,0,0,0
221,1782590043924,0,0,0,0
222,1782590044123,0,0,0,0
223,1782590046188,0,0,0,0
224,1782590047037,0,0,0,0
225,1782590047421,0,0,0,0
226,1782590048037,0,0,0,0
227,1782590048352,0,0,0,0
228,1782590048752,0,0,0,0
229,1782590048853,0,0,0,0
230,1782590049235,0,0,0,0
231,1782590049585,0,0,0,0
