index,date,LOST_MSG_R_MOTOR,BUS_OFF_R_MOTOR,CAN_STATE_R_MOTOR
111,1782589855832,0,0,2
112,1782589856731,0,0,2
113,1782589858064,0,0,2
114,1782589858912,0,0,2
115,1782589859912,0,0,2
116,1782589862093,0,0,2
117,1782589863092,0,0,2
118,1782589863508,0,0,2
119,1782589864641,0,0,2
120,1782589936897,0,0,2
121,1782589937229,0,0,2
122,1782589938379,0,0,2
123,1782589938995,0,0,2
124,1782589940027,0,0,2
125,1782589941676,0,0,2
126,1782589942725,0,0,2
127,1782589944374,0,0,2
128,1782589945006,0,0,2
129,1782589945988,0,0,2
130,1782589946589,0,0,2
131,1782589947671,0,0,2
132,1782589948288,0,0,2
133,1782589949237,0,0,2
134,1782589949902,0,0,2
135,1782589950318,0,0,2
136,1782589950536,0,0,2
137,1782589951268,0,0,2
138,1782589952283,0,0,2
139,1782589953783,0,0,2
140,1782589954832,0,0,2
141,1782589955514,0,0,2
142,1782589955764,0,0,2
143,1782589956380,0,0,2
144,1782589957698,0,0,2
145,1782589958628,0,0,2
146,1782589960027,0,0,2
147,1782589960210,0,0,2
148,1782589960411,0,0,2
149,1782589960827,0,0,2
150,1782589961709,0,0,2
151,1782589962142,0,0,2
152,1782589962674,0,0,2
153,1782589962957,0,0,2
154,1782589963324,0,0,2
155,1782589964373,0,0,2
156,1782589965523,0,0,2
157,1782589965955,0,0,2
158,1782589966538,0,0,2
159,1782589968187,0,0,2
160,1782589969419,0,0,2
161,1782589970485,0,0,2
162,1782589970902,0,0,2
163,1782589971551,0,0,2
164,1782589971967,0,0,2
165,1782589972333,0,0,2
166,1782589972433,0,0,2
167,1782589972833,0,0,2
168,1782589973449,0,0,2
169,1782589973899,0,0,2
170,1782589974465,0,0,2
171,1782589975381,0,0,2
172,1782589976414,0,0,2
173,1782589978012,0,0,2
174,1782589979029,0,0,2
175,1782589979694,0,0,2
176,1782589980626,0,0,2
177,1782589981676,0,0,2
178,1782589981926,0,0,2
179,1782589982175,0,0,2
180,1782589982609,0,0,2
181,1782589983623,0,0,2
182,1782589985489,0,0,2
183,1782589986505,0,0,2
184,1782589986754,0,0,2
185,1782589987321,0,0,2
186,1782589988737,0,0,2
187,1782589989386,0,0,2
188,1782589989619,0,0,2
189,1782589990285,0,0,2
190,1782589990984,0,0,2
191,1782589991966,0,0,2
192,1782589992584,0,0,2
193,1782589993016,0,0,2
194,1782589993649,0,0,2
195,1782589994015,0,0,2
196,1782589994150,0,0,2
197,1782589994532,0,0,2
198,1782589995547,0,0,2
199,1782589997129,0,0,2
200,1782589997812,0,0,2
201,1782589998178,0,0,2
202,1782590000476,0,0,2
203,1782590002478,0,0,2
204,1782590002774,0,0,2
205,1782590003224,0,0,2
206,1782590004373,0,0,2
207,1782590033315,0,0,0
208,1782590034032,0,0,0
209,1782590034748,0,0,0
210,1782590036213,0,0,0
211,1782590037379,0,0,0
212,1782590037745,0,0,0
213,1782590045355,0,0,0
214,1782590045772,0,0,0
215,1782590046388,0,0,0
216,1782590046654,0,0,0
217,1782590046970,0,0,0
218,1782590047287,0,0,0
219,1782590050235,0,0,0
220,1782590050584,0,0,0
221,1782590050917,0,0,0
222,1782590051250,0,0,0
223,1782590051317,0,0,0
224,1782590051783,0,0,0
225,1782590052049,0,0,0
226,1782590061775,0,0,0
227,1782590069552,0,0,0
228,1782590071033,0,0,0
229,1782590071317,0,0,0
230,1782590073182,0,0,0
231,1782590073648,0,0,0
232,1782590073931,0,0,0
233,1782590074297,0,0,0
234,1782590074647,0,0,0
235,1782590078461,0,0,0
236,1782590078761,0,0,0
237,1782590081974,0,0,0
238,1782590082224,0,0,0
239,1782590082658,0,0,0
240,1782590082907,0,0,0
241,1782590083989,0,0,0
242,1782590084272,0,0,0
243,1782590084888,0,0,0
244,1782590085221,0,0,0
245,1782590087187,0,0,0
246,1782590087520,0,0,0
247,1782590089651,0,0,0
248,1782590089901,0,0,0
249,1782590090267,0,0,0
250,1782590090717,0,0,0
251,1782590091666,0,0,0
252,1782590091900,0,0,0
253,1782590092282,0,0,0
254,1782590092565,0,0,0
255,1782590092765,0,0,0
256,1782590093082,0,0,0
257,1782590093465,0,0,0
258,1782590093798,0,0,0
259,1782590095579,0,0,0
260,1782590098727,0,0,0
261,1782590099045,0,0,0
262,1782590099509,0,0,0
263,1782590100126,0,0,0
264,1782590100193,0,0,0
265,1782590100559,0,0,0
266,1782590100909,0,0,0
267,1782590101192,0,0,0
268,1782590102756,0,0,0
269,1782590103040,0,0,0
