index,date,CELL1,CELL2,CELL3,CELL4
0,1782590514710,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
1,1782590524935,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
2,1782590529797,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
3,1782590541620,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
4,1782590544584,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
5,1782590546799,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
6,1782590549565,3.1400000000000001,3.1499999999999999,2.6899999999999999,3.0899999999999999
7,1782591043154,3.1899999999999999,3.2400000000000002,2.7400000000000002,3.2000000000000002
8,1782591047567,3.1899999999999999,3.2400000000000002,2.7400000000000002,3.2000000000000002
9,1782591339671,3.25,3.2799999999999998,3.2400000000000002,3.27
10,1782591341836,3.25,3.2799999999999998,3.2400000000000002,3.27
11,1782591350728,3.2599999999999998,3.2799999999999998,3.2599999999999998,3.2799999999999998
12,1782591371694,3.2599999999999998,3.2799999999999998,3.2599999999999998,3.2799999999999998
13,1782591402485,3.2599999999999998,3.2799999999999998,3.2599999999999998,3.2799999999999998
14,1782592198133,3.21,3.25,2.9700000000000002,3.27
