index,date,LATITUDE
0,1782589765927,-19.864049099999999
1,1782589766756,-19.864049099999999
2,1782589767355,-19.864049099999999
3,1782589768073,-19.864049099999999
4,1782589770020,-19.864049099999999
5,1782589770753,-19.864049099999999
6,1782589771353,-19.864049099999999
7,1782589772135,-19.864049099999999
8,1782589772751,-19.864049099999999
9,1782589774084,-19.864049099999999
10,1782589774750,-19.864049099999999
11,1782589777480,-19.864049099999999
12,1782589778197,-19.864049099999999
13,1782589778747,-19.864049099999999
14,1782589779446,-19.864049099999999
15,1782589780761,-19.864049099999999
16,1782589784342,-19.864049099999999
17,1782589784891,-19.864049099999999
18,1782589785557,-19.864049099999999
19,1782589786806,-19.864121799999999
20,1782589788272,-19.864121600000001
21,1782589788771,-19.864122800000001
22,1782589790187,-19.864121999999998
23,1782589790853,-19.864121999999998
24,1782589791352,-19.864122500000001
25,1782589792085,-19.864124799999999
26,1782589792751,-19.864124799999999
27,1782589793384,-19.864124799999999
28,1782589794001,-19.8641255
29,1782589795332,-19.864125300000001
30,1782589796797,-19.8641273
31,1782589797764,-19.864138499999999
32,1782589798280,-19.864149300000001
33,1782589799296,-19.864200100000001
34,1782589800162,-19.864242600000001
35,1782589800745,-19.864242600000001
36,1782589802526,-19.864296499999998
37,1782589803142,-19.8643833
38,1782589803925,-19.864398999999999
39,1782589804858,-19.864422000000001
40,1782589806257,-19.864496800000001
41,1782589807074,-19.864513500000001
42,1782589808455,-19.864522900000001
43,1782589809254,-19.864562599999999
44,1782589810253,-19.864569299999999
45,1782589810653,-19.864569299999999
46,1782589811437,-19.864593500000002
47,1782589812484,-19.864597799999999
48,1782589813967,-19.864608799999999
49,1782589814849,-19.8646198
50,1782589815399,-19.8646198
51,1782589815432,-19.8646198
52,1782589816381,-19.864622000000001
53,1782589817297,-19.864622000000001
54,1782589817863,-19.8646216
55,1782589818796,-19.8646216
56,1782589821244,-19.864622000000001
57,1782589822045,-19.864621799999998
58,1782589823525,-19.864622600000001
59,1782589824491,-19.864622600000001
60,1782589825074,-19.864622600000001
61,1782589826040,-19.8646168
62,1782589826939,-19.8646168
63,1782589827488,-19.8646171
64,1782589829320,-19.864618100000001
65,1782589829821,-19.864618100000001
66,1782589830687,-19.864617800000001
67,1782589831601,-19.864618799999999
68,1782589833067,-19.864618799999999
69,1782589833884,-19.8646198
70,1782589835366,-19.8646235
71,1782589836214,-19.8646235
72,1782589836964,-19.864624299999999
73,1782589837663,-19.8646241
74,1782589838513,-19.864623999999999
75,1782589839328,-19.864623999999999
76,1782589840029,-19.8646235
77,1782589840944,-19.8646235
78,1782589841744,-19.864623000000002
79,1782589842443,-19.864622600000001
80,1782589843425,-19.864622300000001
81,1782589845008,-19.8646213
82,1782589845890,-19.8646171
83,1782589846639,-19.864616999999999
84,1782589847422,-19.864616999999999
85,1782589848388,-19.864616999999999
86,1782589849071,-19.8646128
87,1782589849786,-19.864612999999999
88,1782589851502,-19.8646116
89,1782589852301,-19.864611499999999
90,1782589853267,-19.8646113
91,1782589854750,-19.864619099999999
92,1782589857896,-19.864622300000001
93,1782589859395,-19.8646241
94,1782589860211,-19.8646238
95,1782589860994,-19.8646253
96,1782589861577,-19.8646253
97,1782589862459,-19.864625100000001
98,1782589862493,-19.8646253
99,1782589863942,-19.864625100000001
100,1782589938096,-19.864595300000001
101,1782589939578,-19.864595300000001
102,1782589940477,-19.864595300000001
103,1782589942110,-19.864599500000001
104,1782589942942,-19.864599299999998
105,1782589943541,-19.8645991
106,1782589944541,-19.864601100000002
107,1782589945572,-19.864601100000002
108,1782589946105,-19.864602999999999
109,1782589947104,-19.864602999999999
110,1782589948054,-19.864602999999999
111,1782589948653,-19.864605000000001
112,1782589952001,-19.864663799999999
113,1782589952816,-19.864698600000001
114,1782589953466,-19.864698000000001
115,1782589955848,-19.864647099999999
116,1782589958429,-19.864627599999999
117,1782589959095,-19.864575599999998
118,1782589959878,-19.8645493
119,1782589961226,-19.8645493
120,1782589962042,-19.8644186
121,1782589962674,-19.864407799999999
122,1782589964290,-19.8643365
123,1782589965106,-19.8643365
124,1782589965806,-19.864278599999999
125,1782589967504,-19.864310100000001
126,1782589969419,-19.864332900000001
127,1782589970902,-19.864337599999999
128,1782589972383,-19.864337800000001
129,1782589974182,-19.864342000000001
130,1782589974848,-19.864342600000001
131,1782589977229,-19.8643538
132,1782589979029,-19.864365599999999
133,1782589979777,-19.864388000000002
134,1782589981509,-19.864404499999999
135,1782589982991,-19.864406800000001
136,1782589983857,-19.864409999999999
137,1782589985322,-19.864407799999999
138,1782589986155,-19.864407799999999
139,1782589986954,-19.864407799999999
140,1782589988470,-19.864407799999999
141,1782589989885,-19.864407799999999
142,1782589990901,-19.864407799999999
143,1782589990934,-19.864407799999999
144,1782589992467,-19.864407799999999
145,1782589993416,-19.864407799999999
146,1782589995763,-19.864407799999999
147,1782589996496,-19.864407799999999
148,1782589997345,-19.864407799999999
149,1782589998961,-19.864407799999999
150,1782589999843,-19.864407799999999
151,1782590000843,-19.864407799999999
152,1782590000893,-19.864407799999999
153,1782590002491,-19.864407799999999
154,1782590003390,-19.864407799999999
155,1782590003924,-19.864407799999999
156,1782590043057,-19.864319600000002
157,1782590043707,-19.864319600000002
158,1782590045006,-19.864319600000002
159,1782590045688,-19.864319600000002
160,1782590046405,-19.864319600000002
161,1782590048286,-19.864319600000002
162,1782590048886,-19.864319600000002
163,1782590049651,-19.864319600000002
164,1782590051067,-19.864319600000002
165,1782590051667,-19.864319600000002
166,1782590053392,-19.864319600000002
167,1782590053665,-19.864319600000002
168,1782590054382,-19.864319600000002
169,1782590055779,-19.864319600000002
170,1782590056329,-19.864319600000002
171,1782590057461,-19.864398999999999
172,1782590057662,-19.864408000000001
173,1782590058461,-19.864408000000001
174,1782590059060,-19.864407499999999
175,1782590059326,-19.864407499999999
176,1782590060310,-19.864410299999999
177,1782590060594,-19.864410299999999
178,1782590061175,-19.864409999999999
179,1782590062391,-19.864409599999998
180,1782590062608,-19.864409599999998
181,1782590063456,-19.864406800000001
182,1782590064072,-19.864406800000001
183,1782590064422,-19.864407
184,1782590065038,-19.864407
185,1782590065905,-19.864406299999999
186,1782590066604,-19.864406299999999
187,1782590067539,-19.864406500000001
188,1782590067803,-19.864406500000001
189,1782590069119,-19.864403500000002
190,1782590069419,-19.864403500000002
191,1782590072000,-19.864402299999998
192,1782590072765,-19.864403100000001
193,1782590073365,-19.864402999999999
194,1782590074797,-19.864403299999999
195,1782590075513,-19.864403100000001
196,1782590076029,-19.864403100000001
197,1782590077329,-19.864402599999998
198,1782590077978,-19.864402599999998
199,1782590079293,-19.864401600000001
200,1782590080526,-19.864404799999999
201,1782590081192,-19.864404799999999
202,1782590082608,-19.864404799999999
203,1782590083773,-19.864401900000001
204,1782590084489,-19.864401900000001
205,1782590085588,-19.8644018
206,1782590085622,178257.9283799
207,1782590086437,-19.8643991
208,1782590087603,-19.864398999999999
209,1782590088736,-19.864397100000001
210,1782590090151,-19.864400499999999
211,1782590091316,-19.864404
212,1782590092033,-19.864404
213,1782590093980,-19.864413500000001
214,1782590094680,-19.864413299999999
215,1782590096596,-19.864416299999998
216,1782590097844,-19.864416299999998
217,1782590098527,-19.864418799999999
218,1782590099927,-19.8644228
219,1782590100459,-19.8644228
220,1782590101192,-19.8644228
221,1782590101891,-19.864419099999999
222,1782590103056,-19.864414
223,1782590104572,-19.864411499999999
224,1782590105155,-19.864412000000002
225,1782590105804,-19.864412099999999
226,1782590106521,-19.864410800000002
227,1782590107720,-19.864410800000002
228,1782590109052,-19.8644085
229,1782590109834,-19.864408300000001
230,1782590110285,-19.864408600000001
231,1782590110900,-19.864408600000001
232,1782590112715,-19.8644131
233,1782590114047,-19.8644131
234,1782590114780,-19.864418799999999
235,1782590115379,-19.864418799999999
236,1782590116679,-19.864418799999999
237,1782590117278,-19.864418799999999
238,1782590117861,-19.8644161
239,1782590119493,-19.864415600000001
240,1782590120558,-19.864412000000002
241,1782590121990,-19.864408300000001
242,1782590122524,-19.864408099999999
