index,date,CELL1,CELL2,CELL3,CELL4
0,1782590513228,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
1,1782590521605,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
2,1782590523270,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
3,1782590526733,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
4,1782590527982,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
5,1782590529863,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
6,1782590536208,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
7,1782590538590,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
8,1782590548298,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
9,1782590560388,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
10,1782590561487,3.0800000000000001,3.0899999999999999,3.1000000000000001,2.9500000000000002
11,1782591030648,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
12,1782591033429,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
13,1782591038142,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
14,1782591040073,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
15,1782591041788,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
16,1782591043138,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
17,1782591045518,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
18,1782591047567,3.1299999999999999,3.1600000000000001,3.1699999999999999,3.0600000000000001
19,1782591053878,3.27,3.2599999999999998,3.2799999999999998,3.27
20,1782591068700,3.27,3.27,3.2799999999999998,3.2799999999999998
21,1782591070964,3.27,3.27,3.2799999999999998,3.2799999999999998
22,1782591072579,3.27,3.27,3.2799999999999998,3.2799999999999998
23,1782591073462,3.27,3.27,3.2799999999999998,3.2799999999999998
24,1782591334709,3.2400000000000002,3.23,3.2599999999999998,3.25
25,1782591347631,3.25,3.25,3.27,3.2599999999999998
26,1782591350762,3.25,3.25,3.27,3.2599999999999998
27,1782591351644,3.25,3.25,3.27,3.2599999999999998
28,1782591357556,3.25,3.25,3.27,3.2599999999999998
29,1782591359571,3.25,3.25,3.27,3.2599999999999998
30,1782591363984,3.25,3.25,3.27,3.2599999999999998
31,1782591367748,3.25,3.25,3.27,3.2599999999999998
32,1782591369596,3.25,3.25,3.27,3.2599999999999998
33,1782591371761,3.25,3.25,3.27,3.2599999999999998
34,1782591377206,3.25,3.25,3.27,3.2599999999999998
35,1782591402519,3.25,3.25,3.27,3.2599999999999998
36,1782592199581,3.1699999999999999,3.1600000000000001,3.2000000000000002,3.1400000000000001
