index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECREASE_L
0,1782589765926,10,0,0
1,1782589765926,10,0,0
2,1782589765927,10,0,0
3,1782589765927,10,0,0
4,1782589766673,10,0,0
5,1782589767006,10,0,0
6,1782589770203,20,0,0
7,1782589770536,20,0,0
8,1782589770953,20,0,0
9,1782589771303,20,0,0
10,1782589771435,20,0,0
11,1782589771735,20,0,0
12,1782589772152,20,0,0
13,1782589773551,20,0,0
14,1782589775100,20,0,0
15,1782589775449,20,0,0
16,1782589775815,20,0,0
17,1782589776348,20,0,0
18,1782589776598,20,0,0
19,1782589777168,20,0,0
20,1782589777247,20,0,0
21,1782589778380,20,0,0
22,1782589783076,20,0,0
23,1782589783625,20,0,0
24,1782589783825,20,0,0
25,1782589784125,20,0,0
26,1782589784359,20,0,0
27,1782589784641,20,0,0
28,1782589785024,20,0,0
29,1782589785340,20,0,0
30,1782589785890,20,0,0
31,1782589786406,20,0,0
32,1782589786739,20,0,0
33,1782589787122,20,0,0
34,1782589787406,20,0,0
35,1782589790336,20,0,0
36,1782589790654,20,0,0
37,1782589791818,20,0,0
38,1782589792119,20,0,0
39,1782589792402,20,0,0
40,1782589792701,20,0,0
41,1782589793067,20,0,0
42,1782589793267,20,0,0
43,1782589794134,20,0,0
44,1782589794466,20,0,0
45,1782589794782,20,0,0
46,1782589795132,20,0,0
47,1782589795832,20,0,0
48,1782589795932,20,0,0
49,1782589797014,20,0,0
50,1782589798030,20,0,0
51,1782589798563,20,0,0
52,1782589799201,20,0,0
53,1782589799630,20,0,0
54,1782589801144,20,0,0
55,1782589801561,20,0,0
56,1782589802510,20,0,0
57,1782589803009,20,0,0
58,1782589803076,20,0,0
59,1782589803459,20,0,0
60,1782589804493,20,0,0
61,1782589806290,20,0,0
62,1782589806707,20,0,0
63,1782589807639,20,0,0
64,1782589808471,20,0,0
65,1782589809804,20,0,0
66,1782589810253,20,0,0
67,1782589810637,20,0,0
68,1782589811036,20,0,0
69,1782589812052,20,0,0
70,1782589813001,20,0,0
71,1782589813651,20,0,0
72,1782589814666,20,0,0
73,1782589815115,20,0,0
74,1782589815199,20,0,0
75,1782589815615,20,0,0
76,1782589816248,20,0,0
77,1782589816647,20,0,0
78,1782589817198,20,0,0
79,1782589818163,20,0,0
80,1782589819229,20,0,0
81,1782589820178,20,0,0
82,1782589822161,20,0,0
83,1782589822343,20,0,0
84,1782589822609,20,0,0
85,1782589823692,20,0,0
86,1782589825290,20,0,0
87,1782589826307,20,0,0
88,1782589828254,20,0,0
89,1782589829221,20,0,0
90,1782589829570,20,0,0
91,1782589830187,20,0,0
92,1782589831219,20,0,0
93,1782589833084,20,0,0
94,1782589834084,20,0,0
95,1782589834401,20,0,0
96,1782589835349,20,0,0
97,1782589835915,20,0,0
98,1782589836348,20,0,0
99,1782589837015,20,0,0
100,1782589837230,20,0,0
101,1782589837830,20,0,0
102,1782589838829,20,0,0
103,1782589839129,20,0,0
104,1782589839745,20,0,0
105,1782589840760,20,0,0
106,1782589842792,20,0,0
107,1782589843375,20,0,0
108,1782589844358,20,0,0
109,1782589845024,20,0,0
110,1782589846140,20,0,0
111,1782589846739,20,0,0
112,1782589847706,20,0,0
113,1782589848704,20,0,0
114,1782589848904,20,0,0
115,1782589849587,20,0,0
116,1782589850586,20,0,0
117,1782589852218,20,0,0
118,1782589852850,20,0,0
119,1782589853317,20,0,0
120,1782589854865,20,0,0
121,1782589855482,20,0,0
122,1782589855915,20,0,0
123,1782589856281,20,0,0
124,1782589856381,20,0,0
125,1782589857730,20,0,0
126,1782589858996,20,0,0
127,1782589859978,20,0,0
128,1782589860861,20,0,0
129,1782589861743,20,0,0
130,1782589862176,20,0,0
131,1782589863208,20,0,0
132,1782589863576,20,0,0
133,1782589863658,20,0,0
134,1782589864741,20,0,0
135,1782589936531,10,0,0
136,1782589937812,10,0,0
137,1782589938229,10,0,0
138,1782589939061,10,0,0
139,1782589939711,10,0,0
140,1782589940177,10,0,0
141,1782589941742,10,0,0
142,1782589942359,10,0,0
143,1782589942825,10,0,0
144,1782589943958,10,0,0
145,1782589944674,10,0,0
146,1782589945156,10,0,0
147,1782589946272,10,0,0
148,1782589946722,10,0,0
149,1782589947421,10,0,0
150,1782589948937,10,0,0
151,1782589949352,10,0,0
152,1782589950019,10,0,0
153,1782589950403,10,0,0
154,1782589950601,10,0,0
155,1782589950902,10,0,0
156,1782589951867,10,0,0
157,1782589953416,10,0,0
158,1782589953882,10,0,0
159,1782589954515,10,0,0
160,1782589954915,10,0,0
161,1782589956047,10,0,0
162,1782589956464,10,0,0
163,1782589957479,10,0,0
164,1782589957763,10,0,0
165,1782589959262,10,0,0
166,1782589959645,10,0,0
167,1782589960310,10,0,0
168,1782589960493,10,0,0
169,1782589960909,10,0,0
170,1782589961792,10,0,0
171,1782589962775,10,0,0
172,1782589963041,10,0,0
173,1782589964008,10,0,0
174,1782589964657,10,0,0
175,1782589965606,10,0,0
176,1782589966621,10,0,0
177,1782589968286,10,0,0
178,1782589968903,10,0,0
179,1782589969419,10,0,0
180,1782589970552,10,0,0
181,1782589971618,10,0,0
182,1782589972533,10,0,0
183,1782589973549,10,0,0
184,1782589974565,10,0,0
185,1782589975498,10,0,0
186,1782589976080,10,0,0
187,1782589976496,10,0,0
188,1782589977663,10,0,0
189,1782589978079,10,0,0
190,1782589978661,10,0,0
191,1782589979162,10,0,0
192,1782589980710,10,0,0
193,1782589981776,10,0,0
194,1782589982009,10,0,0
195,1782589982259,10,0,0
196,1782589983291,10,0,0
197,1782589985106,10,0,0
198,1782589986588,10,0,0
199,1782589986837,10,0,0
200,1782589987038,10,0,0
201,1782589987454,10,0,0
202,1782589988386,10,0,0
203,1782589988803,10,0,0
204,1782589990385,10,0,0
205,1782589991085,10,0,0
206,1782589992267,10,0,0
207,1782589992666,10,0,0
208,1782589993716,10,0,0
209,1782589994115,10,0,0
210,1782589994215,10,0,0
211,1782589994631,10,0,0
212,1782589995231,10,0,0
213,1782589995630,10,0,0
214,1782589996264,10,0,0
215,1782589996813,10,0,0
216,1782589997246,10,0,0
217,1782589997879,10,0,0
218,1782589998311,10,0,0
219,1782589999444,10,0,0
220,1782589999893,10,0,0
221,1782590000543,10,0,0
222,1782590001176,10,0,0
223,1782590001792,10,0,0
224,1782590002491,10,0,0
225,1782590002857,10,0,0
226,1782590003507,10,0,0
227,1782590004456,10,0,0
228,1782590033399,10,0,0
229,1782590034098,10,0,0
230,1782590034830,10,0,0
231,1782590035497,10,0,0
232,1782590036280,10,0,0
233,1782590036446,10,0,0
234,1782590036796,10,0,0
235,1782590037045,10,0,0
236,1782590037479,10,0,0
237,1782590043024,10,0,0
238,1782590045123,10,0,0
239,1782590045423,10,0,0
240,1782590045871,10,0,0
241,1782590046754,10,0,0
242,1782590049901,10,0,0
243,1782590050335,10,0,0
244,1782590050667,10,0,0
245,1782590051483,10,0,0
246,1782590053399,10,0,0
247,1782590054732,10,0,0
248,1782590061842,0,0,0
249,1782590072499,10,0,0
250,1782590072832,10,0,0
251,1782590073250,10,0,0
252,1782590073349,10,0,0
253,1782590073715,10,0,0
254,1782590074031,10,0,0
255,1782590074381,10,0,0
256,1782590080226,10,0,0
257,1782590082041,10,0,0
258,1782590082374,10,0,0
259,1782590082757,10,0,0
260,1782590083007,10,0,0
261,1782590083706,10,0,0
262,1782590084072,10,0,0
263,1782590084389,10,0,0
264,1782590084639,10,0,0
265,1782590085305,10,0,0
266,1782590086454,10,0,0
267,1782590086654,10,0,0
268,1782590086970,10,0,0
269,1782590087270,10,0,0
270,1782590087620,10,0,0
271,1782590087837,10,0,0
272,1782590089352,10,0,0
273,1782590089718,10,0,0
274,1782590090034,10,0,0
275,1782590090351,10,0,0
276,1782590090433,10,0,0
277,1782590090818,10,0,0
278,1782590091050,10,0,0
279,1782590091384,10,0,0
280,1782590091732,10,0,0
281,1782590092000,10,0,0
282,1782590092400,10,0,0
283,1782590092649,10,0,0
284,1782590092832,10,0,0
285,1782590093165,10,0,0
286,1782590093532,10,0,0
287,1782590097461,10,0,0
288,1782590098794,10,0,0
289,1782590099144,10,0,0
290,1782590100292,10,0,0
291,1782590104139,10,0,0
292,1782590104505,10,0,0
293,1782590104856,10,0,0
294,1782590105321,10,0,0
295,1782590105638,10,0,0
296,1782590106022,10,0,0
297,1782590106354,10,0,0
298,1782590107769,10,0,0
299,1782590108452,10,0,0
300,1782590110201,10,0,0
301,1782590110784,10,0,0
302,1782590112533,10,0,0
303,1782590112632,10,0,0
304,1782590112998,10,0,0
305,1782590113298,10,0,0
306,1782590113681,10,0,0
307,1782590113981,10,0,0
308,1782590115080,10,0,0
309,1782590115463,10,0,0
310,1782590119493,10,0,0
311,1782590120692,10,0,0
312,1782590120992,10,0,0
313,1782590121341,10,0,0
314,1782590121708,10,0,0
315,1782590122308,10,0,0
316,1782590122457,10,0,0
317,1782590122890,10,0,0
318,1782590126637,10,0,0
319,1782590127835,10,0,0
320,1782590128169,10,0,0
321,1782590128485,10,0,0
322,1782590128835,10,0,0
323,1782590129135,10,0,0
324,1782590129467,10,0,0
325,1782590129584,10,0,0
326,1782590129917,10,0,0
327,1782590130484,10,0,0
328,1782590130600,10,0,0
329,1782590137044,10,0,0
330,1782590137245,10,0,0
331,1782590137877,10,0,0
332,1782590138211,10,0,0
333,1782590138428,10,0,0
334,1782590138810,10,0,0
335,1782590139093,10,0,0
336,1782590139376,10,0,0
337,1782590140075,10,0,0
338,1782590140442,10,0,0
339,1782590140808,10,0,0
340,1782590141499,10,0,0
341,1782590143422,10,0,0
342,1782590143756,10,0,0
343,1782590144106,10,0,0
344,1782590144905,10,0,0
345,1782590145288,10,0,0
346,1782590145605,10,0,0
347,1782590145954,10,0,0
348,1782590146238,10,0,0
349,1782590146553,10,0,0
350,1782590146769,10,0,0
