index,date,AIR_MINUS,AIR_PLUS,GVL,CURRENT
0,1782589767773,1,1,14.58,4
1,1782589773217,1,1,14.619999999999999,2
2,1782589789737,1,1,14.58,3
3,1782589791452,1,1,14.59,3
4,1782589791735,1,1,14.59,1
5,1782589791785,1,1,14.6,1
6,1782589793118,1,1,14.6,2
7,1782589794533,1,1,14.630000000000001,2
8,1782589796598,1,1,14.609999999999999,49
9,1782589796631,1,1,14.619999999999999,125
10,1782589798663,1,0,14.58,5
11,1782589800379,1,0,14.57,4
12,1782589808355,1,0,14.67,1
13,1782589814217,1,0,14.59,1
14,1782589814750,1,0,14.59,1
15,1782589815666,1,0,14.640000000000001,1
16,1782589817131,1,0,14.58,1
17,1782589818230,1,0,14.609999999999999,1
18,1782589819246,1,0,14.619999999999999,1
19,1782589821260,1,0,14.57,1
20,1782589823192,1,0,14.58,1
21,1782589825824,1,0,14.640000000000001,1
22,1782589830287,1,0,14.66,2
23,1782589831335,1,0,14.65,2
24,1782589833234,1,0,14.66,1
25,1782589833785,1,0,14.640000000000001,1
26,1782589834716,1,0,14.640000000000001,1
27,1782589835182,1,0,14.6,1
28,1782589835681,1,0,14.630000000000001,1
29,1782589837597,1,0,14.619999999999999,1
30,1782589840111,1,0,14.66,1
31,1782589842076,1,0,14.6,2
32,1782589842642,1,0,14.609999999999999,2
33,1782589847989,1,0,14.6,1
34,1782589850436,1,0,14.529999999999999,1
35,1782589852051,1,0,14.609999999999999,1
36,1782589856681,1,0,14.6,2
37,1782589857164,1,0,14.57,2
38,1782589859595,1,0,14.65,2
39,1782589861293,1,0,14.59,2
40,1782589940327,1,1,14.57,1
41,1782589942858,1,1,14.56,1
42,1782589944074,1,1,14.56,1
43,1782589947837,1,1,14.550000000000001,17
44,1782589950886,1,1,14.59,57
45,1782589951318,1,1,14.58,0
46,1782589951900,1,1,14.59,1
47,1782589953299,1,1,14.470000000000001,6
48,1782589955997,1,1,14.550000000000001,31
49,1782589958862,1,1,14.52,84
50,1782589961076,1,1,14.51,2
51,1782589963941,1,1,14.470000000000001,2
52,1782589968121,1,1,14.529999999999999,4
53,1782589968620,1,1,14.59,4
54,1782589969406,1,1,14.550000000000001,2
55,1782589970285,1,1,14.539999999999999,8
56,1782589972750,1,1,14.5,21
57,1782589976396,1,1,14.51,17
58,1782589977929,1,1,14.529999999999999,1
59,1782589978945,1,1,14.51,1
60,1782589982525,1,1,14.5,1
61,1782589984107,1,1,14.529999999999999,1
62,1782589985472,1,1,14.5,1
63,1782589985956,1,1,14.460000000000001,1
64,1782589987420,1,1,14.460000000000001,1
65,1782589990302,1,1,14.51,1
66,1782589990851,1,1,14.449999999999999,1
67,1782589990951,1,1,14.529999999999999,1
68,1782589992566,1,1,14.49,1
69,1782589993599,1,1,14.470000000000001,1
70,1782589998245,1,1,14.449999999999999,1
71,1782589999261,1,1,14.51,1
72,1782589999761,1,1,14.51,1
73,1782590000343,1,1,14.52,1
74,1782590000942,1,1,14.59,1
75,1782590041792,0,0,14.609999999999999,0
76,1782590042924,0,0,14.59,0
77,1782590044922,0,0,14.59,0
78,1782590045288,0,0,14.609999999999999,0
79,1782590052451,0,0,14.59,0
80,1782590054948,0,0,14.630000000000001,0
81,1782590057312,0,0,14.640000000000001,0
82,1782590058311,0,0,14.58,0
83,1782590059643,0,0,14.58,0
84,1782590065289,0,0,14.529999999999999,0
85,1782590066871,0,0,14.550000000000001,0
86,1782590067221,0,0,14.640000000000001,0
87,1782590067787,0,0,14.6,0
88,1782590074597,0,0,14.6,0
89,1782590077545,0,0,14.609999999999999,0
90,1782590080242,0,0,14.59,0
91,1782590081225,0,0,14.6,0
92,1782590081575,0,0,14.6,0
93,1782590081858,0,0,14.550000000000001,0
94,1782590082207,0,0,14.640000000000001,0
95,1782590084306,0,0,14.539999999999999,0
96,1782590088619,0,0,14.6,0
97,1782590091333,0,0,14.59,0
98,1782590095496,0,0,14.630000000000001,0
99,1782590095812,0,0,14.630000000000001,0
100,1782590101391,0,0,14.609999999999999,0
101,1782590109068,0,0,14.550000000000001,0
102,1782590120226,0,0,14.6,0
103,1782590122007,0,0,14.57,0
104,1782590124222,0,0,14.529999999999999,0
105,1782590126104,0,0,14.59,0
106,1782590131233,0,0,14.56,0
107,1782590132315,0,0,14.640000000000001,0
108,1782590139110,0,0,14.630000000000001,0
109,1782590143007,0,0,14.57,0
110,1782590145987,0,0,14.6,0
111,1782590152499,0,0,14.59,0
112,1782590153748,0,0,14.619999999999999,0
113,1782590154513,0,0,14.619999999999999,0
114,1782590154546,0,0,14.630000000000001,0
115,1782590157727,0,0,14.619999999999999,0
116,1782590160609,1,0,14.630000000000001,1
117,1782590161025,1,0,14.67,1
118,1782590162157,1,0,14.619999999999999,1
119,1782590166703,1,1,14.539999999999999,2
120,1782590167536,1,1,14.550000000000001,2
121,1782590170400,1,1,14.48,1
122,1782590173281,1,1,14.51,2
123,1782590175112,1,1,14.52,1
124,1782590175380,1,1,14.52,1
125,1782590176396,1,1,14.470000000000001,1
126,1782590177927,1,1,14.539999999999999,38
127,1782590180092,1,1,14.550000000000001,74
128,1782590182190,1,1,14.380000000000001,93
129,1782590182790,1,1,14.359999999999999,100
130,1782590183822,1,1,14.32,104
131,1782590185570,1,1,14.380000000000001,94
132,1782590188601,1,1,14.24,125
133,1782590189900,1,1,14.32,3
134,1782590190966,1,1,14.369999999999999,2
135,1782590191432,1,1,14.31,30
136,1782590192464,1,1,14.32,129
137,1782590195645,1274,1267,10.960000000000001,0
138,1782590196744,1,1,14.359999999999999,2
139,1782590198710,1,1,14.390000000000001,124
140,1782590200857,1,1,14.380000000000001,130
141,1782590204638,1,1,14.369999999999999,124
142,1782590205620,1,1,14.31,2
143,1782590207585,1,1,14.26,6
144,1782590211299,1,1,14.34,3
145,1782590213180,1,1,14.33,2
146,1782590215145,1,1,14.380000000000001,44
147,1782590218775,1,1,14.369999999999999,2
148,1782590219325,1,1,14.369999999999999,2
149,1782590223472,1,1,14.380000000000001,2
150,1782590223955,1,1,14.380000000000001,2
151,1782590224038,1,1,14.380000000000001,2
152,1782590227235,1,1,14.359999999999999,1
153,1782590228368,1,1,14.34,1
154,1782590229883,1,1,14.34,1
155,1782590232381,1,1,14.32,1
156,1782590232464,1,1,14.32,1
157,1782590233430,1,1,14.31,2
158,1782590234946,1,1,14.369999999999999,1
159,1782590235495,1,1,14.300000000000001,1
160,1782590236894,1,1,14.369999999999999,2
161,1782590238259,1,1,14.34,2
162,1782590240573,1,1,14.34,2
163,1782590240741,1,1,14.32,2
164,1782590247335,1,1,14.34,1
165,1782590248351,1,1,14.4,6
166,1782590251615,1,1,14.34,27
167,1782590254762,1,1,14.390000000000001,11
168,1782590255361,1,1,14.35,10
169,1782590256228,1,1,14.279999999999999,14
170,1782590257310,1,1,14.289999999999999,28
171,1782590270149,1,1,14.300000000000001,2
172,1782590271481,1,1,14.27,1
173,1782590272064,1,1,14.32,1
174,1782590272564,1,1,14.27,2
175,1782590272980,1,1,14.27,2
176,1782590273946,1,1,14.35,2
177,1782590274479,1,1,14.35,2
178,1782590278708,1,1,14.31,2
179,1782590279741,1,1,14.380000000000001,2
180,1782590282389,1,1,14.32,1
181,1782590283788,1,1,14.380000000000001,1
182,1782590286219,1,1,14.32,1
183,1782590287668,1,1,14.289999999999999,1
184,1782590289566,1,1,14.25,1
185,1782590290882,1,1,14.32,1
186,1782590292447,1,1,14.26,2
187,1782590292863,1,1,14.33,2
188,1782590292930,1,1,14.27,2
189,1782590295095,1,1,14.300000000000001,2
190,1782590296711,0,0,14.49,2
191,1782590297593,0,0,14.6,2
192,1782590298026,0,0,14.460000000000001,2
193,1782590310549,1,1,14.43,178
194,1782590314296,1,1,14.5,178
195,1782590329017,1,1,14.5,242
196,1782590330748,1,1,14.48,246
197,1782590333746,1,1,14.35,250
198,1782590336410,1,1,14.26,251
199,1782590338776,1,1,14.32,253
200,1782590343588,1,1,14.279999999999999,302
201,1782590344003,1,1,14.34,237
202,1782590348201,1,1,14.25,242
203,1782590350215,1,1,14.27,243
204,1782590355594,1,1,14.23,240
205,1782590358009,1,1,14.31,245
206,1782590362188,1,1,14.27,225
207,1782590364804,1,1,14.34,232
208,1782590365885,1,1,14.27,246
209,1782590369499,1,1,14.279999999999999,178
210,1782590370048,1,1,14.34,178
211,1782590370681,1,1,14.369999999999999,178
212,1782590371747,1,1,14.289999999999999,182
213,1782590374495,1,1,14.35,180
214,1782590374511,1,1,14.390000000000001,185
