index,date,BMS_MODE
0,1782589765926,2
1,1782589766306,2
2,1782589767906,2
3,1782589768589,2
4,1782589769272,2
5,1782589769605,2
6,1782589770137,2
7,1782589770387,2
8,1782589773251,2
9,1782589774017,2
10,1782589774466,2
11,1782589775100,2
12,1782589775282,2
13,1782589775782,2
14,1782589776065,2
15,1782589776498,2
16,1782589776914,2
17,1782589777297,2
18,1782589779695,2
19,1782589780211,2
20,1782589780579,2
21,1782589780994,2
22,1782589781394,2
23,1782589782111,2
24,1782589783875,2
25,1782589784724,2
26,1782589788854,2
27,1782589789755,2
28,1782589791719,2
29,1782589791802,2
30,1782589793767,2
31,1782589793933,2
32,1782589794516,2
33,1782589795065,2
34,1782589796615,2
35,1782589797098,2
36,1782589797581,2
37,1782589798663,2
38,1782589799213,2
39,1782589799761,2
40,1782589800412,2
41,1782589801210,2
42,1782589802094,2
43,1782589802176,2
44,1782589804175,2
45,1782589805174,2
46,1782589806041,2
47,1782589806923,2
48,1782589807505,2
49,1782589808921,2
50,1782589809287,2
51,1782589809904,2
52,1782589811136,2
53,1782589811554,2
54,1782589811652,2
55,1782589813068,2
56,1782589814150,2
57,1782589814783,2
58,1782589815648,2
59,1782589816115,2
60,1782589816647,2
61,1782589817164,2
62,1782589817230,2
63,1782589818230,2
64,1782589818696,2
65,1782589819229,2
66,1782589819728,2
67,1782589820212,2
68,1782589820644,2
69,1782589821810,2
70,1782589822742,2
71,1782589823192,2
72,1782589824224,2
73,1782589826473,2
74,1782589826856,2
75,1782589827888,2
76,1782589828954,2
77,1782589830836,2
78,1782589832351,2
79,1782589832801,2
80,1782589833217,2
81,1782589833768,2
82,1782589835199,2
83,1782589835665,2
84,1782589836148,2
85,1782589836598,2
86,1782589837064,2
87,1782589837580,2
88,1782589838080,2
89,1782589838662,2
90,1782589840094,2
91,1782589841111,2
92,1782589843275,2
93,1782589843708,2
94,1782589845390,2
95,1782589845840,2
96,1782589847422,2
97,1782589848021,2
98,1782589848471,2
99,1782589849903,2
100,1782589850935,2
101,1782589850969,2
102,1782589854832,2
103,1782589855315,2
104,1782589855849,2
105,1782589856665,2
106,1782589857197,2
107,1782589857580,2
108,1782589858129,2
109,1782589859013,2
110,1782589859612,2
111,1782589860044,2
112,1782589860561,2
113,1782589860611,2
114,1782589861344,2
115,1782589861876,2
116,1782589862892,2
117,1782589864357,2
118,1782589864374,2
119,1782589936597,2
120,1782589937846,2
121,1782589938895,2
122,1782589939244,2
123,1782589940311,2
124,1782589941393,2
125,1782589942842,2
126,1782589943474,2
127,1782589944057,2
128,1782589944507,2
129,1782589946138,2
130,1782589947421,2
131,1782589947421,2
132,1782589947821,2
133,1782589948803,2
134,1782589948903,2
135,1782589949419,2
136,1782589949969,2
137,1782589950918,2
138,1782589951301,2
139,1782589951917,2
140,1782589952334,2
141,1782589953865,2
142,1782589954381,2
143,1782589956030,2
144,1782589957046,2
145,1782589957163,2
146,1782589958828,2
147,1782589959444,2
148,1782589959845,2
149,1782589960677,2
150,1782589961093,2
151,1782589961659,2
152,1782589962558,2
153,1782589962991,2
154,1782589963391,2
155,1782589963858,2
156,1782589963924,2
157,1782589965472,2
158,1782589965889,2
159,1782589966438,2
160,1782589967004,2
161,1782589968055,2
162,1782589968603,2
163,1782589968637,2
164,1782589970235,2
165,1782589971334,2
166,1782589972734,2
167,1782589973333,2
168,1782589973749,2
169,1782589975314,2
170,1782589975880,2
171,1782589976396,2
172,1782589976947,2
173,1782589977429,2
174,1782589977897,2
175,1782589977912,2
176,1782589978496,2
177,1782589980093,2
178,1782589980510,2
179,1782589981160,2
180,1782589981692,2
181,1782589982542,2
182,1782589983041,2
183,1782589984057,2
184,1782589985039,2
185,1782589985505,2
186,1782589985956,2
187,1782589986505,2
188,1782589987371,2
189,1782589987803,2
190,1782589988303,2
191,1782589989752,2
192,1782589990285,2
193,1782589990851,2
194,1782589990934,2
195,1782589993599,2
196,1782589994581,2
197,1782589995147,2
198,1782589995197,2
199,1782589995681,2
200,1782589996230,2
201,1782589997180,2
202,1782589997712,2
203,1782589997795,2
204,1782589998228,2
205,1782589998744,2
206,1782589999244,2
207,1782589999761,2
208,1782590000343,2
209,1782590000876,2
210,1782590000926,2
211,1782590002008,2
212,1782590002574,2
213,1782590004157,2
214,1782590037397,2
215,1782590037645,2
216,1782590038246,2
217,1782590038561,2
218,1782590039243,2
219,1782590041825,2
220,1782590042923,2
221,1782590043540,2
222,1782590044074,2
223,1782590044373,2
224,1782590044690,2
225,1782590044906,2
226,1782590045222,2
227,1782590045638,2
228,1782590046088,2
229,1782590047221,2
230,1782590047720,2
231,1782590048070,2
232,1782590049102,2
233,1782590049435,2
234,1782590049735,2
235,1782590050318,2
236,1782590051433,2
237,1782590052833,2
238,1782590053864,2
239,1782590054348,2
240,1782590054448,2
241,1782590055496,2
242,1782590055680,2
243,1782590056279,2
244,1782590056912,2
245,1782590057279,2
246,1782590057579,2
247,1782590058694,2
248,1782590058994,2
249,1782590059194,2
250,1782590059560,2
251,1782590059676,2
252,1782590059960,2
253,1782590060476,2
254,1782590062174,2
255,1782590062741,2
256,1782590063107,2
257,1782590064040,2
258,1782590064422,2
259,1782590064989,2
260,1782590066888,2
261,1782590067171,2
262,1782590067421,2
263,1782590067770,2
264,1782590068719,2
265,1782590069153,2
266,1782590069685,2
267,1782590070301,2
268,1782590071700,2
269,1782590072182,2
270,1782590074131,2
271,1782590074581,2
272,1782590074997,2
273,1782590076312,2
274,1782590076912,2
275,1782590077045,2
276,1782590077562,2
277,1782590078894,2
278,1782590079143,2
279,1782590079794,2
280,1782590080226,2
281,1782590080825,2
282,1782590081159,2
283,1782590081558,2
284,1782590081808,2
285,1782590083573,2
286,1782590083722,2
287,1782590084339,2
288,1782590089201,2
289,1782590090717,2
290,1782590092333,2
291,1782590093015,2
292,1782590094430,2
293,1782590096529,2
294,1782590100708,2
295,1782590101009,2
296,1782590101425,2
297,1782590102307,2
298,1782590102940,2
299,1782590103706,2
300,1782590104389,2
301,1782590106703,2
302,1782590108918,2
303,1782590109118,2
304,1782590109551,2
305,1782590109701,2
306,1782590113115,2
307,1782590115996,2
308,1782590118178,2
309,1782590120243,2
310,1782590120475,2
311,1782590120759,2
312,1782590122424,2
313,1782590122791,2
314,1782590123007,2
315,1782590123706,2
316,1782590124405,2
317,1782590125987,2
318,1782590126120,2
319,1782590127570,2
320,1782590130750,2
321,1782590131233,2
322,1782590132333,2
323,1782590132715,2
324,1782590133631,2
325,1782590133781,2
326,1782590134230,2
327,1782590135147,2
328,1782590137611,2
329,1782590138077,2
330,1782590139110,2
331,1782590139892,2
332,1782590140276,2
333,1782590142324,2
334,1782590142607,2
335,1782590142990,2
336,1782590143290,2
337,1782590143639,2
338,1782590144622,2
339,1782590147885,2
340,1782590148302,2
341,1782590148785,2
342,1782590150001,2
343,1782590152499,2
344,1782590153081,2
345,1782590153731,2
346,1782590154463,2
347,1782590154530,2
348,1782590154881,2
349,1782590155229,2
350,1782590157178,2
351,1782590157478,2
352,1782590157744,2
353,1782590159609,2
354,1782590159976,2
355,1782590160142,2
356,1782590160325,2
357,1782590160592,2
358,1782590162157,2
359,1782590163006,2
360,1782590164222,2
361,1782590165271,2
362,1782590166653,2
363,1782590166853,2
364,1782590167752,2
365,1782590169701,2
366,1782590170600,2
367,1782590171416,2
368,1782590174540,2
369,1782590174563,2
370,1782590174763,2
371,1782590175047,2
372,1782590175380,2
373,1782590176944,2
374,1782590177361,2
375,1782590177910,2
376,1782590178876,2
377,1782590179526,2
378,1782590180009,2
379,1782590180075,2
380,1782590181590,2
381,1782590181691,2
382,1782590182223,2
383,1782590182773,2
384,1782590183805,2
385,1782590184805,2
386,1782590185570,2
387,1782590186269,2
388,1782590187203,2
389,1782590187286,2
390,1782590187669,2
391,1782590188951,2
392,1782590189517,2
393,1782590189900,2
394,1782590190483,2
395,1782590191416,2
396,1782590192054,2
397,1782590192448,2
398,1782590193647,2
399,1782590194080,2
400,1782590195145,2
401,1782590196694,2
402,1782590198810,2
403,1782590199792,2
404,1782590200841,2
405,1782590201424,2
406,1782590202506,2
407,1782590203023,2
408,1782590203472,2
409,1782590204121,2
410,1782590205620,2
411,1782590206136,2
412,1782590206836,2
413,1782590207802,2
414,1782590208368,2
415,1782590208451,2
416,1782590209517,2
417,1782590210416,2
418,1782590210866,2
419,1782590211282,2
420,1782590211831,2
421,1782590212681,2
422,1782590213230,2
423,1782590213646,2
424,1782590214163,2
425,1782590215611,2
426,1782590216644,2
427,1782590217676,2
428,1782590218572,2
429,1782590218775,2
430,1782590219325,2
431,1782590220291,2
432,1782590221407,2
433,1782590223455,2
434,1782590224021,2
435,1782590224654,2
436,1782590225553,2
437,1782590225636,2
438,1782590226153,2
439,1782590228318,2
440,1782590228835,2
441,1782590229818,2
442,1782590229866,2
443,1782590231033,2
444,1782590231616,2
445,1782590232364,2
446,1782590233413,2
447,1782590234929,2
448,1782590235461,2
449,1782590236012,209
450,1782590236395,2
451,1782590236844,2
452,1782590238243,2
453,1782590238809,2
454,1782590239275,2
455,1782590240573,2
456,1782590240724,2
457,1782590241808,2
458,1782590241840,2
459,1782590242939,2
460,1782590244504,2
461,1782590245520,2
462,1782590245970,2
463,1782590246402,2
464,1782590247318,2
465,1782590248334,2
466,1782590249900,2
467,1782590250516,2
468,1782590251615,2
469,1782590252098,2
470,1782590252630,2
471,1782590253213,2
472,1782590254114,2
473,1782590254779,2
474,1782590255345,2
475,1782590256211,2
476,1782590256697,2
477,1782590257743,2
478,1782590259258,2
479,1782590259891,2
480,1782590260341,2
481,1782590260923,2
482,1782590261473,2
483,1782590262856,2
484,1782590263806,2
485,1782590264105,2
486,1782590265053,2
487,1782590266452,2
488,1782590267085,2
489,1782590267584,2
490,1782590269050,2
491,1782590269650,2
492,1782590270082,2
493,1782590271032,2
494,1782590272047,2
495,1782590272497,2
496,1782590273013,2
497,1782590273630,2
498,1782590273929,2
499,1782590273996,2
500,1782590274495,2
501,1782590276560,2
502,1782590277110,2
503,1782590278126,2
504,1782590279158,2
505,1782590279225,2
506,1782590279791,2
507,1782590280773,2
508,1782590281839,2
509,1782590282423,2
510,1782590282739,2
511,1782590283205,2
512,1782590283738,2
513,1782590284171,2
514,1782590284820,2
515,1782590285270,2
516,1782590285702,2
517,1782590286670,2
518,1782590287701,2
519,1782590288600,2
520,1782590289017,2
521,1782590289550,2
522,1782590290016,2
523,1782590290432,2
524,1782590290882,2
525,1782590291465,2
526,1782590291914,2
527,1782590292913,2
528,1782590293513,2
529,1782590295111,2
530,1782590296094,2
531,1782590296694,2
532,1782590297576,2
533,1782590298009,2
534,1782590298660,2
535,1782590299042,2
536,1782590299608,2
537,1782590300158,2
538,1782590300590,2
539,1782590307251,2
540,1782590307685,2
541,1782590309333,2
542,1782590309982,2
543,1782590310532,2
544,1782590312065,2
545,1782590315344,2
546,1782590316460,2
547,1782590316894,2
548,1782590318342,2
549,1782590319491,2
550,1782590324836,2
551,1782590325619,2
552,1782590326103,2
553,1782590326518,2
554,1782590327085,2
555,1782590327434,2
556,1782590328484,2
557,1782590328916,2
558,1782590329915,2
559,1782590331798,2
560,1782590333164,2
561,1782590333729,2
562,1782590334795,2
563,1782590336443,2
564,1782590336926,2
565,1782590337860,2
566,1782590338776,2
567,1782590339425,2
568,1782590339458,2
569,1782590340823,2
570,1782590341473,2
571,1782590341922,2
572,1782590342888,2
573,1782590343554,2
574,1782590343988,2
575,1782590345203,2
576,1782590345603,2
577,1782590346735,2
578,1782590347817,2
579,1782590348766,2
580,1782590350215,2
581,1782590350764,2
582,1782590351231,2
583,1782590351747,2
584,1782590352447,2
585,1782590353096,2
586,1782590353647,2
587,1782590354079,2
588,1782590355011,2
589,1782590356044,2
590,1782590356527,2
591,1782590357476,2
592,1782590357992,2
593,1782590358974,2
594,1782590359524,2
595,1782590360106,2
596,1782590360539,2
597,1782590361172,2
598,1782590363471,2
599,1782590363887,2
600,1782590365420,2
601,1782590365868,2
602,1782590365935,2
603,1782590367034,2
604,1782590367500,2
605,1782590368533,2
606,1782590369532,2
607,1782590370015,2
608,1782590370665,2
609,1782590372846,2
610,1782590374495,2
611,1782590374511,2
612,1782590374911,2
613,1782590375444,2
614,1782590375944,2
615,1782590376943,2
616,1782590377992,2
617,1782590378574,2
618,1782590379973,2
619,1782590380407,2
620,1782590380906,2
621,1782590381439,2
622,1782590382506,2
623,1782590382921,2
624,1782590383920,2
625,1782590384003,2
626,1782590384486,2
627,1782590385471,2
628,1782590385502,2
629,1782590386468,2
630,1782590386968,2
631,1782590387518,2
632,1782590388016,2
633,1782590388583,2
634,1782590389082,2
635,1782590389532,2
636,1782590389565,2
637,1782590390148,2
638,1782590391081,2
639,1782590391613,2
640,1782590392096,2
641,1782590392746,2
642,1782590393645,2
643,1782590394294,2
644,1782590394711,2
645,1782590396526,2
646,1782590398708,2
647,1782590399341,2
648,1782590400390,2
649,1782590401139,2
650,1782590402788,2
651,1782590403204,2
652,1782590404170,2
653,1782590404203,2
654,1782590404702,2
655,1782590405202,2
656,1782590405635,2
657,1782590407000,2
658,1782590407600,2
659,1782590408000,2
660,1782590408500,2
661,1782590409066,2
662,1782590410964,2
663,1782590411630,2
664,1782590411663,2
665,1782590412063,2
666,1782590413095,2
667,1782590413562,2
668,1782590414611,2
669,1782590415194,2
670,1782590423254,2
671,1782590424953,2
672,1782590425984,2
673,1782590426735,2
674,1782590427052,2
675,1782590427484,2
676,1782590427833,2
677,1782590429416,2
678,1782590430981,2
679,1782590432329,2
680,1782590432963,2
681,1782590433312,2
682,1782590434129,2
683,1782590435411,2
684,1782590435793,2
685,1782590436975,2
686,1782590436975,2
687,1782590437526,2
688,1782590439224,2
689,1782590442937,2
690,1782590443188,2
691,1782590443971,2
692,1782590443987,2
693,1782590444270,2
694,1782590444686,2
695,1782590444869,2
696,1782590446151,2
697,1782590446368,2
698,1782590446567,2
699,1782590447183,2
700,1782590447434,2
701,1782590448183,2
702,1782590449082,2
703,1782590449248,2
704,1782590449815,2
705,1782590451014,2
706,1782590452013,2
707,1782590453912,2
708,1782590458474,2
709,1782590459923,2
710,1782590460939,335
711,1782590461205,2
712,1782590461722,2
713,1782590461989,2
714,1782590462437,2
715,1782590462637,2
716,1782590463320,2
717,1782590463503,2
718,1782590463870,2
719,1782590464952,2
720,1782590465735,2
721,1782590466417,2
722,1782590466685,2
723,1782590468599,2
724,1782590469099,2
725,1782590469915,2
726,1782590471180,2
727,1782590471480,2
728,1782590471846,2
729,1782590473295,2
730,1782590473728,2
731,1782590474244,2
732,1782590474894,2
733,1782590475826,2
734,1782590476642,2
735,1782590476809,2
736,1782590476859,2
737,1782590477342,2
738,1782590477925,2
739,1782590477926,64745
740,1782590478441,2
741,1782590478857,2
742,1782590479390,2
743,1782590480323,2
744,1782590480806,2
745,1782590481288,2
746,1782590482937,2
747,1782590484002,2
748,1782590485335,2
749,1782590486284,2
750,1782590487716,2
751,1782590488616,2
752,1782590490032,2
753,1782590490564,2
754,1782590491380,62510
755,1782590491697,2
756,1782590492762,2
757,1782590493345,2
758,1782590493811,2
759,1782590494810,2
760,1782590495876,2
761,1782590496326,2
762,1782590497924,2
763,1782590498690,2
764,1782590499007,2
765,1782590499574,2
766,1782590500089,2
767,1782590501139,2
768,1782590502570,2
769,1782590503137,2
770,1782590505069,2
771,1782590505535,2
772,1782590506151,2
773,1782590507150,2
774,1782590507183,2
775,1782590507799,2
776,1782590508299,2
777,1782590509714,2
778,1782590509831,2
779,1782590510365,2
780,1782590511246,2
781,1782590512129,2
782,1782590512679,2
783,1782590512862,2
784,1782590513295,2
785,1782590514127,2
786,1782590515526,2
787,1782590516592,2
788,1782590517208,2
789,1782590517725,2
790,1782590518374,2
791,1782590518407,2
792,1782590519373,2
793,1782590520788,2
794,1782590522155,2
795,1782590523319,2
796,1782590523836,2
797,1782590524468,2
798,1782590524985,2
799,1782590525701,2
800,1782590526267,2
801,1782590527399,2
802,1782590528066,2
803,1782590529265,2
