index,date,ALTITUDE,GROUND_SPEED,FIX
102,1780263859613,65070,0,0
103,1780263859665,65076,0,0
104,1780263859864,65076,0,0
105,1780263862230,65072,0,0
106,1780263862431,65074,0,0
107,1780263863114,65072,0,0
108,1780263864097,65074,0,0
109,1780263864930,65070,0,0
110,1780263865430,65074,0,0
111,1780263865513,65072,0,0
112,1780263865681,65074,0,0
113,1780263865930,65072,0,0
114,1780263866296,65072,0,0
115,1780263867164,0,0,65534
116,1780263867581,65080,0,0
117,1780263867747,65072,0,0
118,1780263868047,65070,0,0
119,1780263869297,65068,0,0
120,1780263869548,65072,0,0
121,1780263870080,65070,0,0
122,1780263871146,65074,0,0
123,1780263871646,65070,0,0
124,1780263872713,65068,0,0
125,1780263873129,65070,0,0
126,1780263873163,65060,0,0
127,1780263873663,65070,0,0
128,1780263874279,65070,0,0
129,1780263874363,65062,0,0
130,1780263874648,65074,0,0
131,1780263874979,65064,0,0
132,1780263875229,65070,0,0
133,1780263875281,65068,0,0
134,1780263875362,65072,0,0
135,1780263875763,65070,0,0
136,1780263877462,65068,0,0
137,1780263878246,65068,0,0
138,1780263878946,65066,0,0
139,1780263879529,65058,0,0
140,1780263879646,65066,0,0
141,1780263881379,65068,0,0
142,1780263882129,65072,0,0
143,1780263882412,65053,0,0
144,1780263882662,65070,0,0
145,1780263882862,65066,0,0
146,1780263882980,65072,0,0
147,1780263883896,65055,0,0
148,1780263884262,65060,0,0
149,1780263884314,65066,0,0
150,1780263884465,65076,0,0
151,1780263884630,65060,0,0
152,1780263884763,65060,0,0
153,1780263884962,65066,0,0
154,1780263885129,65064,0,0
155,1780263886362,65066,0,0
156,1780263888095,65060,0,0
157,1780263890946,65072,0,0
158,1780263891162,65055,0,0
159,1780263891614,65060,0,0
160,1780263891996,65064,0,0
161,1780263892645,65051,0,0
162,1780263895078,65049,0,0
163,1780263895778,65053,0,0
164,1780263897145,65060,0,0
165,1780263897511,65064,0,0
166,1780263897762,65053,0,0
167,1780263898629,65062,0,0
168,1780263902044,65051,0,0
169,1780263902211,65050,0,0
170,1780263902628,65053,0,0
171,1780263902879,65042,0,0
172,1780263903861,65056,0,0
173,1780263904111,65047,0,0
174,1780263904310,65050,0,0
175,1780263904394,65048,0,0
176,1780263905428,65048,0,0
177,1780263905677,65045,0,0
178,1780263906011,65049,0,0
179,1780263906461,65046,0,0
180,1780263906579,65051,0,0
181,1780263906711,65049,0,0
182,1780263908894,65053,0,0
183,1780263908944,65053,0,0
184,1780263909811,65046,0,0
185,1780263911411,65058,0,0
186,1780263911694,65051,0,0
187,1780263912110,65054,0,0
188,1780263912244,65056,0,0
189,1780263913012,65060,0,0
190,1780263914176,65049,0,0
191,1780263914745,65055,0,0
192,1780263915294,65053,0,0
193,1780263915327,65049,0,0
194,1780263916027,65044,0,0
195,1780263916559,65048,0,0
196,1780263916610,65056,0,0
197,1780263917478,65040,0,0
198,1780263919627,65062,0,0
199,1780263919661,65054,0,0
200,1780263919910,65058,0,0
201,1780263920077,65050,0,0
202,1780263920160,65050,0,0
203,1780263921927,65055,0,0
204,1780263923326,65053,0,0
205,1780263923627,65055,0,0
206,1780263923860,65048,0,0
207,1780263923943,65042,0,0
208,1780263924277,65049,0,0
209,1780263924977,65049,0,0
210,1780263925510,65043,0,0
211,1780263925927,65052,0,0
212,1780263927126,65040,0,0
213,1780263928976,65041,0,0
214,1780263930093,65049,0,0
215,1780263930128,65050,0,0
216,1780263930376,65049,0,0
217,1780263930426,65037,0,0
218,1780263930759,65052,0,0
219,1780263932110,65050,0,0
220,1780263932359,65045,0,0
221,1780263933276,65031,0,0
222,1780263933428,65048,0,0
223,1780263933843,65045,0,0
224,1780263933893,65029,0,0
225,1780263933926,65048,0,0
226,1780263934060,65036,0,0
227,1780263935093,65039,0,0
228,1780263935742,65050,0,0
229,1780263935908,65047,0,0
230,1780263936409,65048,0,0
231,1780263937642,65038,0,0
232,1780263937810,65049,0,0
233,1780263938009,65037,0,0
234,1780263938593,65047,0,0
235,1780263938843,65049,0,0
236,1780263939709,65045,0,0
237,1780263939781,65053,0,0
238,1780263940492,65043,0,0
239,1780263940693,65049,0,0
240,1780263941110,65041,0,0
241,1780263941309,65050,0,0
242,1780263941559,65046,0,0
243,1780263942309,65051,0,0
244,1780263946059,65043,0,0
245,1780263947208,65036,0,0
246,1780263949759,65050,0,0
247,1780263950709,65047,0,0
248,1780263951908,65052,0,0
249,1780263952126,65043,0,0
250,1780263952608,65045,0,0
251,1780263952775,65039,0,0
252,1780263954592,65037,0,0
253,1780263954759,65049,0,0
254,1780263955626,65041,0,0
255,1780263955958,65039,0,0
256,1780263956774,65041,0,0
257,1780263956941,65046,0,0
258,1780263957558,65054,0,0
259,1780263957725,65043,0,0
260,1780263958258,65041,0,0
261,1780263958925,65035,0,0
262,1780263960208,65050,0,0
263,1780263960292,65051,0,0
264,1780263960491,65035,0,0
265,1780263961692,65048,0,0
266,1780263962674,65041,0,0
267,1780263963125,65041,0,0
268,1780263963258,65039,0,0
269,1780263963791,65035,0,0
270,1780263964076,65045,0,0
271,1780263965357,65041,0,0
272,1780263965891,65047,0,0
273,1780263965941,65041,0,0
274,1780263966141,65041,0,0
275,1780263967174,65049,0,0
276,1780263968074,65044,0,0
277,1780263969691,65054,0,0
278,1780263969807,65041,0,0
279,1780263970191,65037,0,0
280,1780263970975,65039,0,0
281,1780263972292,65045,0,0
282,1780263973158,65049,0,0
283,1780263973724,65033,0,0
284,1780263975424,65051,0,0
285,1780263975673,65039,0,0
286,1780263975791,65049,0,0
287,1780263976241,65065,0,0
288,1780263977857,65056,0,0
289,1780263978024,65041,0,0
290,1780263978224,65048,0,0
291,1780263978975,65041,0,0
292,1780263980074,65047,0,0
293,1780263980290,65049,0,0
294,1780263980625,65056,0,0
295,1780263980823,65049,0,0
296,1780263980990,65031,0,0
297,1780263981157,65041,0,0
298,1780263982607,65049,0,0
299,1780263982890,65040,0,0
300,1780263983306,65055,0,0
301,1780263983506,65053,0,0
302,1780263983707,65049,0,0
303,1780263984874,65049,0,0
304,1780263985690,65055,0,0
305,1780263986307,65040,0,0
306,1780263987541,65046,0,0
307,1780263987706,65053,0,0
308,1780263988657,65060,0,0
309,1780263989940,65058,0,0
310,1780263990757,65056,0,0
311,1780263991056,65046,0,0
312,1780263991307,65062,0,0
313,1780263991756,65053,0,0
314,1780263991873,65055,0,0
315,1780263992289,65055,0,0
316,1780263992572,65060,0,0
317,1780263993739,65049,0,0
318,1780263993856,65064,0,0
319,1780263994355,65062,0,0
320,1780263994923,65066,0,0
321,1780263995872,65051,0,0
322,1780263995923,65051,0,0
323,1780263996257,65065,0,0
324,1780263997072,65061,0,0
325,1780263997523,65068,0,0
326,1780263997908,65055,0,0
327,1780263998889,65051,0,0
328,1780263999172,65060,0,0
329,1780263999672,65066,0,0
330,1780264000122,65064,0,0
331,1780264000622,65062,0,0
332,1780264001289,65068,0,0
333,1780264001405,65066,0,0
334,1780264001905,65064,0,0
335,1780264002272,65066,0,0
336,1780264002472,65060,0,0
337,1780264002606,65051,0,0
338,1780264003473,65062,0,0
339,1780264004289,65060,0,0
340,1780264004822,65066,0,0
341,1780264005440,65058,0,0
342,1780264005523,65066,0,0
343,1780264005739,65068,0,0
344,1780264006105,65068,0,0
345,1780264006355,65068,0,0
346,1780264007022,65068,0,0
347,1780264007505,65068,0,0
348,1780264008988,65064,0,0
349,1780264009155,65060,0,0
350,1780264009405,65070,0,0
351,1780264012039,65064,0,0
352,1780264013622,65062,0,0
353,1780264014438,65062,0,0
354,1780264016255,65072,0,0
355,1780264016788,65064,0,0
356,1780264017155,65070,0,0
357,1780264017905,65062,0,0
358,1780264018722,65060,0,0
359,1780264019189,65066,0,0
360,1780264019221,65064,0,0
361,1780264019588,65066,0,0
362,1780264021204,65064,0,0
363,1780264021405,65060,0,0
364,1780264021738,65062,0,0
365,1780264022687,65066,0,0
366,1780264022804,65060,0,0
367,1780264022938,65066,0,0
368,1780264023272,65066,0,0
369,1780264023838,65066,0,0
370,1780264025204,65055,0,0
371,1780264025320,65053,0,0
372,1780264026238,65066,0,0
373,1780264026521,65064,0,0
374,1780264026687,65066,0,0
375,1780264027355,65064,0,0
376,1780264028290,65070,0,0
377,1780264028504,65070,0,0
378,1780264029121,65068,0,0
379,1780264029787,65072,0,0
380,1780264030770,65074,0,0
381,1780264032304,65068,0,0
382,1780264032339,65070,0,0
383,1780264032621,65066,0,0
384,1780264033787,65068,0,0
385,1780264037620,65070,0,0
386,1780264037953,65072,0,0
387,1780264038120,65072,0,0
388,1780264039220,65058,0,0
389,1780264039720,65072,0,0
390,1780264039838,65066,0,0
391,1780264041322,65068,0,0
392,1780264042437,65068,0,0
393,1780264042520,65072,0,0
394,1780264043803,65062,0,0
395,1780264044586,65068,0,0
396,1780264046205,65072,0,0
397,1780264046486,65064,0,0
398,1780264046569,65058,0,0
399,1780264046653,65068,0,0
400,1780264050437,65066,0,0
401,1780264050671,65074,0,0
402,1780264051870,65070,0,0
403,1780264052902,65076,0,0
404,1780264054503,65072,0,0
405,1780264055836,65070,0,0
406,1780264056286,65077,0,0
407,1780264058220,65072,0,0
408,1780264058835,65078,0,0
409,1780264059368,65066,0,0
410,1780264059502,65076,0,0
411,1780264059786,65078,0,0
412,1780264060202,65068,0,0
413,1780264105969,64985,0,0
414,1780264106449,64994,0,0
415,1780264106616,64998,0,0
416,1780264108099,64980,0,0
417,1780264108233,64992,0,0
418,1780264108849,65000,0,0
419,1780264109133,65002,0,0
420,1780264109832,64998,0,0
421,1780264111316,65002,0,0
422,1780264112600,64996,0,0
423,1780264113016,64998,0,0
424,1780264113299,65000,0,0
425,1780264113434,65004,0,0
426,1780264113999,64996,0,0
427,1780264114083,64998,0,0
428,1780264115983,65000,0,0
429,1780264116182,64998,0,0
430,1780264117715,65002,0,0
431,1780264117999,65004,0,0
432,1780264118133,65006,0,0
433,1780264118217,65006,0,0
434,1780264118533,65004,0,0
435,1780264118665,64998,0,0
436,1780264119250,65004,0,0
437,1780264119482,65006,0,0
438,1780264120649,65004,0,0
439,1780264121182,65000,0,0
440,1780264121751,65006,0,0
441,1780264123249,65000,0,0
442,1780264125433,65010,0,0
443,1780264125850,65008,0,0
444,1780264125999,65006,0,0
445,1780264126700,65010,0,0
446,1780264127448,65004,0,0
447,1780264127782,65008,0,0
448,1780264129350,65010,0,0
449,1780264129799,65010,0,0
450,1780264129965,65012,0,0
451,1780264130548,65002,0,0
452,1780264133882,65004,0,0
453,1780264134581,65010,0,0
454,1780264135283,65014,0,0
455,1780264136199,65012,0,0
456,1780264136931,65014,0,0
457,1780264138748,65012,0,0
458,1780264140848,65022,0,0
459,1780264141098,65014,0,0
460,1780264141849,65012,0,0
461,1780264142831,65010,0,0
462,1780264143532,65016,0,0
463,1780264143982,65011,0,0
464,1780264146014,65014,0,0
465,1780264146915,65008,0,0
466,1780264147531,65019,0,0
467,1780264147614,65012,0,0
468,1780264148534,65017,0,0
469,1780264149513,65017,0,0
470,1780264149848,65017,0,0
471,1780264150416,65026,0,0
472,1780264151417,65012,0,0
473,1780264152197,65010,0,0
474,1780264152730,65023,0,0
475,1780264153180,65017,0,0
476,1780264153714,64998,0,0
477,1780264154130,65008,0,0
478,1780264154297,65017,0,0
479,1780264155697,65021,0,0
480,1780264155780,65015,0,0
481,1780264156030,65019,0,0
482,1780264156231,65013,0,0
483,1780264156397,65025,0,0
484,1780264156647,65020,0,0
485,1780264157730,65029,0,0
486,1780264158431,65029,0,0
487,1780264160698,65018,0,0
488,1780264162096,65018,0,0
489,1780264162347,65031,0,0
490,1780264163213,65027,0,0
491,1780264164979,65029,0,0
