index,date,FRONT_LEFT,FRONT_RIGHT,REAR_LEFT,REAR_RIGHT
0,1780263789650,16,0,0,5
1,1780263789651,16,0,0,5
2,1780263789651,16,0,0,5
3,1780263789668,16,0,0,5
4,1780263789668,16,0,0,5
5,1780263790367,16,0,192,0
6,1780263792650,16,0,192,0
7,1780263795067,16,0,192,0
8,1780263797051,16,0,192,0
9,1780263800817,16,0,192,0
10,1780263801567,16,0,192,0
11,1780263803233,16,0,192,0
12,1780263803850,16,0,192,0
13,1780263804734,16,0,192,0
14,1780263804867,16,0,192,0
15,1780263805600,16,0,192,0
16,1780263809916,16,0,192,0
17,1780263811082,16,0,192,0
18,1780263812016,16,0,192,0
19,1780263812232,16,0,192,0
20,1780263814049,16,0,192,0
21,1780263814366,16,0,192,0
22,1780263816649,16,0,192,0
23,1780263817182,16,0,192,0
24,1780263820133,16,0,192,0
25,1780263821416,16,0,192,0
26,1780263822483,16,0,192,0
27,1780263825316,16,0,192,0
28,1780263828349,16,0,192,0
29,1780263829032,16,0,192,0
30,1780263829849,16,0,192,0
31,1780263831899,16,0,192,0
32,1780263834382,16,0,192,0
33,1780263838048,16,0,192,0
34,1780263841465,16,0,192,0
35,1780263845849,16,0,192,0
36,1780263846297,16,0,192,0
37,1780263849380,16,0,192,0
38,1780263851580,16,0,192,0
39,1780263852447,16,0,192,0
40,1780263852564,16,0,192,0
41,1780263855330,16,0,192,0
42,1780263857798,16,0,192,0
43,1780263858514,16,0,192,0
44,1780263859999,16,0,192,0
45,1780263860230,16,0,192,0
46,1780263860897,16,0,192,0
47,1780263861797,16,0,192,0
48,1780263864648,16,0,192,0
49,1780263866914,16,0,192,0
50,1780263868514,16,0,192,0
51,1780263871596,16,0,192,0
52,1780263875313,16,0,192,0
53,1780263875514,16,0,192,0
54,1780263878580,16,0,192,0
55,1780263878732,16,0,192,0
56,1780263879362,16,0,192,0
57,1780263880546,16,0,192,0
58,1780263882529,16,0,192,0
59,1780263882780,16,0,192,0
60,1780263883112,16,0,192,0
61,1780263883563,16,0,192,0
62,1780263891862,16,0,192,0
63,1780263893480,16,0,192,0
64,1780263894596,16,0,192,0
65,1780263894681,16,0,192,0
66,1780263895495,16,0,192,0
67,1780263896812,16,0,192,0
68,1780263898045,16,0,192,0
69,1780263900028,16,0,192,0
70,1780263901595,16,0,192,0
71,1780263902178,16,0,192,0
72,1780263905012,16,0,192,0
73,1780263908028,16,0,192,0
74,1780263911445,16,0,192,0
75,1780263912194,16,0,192,0
76,1780263912644,16,0,192,0
77,1780263916243,16,0,192,0
78,1780263918294,16,0,192,0
79,1780263919043,16,0,192,0
80,1780263919410,16,0,192,0
81,1780263920443,16,0,192,0
