index,date,ACCEL_X,ACCEL_Y,ACCEL_Z
0,1780263789651,3,-9,1
1,1780263789651,7,-9,2
2,1780263789668,3,-5,-4
3,1780263789902,5,-12,-2
4,1780263790884,4,-11,0
5,1780263791050,7,-11,0
6,1780263791100,7,-10,-1
7,1780263791400,5,-8,-2
8,1780263792435,9,-11,2
9,1780263793267,6,-11,0
10,1780263793384,5,-8,-1
11,1780263793918,8,-12,-2
12,1780263796484,6,-9,-1
13,1780263798018,5,-10,-2
14,1780263798884,6,-10,-2
15,1780263800417,6,-10,-1
16,1780263800718,6,-11,-2
17,1780263800916,6,-11,-1
18,1780263801801,6,-10,-1
19,1780263802583,6,-11,-1
20,1780263803017,7,-11,0
21,1780263803367,5,-10,0
22,1780263804050,4,-9,-2
23,1780263805017,6,-9,-1
24,1780263805300,8,-10,0
25,1780263805551,8,-10,0
26,1780263805716,6,-9,-1
27,1780263806050,7,-10,0
28,1780263806219,6,-9,0
29,1780263806250,7,-10,-1
30,1780263806750,5,-10,0
31,1780263808449,5,-11,-2
32,1780263809083,6,-10,-1
33,1780263809483,6,-11,-2
34,1780263810067,6,-9,-1
35,1780263810483,3,-10,0
36,1780263811634,4,-9,0
37,1780263812182,6,-11,0
38,1780263812366,6,-11,-1
39,1780263813285,6,-11,-1
40,1780263813882,6,-12,0
41,1780263819167,7,-10,-1
42,1780263819915,7,-10,-1
43,1780263820082,4,-10,-1
44,1780263820249,6,-10,-1
45,1780263820299,5,-10,-1
46,1780263820765,6,-10,-1
47,1780263821582,7,-9,-1
48,1780263823350,6,-9,-1
49,1780263823515,6,-10,-1
50,1780263824465,5,-11,-2
51,1780263824932,5,-10,-1
52,1780263825648,7,-9,-1
53,1780263827599,6,-10,-2
54,1780263828049,7,-10,-1
55,1780263828383,5,-9,-1
56,1780263828949,-1,0,6584
57,1780263829932,5,-7,-2
58,1780263830782,4,-10,0
59,1780263831532,3,-9,-2
60,1780263832149,8,-10,-1
61,1780263832815,7,-10,-1
62,1780263833148,6,-11,-1
63,1780263834098,8,-11,0
64,1780263836032,5,-11,-2
65,1780263836500,6,-10,-1
66,1780263836864,6,-11,-1
67,1780263837231,6,-11,-1
68,1780263837598,7,-9,-1
69,1780263838498,7,-10,-1
70,1780263840715,6,-11,0
71,1780263840765,6,-9,0
72,1780263841015,5,-9,-1
73,1780263841598,4,-10,0
74,1780263841766,5,-11,-2
75,1780263842032,9,-14,0
76,1780263843214,7,-12,-1
77,1780263844149,6,-11,-1
78,1780263845098,4,-9,-1
79,1780263845814,6,-9,-1
80,1780263846781,4,-10,-1
81,1780263851265,6,-9,-2
82,1780263851664,8,-12,-4
83,1780263851781,6,-10,0
84,1780263852781,7,-9,-1
85,1780263854014,6,-10,-1
86,1780263854714,0,-4,-2
87,1780263855163,7,-9,-1
88,1780263855463,0,0,-1
89,1780263856348,6,-11,-1
90,1780263856713,8,-13,-1
91,1780263857430,8,-11,0
92,1780263858213,7,-12,-2
93,1780263858547,1,-11,-1
94,1780263859497,2,-10,-1
95,1780263860197,7,-11,-1
96,1780263860781,7,-11,-2
97,1780263861097,5,-10,-2
98,1780263862381,8,-8,-2
99,1780263862865,5,-7,-1
100,1780263863997,7,-14,-4
101,1780263864398,5,-9,0
102,1780263864564,6,-10,-1
103,1780263864982,7,-10,0
104,1780263866247,-2,0,0
105,1780263866496,9,-7,-1
106,1780263866829,5,-7,-3
107,1780263867363,6,-10,-1
108,1780263868764,6,-9,0
109,1780263868881,7,-10,-2
110,1780263868964,6,-8,0
111,1780263869164,7,-8,-2
112,1780263869413,5,-11,-2
113,1780263869829,6,-9,-2
114,1780263869963,6,-10,-1
115,1780263870196,7,-10,-1
116,1780263870980,7,-9,-1
117,1780263871563,6,-11,0
118,1780263871847,6,-11,-1
119,1780263872215,5,-10,-1
120,1780263874247,5,-12,0
121,1780263874779,7,-11,-1
122,1780263875479,7,-9,0
123,1780263876762,7,-10,-1
124,1780263876796,6,-11,0
125,1780263877829,6,-11,-2
126,1780263878031,6,-10,-1
127,1780263878163,6,-11,-1
128,1780263878896,7,-9,0
129,1780263880096,3,-10,-1
130,1780263880962,8,-10,-1
131,1780263883396,9,-11,-1
132,1780263884012,9,-14,0
133,1780263885829,7,-12,-1
134,1780263886032,4,-9,255
135,1780263886280,5,-9,-1
136,1780263886862,4,-9,-1
137,1780263887063,7,-11,-1
138,1780263887228,4,-10,-1
139,1780263887446,7,-11,-3
140,1780263888879,11,-10,0
141,1780263889662,5,-7,-2
142,1780263889829,8,-10,0
143,1780263889962,1,-10,-3
144,1780263890896,9,-10,0
145,1780263892262,5,-11,0
146,1780263894262,2,-10,0
147,1780263895178,8,-9,1
148,1780263896029,7,-11,-1
149,1780263897063,5,-11,0
150,1780263898712,6,-11,-3
151,1780263899495,6,-9,0
152,1780263900194,4,-12,0
153,1780263900763,5,-13,-1
154,1780263900844,6,-11,-1
155,1780263901546,6,-10,-1
156,1780263901961,4,-11,-1
157,1780263902795,5,-9,-1
158,1780263903611,-255,0,414
159,1780263904477,3,-7,0
160,1780263904659,3,-11,-1
161,1780263905177,9,-10,0
162,1780263905261,6,-11,-2
163,1780263907445,4,-10,-1
164,1780263907578,6,-10,-1
165,1780263907778,12,-12,1
166,1780263907828,7,-19,-3
167,1780263908111,2,-8,-1
168,1780263908310,6,-9,0
169,1780263908779,5,-12,0
170,1780263909394,8,-13,0
171,1780263909761,4,-7,-3
172,1780263910627,3,-9,-1
173,1780263911078,3,-12,-1
174,1780263911212,8,-11,-3
175,1780263911610,9,-13,0
176,1780263912077,8,-9,1
177,1780263912894,6,-9,-2
178,1780263913228,5,-9,-1
179,1780263913345,5,-10,-2
180,1780263914510,8,-10,-1
181,1780263915827,3,-7,1
182,1780263916443,9,-7,-6
183,1780263916527,1,-11,0
184,1780263916694,6,-15,0
185,1780263917560,5,-5,2
186,1780263917810,5,-10,1
187,1780263918010,5,-11,-2
188,1780263920643,6,-9,-1
189,1780263920727,7,-9,-1
190,1780263921111,5,-11,-1
191,1780263921226,7,-11,0
192,1780263921344,1,-5,-2
193,1780263921394,6,-14,-6
194,1780263922626,14,-9,0
195,1780263922710,21,-23,-5
196,1780263923159,2,-14,-2
197,1780263923910,-6,1,-2
198,1780263924643,24,-43,-17
199,1780263925810,6,-12,-1
200,1780263926176,5,-10,-1
201,1780263926510,7,-9,0
202,1780263926928,7,-9,-1
203,1780263927743,2,-1,-2
204,1780263928561,33,-33,-1
205,1780263930677,-36,18,-21
206,1780263930926,-7,-8,-5
207,1780263931293,30,-41,12
208,1780263932076,-46,-35,-14
209,1780263935042,6,27,-14
210,1780263936110,-272,107,-62
211,1780263936242,-62,12,-12
212,1780263936693,-8,-10,-7
213,1780263937276,36,-14,-2
214,1780263937727,-2,-14,-5
215,1780263938959,23,-13,3
216,1780263939161,13,-20,-7
217,1780263940110,3,0,11
218,1780263940859,20,10,18
219,1780263941512,32,-25,3
220,1780263941676,29,-19,-3
221,1780263942143,15,-16,1
222,1780263943010,-26,12,-3
223,1780263943161,27,-11,5
224,1780263944076,-10,-10,-10
225,1780263944193,-8,18,-10
226,1780263944359,34,-31,10
227,1780263944659,45,-18,-7
228,1780263944776,-19,8,5
229,1780263945192,160,115,-24
230,1780263945926,-27,-1,-26
231,1780263946342,-18,-9,1
232,1780263946592,33,-29,4
233,1780263947125,7,-4,9
234,1780263950092,32,-14,1
235,1780263950310,-21,6,3
236,1780263950560,40,-22,-1
237,1780263951093,1,-13,-2
238,1780263952278,-2,-10,-8
239,1780263952442,7,0,48
240,1780263954225,12,-8,-6
241,1780263954475,-27,0,-16
242,1780263957308,6,-10,2
243,1780263957608,10,-2,-10
244,1780263958841,39,-32,11
245,1780263959175,23,-15,-2
246,1780263960125,5,246,-2
247,1780263960158,4,-17,-1
248,1780263961241,9,-16,4
249,1780263961324,-12,-15,-8
250,1780263961608,51,-15,5
251,1780263962642,19,-30,1
252,1780263962758,11,-21,-7
253,1780263962924,0,1,-4
254,1780263963091,-6,-8,-2
255,1780263963624,-6,-1,-2
256,1780263964491,-15,-7,-6
257,1780263965774,34,-22,-9
