index,date,GYRO_X,GYRO_Y,GYRO_Z
0,1780263789651,-70,-5051,6598
1,1780263789651,-378,-4914,6677
2,1780263789651,24,-5160,6504
3,1780263789651,-346,-5005,6597
4,1780263789651,-280,-4996,6678
5,1780263789651,-215,-5112,6639
6,1780263789668,-129,-5048,6596
7,1780263790217,-114,-5080,6617
8,1780263790401,-24,-5140,6594
9,1780263790668,-67,-5072,6572
10,1780263791350,-116,-5063,6560
11,1780263791568,-76,-5016,6641
12,1780263792352,-80,-5142,6604
13,1780263792566,-74,-5142,6568
14,1780263793068,-106,-5075,6613
15,1780263793434,-149,-5071,6586
16,1780263794333,-129,-5115,6604
17,1780263794417,-98,-5128,6588
18,1780263795100,-105,-5070,6615
19,1780263795234,-92,-5082,6578
20,1780263795467,-126,-5119,6642
21,1780263796867,-110,-5083,6598
22,1780263797866,-94,-5103,6574
23,1780263798567,-122,-5076,6600
24,1780263799684,-106,-5114,6598
25,1780263800083,-70,-5087,6516
26,1780263801067,-130,-5084,6603
27,1780263801200,-102,-5079,6594
28,1780263802100,-124,-5086,6601
29,1780263802300,-113,-5075,6602
30,1780263802466,-68,-5086,6590
31,1780263802883,-125,-5078,6589
32,1780263803050,-106,-5097,6580
33,1780263803284,-107,-5083,6598
34,1780263806384,-107,-5088,6582
35,1780263806416,-116,-5085,6615
36,1780263807550,-126,-5075,6579
37,1780263808066,-95,-5077,6622
38,1780263808817,-121,-5140,6616
39,1780263809150,-113,-5104,6593
40,1780263809534,-90,-5089,6601
41,1780263811932,-106,-5100,6593
42,1780263812132,-94,-5102,6587
43,1780263813999,-118,-5065,6609
44,1780263814666,-93,-5089,6625
45,1780263815750,-108,-5078,6609
46,1780263815883,-97,-5062,6614
47,1780263816366,6598,0,110
48,1780263816983,-108,-5083,6595
49,1780263817232,-123,-5072,6560
50,1780263817566,-106,-5081,6598
51,1780263819016,-96,-5108,6580
52,1780263819199,-75,-5104,6596
53,1780263820465,-119,-5088,6585
54,1780263820999,-112,-5090,6596
55,1780263821249,-95,-5080,6597
56,1780263821749,-98,-5102,6603
57,1780263822186,-116,-5073,6591
58,1780263822565,-109,-5090,6600
59,1780263823182,-103,-5096,6605
60,1780263824100,-106,-5099,6593
61,1780263824166,-111,-5097,6586
62,1780263824850,-108,-5082,6587
63,1780263825198,-103,-5085,6599
64,1780263825565,-117,-5078,6605
65,1780263825800,-96,-5068,6602
66,1780263826049,-114,-5067,6588
67,1780263826216,-122,-5084,6601
68,1780263829533,-112,-5134,6596
69,1780263830215,-99,-5080,6578
70,1780263831582,-108,-5102,6604
71,1780263832566,-94,-5090,6592
72,1780263832765,-120,-5086,6591
73,1780263833299,-98,-5065,6577
74,1780263833465,-100,-5103,6616
75,1780263834248,-94,-5072,6572
76,1780263835498,-88,-5102,6598
77,1780263835965,-108,-5079,6582
78,1780263837398,-112,-5082,6599
79,1780263840632,-96,-5078,6584
80,1780263842282,-112,-5038,6562
81,1780263842499,-45,-5080,6565
82,1780263844765,-112,-5086,6584
83,1780263845764,-149,-5111,6608
84,1780263845931,-104,-5085,6590
85,1780263846182,-211,-5152,6606
86,1780263846481,-176,-5115,6620
87,1780263848347,-86,-5056,6615
88,1780263848798,-87,-5073,6587
89,1780263849564,-70,-5098,6637
90,1780263849781,-212,-5072,6622
91,1780263850714,-94,-5106,6613
92,1780263850930,-83,-5096,6575
93,1780263851049,-116,-5075,6590
94,1780263852647,-128,-5096,6623
95,1780263852865,-88,-5106,6592
96,1780263853114,-98,-5073,6604
97,1780263853430,-116,-5111,6614
98,1780263857214,-140,-5084,6624
99,1780263857513,-78,-5120,6574
100,1780263857681,-129,-5098,6603
101,1780263859831,-114,-5094,6604
102,1780263860730,-122,-5100,6652
103,1780263861915,-107,-5129,6670
104,1780263863530,-75,-5087,6602
105,1780263864347,-88,-5079,6591
106,1780263865630,-100,-5076,6607
107,1780263865713,-48,-5079,6602
108,1780263868263,-106,-5071,6631
109,1780263868346,-94,-5096,6592
110,1780263870730,-124,-5086,6604
111,1780263871279,-112,-5065,6587
112,1780263871680,-102,-5081,6590
113,1780263872179,-105,-5074,6608
114,1780263873095,-96,-5078,6578
115,1780263873412,-98,-5089,6601
116,1780263873463,-84,-5080,6601
117,1780263873631,-94,-5066,6596
118,1780263874330,-96,-5083,6592
119,1780263875063,-102,-5083,6601
120,1780263875896,-141,-5035,6584
121,1780263877662,-102,-5074,6596
122,1780263877996,-89,-5087,6594
123,1780263878280,-82,-5072,6593
124,1780263878445,-114,-5081,6600
125,1780263879697,-67,-5099,6618
126,1780263880230,-113,-5078,6548
127,1780263881330,-77,-5087,6600
128,1780263881496,-91,-5071,6618
129,1780263881662,-117,-5054,6599
130,1780263882078,-78,-5071,6610
131,1780263882362,-125,-5082,6584
132,1780263882945,-91,-5112,6565
133,1780263883312,-108,-5068,6588
134,1780263883979,-91,-5082,6566
135,1780263884512,-105,-5090,6590
136,1780263885379,-93,-5085,6594
137,1780263885878,-69,-5045,6577
138,1780263886212,-98,-5072,6604
