index,date,ERROR_ID,STACK_ERROR_OVEVR,CELL_ERROR_OVER,MAX_CELL_VOLTAGE,5,6,7,8
0,1765902393504,2659,4098,16544,0.08,0,0,0,0
1,1765902464918,0,0,0,0,0,0,0,0
2,1765902469883,2563,8,51360,2.46,0,0,0,0
3,1765902621816,2563,0,160,0,0,0,0,0
4,1765904356028,3,0,0,0,0,0,0,0
