index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765902320735,0,5,123,123,0,0,0,0
1,1765902321652,0,5,0,0,0,0,0,0
2,1765902322035,0,5,221,221,0,0,0,0
3,1765902322169,0,5,435,435,0,0,0,0
4,1765902322835,0,5,699,699,0,0,0,0
5,1765902323668,2,5,846,846,0,0,0,0
6,1765902324768,0,5,1000,1000,0,0,0,0
7,1765902325135,2,5,846,846,0,0,0,0
8,1765902325302,2,5,846,846,0,0,0,0
9,1765902326885,0,5,560,560,0,0,0,0
10,1765902327669,0,5,523,523,0,0,0,0
11,1765902328718,0,5,330,330,0,0,0,0
12,1765902329319,0,5,390,390,0,0,0,0
13,1765902330269,0,5,367,367,0,0,0,0
14,1765902330819,0,5,471,471,0,0,0,0
15,1765902331102,0,5,463,463,0,0,0,0
16,1765902331617,0,5,555,555,0,0,0,0
17,1765902331868,0,5,600,600,0,0,0,0
18,1765902332652,0,5,590,590,0,0,0,0
19,1765902332835,0,5,577,577,0,0,0,0
20,1765902333284,0,5,512,512,0,0,0,0
21,1765902333835,0,5,430,430,0,0,0,0
22,1765902333985,0,5,402,402,0,0,0,0
23,1765902334651,0,5,381,381,0,0,0,0
24,1765902336350,0,5,381,381,0,0,0,0
25,1765902336433,0,5,381,381,0,0,0,0
26,1765902337585,0,5,372,372,0,0,0,0
27,1765902337719,0,5,364,364,0,0,0,0
28,1765902337869,0,5,357,357,0,0,0,0
29,1765902338135,0,5,327,327,0,0,0,0
30,1765902338401,0,5,261,261,0,0,0,0
31,1765902340319,0,5,0,0,0,0,0,0
32,1765902341187,0,5,0,0,0,0,0,0
33,1765902342935,0,5,1000,1000,0,0,0,0
34,1765902343451,2,5,847,847,0,0,0,0
35,1765902344252,2,5,846,846,0,0,0,0
36,1765902344368,0,5,846,846,0,0,0,0
37,1765902345168,0,5,847,847,0,0,0,0
38,1765902345685,0,5,846,846,0,0,0,0
39,1765902347252,0,5,692,692,0,0,0,0
40,1765902347319,0,5,666,666,0,0,0,0
41,1765902348886,0,5,663,663,0,0,0,0
42,1765902349718,0,5,0,0,0,0,0,0
43,1765902350235,0,5,0,0,0,0,0,0
44,1765902350597,0,5,0,0,0,0,0,0
45,1765902350598,0,5,0,0,0,0,0,0
46,1765902351525,0,5,0,0,0,0,0,0
47,1765902352819,0,5,102,102,0,0,0,0
48,1765902354001,0,5,844,844,0,0,0,0
