index,date,CEL_1,CEL_2,CEL_3,CEL_4,1,2,3,4
0,1765902320685,3.32,3.31,3.29,3.3,0,0,0,0
1,1765902320785,3.32,3.31,3.29,3.3,0,0,0,0
2,1765902320870,3.32,3.31,3.31,3.31,0,0,0,0
3,1765902321135,3.32,3.31,3.31,3.31,0,0,0,0
4,1765902321335,3.32,3.31,3.31,3.31,0,0,0,0
5,1765902321435,3.32,3.31,3.31,3.31,0,0,0,0
6,1765902321535,3.32,3.31,3.31,3.31,0,0,0,0
7,1765902321802,3.32,3.31,3.31,3.31,0,0,0,0
8,1765902321970,3.32,3.31,3.31,3.31,0,0,0,0
9,1765902322102,3.32,3.31,3.31,3.31,0,0,0,0
10,1765902322202,3.32,3.31,3.31,3.31,0,0,0,0
11,1765902322352,3.32,3.31,3.31,3.31,0,0,0,0
12,1765902322451,3.32,3.32,3.31,3.31,0,0,0,0
13,1765902322552,3.32,3.32,3.31,3.31,0,0,0,0
14,1765902322635,3.32,3.31,3.31,3.31,0,0,0,0
15,1765902322769,3.32,3.31,3.31,3.31,0,0,0,0
16,1765902322902,3.32,3.31,3.31,3.31,0,0,0,0
17,1765902322969,3.32,3.31,3.31,3.31,0,0,0,0
18,1765902323069,3.32,3.31,3.31,3.31,0,0,0,0
19,1765902323153,3.32,3.31,3.29,3.3,0,0,0,0
20,1765902323270,3.32,3.31,3.29,3.3,0,0,0,0
21,1765902323367,3.32,3.31,3.29,3.3,0,0,0,0
22,1765902323469,3.32,3.31,3.31,3.31,0,0,0,0
23,1765902323601,3.32,3.31,3.31,3.31,0,0,0,0
24,1765902323833,3.32,3.31,3.3,3.3,0,0,0,0
25,1765902323901,3.32,3.31,3.3,3.3,0,0,0,0
26,1765902324001,3.32,3.31,3.3,3.3,0,0,0,0
27,1765902324102,3.32,3.31,3.3,3.3,0,0,0,0
28,1765902324186,3.32,3.29,3.26,3.28,0,0,0,0
29,1765902324268,3.32,3.29,3.26,3.28,0,0,0,0
30,1765902324403,3.32,3.29,3.26,3.28,0,0,0,0
31,1765902324568,3.32,3.3,3.26,3.29,0,0,0,0
32,1765902324667,3.32,3.3,3.26,3.29,0,0,0,0
33,1765902324752,3.32,3.3,3.26,3.29,0,0,0,0
34,1765902324886,3.32,3.29,3.25,3.29,0,0,0,0
35,1765902324952,3.32,3.29,3.24,3.28,0,0,0,0
36,1765902325052,3.32,3.29,3.24,3.28,0,0,0,0
37,1765902325334,3.32,3.29,3.23,3.28,0,0,0,0
38,1765902325419,3.32,3.28,3.22,3.27,0,0,0,0
39,1765902325534,3.32,3.28,3.22,3.27,0,0,0,0
40,1765902325653,3.32,3.27,3.2,3.26,0,0,0,0
41,1765902325802,3.32,3.27,3.2,3.26,0,0,0,0
42,1765902325885,3.32,3.27,3.2,3.26,0,0,0,0
43,1765902326002,3.32,3.27,3.2,3.26,0,0,0,0
44,1765902326101,3.32,3.27,3.2,3.26,0,0,0,0
45,1765902326202,3.31,3.27,3.19,3.26,0,0,0,0
46,1765902326302,3.31,3.27,3.19,3.26,0,0,0,0
47,1765902326385,3.31,3.28,3.21,3.27,0,0,0,0
48,1765902326485,3.31,3.28,3.21,3.27,0,0,0,0
49,1765902326601,3.31,3.28,3.21,3.27,0,0,0,0
50,1765902326802,3.31,3.28,3.21,3.27,0,0,0,0
51,1765902326985,3.31,3.28,3.21,3.27,0,0,0,0
52,1765902327102,3.31,3.28,3.21,3.27,0,0,0,0
53,1765902327252,3.31,3.28,3.21,3.27,0,0,0,0
54,1765902327335,3.31,3.28,3.21,3.27,0,0,0,0
55,1765902327485,3.31,3.28,3.21,3.27,0,0,0,0
56,1765902327569,3.31,3.28,3.21,3.27,0,0,0,0
57,1765902327669,3.31,3.28,3.21,3.27,0,0,0,0
58,1765902327835,3.31,3.28,3.21,3.27,0,0,0,0
59,1765902327902,3.31,3.28,3.21,3.27,0,0,0,0
60,1765902328035,3.31,3.28,3.21,3.27,0,0,0,0
61,1765902328152,3.31,3.28,3.21,3.27,0,0,0,0
62,1765902328286,3.31,3.28,3.21,3.27,0,0,0,0
63,1765902328385,3.31,3.28,3.21,3.27,0,0,0,0
64,1765902328485,3.31,3.28,3.21,3.27,0,0,0,0
65,1765902328618,3.31,3.28,3.22,3.27,0,0,0,0
66,1765902328868,3.31,3.29,3.24,3.28,0,0,0,0
67,1765902328985,3.31,3.29,3.24,3.28,0,0,0,0
68,1765902329135,3.31,3.28,3.23,3.27,0,0,0,0
69,1765902329352,3.31,3.28,3.23,3.27,0,0,0,0
70,1765902329435,3.31,3.28,3.22,3.27,0,0,0,0
71,1765902329636,3.31,3.28,3.22,3.27,0,0,0,0
72,1765902329752,3.31,3.28,3.22,3.27,0,0,0,0
73,1765902329835,3.31,3.28,3.22,3.27,0,0,0,0
74,1765902329952,3.31,3.28,3.22,3.27,0,0,0,0
75,1765902330186,3.31,3.28,3.22,3.27,0,0,0,0
76,1765902330502,3.31,3.28,3.22,3.27,0,0,0,0
77,1765902330619,3.31,3.28,3.22,3.27,0,0,0,0
78,1765902331019,3.31,3.28,3.22,3.27,0,0,0,0
79,1765902331051,3.31,3.28,3.2,3.27,0,0,0,0
80,1765902331318,3.31,3.27,3.2,3.26,0,0,0,0
81,1765902331468,3.31,3.27,3.2,3.26,0,0,0,0
82,1765902331818,3.31,3.27,3.17,3.26,0,0,0,0
83,1765902332069,3.31,3.26,3.17,3.25,0,0,0,0
84,1765902332218,3.31,3.26,3.15,3.25,0,0,0,0
85,1765902332384,3.31,3.26,3.15,3.24,0,0,0,0
86,1765902332551,3.31,3.26,3.14,3.24,0,0,0,0
87,1765902332752,3.31,3.26,3.14,3.24,0,0,0,0
88,1765902333168,3.31,3.25,3.14,3.24,0,0,0,0
89,1765902333485,3.31,3.25,3.15,3.24,0,0,0,0
90,1765902333585,3.31,3.25,3.15,3.24,0,0,0,0
91,1765902333685,3.31,3.26,3.16,3.24,0,0,0,0
92,1765902333769,3.31,3.26,3.16,3.24,0,0,0,0
93,1765902333869,3.31,3.26,3.16,3.25,0,0,0,0
94,1765902334019,3.31,3.26,3.16,3.25,0,0,0,0
95,1765902334285,3.31,3.26,3.17,3.25,0,0,0,0
96,1765902334384,3.31,3.26,3.17,3.25,0,0,0,0
97,1765902334385,3.31,3.26,3.17,3.25,0,0,0,0
98,1765902334485,3.31,3.26,3.17,3.25,0,0,0,0
99,1765902334586,3.31,3.26,3.17,3.25,0,0,0,0
100,1765902334769,3.31,3.26,3.17,3.25,0,0,0,0
101,1765902334901,3.31,3.26,3.17,3.25,0,0,0,0
102,1765902334968,3.31,3.26,3.16,3.24,0,0,0,0
103,1765902335052,3.31,3.26,3.16,3.24,0,0,0,0
104,1765902335169,3.31,3.26,3.16,3.24,0,0,0,0
105,1765902335368,3.31,3.25,3.14,3.24,0,0,0,0
106,1765902335569,3.31,3.25,3.13,3.23,0,0,0,0
107,1765902335602,3.3,3.06,3.19,1.11,0,0,0,0
108,1765902335669,3.31,3.25,3.13,3.23,0,0,0,0
109,1765902335703,3.31,3.25,3.13,3.23,0,0,0,0
110,1765902335801,3.31,3.25,3.13,3.23,0,0,0,0
111,1765902335902,3.31,3.25,3.13,3.23,0,0,0,0
112,1765902335968,3.31,3.25,3.13,3.23,0,0,0,0
113,1765902336068,3.31,3.25,3.13,3.23,0,0,0,0
114,1765902336185,3.31,3.25,3.14,3.23,0,0,0,0
115,1765902336319,3.31,3.25,3.14,3.23,0,0,0,0
116,1765902336401,3.31,3.25,3.14,3.24,0,0,0,0
117,1765902336535,3.31,3.25,3.14,3.24,0,0,0,0
118,1765902336835,3.31,3.25,3.14,3.24,0,0,0,0
119,1765902336885,3.31,3.25,3.14,3.23,0,0,0,0
120,1765902337018,3.31,3.25,3.14,3.23,0,0,0,0
121,1765902337118,3.31,3.25,3.14,3.23,0,0,0,0
122,1765902337202,3.31,3.25,3.14,3.23,0,0,0,0
123,1765902337319,3.31,3.25,3.14,3.23,0,0,0,0
124,1765902337418,3.31,3.25,3.13,3.23,0,0,0,0
125,1765902337501,3.31,3.25,3.13,3.23,0,0,0,0
126,1765902337602,3.31,3.25,3.13,3.23,0,0,0,0
127,1765902337752,3.31,3.25,3.13,3.23,0,0,0,0
128,1765902337985,3.31,3.25,3.13,3.23,0,0,0,0
129,1765902338368,3.31,3.25,3.14,3.23,0,0,0,0
130,1765902338586,3.31,3.25,3.14,3.23,0,0,0,0
131,1765902338718,3.31,3.25,3.17,3.23,0,0,0,0
132,1765902338835,3.3,3.26,3.17,3.25,0,0,0,0
133,1765902339068,3.3,3.28,3.19,3.26,0,0,0,0
134,1765902339201,3.3,3.28,3.19,3.26,0,0,0,0
135,1765902339318,3.3,3.3,3.29,3.29,0,0,0,0
136,1765902339417,3.3,3.3,3.29,3.29,0,0,0,0
137,1765902339417,3.3,4.53,3.29,3.29,0,0,0,0
138,1765902339535,3.3,3.3,3.29,3.29,0,0,0,0
139,1765902339618,3.3,3.3,3.29,3.29,0,0,0,0
140,1765902339769,3.3,3.3,3.29,3.29,0,0,0,0
141,1765902339918,3.3,3.3,3.29,3.29,0,0,0,0
142,1765902340035,3.31,3.3,3.29,3.29,0,0,0,0
143,1765902340152,3.31,3.3,3.29,3.29,0,0,0,0
144,1765902340268,3.31,3.3,3.29,3.3,0,0,0,0
145,1765902340402,3.31,3.3,3.29,3.3,0,0,0,0
146,1765902340502,3.31,3.3,3.29,3.3,0,0,0,0
