index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765902320568,3.32,3.18,1918,28,0,0,0,0
1,1765902320668,3.32,3.18,1918,26,0,0,0,0
2,1765902320902,3.32,3.25,1918,28,0,0,0,0
3,1765902321017,3.32,3.25,1918,28,0,0,0,0
4,1765902321135,3.32,3.25,1918,28,0,0,0,0
5,1765902321369,3.32,3.25,1918,27,0,0,0,0
6,1765902321468,3.32,3.25,1918,28,0,0,0,0
7,1765902321552,3.32,3.25,1918,27,0,0,0,0
8,1765902321869,3.32,3.26,1918,27,0,0,0,0
9,1765902322018,3.32,3.26,1918,28,0,0,0,0
10,1765902322118,3.32,3.26,1918,28,0,0,0,0
11,1765902322235,3.32,3.26,1918,27,0,0,0,0
12,1765902322369,3.32,3.26,1918,27,0,0,0,0
13,1765902322385,3.32,3.25,1918,28,0,0,0,0
14,1765902322503,3.32,3.25,1918,28,0,0,0,0
15,1765902322585,3.32,3.25,1918,28,0,0,0,0
16,1765902322669,3.32,3.26,1918,37,0,0,0,0
17,1765902322818,3.32,3.26,1918,36,0,0,0,0
18,1765902323002,3.32,3.25,1918,43,0,0,0,0
19,1765902323085,3.32,3.25,1918,44,0,0,0,0
20,1765902323186,3.32,3.2,1918,33,0,0,0,0
21,1765902323319,3.32,3.2,1918,31,0,0,0,0
22,1765902323404,3.32,3.24,1918,39,0,0,0,0
23,1765902323503,3.32,3.24,1918,40,0,0,0,0
24,1765902323636,3.32,3.24,1918,41,0,0,0,0
25,1765902323901,3.32,3.22,1918,55,0,0,0,0
26,1765902323952,3.32,3.22,1918,68,0,0,0,0
27,1765902324036,3.32,3.22,1918,62,0,0,0,0
28,1765902324153,3.32,3.22,1918,54,0,0,0,0
29,1765902324203,3.32,3.06,1918,58,0,0,0,0
30,1765902324305,3.32,3.06,1918,59,0,0,0,0
31,1765902324436,3.32,3.06,1918,59,0,0,0,0
32,1765902324451,3.32,3.07,1918,62,0,0,0,0
33,1765902324686,3.32,3.07,1918,64,0,0,0,0
34,1765902324786,3.32,3.02,1918,69,0,0,0,0
35,1765902324985,3.32,2.98,1918,73,0,0,0,0
36,1765902325069,3.32,2.98,1918,74,0,0,0,0
37,1765902325236,3.32,2.96,1918,76,0,0,0,0
38,1765902325302,3.32,2.96,1918,79,0,0,0,0
39,1765902325470,3.32,2.91,1918,88,0,0,0,0
40,1765902325585,3.32,2.91,1918,83,0,0,0,0
41,1765902325686,3.32,2.84,1918,93,0,0,0,0
42,1765902325818,3.32,2.84,1918,94,0,0,0,0
43,1765902325918,3.32,2.76,1918,96,0,0,0,0
44,1765902326018,3.32,2.76,1918,96,0,0,0,0
45,1765902326118,3.31,2.77,1918,81,0,0,0,0
46,1765902326235,3.31,2.77,1918,79,0,0,0,0
47,1765902326320,3.31,2.77,1918,78,0,0,0,0
48,1765902326418,3.31,2.86,1918,79,0,0,0,0
49,1765902326519,3.31,2.86,1918,75,0,0,0,0
50,1765902326869,3.31,2.88,1918,80,0,0,0,0
51,1765902327052,3.31,2.88,1918,80,0,0,0,0
52,1765902327119,3.31,2.87,1918,79,0,0,0,0
53,1765902327385,3.31,2.88,1918,80,0,0,0,0
