index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765902320885,0,0,0,0,0,0,0,0
1,1765902321335,0,0,0,0,0,0,0,0
2,1765902322202,0,0,0,0,0,0,0,0
3,1765902322469,0,0,0,0,0,0,0,0
4,1765902322652,0,0,0,0,0,0,0,0
5,1765902322785,0,0,0,0,0,0,0,0
6,1765902322986,0,0,0,0,0,0,0,0
7,1765902323286,0,0,0,0,0,0,0,0
8,1765902323487,0,0,0,0,0,0,0,0
9,1765902324118,0,0,0,0,0,0,0,0
10,1765902324403,0,0,0,0,0,0,0,0
11,1765902324901,0,0,0,0,0,0,0,0
12,1765902325551,0,0,0,0,0,0,0,0
13,1765902325902,0,0,0,0,0,0,0,0
14,1765902326202,0,0,0,0,0,0,0,0
15,1765902326385,0,0,0,0,0,0,0,0
16,1765902326619,0,0,0,0,0,0,0,0
17,1765902326835,0,0,0,0,0,0,0,0
18,1765902327002,0,0,0,0,0,0,0,0
19,1765902327352,0,0,0,0,0,0,0,0
20,1765902327585,0,0,0,0,0,0,0,0
21,1765902327835,0,0,0,0,0,0,0,0
22,1765902328035,0,0,0,0,0,0,0,0
23,1765902328635,0,0,0,0,0,0,0,0
24,1765902329002,0,0,0,0,0,0,0,0
25,1765902329152,0,0,0,0,0,0,0,0
26,1765902329451,0,0,0,0,0,0,0,0
27,1765902331051,0,0,0,0,0,0,0,0
28,1765902331818,0,0,0,0,0,0,0,0
29,1765902332202,0,0,0,0,0,0,0,0
30,1765902332752,0,0,0,0,0,0,0,0
31,1765902333502,0,0,0,0,0,0,0,0
32,1765902333785,0,0,0,0,0,0,0,0
33,1765902334285,0,0,0,0,0,0,0,0
34,1765902334785,0,0,0,0,0,0,0,0
35,1765902335068,0,0,0,0,0,0,0,0
36,1765902335352,0,0,0,0,0,0,0,0
37,1765902335451,0,0,0,0,0,0,0,0
38,1765902335685,0,0,0,0,0,0,0,0
39,1765902336417,0,0,0,0,0,0,0,0
40,1765902336852,0,0,0,0,0,0,0,0
41,1765902337218,0,0,0,0,0,0,0,0
42,1765902337518,0,0,0,0,0,0,0,0
43,1765902338051,0,0,0,0,0,0,0,0
44,1765902338368,0,0,0,0,0,0,0,0
45,1765902338718,0,0,0,0,0,0,0,0
46,1765902339085,0,0,0,0,0,0,0,0
47,1765902339635,0,0,0,0,0,0,0,0
48,1765902339935,0,0,0,0,0,0,0,0
49,1765902340518,0,0,0,0,0,0,0,0
50,1765902341001,0,0,0,0,0,0,0,0
51,1765902341818,0,0,0,0,0,0,0,0
52,1765902341951,0,0,0,0,0,0,0,0
53,1765902342718,0,0,0,0,0,0,0,0
54,1765902342968,0,0,0,0,0,0,0,0
55,1765902344468,0,0,0,0,0,0,0,0
56,1765902344785,0,0,0,0,0,0,0,0
57,1765902345352,0,0,0,0,0,0,0,0
58,1765902345668,3072,2304,25088,24576,0,0,0,0
59,1765902345968,0,0,0,0,0,0,0,0
60,1765902346084,0,0,0,0,0,0,0,0
61,1765902346300,0,0,0,0,0,0,0,0
62,1765902346918,0,0,0,0,0,0,0,0
63,1765902347035,0,0,0,0,0,0,0,0
64,1765902348368,0,0,0,0,0,0,0,0
65,1765902348735,0,0,0,0,0,0,0,0
66,1765902349318,0,0,0,0,0,0,0,0
67,1765902349552,0,0,0,0,0,0,0,0
68,1765902349801,0,0,0,0,0,0,0,0
69,1765902350267,0,0,0,0,0,0,0,0
70,1765902350868,0,0,0,0,0,0,0,0
71,1765902351525,0,0,0,0,0,0,0,0
72,1765902351868,0,0,0,0,0,0,0,0
73,1765902352101,0,0,0,0,0,0,0,0
