index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,REF_TORQUE_R_MOTOR,REF_TORQUE_L_MOTOR,5,6,7,8
304,1762970027093,0,4,0,0,0,0,0,0
305,1762970027210,0,4,0,0,0,0,0,0
306,1762970027326,0,4,0,0,0,0,0,0
307,1762970027443,0,4,0,0,0,0,0,0
308,1762970027543,0,4,0,0,0,0,0,0
309,1762970027662,0,4,0,0,0,0,0,0
310,1762970027809,0,4,0,0,0,0,0,0
311,1762970028109,0,4,0,0,0,0,0,0
312,1762970028325,0,4,0,0,0,0,0,0
313,1762970028408,0,4,0,0,0,0,0,0
314,1762970028642,0,4,0,0,0,0,0,0
315,1762970028775,0,4,0,0,0,0,0,0
316,1762970028992,0,4,0,0,0,0,0,0
317,1762970029108,0,4,0,0,0,0,0,0
318,1762970029241,0,4,0,0,0,0,0,0
319,1762970029308,0,4,0,0,0,0,0,0
320,1762970029426,0,4,0,0,0,0,0,0
321,1762970029524,0,4,0,0,0,0,0,0
322,1762970029659,0,4,0,0,0,0,0,0
323,1762970029758,0,4,0,0,0,0,0,0
324,1762970029891,0,4,0,0,0,0,0,0
325,1762970029974,0,4,0,0,0,0,0,0
326,1762970030091,0,4,0,0,0,0,0,0
327,1762970030207,0,4,0,0,0,0,0,0
328,1762970030308,0,4,0,0,0,0,0,0
329,1762970030425,0,4,0,0,0,0,0,0
330,1762970030526,0,4,0,0,0,0,0,0
331,1762970030657,0,4,0,0,0,0,0,0
332,1762970030757,0,4,0,0,0,0,0,0
333,1762970030873,0,4,0,0,0,0,0,0
334,1762970030990,0,4,0,0,0,0,0,0
335,1762970031106,0,4,0,0,0,0,0,0
336,1762970031256,0,4,0,0,0,0,0,0
337,1762970031406,0,4,0,0,0,0,0,0
338,1762970031589,0,4,0,0,0,0,0,0
339,1762970031740,0,4,0,0,0,0,0,0
340,1762970031839,0,4,0,0,0,0,0,0
341,1762970031956,0,4,0,0,0,0,0,0
342,1762970032089,0,4,0,0,0,0,0,0
343,1762970032189,0,4,0,0,0,0,0,0
344,1762970032289,0,4,0,0,0,0,0,0
345,1762970032406,0,4,0,0,0,0,0,0
346,1762970032506,0,4,0,0,0,0,0,0
347,1762970032624,0,4,0,0,0,0,0,0
348,1762970032723,0,4,0,0,0,0,0,0
349,1762970032955,0,4,0,0,0,0,0,0
350,1762970033171,0,4,0,0,0,0,0,0
351,1762970033272,0,4,0,0,0,0,0,0
352,1762970033371,0,4,0,0,0,0,0,0
353,1762970033488,0,4,0,0,0,0,0,0
354,1762970033604,0,4,0,0,0,0,0,0
355,1762970033704,0,4,0,0,0,0,0,0
356,1762970033838,0,4,0,0,0,0,0,0
357,1762970033955,0,4,0,0,0,0,0,0
358,1762970034054,0,4,0,0,0,0,0,0
359,1762970034138,0,4,0,0,0,0,0,0
360,1762970034271,0,4,0,0,0,0,0,0
361,1762970034370,0,4,0,0,0,0,0,0
362,1762970034471,0,4,0,0,0,0,0,0
363,1762970034587,0,4,0,0,0,0,0,0
364,1762970034704,0,4,0,0,0,0,0,0
365,1762970034836,0,4,0,0,0,0,0,0
366,1762970035005,0,4,0,0,0,0,0,0
367,1762970035088,0,4,0,0,0,0,0,0
368,1762970035204,0,4,0,0,0,0,0,0
369,1762970035319,0,4,0,0,0,0,0,0
370,1762970035470,0,4,0,0,0,0,0,0
371,1762970035586,0,4,0,0,0,0,0,0
372,1762970035702,0,4,0,0,0,0,0,0
373,1762970035819,0,4,0,0,0,0,0,0
374,1762970035920,0,4,0,0,0,0,0,0
375,1762970036154,0,4,0,0,0,0,0,0
376,1762970036253,0,4,0,0,0,0,0,0
377,1762970036369,0,4,0,0,0,0,0,0
378,1762970036453,0,4,0,0,0,0,0,0
379,1762970036572,0,4,0,0,0,0,0,0
380,1762970036687,0,4,0,0,0,0,0,0
381,1762970036802,0,4,0,0,0,0,0,0
382,1762970036935,0,4,0,0,0,0,0,0
383,1762970037019,0,4,0,0,0,0,0,0
384,1762970037118,0,4,0,0,0,0,0,0
385,1762970037235,0,4,0,0,0,0,0,0
386,1762970037334,0,4,0,0,0,0,0,0
387,1762970037450,0,4,0,0,0,0,0,0
388,1762970037567,0,4,0,0,0,0,0,0
389,1762970037669,0,4,0,0,0,0,0,0
390,1762970037784,0,4,0,0,0,0,0,0
391,1762970037902,0,4,0,0,0,0,0,0
392,1762970038001,0,4,0,0,0,0,0,0
393,1762970038117,0,4,0,0,0,0,0,0
394,1762970038234,0,4,0,0,0,0,0,0
395,1762970038435,0,4,0,0,0,0,0,0
396,1762970038550,0,4,0,0,0,0,0,0
397,1762970038668,0,4,0,0,0,0,0,0
398,1762970038784,0,4,0,0,0,0,0,0
399,1762970039000,0,4,0,0,0,0,0,0
400,1762970039101,0,4,0,0,0,0,0,0
401,1762970039316,0,4,0,0,0,0,0,0
402,1762970039434,0,4,0,0,0,0,0,0
403,1762970039550,0,4,0,0,0,0,0,0
404,1762970039649,0,4,0,0,0,0,0,0
405,1762970039766,0,4,0,0,0,0,0,0
406,1762970039883,0,4,0,0,0,0,0,0
407,1762970039983,0,4,0,0,0,0,0,0
408,1762970040082,0,4,0,0,0,0,0,0
409,1762970040216,0,4,0,0,0,0,0,0
410,1762970040316,0,4,0,0,0,0,0,0
411,1762970040432,0,4,0,0,0,0,0,0
412,1762970040532,0,4,0,0,0,0,0,0
413,1762970040632,0,4,0,0,0,0,0,0
414,1762970040782,0,4,0,0,0,0,0,0
415,1762970041165,0,4,0,0,0,0,0,0
416,1762970041331,0,4,0,0,0,0,0,0
417,1762970041382,0,4,0,0,0,0,0,0
418,1762970041415,0,4,0,0,0,0,0,0
419,1762970041532,0,4,0,0,0,0,0,0
420,1762970041648,0,4,0,0,0,0,0,0
421,1762970041748,0,4,0,0,0,0,0,0
422,1762970041849,0,4,0,0,0,0,0,0
423,1762970042065,0,4,0,0,0,0,0,0
424,1762970042198,0,4,0,0,0,0,0,0
425,1762970042331,0,4,0,0,0,0,0,0
426,1762970042498,0,4,0,0,0,0,0,0
427,1762970042614,0,4,0,0,0,0,0,0
428,1762970042731,0,4,0,0,0,0,0,0
429,1762970042847,0,4,0,0,0,0,0,0
430,1762970042963,0,4,0,0,0,0,0,0
431,1762970043080,0,4,0,0,0,0,0,0
432,1762970043364,0,4,0,0,0,0,0,0
433,1762970043497,0,4,0,0,0,0,0,0
434,1762970043613,0,4,0,0,0,0,0,0
435,1762970043996,0,4,0,0,0,0,0,0
436,1762970044379,0,5,0,0,0,0,0,0
437,1762970044495,0,5,0,0,0,0,0,0
438,1762970044612,0,5,0,0,0,0,0,0
439,1762970044829,0,5,0,0,0,0,0,0
440,1762970046428,0,5,0,0,0,0,0,0
441,1762970046494,0,5,0,0,0,0,0,0
442,1762970046577,0,5,0,0,0,0,0,0
443,1762970046694,0,5,0,0,0,0,0,0
444,1762970046844,0,5,0,0,0,0,0,0
445,1762970047077,0,5,0,0,0,0,0,0
446,1762970047177,0,5,0,0,0,0,0,0
447,1762970047277,0,5,0,0,0,0,0,0
448,1762970047511,0,5,0,0,0,0,0,0
449,1762970047561,0,5,0,0,0,0,0,0
450,1762970047676,0,5,0,0,0,0,0,0
451,1762970047810,0,5,0,0,0,0,0,0
452,1762970047945,0,5,0,0,0,0,0,0
453,1762970048027,0,5,0,0,0,0,0,0
454,1762970048146,0,5,0,0,0,0,0,0
455,1762970048244,0,5,0,0,0,0,0,0
456,1762970048345,0,5,0,0,0,0,0,0
457,1762970048462,0,5,0,0,0,0,0,0
458,1762970048562,0,5,0,0,0,0,0,0
459,1762970048660,0,5,0,0,0,0,0,0
460,1762970048825,0,5,0,0,0,0,0,0
461,1762970049043,0,5,0,0,0,0,0,0
462,1762970049242,0,5,0,0,0,0,0,0
463,1762970049324,0,5,0,0,0,0,0,0
464,1762970049441,0,5,0,0,0,0,0,0
465,1762970049541,0,5,0,0,0,0,0,0
466,1762970049657,0,5,0,0,0,0,0,0
467,1762970049776,0,5,0,0,0,0,0,0
468,1762970049924,0,5,0,0,0,0,0,0
469,1762970049992,0,5,0,0,0,0,0,0
470,1762970050107,0,5,0,0,0,0,0,0
471,1762970050257,0,5,0,0,0,0,0,0
472,1762970050323,0,5,0,0,0,0,0,0
473,1762970050440,0,5,0,0,0,0,0,0
474,1762970050540,0,5,0,0,0,0,0,0
475,1762970050656,0,5,0,0,0,0,0,0
476,1762970050756,0,5,0,0,0,0,0,0
477,1762970050873,0,5,0,0,0,0,0,0
478,1762970051009,0,5,0,0,0,0,0,0
479,1762970051107,0,5,0,0,0,0,0,0
480,1762970051207,0,5,0,0,0,0,0,0
481,1762970051322,0,5,0,0,0,0,0,0
482,1762970051406,0,5,0,0,0,0,0,0
483,1762970051539,0,5,0,0,0,0,0,0
484,1762970051639,0,5,0,0,0,0,0,0
485,1762970051772,0,5,0,0,0,0,0,0
486,1762970051872,0,5,0,0,0,0,0,0
487,1762970051989,0,5,0,0,0,0,0,0
488,1762970052072,0,5,0,0,0,0,0,0
489,1762970052191,0,5,0,0,0,0,0,0
490,1762970052307,0,5,0,0,0,0,0,0
491,1762970052522,0,5,0,0,0,0,0,0
492,1762970052625,0,5,0,0,0,0,0,0
493,1762970052759,0,5,0,0,0,0,0,0
494,1762970052873,0,5,0,0,0,0,0,0
495,1762970053071,0,5,0,0,0,0,0,0
496,1762970053188,0,5,0,0,0,0,0,0
497,1762970053305,0,5,0,0,0,0,0,0
498,1762970053421,0,5,0,0,0,0,0,0
499,1762970053637,0,5,0,0,0,0,0,0
500,1762970053737,0,5,0,0,0,0,0,0
501,1762970053920,0,5,0,0,0,0,0,0
502,1762970054054,0,5,0,0,0,0,0,0
503,1762970054170,0,5,0,0,0,0,0,0
504,1762970054303,0,5,0,0,0,0,0,0
505,1762970054387,0,5,0,0,0,0,0,0
506,1762970054521,0,5,0,0,0,0,0,0
507,1762970054604,0,5,0,0,0,0,0,0
508,1762970054736,0,5,0,0,0,0,0,0
509,1762970054837,0,5,0,0,0,0,0,0
510,1762970055053,0,5,0,0,0,0,0,0
511,1762970055169,0,5,0,0,0,0,0,0
512,1762970055269,0,5,0,0,0,0,0,0
513,1762970055386,0,5,0,0,0,0,0,0
514,1762970055537,0,5,0,0,0,0,0,0
515,1762970055702,0,5,0,0,0,0,0,0
516,1762970055802,0,5,0,0,0,0,0,0
517,1762970055985,0,5,0,0,0,0,0,0
518,1762970056102,0,5,0,0,0,0,0,0
519,1762970056201,0,5,0,0,0,0,0,0
520,1762970056352,0,5,0,0,0,0,0,0
521,1762970056452,0,5,0,0,0,0,0,0
522,1762970056485,0,5,0,0,0,0,0,0
523,1762970056585,0,5,0,0,0,0,0,0
524,1762970056702,0,5,0,0,0,0,0,0
525,1762970056802,0,5,0,0,0,0,0,0
526,1762970056918,0,5,0,0,0,0,0,0
527,1762970057051,0,5,0,0,0,0,0,0
528,1762970057168,0,5,0,0,0,0,0,0
529,1762970057369,0,5,0,0,0,0,0,0
530,1762970057501,0,5,0,0,0,0,0,0
531,1762970057585,0,5,0,0,0,0,0,0
532,1762970057684,0,5,0,0,0,0,0,0
533,1762970057818,0,5,0,0,0,0,0,0
534,1762970057950,0,5,0,0,0,0,0,0
535,1762970058167,0,5,0,0,0,0,0,0
536,1762970058250,0,5,0,0,0,0,0,0
537,1762970058467,0,5,0,0,0,0,0,0
538,1762970058567,0,5,0,0,0,0,0,0
539,1762970058668,0,5,0,0,0,0,0,0
540,1762970058799,0,5,0,0,0,0,0,0
541,1762970059016,0,5,0,0,0,0,0,0
542,1762970059134,0,5,0,0,0,0,0,0
543,1762970059232,0,5,0,0,0,0,0,0
544,1762970059383,0,5,0,0,0,0,0,0
545,1762970059500,0,5,0,0,0,0,0,0
546,1762970059666,0,5,0,0,0,0,0,0
547,1762970059799,0,5,0,0,0,0,0,0
548,1762970059898,0,5,0,0,0,0,0,0
549,1762970060016,0,5,0,0,0,0,0,0
550,1762970060115,0,5,0,0,0,0,0,0
551,1762970060232,0,5,0,0,0,0,0,0
552,1762970060332,0,5,0,0,0,0,0,0
553,1762970060582,0,5,0,0,0,0,0,0
554,1762970060681,0,5,0,0,0,0,0,0
555,1762970060914,0,5,0,0,0,0,0,0
556,1762970060997,0,5,0,0,0,0,0,0
557,1762970061150,0,5,0,0,0,0,0,0
558,1762970061231,0,5,0,0,0,0,0,0
559,1762970061349,0,5,0,0,0,0,0,0
560,1762970061764,0,5,0,0,0,0,0,0
561,1762970061897,0,5,0,0,0,0,0,0
562,1762970062031,0,5,0,0,0,0,0,0
563,1762970062213,0,5,0,0,0,0,0,0
564,1762970062298,0,5,0,0,0,0,0,0
565,1762970062429,0,5,0,0,0,0,0,0
566,1762970062546,0,5,0,0,0,0,0,0
567,1762970062646,0,5,0,0,0,0,0,0
568,1762970062747,0,5,0,0,0,0,0,0
569,1762970062881,0,5,0,0,0,0,0,0
570,1762970063079,0,5,0,0,0,0,0,0
571,1762970063196,0,5,0,0,0,0,0,0
572,1762970063314,0,5,0,0,0,0,0,0
573,1762970063413,0,5,0,0,0,0,0,0
574,1762970063546,0,5,0,0,0,0,0,0
575,1762970063646,0,5,0,0,0,0,0,0
