index,date,MIN_VOLTAGE,MAX_VOLTAGE,TOTAL_VOLTAGE,SHUNT_CURRENT,1,2,3,4
50,1762970014919,3.32,3.25,79.2,0,0,0,0,0
51,1762970015735,3.32,3.16,79.1,0,0,0,0,0
52,1762970016201,3.32,3.24,79.2,0,0,0,0,0
53,1762970016668,3.32,3.16,79.1,0,0,0,0,0
54,1762970017285,3.32,3.16,79.1,0,0,0,0,0
55,1762970017584,3.32,3.16,79.1,0,0,0,0,0
56,1762970018116,3.32,3.25,79.2,0,0,0,0,0
57,1762970018483,3.32,3.16,79.1,0,0,0,0,0
58,1762970019382,3.32,3.15,79.1,0,0,0,0,0
59,1762970019915,3.32,3.16,79.1,0,0,0,0,0
60,1762970020314,3.32,3.16,79.1,0,0,0,0,0
61,1762970020764,3.32,3.24,79.2,0,0,0,0,0
62,1762970021681,3.32,3.16,79.1,0,0,0,0,0
63,1762970022197,3.32,3.16,79.1,0,0,0,0,0
64,1762970024978,3.32,3.16,79.1,0,0,0,0,0
65,1762970025378,3.32,3.24,79.2,0,0,0,0,0
66,1762970025794,3.32,3.16,79.1,0,0,0,0,0
67,1762970026293,3.32,3.24,79.2,0,0,0,0,0
68,1762970026694,3.32,3.16,79.1,0,0,0,0,0
69,1762970027610,3.32,3.25,79.2,0,0,0,0,0
70,1762970028259,3.32,3.16,79.1,0,0,0,0,0
71,1762970029075,3.32,3.16,79.1,0,0,0,0,0
72,1762970029426,3.32,3.25,79.2,0,0,0,0,0
73,1762970030340,3.32,3.16,79.1,0,0,0,0,0
74,1762970030807,3.32,3.15,79.1,0,0,0,0,0
75,1762970031722,3.32,3.16,79.1,0,0,0,0,0
76,1762970032156,3.32,3.24,79.2,0,0,0,0,0
77,1762970032605,3.32,3.16,79.1,0,0,0,0,0
78,1762970033072,3.32,3.15,79.1,0,0,0,0,0
79,1762970034437,3.32,3.16,79.1,0,0,0,0,0
80,1762970034970,3.32,3.25,79.2,0,0,0,0,0
81,1762970035353,3.32,3.16,79.1,0,0,0,0,0
82,1762970035803,3.32,3.16,79.1,0,0,0,0,0
83,1762970036286,3.32,3.16,79.1,0,0,0,0,0
84,1762970036719,3.32,3.24,79.2,0,0,0,0,0
85,1762970037169,3.32,3.16,79.1,0,0,0,0,0
86,1762970037617,3.32,3.25,79.2,0,0,0,0,0
87,1762970038085,3.32,3.15,79.1,0,0,0,0,0
88,1762970038517,3.32,3.16,79.1,0,0,0,0,0
89,1762970038984,3.32,3.16,79.1,0,0,0,0,0
90,1762970039450,3.32,3.25,79.2,0,0,0,0,0
91,1762970040365,3.32,3.16,79.1,0,0,0,0,0
92,1762970040849,3.32,3.16,79.1,0,0,0,0,0
93,1762970041382,3.32,3.24,79.2,0,0,0,0,0
94,1762970041715,3.32,3.16,79.1,0,0,0,0,0
95,1762970042181,3.32,3.24,79.2,0,0,0,0,0
96,1762970042630,3.32,3.16,79.1,0,0,0,0,0
97,1762970043114,3.32,3.16,79.1,0,0,0,0,0
98,1762970043547,3.32,3.16,79.1,0,0,0,0,0
99,1762970046744,3.32,3.16,79.1,0,0,0,0,0
100,1762970047643,3.32,3.16,79.1,0,0,0,0,0
101,1762970048562,3.32,3.16,79.1,0,0,0,0,0
102,1762970049477,3.32,3.16,79.1,0,0,0,0,0
103,1762970050406,3.32,3.24,79.2,0,0,0,0,0
104,1762970050856,3.32,3.16,79.1,0,0,0,0,0
105,1762970051289,3.32,3.25,79.2,0,0,0,0,0
106,1762970051772,3.32,3.16,79.1,0,0,0,0,0
107,1762970052206,3.32,3.25,79.2,0,0,0,0,0
108,1762970052673,3.32,3.18,79.1,0,0,0,0,0
109,1762970053573,3.32,3.18,79.1,0,0,0,0,0
110,1762970054021,3.32,3.16,79.1,0,0,0,0,0
111,1762970054487,3.32,3.25,79.2,0,0,0,0,0
112,1762970055403,3.32,3.25,79.2,0,0,0,0,0
113,1762970055935,3.32,3.16,79.1,0,0,0,0,0
114,1762970056419,3.32,3.25,79.2,0,0,0,0,0
115,1762970056768,3.32,3.16,79.1,0,0,0,0,0
116,1762970057302,3.32,3.16,79.1,0,0,0,0,0
117,1762970057669,3.32,3.25,79.2,0,0,0,0,0
118,1762970058150,3.32,3.16,79.1,0,0,0,0,0
119,1762970058600,3.32,3.25,79.2,0,0,0,0,0
120,1762970059049,3.32,3.16,79.1,0,0,0,0,0
121,1762970059567,3.32,3.25,79.2,0,0,0,0,0
122,1762970059966,3.32,3.16,79.1,0,0,0,0,0
123,1762970060898,3.32,3.16,79.1,0,0,0,0,0
124,1762970061331,3.32,3.25,79.2,0,0,0,0,0
125,1762970061780,3.32,3.16,79.1,0,0,0,0,0
126,1762970062696,3.32,3.16,79.1,0,0,0,0,0
127,1762970063165,3.32,3.16,79.1,0,0,0,0,0
128,1762970063612,3.32,3.16,79.1,0,0,0,0,0
129,1762970065945,3.32,3.16,79.1,0,0,0,0,0
130,1762970067243,3.32,3.16,79.1,0,0,0,0,0
131,1762970068177,3.32,3.18,79.1,0,0,0,0,0
132,1762970068625,3.32,3.16,79.1,0,0,0,0,0
133,1762970069077,3.32,3.16,79.1,0,0,0,0,0
134,1762970069542,3.32,3.25,79.2,0,0,0,0,0
135,1762970070441,3.32,3.25,79.2,0,0,0,0,0
136,1762970070906,3.32,3.16,79.1,0,0,0,0,0
137,1762970071840,3.32,3.16,79.1,0,0,0,0,0
138,1762970072307,3.32,3.18,79.1,0,0,0,0,0
139,1762970072724,3.32,3.25,79.2,0,0,0,0,0
140,1762970073171,3.32,3.15,79.1,0,0,0,0,0
141,1762970073620,3.32,3.16,79.1,0,0,0,0,0
142,1762970074086,3.32,3.16,79.1,0,0,0,0,0
143,1762970074553,3.32,3.25,79.2,0,0,0,0,0
144,1762970075004,3.32,3.16,79.1,0,0,0,0,0
145,1762970075452,3.32,3.24,79.2,0,0,0,0,0
146,1762970076353,3.32,3.16,79.1,0,0,0,0,0
147,1762970076834,3.32,3.16,79.1,0,0,0,0,0
148,1762970077285,3.32,3.16,79.1,0,0,0,0,0
149,1762970077736,3.32,3.24,79.2,0,0,0,0,0
150,1762970078200,3.32,3.16,79.1,0,0,0,0,0
151,1762970078634,3.32,3.11,78.8,0,0,0,0,0
152,1762970079050,3.32,3.11,78.9,0,0,0,0,0
153,1762970079533,3.32,3,78.8,0,0,0,0,0
154,1762970080465,3.32,3.16,79.1,0,0,0,0,0
155,1762970080965,3.32,3.24,79.2,0,0,0,0,0
156,1762970081299,3.32,2.98,78.7,0,0,0,0,0
157,1762970081731,3.32,3.22,79,0,0,0,0,0
158,1762970082181,3.32,3.14,78.9,0,0,0,0,0
159,1762970082650,3.32,3.24,79.1,0,0,0,0,0
160,1762970084029,3.32,3.16,79,0,0,0,0,0
161,1762970084462,3.32,3.16,79.1,0,0,0,0,0
162,1762970084979,3.32,3.24,79.1,0,0,0,0,0
163,1762970085379,3.32,3.14,79,0,0,0,0,0
164,1762970085844,3.32,3.24,79.2,0,0,0,0,0
165,1762970086295,3.32,3.16,79.1,0,0,0,0,0
166,1762970087210,3.32,3.16,79.1,0,0,0,0,0
167,1762970089510,3.32,3.16,79.1,0,0,0,0,0
168,1762970089974,3.32,3.16,79.1,0,0,0,0,0
169,1762970090408,3.32,3.24,79.2,0,0,0,0,0
170,1762970090907,3.32,3.16,79.1,0,0,0,0,0
171,1762970091788,3.32,3.16,79.1,0,0,0,0,0
172,1762970092222,3.32,3.16,79.1,0,0,0,0,0
173,1762970092689,3.32,3.16,79.1,0,0,0,0,0
174,1762970093138,3.32,3.16,79.1,0,0,0,0,0
175,1762970093604,3.32,3.24,79.2,0,0,0,0,0
176,1762970094053,3.32,3.16,79.1,0,0,0,0,0
177,1762970094503,3.32,3.24,79.2,0,0,0,0,0
178,1762970095419,3.32,3.16,79.1,0,0,0,0,0
179,1762970095902,3.32,3.16,79.1,0,0,0,0,0
180,1762970096842,3.32,3.16,79.1,0,0,0,0,0
181,1762970097244,3.32,3.17,79.1,0,0,0,0,0
182,1762970097703,3.32,3.16,79.1,0,0,0,0,0
183,1762970098135,3.32,3.16,79.1,0,0,0,0,0
184,1762970098599,3.32,3.24,79.2,0,0,0,0,0
185,1762970099067,3.32,3.16,79.1,0,0,0,0,0
186,1762970099516,3.32,3.24,79.2,0,0,0,0,0
187,1762970100034,3.32,3.16,79.1,0,0,0,0,0
188,1762970100434,3.32,3.17,79.1,0,0,0,0,0
189,1762970100883,3.32,3.16,79.1,0,0,0,0,0
190,1762970101333,3.32,3.24,79.2,0,0,0,0,0
191,1762970101782,3.32,3.16,79.1,0,0,0,0,0
192,1762970102247,3.32,3.17,79.1,0,0,0,0,0
193,1762970103614,3.32,3.16,79.1,0,0,0,0,0
194,1762970104063,3.32,3.24,79.2,0,0,0,0,0
195,1762970104513,3.32,3.16,79.1,0,0,0,0,0
196,1762970104995,3.32,3.24,79.2,0,0,0,0,0
197,1762970105446,3.32,3.16,79.1,0,0,0,0,0
198,1762970105927,3.32,3.24,79.2,0,0,0,0,0
199,1762970106344,3.32,3.16,79.1,0,0,0,0,0
200,1762970108159,3.32,3.16,79.1,0,0,0,0,0
201,1762970110441,3.32,3.16,79.1,0,0,0,0,0
202,1762970110906,3.32,3.24,79.2,0,0,0,0,0
203,1762970111373,3.32,3.17,79.1,0,0,0,0,0
204,1762970111855,3.32,3.16,79.1,0,0,0,0,0
205,1762970112322,3.32,3.16,79.1,0,0,0,0,0
206,1762970113188,3.32,3.16,79.1,0,0,0,0,0
207,1762970113654,3.32,3.24,79.2,0,0,0,0,0
208,1762970114087,3.32,3.16,79.1,0,0,0,0,0
209,1762970114553,3.32,3.16,79.1,0,0,0,0,0
210,1762970115020,3.32,3.16,79.1,0,0,0,0,0
211,1762970116385,3.32,3.16,79.1,0,0,0,0,0
212,1762970116868,3.32,3.16,79.1,0,0,0,0,0
213,1762970117285,3.32,3.16,79.1,0,0,0,0,0
214,1762970117734,3.32,3.24,79.2,0,0,0,0,0
215,1762970118201,3.32,3.16,79.1,0,0,0,0,0
216,1762970118666,3.32,3.16,79.1,0,0,0,0,0
217,1762970119135,3.32,3.16,79.1,0,0,0,0,0
218,1762970119583,3.32,3.16,79.1,0,0,0,0,0
219,1762970120016,3.32,3.24,79.2,0,0,0,0,0
220,1762970120482,3.32,3.16,79.1,0,0,0,0,0
221,1762970121015,3.32,3.24,79.2,0,0,0,0,0
222,1762970121397,3.32,3.16,79.1,0,0,0,0,0
223,1762970121898,3.32,3.16,79.1,0,0,0,0,0
224,1762970122763,3.32,3.24,79.2,0,0,0,0,0
225,1762970123213,3.32,3.16,79.1,0,0,0,0,0
226,1762970123663,3.32,3.16,79.1,0,0,0,0,0
227,1762970124131,3.32,3.16,79.1,0,0,0,0,0
228,1762970125047,3.32,3.24,79.2,0,0,0,0,0
229,1762970125511,3.32,3.16,79.1,0,0,0,0,0
230,1762970125962,3.32,3.24,79.2,0,0,0,0,0
231,1762970126396,3.32,3.16,79.1,0,0,0,0,0
232,1762970126877,3.32,3.24,79.2,0,0,0,0,0
233,1762970127308,3.32,3.16,79.1,0,0,0,0,0
234,1762970127774,3.32,3.16,79.1,0,0,0,0,0
235,1762970128242,3.32,3.24,79.2,0,0,0,0,0
236,1762970129125,3.32,3.24,79.2,0,0,0,0,0
237,1762970130041,3.32,3.24,79.2,0,0,0,0,0
238,1762970131007,3.32,3.16,79.1,0,0,0,0,0
239,1762970131889,3.32,3.15,79.1,0,0,0,0,0
240,1762970132323,3.32,3.24,79.2,0,0,0,0,0
241,1762970132805,3.32,3.16,79.1,0,0,0,0,0
242,1762970133238,3.32,3.24,79.2,0,0,0,0,0
243,1762970133671,3.32,3.16,79.1,0,0,0,0,0
244,1762970134104,3.32,3,78.7,0,0,0,0,0
245,1762970134671,3.32,3.17,79.1,0,0,0,0,0
246,1762970135020,3.32,3.16,79.1,0,0,0,0,0
247,1762970135487,3.32,3.24,79.2,0,0,0,0,0
248,1762970136968,3.32,3.16,79.1,0,0,0,0,0
249,1762970137285,3.32,3.17,79.1,0,0,0,0,0
250,1762970137768,3.32,3.24,79.2,0,0,0,0,0
251,1762970138218,3.32,3.16,79.1,0,0,0,0,0
252,1762970138683,3.32,3.24,79.2,0,0,0,0,0
253,1762970139132,3.32,3.16,79.1,0,0,0,0,0
254,1762970139582,3.32,3.24,79.2,0,0,0,0,0
255,1762970140064,3.32,3.16,79.1,0,0,0,0,0
256,1762970140499,3.32,3.16,79.1,0,0,0,0,0
257,1762970140964,3.32,3.24,79.2,0,0,0,0,0
258,1762970141397,3.32,3.16,79.1,0,0,0,0,0
259,1762970141995,3.32,3.24,79.2,0,0,0,0,0
260,1762970142330,3.32,3.17,79.1,0,0,0,0,0
261,1762970142863,3.32,3.24,79.2,0,0,0,0,0
262,1762970143229,3.32,3.16,79.1,0,0,0,0,0
263,1762970143761,3.32,3.16,79.1,0,0,0,0,0
264,1762970144128,3.32,3.16,79.1,0,0,0,0,0
265,1762970144594,3.32,3.24,79.2,0,0,0,0,0
266,1762970149009,3.32,3.25,79.2,33494,0,0,0,0
267,1762970149425,3.32,3.16,79.1,0,0,0,0,0
268,1762970149940,3.32,3.25,79.2,0,0,0,0,0
269,1762970150323,3.32,3.17,79.1,0,0,0,0,0
270,1762970150790,3.32,3.25,79.2,0,0,0,0,0
271,1762970151257,3.32,3.16,79.1,0,0,0,0,0
272,1762970151723,3.32,3.25,79.2,0,0,0,0,0
273,1762970152621,3.32,3.25,79.2,0,0,0,0,0
274,1762970153072,3.32,3.16,79.1,0,0,0,0,0
275,1762970153521,3.32,3.24,79.2,0,0,0,0,0
276,1762970154437,3.32,3.25,79.2,0,0,0,0,0
277,1762970154919,3.32,3.16,79.1,0,0,0,0,0
278,1762970155354,3.32,3.24,79.2,0,0,0,0,0
279,1762970155802,3.32,3.16,79.1,0,0,0,0,0
280,1762970156252,3.32,3.24,79.2,0,0,0,0,0
281,1762970156701,3.32,3.16,79.1,0,0,0,0,0
282,1762970157168,3.32,3.24,79.2,0,0,0,0,0
283,1762970157634,3.32,3.18,79.1,0,0,0,0,0
284,1762970159450,3.32,3.16,79.1,0,0,0,0,0
285,1762970159949,3.32,3.24,79.2,0,0,0,0,0
286,1762970160349,3.32,3.16,79.1,0,0,0,0,0
287,1762970160848,3.32,3.24,79.2,0,0,0,0,0
288,1762970161268,3.32,3.16,79.1,0,0,0,0,0
289,1762970161766,3.32,3.24,79.2,0,0,0,0,0
290,1762970162623,3.32,3.25,79.2,0,0,0,0,0
291,1762970163130,3.32,3.16,79.1,0,0,0,0,0
292,1762970163579,3.32,3.24,79.2,0,0,0,0,0
293,1762970164013,3.32,3.16,79.1,0,0,0,0,0
294,1762970164461,3.32,3.24,79.2,0,0,0,0,0
295,1762970164929,3.32,3.16,79.1,0,0,0,0,0
296,1762970165378,3.32,3.25,79.2,0,0,0,0,0
297,1762970165843,3.32,3.16,79.1,0,0,0,0,0
298,1762970166276,3.32,3.25,79.2,0,0,0,0,0
299,1762970166777,3.32,3.16,79.1,0,0,0,0,0
300,1762970167195,3.32,3.24,79.2,0,0,0,0,0
301,1762970167794,3.32,3.16,79.1,0,0,0,0,0
302,1762970168559,3.32,3.16,79.1,0,0,0,0,0
303,1762970169109,3.32,3.24,79.2,0,0,0,0,0
304,1762970169509,3.32,3.15,79.1,0,0,0,0,0
305,1762970170375,3.32,3.18,79.1,0,0,0,0,0
306,1762970170840,3.32,3.25,79.2,0,0,0,0,0
307,1762970171292,3.32,3.18,79.1,0,0,0,0,0
308,1762970171774,3.32,3.25,79.2,0,0,0,0,0
309,1762970172206,3.32,3.15,79.1,0,0,0,0,0
310,1762970172655,3.32,3.25,79.2,0,0,0,0,0
311,1762970173122,3.32,3.16,79.1,0,0,0,0,0
312,1762970173573,3.32,3.25,79.2,0,0,0,0,0
313,1762970174030,3.32,3.16,79.1,0,0,0,0,0
314,1762970174486,3.32,3.25,79.2,0,0,0,0,0
315,1762970175402,3.32,3.24,79.2,0,0,0,0,0
316,1762970175838,3.32,3.16,79.1,0,0,0,0,0
317,1762970176302,3.32,3.25,79.2,0,0,0,0,0
318,1762970176751,3.32,3.15,79.1,0,0,0,0,0
319,1762970177218,3.32,3.25,79.2,0,0,0,0,0
320,1762970177734,3.32,3.16,79.1,0,0,0,0,0
321,1762970178152,3.32,3.25,79.2,0,0,0,0,0
322,1762970186790,3.32,3.16,79.1,0,0,0,0,0
323,1762970192687,3.32,3.25,79.2,0,0,0,0,0
324,1762970193136,3.32,3.17,79.1,0,0,0,0,0
325,1762970193586,3.32,3.25,79.2,0,0,0,0,0
326,1762970195052,3.32,3.18,79.1,0,0,0,0,0
327,1762970195417,3.32,3.25,79.2,0,0,0,0,0
328,1762970195867,3.32,3.16,79.1,0,0,0,0,0
329,1762970196319,3.32,3.25,79.2,0,0,0,0,0
330,1762970197233,3.32,3.24,79.2,0,0,0,0,0
331,1762970198598,3.32,3.16,79.1,0,0,0,0,0
332,1762970199100,3.32,3.25,79.2,0,0,0,0,0
333,1762970199516,3.32,3.16,79.1,0,0,0,0,0
334,1762970199981,3.32,3.24,79.2,0,0,0,0,0
335,1762970200414,3.32,3.16,79.1,0,0,0,0,0
336,1762970200930,3.32,3.24,79.2,0,0,0,0,0
337,1762970204410,3.32,3.16,79.1,0,0,0,0,0
338,1762970204859,3.32,3.25,79.2,0,0,0,0,0
339,1762970205327,3.32,3.16,79.1,0,0,0,0,0
340,1762970205776,3.32,3.25,79.2,0,0,0,0,0
341,1762970206226,3.32,3.17,79.1,0,0,0,0,0
342,1762970206725,3.32,3.25,79.2,0,0,0,0,0
343,1762970207590,3.32,3.24,79.2,0,0,0,0,0
344,1762970208092,3.32,3.16,79.1,0,0,0,0,0
345,1762970208492,3.32,3.24,79.2,0,0,0,0,0
346,1762970208957,3.32,3.16,79.1,0,0,0,0,0
347,1762970209424,3.32,3.24,79.2,0,0,0,0,0
348,1762970209873,3.32,3.16,79.1,0,0,0,0,0
349,1762970210340,3.32,3.24,79.2,0,0,0,0,0
350,1762970210789,3.32,3.16,79.1,0,0,0,0,0
351,1762970211238,3.32,3.24,79.2,0,0,0,0,0
352,1762970211688,3.32,3.16,79.1,0,0,0,0,0
353,1762970212171,3.32,3.25,79.2,0,0,0,0,0
354,1762970212604,3.32,3.16,79.1,0,0,0,0,0
355,1762970213070,3.32,3.25,79.2,0,0,0,0,0
356,1762970215336,3.32,3.16,79.1,0,0,0,0,0
357,1762970215803,3.32,3.25,79.2,0,0,0,0,0
358,1762970216286,3.32,3.16,79.1,0,0,0,0,0
359,1762970216802,3.32,3.24,79.2,0,0,0,0,0
360,1762970217618,3.32,3.25,79.2,0,0,0,0,0
361,1762970218139,3.32,3.16,79.1,0,0,0,0,0
362,1762970219433,3.32,3.25,79.2,0,0,0,0,0
363,1762970223563,3.32,3.16,79.1,0,0,0,0,0
364,1762970224047,3.32,3.25,79.2,0,0,0,0,0
365,1762970224463,3.32,3.18,79.1,0,0,0,0,0
366,1762970224927,3.32,3.24,79.2,0,0,0,0,0
367,1762970225828,3.32,3.25,79.2,0,0,0,0,0
368,1762970227195,3.32,3.16,79.1,0,0,0,0,0
369,1762970227643,3.32,3.24,79.2,0,0,0,0,0
370,1762970228226,3.32,3.16,79.1,0,0,0,0,0
371,1762970228576,3.32,3.24,79.2,0,0,0,0,0
372,1762970229540,3.32,3.25,79.2,0,0,0,0,0
373,1762970230374,3.32,3.17,79.1,0,0,0,0,0
374,1762970230825,3.32,3.16,79.1,0,0,0,0,0
375,1762970231757,3.32,3.16,79.1,0,0,0,0,0
376,1762970232208,3.32,3.25,79.2,0,0,0,0,0
377,1762970232677,3.32,3.16,79.1,0,0,0,0,0
378,1762970233120,3.32,3.16,79.1,0,0,0,0,0
379,1762970233572,3.32,3.16,79.1,0,0,0,0,0
380,1762970234188,3.32,3.25,79.2,0,0,0,0,0
381,1762970234522,3.32,3.16,79.1,0,0,0,0,0
382,1762970235084,3.32,3.25,79.2,0,0,0,0,0
383,1762970235485,3.32,3.16,79.1,0,0,0,0,0
384,1762970236306,3.32,3.16,79.1,0,0,0,0,0
385,1762970236771,3.32,3.25,79.2,0,0,0,0,0
386,1762970237337,3.32,3.16,79.1,0,0,0,0,0
387,1762970237887,3.32,3.24,79.2,0,0,0,0,0
388,1762970238784,3.32,3.16,79.1,0,0,0,0,0
389,1762970239500,3.32,3.16,79.1,0,0,0,0,0
390,1762970240114,3.32,3.24,79.2,0,0,0,0,0
391,1762970240913,3.32,3.16,79,0,0,0,0,0
392,1762970241746,3.32,3.16,79,0,0,0,0,0
393,1762970242695,3.32,3.16,79.1,0,0,0,0,0
394,1762970243113,3.32,3.24,79.2,0,0,0,0,0
395,1762970244179,3.32,3.16,79.1,0,0,0,0,0
396,1762970245394,3.32,3.16,79.1,0,0,0,0,0
397,1762970245926,3.32,3.16,79.1,0,0,0,0,0
398,1762970246310,3.32,3.16,79.1,0,0,0,0,0
399,1762970247275,3.32,3.16,79.1,0,0,0,0,0
400,1762970248325,3.32,3.17,79.1,0,0,0,0,0
401,1762970248641,3.32,3.24,79.2,0,0,0,0,0
402,1762970249024,3.32,3.16,79.1,0,0,0,0,0
403,1762970249490,3.32,3.24,79.2,0,0,0,0,0
404,1762970249957,3.32,3.16,79.1,0,0,0,0,0
405,1762970250389,3.32,3.24,79.2,0,0,0,0,0
406,1762970250839,3.32,3.16,79.1,0,0,0,0,0
407,1762970251287,3.32,3.24,79.2,0,0,0,0,0
408,1762970251723,3.32,3,78.7,0,0,0,0,0
409,1762970253104,3.31,2.95,77.6,76,0,0,0,0
410,1762970253470,3.32,3.24,79.1,0,0,0,0,0
411,1762970254020,3.32,3.17,79.1,0,0,0,0,0
412,1762970254368,3.32,3.16,79,0,0,0,0,0
413,1762970254835,3.32,3.16,79.1,0,0,0,0,0
414,1762970255736,3.32,3.16,79.1,0,0,0,0,0
415,1762970256583,3.32,3.15,78.9,0,0,0,0,0
416,1762970257449,3.31,2.64,76,161,0,0,0,0
417,1762970257882,3.3,2.74,76.3,70,0,0,0,0
418,1762970258315,3.3,2.76,76.8,37,0,0,0,0
419,1762970258764,3.3,2.83,76.9,99,0,0,0,0
420,1762970259564,3.3,2.74,76.6,42,0,0,0,0
421,1762970260414,3.29,2.7,76.5,66,0,0,0,0
422,1762970260847,3.29,2.82,76.7,110,0,0,0,0
423,1762970261298,3.3,2.79,76.7,105,0,0,0,0
424,1762970261712,3.29,2.86,76.8,93,0,0,0,0
425,1762970262195,3.29,2.79,76.6,92,0,0,0,0
426,1762970262515,3.29,2.77,76.5,78,0,0,0,0
427,1762970262828,3.29,2.79,76.6,51,0,0,0,0
428,1762970263610,3.31,3.19,78.7,0,0,0,0,0
429,1762970264512,3.32,3.21,78.8,0,0,0,0,0
430,1762970265093,3.32,3.15,78.7,0,0,0,0,0
431,1762970265443,3.32,3.21,78.8,0,0,0,0,0
432,1762970266092,3.32,3.16,78.8,0,0,0,0,0
433,1762970266809,3.32,3.15,78.8,0,0,0,0,0
434,1762970267291,3.32,3.15,78.8,0,0,0,0,0
435,1762970267792,3.32,3.15,78.8,0,0,0,0,0
436,1762970273602,3.32,3.15,78.8,0,0,0,0,0
437,1762970274187,3.32,3.15,78.8,0,0,0,0,0
438,1762970274503,3.32,3.15,78.8,0,0,0,0,0
439,1762970275037,3.32,3.15,78.8,0,0,0,0,0
440,1762970275437,3.32,3.15,78.8,0,0,0,0,0
441,1762970275920,3.32,3.15,78.8,0,0,0,0,0
442,1762970276405,3.32,3.15,78.8,0,0,0,0,0
443,1762970277402,3.32,3.15,78.8,0,0,0,0,0
444,1762970277901,3.32,3.15,78.8,0,0,0,0,0
445,1762970278617,3.32,3.15,78.8,0,0,0,0,0
446,1762970279533,3.32,3.15,78.8,0,0,0,0,0
447,1762970280116,3.32,3.15,78.8,0,0,0,0,0
448,1762970280433,3.32,3.15,78.8,0,0,0,0,0
449,1762970280915,3.32,3.15,78.8,0,0,0,0,0
450,1762970281365,3.32,3.15,78.8,0,0,0,0,0
451,1762970281781,3.32,3.15,78.8,0,0,0,0,0
452,1762970282298,3.32,3.15,78.8,0,0,0,0,0
453,1762970282697,3.32,3.15,78.9,0,0,0,0,0
454,1762970283613,3.32,3.15,78.9,0,0,0,0,0
455,1762970284213,3.32,3.15,78.8,0,0,0,0,0
456,1762970284498,3.32,3.15,78.9,0,0,0,0,0
457,1762970284995,3.32,3.15,78.9,0,0,0,0,0
458,1762970285395,3.32,3.15,78.9,0,0,0,0,0
459,1762970285895,3.32,3.15,78.9,0,0,0,0,0
460,1762970286794,3.32,3.15,78.9,0,0,0,0,0
461,1762970287693,3.32,3.15,78.9,0,0,0,0,0
462,1762970288276,3.32,3.15,78.9,0,0,0,0,0
