index,date,DEBUG_1,DEBUG_2,DEBUG_3,DEBUG_4,1,2,3,4
45,1762969990688,0,0,0,0,0,0,0,0
46,1762969990905,0,0,0,0,0,0,0,0
47,1762969991004,0,0,0,0,0,0,0,0
48,1762969991087,0,0,0,0,0,0,0,0
49,1762969991271,0,0,0,0,0,0,0,0
50,1762969991421,0,0,0,0,0,0,0,0
51,1762969991521,0,0,0,0,0,0,0,0
52,1762969991622,0,0,0,0,0,0,0,0
53,1762969991771,0,0,0,0,0,0,0,0
54,1762969991923,0,0,0,0,0,0,0,0
55,1762969992023,0,0,0,0,0,0,0,0
56,1762969992122,0,0,0,0,0,0,0,0
57,1762969992188,0,0,0,0,0,0,0,0
58,1762969992404,0,0,0,0,0,0,0,0
59,1762969992641,0,0,0,0,0,0,0,0
60,1762969992737,0,0,0,0,0,0,0,0
61,1762969992888,0,0,0,0,0,0,0,0
62,1762969993019,0,0,0,0,0,0,0,0
63,1762969993119,0,0,0,0,0,0,0,0
64,1762969993318,0,0,0,0,0,0,0,0
65,1762969993470,0,0,0,0,0,0,0,0
66,1762969993536,0,0,0,0,0,0,0,0
67,1762969993719,0,0,0,0,0,0,0,0
68,1762969993869,0,0,0,0,0,0,0,0
69,1762969994052,0,0,0,0,0,0,0,0
70,1762969994170,0,0,0,0,0,0,0,0
71,1762969994272,0,0,0,0,0,0,0,0
72,1762969994385,0,0,0,0,0,0,0,0
73,1762969994487,0,0,0,0,0,0,0,0
74,1762969994602,0,0,0,0,0,0,0,0
75,1762969994702,0,0,0,0,0,0,0,0
76,1762969994885,0,0,0,0,0,0,0,0
77,1762969995019,0,0,0,0,0,0,0,0
78,1762969995368,0,0,0,0,0,0,0,0
79,1762969995585,0,0,0,0,0,0,0,0
80,1762969995702,0,0,0,0,0,0,0,0
81,1762969995866,0,0,0,0,0,0,0,0
82,1762969996001,0,0,0,0,0,0,0,0
83,1762969996118,0,0,0,0,0,0,0,0
84,1762969996200,0,0,0,0,0,0,0,0
85,1762969996368,0,0,0,0,0,0,0,0
86,1762969996466,0,0,0,0,0,0,0,0
87,1762969996567,0,0,0,0,0,0,0,0
88,1762969996700,0,0,0,0,0,0,0,0
89,1762969996833,0,0,0,0,0,0,0,0
90,1762969997066,0,0,0,0,0,0,0,0
91,1762969997199,0,0,0,0,0,0,0,0
92,1762969997249,0,0,0,0,0,0,0,0
93,1762969997349,0,0,0,0,0,0,0,0
94,1762969997465,0,0,0,0,0,0,0,0
95,1762969997683,0,0,0,0,0,0,0,0
96,1762969997918,0,0,0,0,0,0,0,0
97,1762969998066,0,0,0,0,0,0,0,0
98,1762969998150,0,0,0,0,0,0,0,0
99,1762969998349,0,0,0,0,0,0,0,0
100,1762969998448,0,0,0,0,0,0,0,0
101,1762969998565,0,0,0,0,0,0,0,0
102,1762969998681,0,0,0,0,0,0,0,0
103,1762969998799,0,0,0,0,0,0,0,0
104,1762969998949,0,0,0,0,0,0,0,0
105,1762969999165,0,0,0,0,0,0,0,0
106,1762969999231,0,0,0,0,0,0,0,0
107,1762969999449,0,0,0,0,0,0,0,0
108,1762969999564,0,0,0,0,0,0,0,0
109,1762969999665,0,0,0,0,0,0,0,0
110,1762969999831,0,0,0,0,0,0,0,0
111,1762970000082,0,0,0,0,0,0,0,0
112,1762970000181,0,0,0,0,0,0,0,0
113,1762970000319,0,0,0,0,0,0,0,0
114,1762970000531,0,0,0,0,0,0,0,0
115,1762970000648,0,0,0,0,0,0,0,0
116,1762970000831,0,0,0,0,0,0,0,0
117,1762970000981,0,0,0,0,0,0,0,0
118,1762970001134,0,0,0,0,0,0,0,0
119,1762970001314,0,0,0,0,0,0,0,0
120,1762970001649,0,0,0,0,0,0,0,0
121,1762970002166,0,0,0,0,0,0,0,0
122,1762970002298,0,0,0,0,0,0,0,0
123,1762970002413,0,0,0,0,0,0,0,0
124,1762970003029,0,0,0,0,0,0,0,0
125,1762970003147,0,0,0,0,0,0,0,0
126,1762970003296,0,0,0,0,0,0,0,0
127,1762970003513,0,0,0,0,0,0,0,0
128,1762970003745,0,0,0,0,0,0,0,0
129,1762970003945,0,0,0,0,0,0,0,0
130,1762970004045,0,0,0,0,0,0,0,0
131,1762970004162,0,0,0,0,0,0,0,0
132,1762970004728,0,0,0,0,0,0,0,0
133,1762970004928,0,0,0,0,0,0,0,0
134,1762970005093,0,0,0,0,0,0,0,0
135,1762970005262,0,0,0,0,0,0,0,0
136,1762970005327,0,0,0,0,0,0,0,0
137,1762970005393,0,0,0,0,0,0,0,0
138,1762970005510,0,0,0,0,0,0,0,0
139,1762970005593,0,0,0,0,0,0,0,0
140,1762970005911,0,0,0,0,0,0,0,0
141,1762970006110,0,0,0,0,0,0,0,0
142,1762970006211,0,0,0,0,0,0,0,0
143,1762970006278,0,0,0,0,0,0,0,0
144,1762970006377,0,0,0,0,0,0,0,0
145,1762970006477,0,0,0,0,0,0,0,0
146,1762970006592,0,0,0,0,0,0,0,0
147,1762970006709,0,0,0,0,0,0,0,0
148,1762970006891,0,0,0,0,0,0,0,0
149,1762970007059,0,0,0,0,0,0,0,0
150,1762970007258,0,0,0,0,0,0,0,0
151,1762970007475,0,0,0,0,0,0,0,0
152,1762970007908,0,0,0,0,0,0,0,0
153,1762970007991,0,0,0,0,0,0,0,0
154,1762970008107,0,0,0,0,0,0,0,0
155,1762970008374,0,0,0,0,0,0,0,0
156,1762970008474,0,0,0,0,0,0,0,0
157,1762970008573,0,0,0,0,0,0,0,0
158,1762970008858,0,0,0,0,0,0,0,0
159,1762970008974,0,0,0,0,0,0,0,0
160,1762970009257,0,0,0,0,0,0,0,0
161,1762970009341,0,0,0,0,0,0,0,0
162,1762970009458,0,0,0,0,0,0,0,0
163,1762970009557,0,0,0,0,0,0,0,0
164,1762970009674,0,0,0,0,0,0,0,0
165,1762970009890,0,0,0,0,0,0,0,0
166,1762970010008,0,0,0,0,0,0,0,0
167,1762970010156,0,0,0,0,0,0,0,0
168,1762970010441,0,0,0,0,0,0,0,0
169,1762970010558,0,0,0,0,0,0,0,0
170,1762970010772,0,0,0,0,0,0,0,0
171,1762970010956,0,0,0,0,0,0,0,0
172,1762970011254,0,0,0,0,0,0,0,0
173,1762970011455,0,0,0,0,0,0,0,0
174,1762970011557,0,0,0,0,0,0,0,0
175,1762970011970,0,0,0,0,0,0,0,0
176,1762970012155,0,0,0,0,0,0,0,0
177,1762970012421,0,0,0,0,0,0,0,0
178,1762970012538,0,0,0,0,0,0,0,0
179,1762970012637,0,0,0,0,0,0,0,0
180,1762970012754,0,0,0,0,0,0,0,0
181,1762970012971,0,0,0,0,0,0,0,0
182,1762970013120,0,0,0,0,0,0,0,0
183,1762970013237,0,0,0,0,0,0,0,0
184,1762970013337,0,0,0,0,0,0,0,0
185,1762970013571,0,0,0,0,0,0,0,0
186,1762970013786,0,0,0,0,0,0,0,0
187,1762970013920,0,0,0,0,0,0,0,0
188,1762970014070,0,0,0,0,0,0,0,0
189,1762970014203,0,0,0,0,0,0,0,0
190,1762970014436,0,0,0,0,0,0,0,0
191,1762970014519,0,0,0,0,0,0,0,0
192,1762970014736,0,0,0,0,0,0,0,0
193,1762970014919,0,0,0,0,0,0,0,0
194,1762970015020,0,0,0,0,0,0,0,0
195,1762970015185,0,0,0,0,0,0,0,0
196,1762970015318,0,0,0,0,0,0,0,0
197,1762970015501,0,0,0,0,0,0,0,0
198,1762970015618,0,0,0,0,0,0,0,0
199,1762970015718,0,0,0,0,0,0,0,0
200,1762970015852,0,0,0,0,0,0,0,0
201,1762970016185,0,0,0,0,0,0,0,0
202,1762970016269,0,0,0,0,0,0,0,0
203,1762970016384,0,0,0,0,0,0,0,0
204,1762970016601,0,0,0,0,0,0,0,0
205,1762970016717,0,0,0,0,0,0,0,0
206,1762970016885,0,0,0,0,0,0,0,0
207,1762970017051,0,0,0,0,0,0,0,0
208,1762970017169,0,0,0,0,0,0,0,0
209,1762970017301,0,0,0,0,0,0,0,0
210,1762970017400,0,0,0,0,0,0,0,0
211,1762970017599,0,0,0,0,0,0,0,0
212,1762970017901,0,0,0,0,0,0,0,0
213,1762970017982,0,0,0,0,0,0,0,0
214,1762970018116,0,0,0,0,0,0,0,0
215,1762970018282,0,0,0,0,0,0,0,0
216,1762970018366,0,0,0,0,0,0,0,0
217,1762970018467,0,0,0,0,0,0,0,0
218,1762970018583,0,0,0,0,0,0,0,0
219,1762970018700,0,0,0,0,0,0,0,0
220,1762970018800,0,0,0,0,0,0,0,0
221,1762970019016,0,0,0,0,0,0,0,0
222,1762970019134,0,0,0,0,0,0,0,0
223,1762970019199,0,0,0,0,0,0,0,0
224,1762970019350,0,0,0,0,0,0,0,0
225,1762970019568,0,0,0,0,0,0,0,0
226,1762970019683,0,0,0,0,0,0,0,0
227,1762970019833,0,0,0,0,0,0,0,0
228,1762970020033,0,0,0,0,0,0,0,0
229,1762970020348,0,0,0,0,0,0,0,0
230,1762970020464,0,0,0,0,0,0,0,0
231,1762970020664,0,0,0,0,0,0,0,0
232,1762970020797,0,0,0,0,0,0,0,0
233,1762970020948,0,0,0,0,0,0,0,0
234,1762970021248,0,0,0,0,0,0,0,0
235,1762970021332,0,0,0,0,0,0,0,0
236,1762970021448,0,0,0,0,0,0,0,0
237,1762970021549,0,0,0,0,0,0,0,0
238,1762970021664,0,0,0,0,0,0,0,0
239,1762970021797,0,0,0,0,0,0,0,0
240,1762970021965,0,0,0,0,0,0,0,0
241,1762970022364,0,0,0,0,0,0,0,0
242,1762970023163,0,0,0,0,0,0,0,0
243,1762970024962,0,0,0,0,0,0,0,0
244,1762970025244,0,0,0,0,0,0,0,0
245,1762970025361,0,0,0,0,0,0,0,0
246,1762970025513,0,0,0,0,0,0,0,0
247,1762970025644,0,0,0,0,0,0,0,0
248,1762970025777,0,0,0,0,0,0,0,0
249,1762970026027,0,0,0,0,0,0,0,0
250,1762970026178,0,0,0,0,0,0,0,0
251,1762970026244,0,0,0,0,0,0,0,0
252,1762970026610,0,0,0,0,0,0,0,0
253,1762970026727,0,0,0,0,0,0,0,0
254,1762970026844,0,0,0,0,0,0,0,0
255,1762970026944,0,0,0,0,0,0,0,0
256,1762970027043,0,0,0,0,0,0,0,0
257,1762970027393,0,0,0,0,0,0,0,0
258,1762970027493,0,0,0,0,0,0,0,0
259,1762970027610,0,0,0,0,0,0,0,0
260,1762970027726,0,0,0,0,0,0,0,0
261,1762970027860,0,0,0,0,0,0,0,0
262,1762970027976,0,0,0,0,0,0,0,0
263,1762970028227,0,0,0,0,0,0,0,0
264,1762970028358,0,0,0,0,0,0,0,0
265,1762970028509,0,0,0,0,0,0,0,0
266,1762970028692,0,0,0,0,0,0,0,0
267,1762970028925,0,0,0,0,0,0,0,0
268,1762970029274,0,0,0,0,0,0,0,0
269,1762970029358,0,0,0,0,0,0,0,0
270,1762970029474,0,0,0,0,0,0,0,0
271,1762970029575,0,0,0,0,0,0,0,0
272,1762970029692,0,0,0,0,0,0,0,0
273,1762970029824,0,0,0,0,0,0,0,0
274,1762970029958,0,0,0,0,0,0,0,0
275,1762970030241,0,0,0,0,0,0,0,0
276,1762970030374,0,0,0,0,0,0,0,0
277,1762970030457,0,0,0,0,0,0,0,0
278,1762970030590,0,0,0,0,0,0,0,0
279,1762970030807,0,0,0,0,0,0,0,0
280,1762970031023,0,0,0,0,0,0,0,0
281,1762970031206,0,0,0,0,0,0,0,0
282,1762970031540,0,0,0,0,0,0,0,0
283,1762970031706,0,0,0,0,0,0,0,0
284,1762970031923,0,0,0,0,0,0,0,0
285,1762970032040,0,0,0,0,0,0,0,0
286,1762970032139,0,0,0,0,0,0,0,0
287,1762970032389,0,0,0,0,0,0,0,0
288,1762970032556,0,0,0,0,0,0,0,0
289,1762970032655,0,0,0,0,0,0,0,0
290,1762970032805,0,0,0,0,0,0,0,0
291,1762970032888,0,0,0,0,0,0,0,0
292,1762970033022,0,0,0,0,0,0,0,0
293,1762970033122,0,0,0,0,0,0,0,0
294,1762970033272,0,0,0,0,0,0,0,0
295,1762970033438,0,0,0,0,0,0,0,0
296,1762970033538,0,0,0,0,0,0,0,0
297,1762970033655,0,0,0,0,0,0,0,0
298,1762970034104,0,0,0,0,0,0,0,0
299,1762970034204,0,0,0,0,0,0,0,0
300,1762970034304,0,0,0,0,0,0,0,0
301,1762970034420,0,0,0,0,0,0,0,0
302,1762970034537,0,0,0,0,0,0,0,0
303,1762970034654,0,0,0,0,0,0,0,0
304,1762970034903,0,0,0,0,0,0,0,0
305,1762970035171,0,0,0,0,0,0,0,0
306,1762970035286,0,0,0,0,0,0,0,0
307,1762970035520,0,0,0,0,0,0,0,0
308,1762970035670,0,0,0,0,0,0,0,0
309,1762970035886,0,0,0,0,0,0,0,0
310,1762970035986,0,0,0,0,0,0,0,0
311,1762970036070,0,0,0,0,0,0,0,0
312,1762970036202,0,0,0,0,0,0,0,0
313,1762970036319,0,0,0,0,0,0,0,0
314,1762970036403,0,0,0,0,0,0,0,0
315,1762970036619,0,0,0,0,0,0,0,0
316,1762970036752,0,0,0,0,0,0,0,0
317,1762970037067,0,0,0,0,0,0,0,0
318,1762970037169,0,0,0,0,0,0,0,0
319,1762970037286,0,0,0,0,0,0,0,0
320,1762970037402,0,0,0,0,0,0,0,0
321,1762970037501,0,0,0,0,0,0,0,0
322,1762970037617,0,0,0,0,0,0,0,0
323,1762970037718,0,0,0,0,0,0,0,0
324,1762970037834,0,0,0,0,0,0,0,0
325,1762970038067,0,0,0,0,0,0,0,0
326,1762970038185,0,0,0,0,0,0,0,0
327,1762970038317,0,0,0,0,0,0,0,0
328,1762970038485,0,0,0,0,0,0,0,0
329,1762970038833,0,0,0,0,0,0,0,0
330,1762970038934,0,0,0,0,0,0,0,0
331,1762970039084,0,0,0,0,0,0,0,0
332,1762970039150,0,0,0,0,0,0,0,0
333,1762970039267,0,0,0,0,0,0,0,0
334,1762970039365,0,0,0,0,0,0,0,0
335,1762970039483,0,0,0,0,0,0,0,0
336,1762970039700,0,0,0,0,0,0,0,0
337,1762970040031,0,0,0,0,0,0,0,0
338,1762970040166,0,0,0,0,0,0,0,0
339,1762970040266,0,0,0,0,0,0,0,0
340,1762970040365,0,0,0,0,0,0,0,0
341,1762970040582,0,0,0,0,0,0,0,0
342,1762970040683,0,0,0,0,0,0,0,0
343,1762970040832,0,0,0,0,0,0,0,0
344,1762970040932,0,0,0,0,0,0,0,0
345,1762970041265,0,0,0,0,0,0,0,0
346,1762970041565,0,0,0,0,0,0,0,0
347,1762970041683,0,0,0,0,0,0,0,0
348,1762970041815,0,0,0,0,0,0,0,0
349,1762970041901,0,0,0,0,0,0,0,0
350,1762970042014,0,0,0,0,0,0,0,0
351,1762970042114,0,0,0,0,0,0,0,0
352,1762970042231,0,0,0,0,0,0,0,0
353,1762970042414,0,0,0,0,0,0,0,0
354,1762970042464,0,0,0,0,0,0,0,0
355,1762970042681,0,0,0,0,0,0,0,0
356,1762970042781,0,0,0,0,0,0,0,0
357,1762970043180,0,0,0,0,0,0,0,0
358,1762970043280,0,0,0,0,0,0,0,0
359,1762970043447,0,0,0,0,0,0,0,0
360,1762970043547,0,0,0,0,0,0,0,0
361,1762970043647,0,0,0,0,0,0,0,0
362,1762970044079,0,0,0,0,0,0,0,0
363,1762970044429,0,0,0,0,0,0,0,0
364,1762970044547,0,0,0,0,0,0,0,0
365,1762970044898,0,0,0,0,0,0,0,0
366,1762970045246,0,0,0,0,0,0,0,0
367,1762970045395,0,0,0,0,0,0,0,0
368,1762970046744,0,0,0,0,0,0,0,0
369,1762970046927,0,0,0,0,0,0,0,0
370,1762970047110,0,0,0,0,0,0,0,0
371,1762970047210,0,0,0,0,0,0,0,0
372,1762970047393,0,0,0,0,0,0,0,0
373,1762970047477,0,0,0,0,0,0,0,0
374,1762970047632,0,0,0,0,0,0,0,0
375,1762970047727,0,0,0,0,0,0,0,0
376,1762970047876,0,0,0,0,0,0,0,0
377,1762970047959,0,0,0,0,0,0,0,0
378,1762970048109,0,0,0,0,0,0,0,0
379,1762970048210,0,0,0,0,0,0,0,0
380,1762970048310,0,0,0,0,0,0,0,0
381,1762970048411,0,0,0,0,0,0,0,0
382,1762970048509,0,0,0,0,0,0,0,0
383,1762970048609,0,0,0,0,0,0,0,0
384,1762970048908,0,0,0,0,0,0,0,0
385,1762970049108,0,0,0,0,0,0,0,0
386,1762970049208,0,0,0,0,0,0,0,0
387,1762970049292,0,0,0,0,0,0,0,0
388,1762970049392,0,0,0,0,0,0,0,0
389,1762970049592,0,0,0,0,0,0,0,0
390,1762970049707,0,0,0,0,0,0,0,0
391,1762970049841,0,0,0,0,0,0,0,0
392,1762970050040,0,0,0,0,0,0,0,0
393,1762970050193,0,0,0,0,0,0,0,0
394,1762970050374,0,0,0,0,0,0,0,0
395,1762970050492,0,0,0,0,0,0,0,0
396,1762970050590,0,0,0,0,0,0,0,0
397,1762970050706,0,0,0,0,0,0,0,0
398,1762970050840,0,0,0,0,0,0,0,0
399,1762970050939,0,0,0,0,0,0,0,0
400,1762970051040,0,0,0,0,0,0,0,0
401,1762970051139,0,0,0,0,0,0,0,0
402,1762970051274,0,0,0,0,0,0,0,0
403,1762970051374,0,0,0,0,0,0,0,0
404,1762970051589,0,0,0,0,0,0,0,0
405,1762970051705,0,0,0,0,0,0,0,0
406,1762970051824,0,0,0,0,0,0,0,0
407,1762970052022,0,0,0,0,0,0,0,0
408,1762970052239,0,0,0,0,0,0,0,0
409,1762970052405,0,0,0,0,0,0,0,0
410,1762970052689,0,0,0,0,0,0,0,0
411,1762970052822,0,0,0,0,0,0,0,0
412,1762970053238,0,0,0,0,0,0,0,0
413,1762970053488,0,0,0,0,0,0,0,0
414,1762970053671,0,0,0,0,0,0,0,0
415,1762970053854,0,0,0,0,0,0,0,0
416,1762970053970,0,0,0,0,0,0,0,0
417,1762970054104,0,0,0,0,0,0,0,0
418,1762970054237,0,0,0,0,0,0,0,0
419,1762970054353,0,0,0,0,0,0,0,0
420,1762970054453,0,0,0,0,0,0,0,0
421,1762970054553,0,0,0,0,0,0,0,0
422,1762970054786,0,0,0,0,0,0,0,0
423,1762970054920,0,0,0,0,0,0,0,0
424,1762970055105,0,0,0,0,0,0,0,0
425,1762970055319,0,0,0,0,0,0,0,0
426,1762970055436,0,0,0,0,0,0,0,0
427,1762970055637,0,0,0,0,0,0,0,0
428,1762970055785,0,0,0,0,0,0,0,0
429,1762970055969,0,0,0,0,0,0,0,0
430,1762970056185,0,0,0,0,0,0,0,0
431,1762970056302,0,0,0,0,0,0,0,0
432,1762970056419,0,0,0,0,0,0,0,0
433,1762970056637,0,0,0,0,0,0,0,0
434,1762970056752,0,0,0,0,0,0,0,0
435,1762970056868,0,0,0,0,0,0,0,0
436,1762970056984,0,0,0,0,0,0,0,0
437,1762970057234,0,0,0,0,0,0,0,0
438,1762970057435,0,0,0,0,0,0,0,0
439,1762970057484,0,0,0,0,0,0,0,0
440,1762970057752,0,0,0,0,0,0,0,0
441,1762970057884,0,0,0,0,0,0,0,0
442,1762970058001,0,0,0,0,0,0,0,0
443,1762970058217,0,0,0,0,0,0,0,0
444,1762970058284,0,0,0,0,0,0,0,0
445,1762970058400,0,0,0,0,0,0,0,0
446,1762970058533,0,0,0,0,0,0,0,0
447,1762970058634,0,0,0,0,0,0,0,0
448,1762970058733,0,0,0,0,0,0,0,0
449,1762970058884,0,0,0,0,0,0,0,0
450,1762970058967,0,0,0,0,0,0,0,0
451,1762970059066,0,0,0,0,0,0,0,0
452,1762970059183,0,0,0,0,0,0,0,0
453,1762970059433,0,0,0,0,0,0,0,0
454,1762970059567,0,0,0,0,0,0,0,0
455,1762970059848,0,0,0,0,0,0,0,0
456,1762970059948,0,0,0,0,0,0,0,0
457,1762970060066,0,0,0,0,0,0,0,0
458,1762970060315,0,0,0,0,0,0,0,0
459,1762970060549,0,0,0,0,0,0,0,0
460,1762970060615,0,0,0,0,0,0,0,0
461,1762970060848,0,0,0,0,0,0,0,0
462,1762970060948,0,0,0,0,0,0,0,0
463,1762970061050,0,0,0,0,0,0,0,0
464,1762970061198,0,0,0,0,0,0,0,0
465,1762970061265,0,0,0,0,0,0,0,0
466,1762970061432,0,0,0,0,0,0,0,0
467,1762970061697,0,0,0,0,0,0,0,0
468,1762970061830,0,0,0,0,0,0,0,0
469,1762970061965,0,0,0,0,0,0,0,0
470,1762970062080,0,0,0,0,0,0,0,0
471,1762970062247,0,0,0,0,0,0,0,0
472,1762970062347,0,0,0,0,0,0,0,0
473,1762970062581,0,0,0,0,0,0,0,0
474,1762970062830,0,0,0,0,0,0,0,0
475,1762970062930,0,0,0,0,0,0,0,0
476,1762970063013,0,0,0,0,0,0,0,0
477,1762970063165,0,0,0,0,0,0,0,0
478,1762970063263,0,0,0,0,0,0,0,0
479,1762970063363,0,0,0,0,0,0,0,0
480,1762970063446,0,0,0,0,0,0,0,0
481,1762970063596,0,0,0,0,0,0,0,0
482,1762970063680,0,0,0,0,0,0,0,0
483,1762970063795,0,0,0,0,0,0,0,0
484,1762970063896,0,0,0,0,0,0,0,0
485,1762970064014,0,0,0,0,0,0,0,0
486,1762970064146,0,0,0,0,0,0,0,0
487,1762970064261,0,0,0,0,0,0,0,0
488,1762970064329,0,0,0,0,0,0,0,0
489,1762970064794,0,0,0,0,0,0,0,0
490,1762970065011,0,0,0,0,0,0,0,0
491,1762970065127,0,0,0,0,0,0,0,0
492,1762970065677,0,0,0,0,0,0,0,0
493,1762970065762,0,0,0,0,0,0,0,0
494,1762970065945,0,0,0,0,0,0,0,0
495,1762970066094,0,0,0,0,0,0,0,0
496,1762970066327,0,0,0,0,0,0,0,0
497,1762970066428,0,0,0,0,0,0,0,0
498,1762970066544,0,0,0,0,0,0,0,0
499,1762970067209,0,0,0,0,0,0,0,0
500,1762970067426,0,0,0,0,0,0,0,0
501,1762970067759,0,0,0,0,0,0,0,0
502,1762970067959,0,0,0,0,0,0,0,0
503,1762970068093,0,0,0,0,0,0,0,0
504,1762970068309,0,0,0,0,0,0,0,0
505,1762970068425,0,0,0,0,0,0,0,0
506,1762970068525,0,0,0,0,0,0,0,0
507,1762970068642,0,0,0,0,0,0,0,0
508,1762970068741,0,0,0,0,0,0,0,0
509,1762970068942,0,0,0,0,0,0,0,0
510,1762970069077,0,0,0,0,0,0,0,0
511,1762970069324,0,0,0,0,0,0,0,0
512,1762970069641,0,0,0,0,0,0,0,0
513,1762970069742,0,0,0,0,0,0,0,0
514,1762970069891,0,0,0,0,0,0,0,0
515,1762970069974,0,0,0,0,0,0,0,0
516,1762970070058,0,0,0,0,0,0,0,0
517,1762970070291,0,0,0,0,0,0,0,0
518,1762970070391,0,0,0,0,0,0,0,0
519,1762970070625,0,0,0,0,0,0,0,0
520,1762970070723,0,0,0,0,0,0,0,0
521,1762970070840,0,0,0,0,0,0,0,0
522,1762970070974,0,0,0,0,0,0,0,0
523,1762970071056,0,0,0,0,0,0,0,0
524,1762970071206,0,0,0,0,0,0,0,0
525,1762970071289,0,0,0,0,0,0,0,0
526,1762970071374,0,0,0,0,0,0,0,0
527,1762970071489,0,0,0,0,0,0,0,0
528,1762970071605,0,0,0,0,0,0,0,0
529,1762970071722,0,0,0,0,0,0,0,0
530,1762970071856,0,0,0,0,0,0,0,0
531,1762970071940,0,0,0,0,0,0,0,0
532,1762970072056,0,0,0,0,0,0,0,0
533,1762970072289,0,0,0,0,0,0,0,0
534,1762970072422,0,0,0,0,0,0,0,0
535,1762970072505,0,0,0,0,0,0,0,0
536,1762970072589,0,0,0,0,0,0,0,0
537,1762970072705,0,0,0,0,0,0,0,0
538,1762970072822,0,0,0,0,0,0,0,0
539,1762970072922,0,0,0,0,0,0,0,0
540,1762970073039,0,0,0,0,0,0,0,0
541,1762970073139,0,0,0,0,0,0,0,0
542,1762970073255,0,0,0,0,0,0,0,0
543,1762970073372,0,0,0,0,0,0,0,0
544,1762970073470,0,0,0,0,0,0,0,0
545,1762970073587,0,0,0,0,0,0,0,0
546,1762970073704,0,0,0,0,0,0,0,0
547,1762970073854,0,0,0,0,0,0,0,0
548,1762970074037,0,0,0,0,0,0,0,0
549,1762970074354,0,0,0,0,0,0,0,0
550,1762970074470,0,0,0,0,0,0,0,0
551,1762970074569,0,0,0,0,0,0,0,0
552,1762970074687,0,0,0,0,0,0,0,0
553,1762970074886,0,0,0,0,0,0,0,0
554,1762970075019,0,0,0,0,0,0,0,0
555,1762970075253,0,0,0,0,0,0,0,0
556,1762970075352,0,0,0,0,0,0,0,0
557,1762970075452,0,0,0,0,0,0,0,0
558,1762970075554,0,0,0,0,0,0,0,0
559,1762970075686,0,0,0,0,0,0,0,0
560,1762970075820,0,0,0,0,0,0,0,0
561,1762970075969,0,0,0,0,0,0,0,0
562,1762970076118,0,0,0,0,0,0,0,0
563,1762970076219,0,0,0,0,0,0,0,0
564,1762970076336,0,0,0,0,0,0,0,0
565,1762970076435,0,0,0,0,0,0,0,0
566,1762970076553,0,0,0,0,0,0,0,0
567,1762970076784,0,0,0,0,0,0,0,0
568,1762970076901,0,0,0,0,0,0,0,0
569,1762970077018,0,0,0,0,0,0,0,0
570,1762970077118,0,0,0,0,0,0,0,0
571,1762970077267,0,0,0,0,0,0,0,0
572,1762970077335,0,0,0,0,0,0,0,0
573,1762970077434,0,0,0,0,0,0,0,0
574,1762970077784,0,0,0,0,0,0,0,0
575,1762970078101,0,0,0,0,0,0,0,0
576,1762970078217,0,0,0,0,0,0,0,0
577,1762970078317,0,0,0,0,0,0,0,0
578,1762970078534,0,0,0,0,0,0,0,0
