index,date,BMS_MODE
0,1782579301069,2
1,1782579301718,2
2,1782579305315,2
3,1782579305798,2
4,1782579306381,2
5,1782579307380,2
6,1782579307797,2
7,1782579308395,2
8,1782579309694,2
9,1782579310144,2
10,1782579310777,2
11,1782579311277,2
12,1782579312143,2
13,1782579312609,2
14,1782579314739,2
15,1782579315323,2
16,1782579315789,2
17,1782579315856,2
18,1782579316338,2
19,1782579522016,2
20,1782579522882,2
21,1782579523282,2
22,1782579523814,2
23,1782579524114,2
24,1782579524913,2
25,1782579527844,2
26,1782579528226,2
27,1782579528610,2
28,1782579529759,2
29,1782579530358,2
30,1782579530658,2
31,1782579531907,2
32,1782579533039,2
33,1782579534005,2
34,1782579534738,2
35,1782579535204,2
36,1782579535621,2
37,1782579537186,2
38,1782579539550,2
39,1782579541066,2
40,1782579541399,2
41,1782579541565,2
42,1782579541816,2
43,1782579542348,2
44,1782579542715,2
45,1782579544163,2
46,1782579544796,2
47,1782579544996,2
48,1782579546462,2
49,1782579547460,2
50,1782579548659,2
51,1782579549642,2
52,1782579551307,2
53,1782579551757,2
54,1782579553889,2
55,1782579554905,2
56,1782579554989,2
57,1782579555853,2
58,1782579556420,2
59,1782579556886,2
60,1782579557536,2
61,1782579558418,2
62,1782579559400,2
63,1782579560516,2
64,1782579560999,2
65,1782579561466,2
66,1782579563531,2
67,1782579564597,2
68,1782579565779,2
69,1782579566212,2
70,1782579566761,2
71,1782579567578,2
72,1782579568093,2
73,1782579568759,2
74,1782579569076,2
75,1782579569609,2
76,1782579570393,2
77,1782579571374,2
78,1782579571790,2
79,1782579573755,2
80,1782579574188,2
81,1782579575320,2
82,1782579576236,2
83,1782579576769,2
84,1782579577319,2
85,1782579577785,2
86,1782579578251,2
87,1782579580583,2
88,1782579581166,2
89,1782579582098,2
90,1782579582998,2
91,1782579583564,2
92,1782579584130,2
93,1782579586095,2
94,1782579587677,2
95,1782579588143,2
96,1782579588693,2
97,1782579589641,2
98,1782579590241,2
99,1782579590691,2
100,1782579592207,2
101,1782579593122,2
102,1782579594504,2
103,1782579595071,2
104,1782579595520,2
105,1782579596036,2
106,1782579596852,2
107,1782579597402,2
108,1782579597885,2
109,1782579598334,2
110,1782579599151,2
111,1782579600150,2
112,1782579600233,2
113,1782579600732,2
114,1782579602198,2
115,1782579602547,2
116,1782579604146,2
117,1782579605212,2
118,1782579605712,2
119,1782579606694,2
120,1782579608259,2
121,1782579609243,2
122,1782579609325,2
123,1782579610241,2
124,1782579610341,2
125,1782579611374,2
126,1782579611790,2
127,1782579612356,2
128,1782579612889,2
129,1782579613938,2
130,1782579614488,2
131,1782579615104,2
132,1782579616120,2
133,1782579617052,2
134,1782579618651,2
135,1782579619200,2
136,1782579619666,2
137,1782579620183,2
138,1782579620949,2
139,1782579620999,2
140,1782579621498,2
141,1782579621931,2
142,1782579622415,2
143,1782579623763,2
144,1782579624196,2
145,1782579624247,2
146,1782579625179,2
147,1782579627011,2
148,1782579627494,2
149,1782579628959,2
150,1782579629542,2
151,1782579629941,2
152,1782579630474,2
153,1782579631457,2
154,1782579633055,2
155,1782579633672,2
156,1782579634171,2
157,1782579634738,2
158,1782579635536,2
159,1782579636569,2
160,1782579638018,2
161,1782579638567,2
162,1782579639017,2
163,1782579641482,2
164,1782579643015,2
165,1782579643613,2
166,1782579644163,2
167,1782579644696,2
168,1782579645495,2
169,1782579646028,2
170,1782579646527,2
171,1782579646977,2
172,1782579647809,2
173,1782579648676,2
174,1782579649292,2
175,1782579650596,2
176,1782579652855,2
177,1782579653288,2
178,1782579655436,2
179,1782579655869,2
180,1782579657335,2
181,1782579658484,2
182,1782579658967,2
183,1782579659616,2
184,1782579660049,2
185,1782579660582,2
186,1782579661032,2
187,1782579661631,2
188,1782579662531,2
189,1782579663146,2
190,1782579663513,2
191,1782579663580,2
192,1782579664579,2
193,1782579664979,2
194,1782579665578,2
195,1782579666111,2
196,1782579667127,2
197,1782579667660,2
198,1782579668226,2
199,1782579668659,2
200,1782579669192,2
201,1782579669841,2
202,1782579672717,2
203,1782579673224,2
204,1782579674957,2
205,1782579675471,2
206,1782579677201,2
207,1782579678184,2
208,1782579679133,2
209,1782579679617,2
210,1782579680099,2
211,1782579680616,2
212,1782579682664,2
213,1782579683097,2
214,1782579684162,2
215,1782579684812,2
216,1782579685262,2
217,1782579685811,2
218,1782579688109,2
219,1782579689425,2
220,1782579690507,2
221,1782579691523,2
222,1782579692089,2
223,1782579694071,2
224,1782579694121,2
225,1782579695086,2
226,1782579695137,2
227,1782579696102,2
228,1782579697085,2
229,1782579698484,2
230,1782579699034,2
231,1782579699466,2
232,1782579700116,2
233,1782579700882,2
234,1782579701497,2
235,1782579701881,2
236,1782579702397,2
237,1782579703281,2
238,1782579703896,2
239,1782579704245,2
240,1782579706161,2
241,1782579706244,2
242,1782579706644,2
243,1782579707226,2
244,1782579708208,2
245,1782579709208,2
246,1782579709758,2
247,1782579710640,2
248,1782579710789,2
249,1782579711206,2
250,1782579712189,2
251,1782579713155,2
252,1782579713688,2
253,1782579714237,2
254,1782579714786,2
255,1782579715303,2
256,1782579715819,2
257,1782579716419,2
258,1782579716801,2
259,1782579717901,2
260,1782579718317,2
261,1782579719367,2
262,1782579786028,2
263,1782579786344,2
264,1782579786544,2
265,1782579787028,2
266,1782579787061,2
267,1782579788476,2
268,1782579788742,2
269,1782579791273,2
270,1782579793121,2
271,1782579793338,2
272,1782579793604,2
273,1782579794004,2
274,1782579794536,2
275,1782579796618,2
276,1782579797218,2
277,1782579799565,2
278,1782579799848,2
279,1782579801331,2
280,1782579802197,2
281,1782579802946,2
282,1782579803845,2
283,1782579806243,2
284,1782579806593,2
285,1782579806727,2
286,1782579807259,2
287,1782579808775,2
288,1782579810740,2
289,1782579812788,2
290,1782579813405,2
291,1782579815719,2
