Data/Hora,Variavel,Arquivo,Valor Atingido,Condicao,Descricao
2026-06-27 13:58:43,GVL,AIR_GVL_CURRENT,13.99,Menor que 14.200000,
2026-06-27 14:01:47,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.31,Menor que 2.400000,
2026-06-27 14:01:47,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
