index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECREASE_L
0,1782579299008,10,0,0
1,1782579299287,10,0,0
2,1782579299587,10,0,0
3,1782579299969,10,0,0
4,1782579300286,10,0,0
5,1782579300586,10,0,0
6,1782579300918,10,0,0
7,1782579302350,10,0,0
8,1782579302600,10,0,0
9,1782579302984,10,0,0
10,1782579303267,10,0,0
11,1782579304449,10,0,0
12,1782579304515,10,0,0
13,1782579304799,10,0,0
14,1782579305065,10,0,0
15,1782579305366,10,0,0
16,1782579305648,10,0,0
17,1782579305898,10,0,0
18,1782579307896,10,0,0
19,1782579308296,10,0,0
20,1782579309528,10,0,0
21,1782579309795,10,0,0
22,1782579310594,10,0,0
23,1782579310961,10,0,0
24,1782579311942,10,0,0
25,1782579312226,10,0,0
26,1782579313044,10,0,0
27,1782579313459,10,0,0
28,1782579314846,0,0,0
29,1782579315273,0,0,0
30,1782579315623,0,0,0
31,1782579316472,0,0,0
32,1782579518002,10,0,0
33,1782579518652,10,0,0
34,1782579519201,10,0,0
35,1782579519801,10,0,0
36,1782579520400,10,0,0
37,1782579521033,10,0,0
38,1782579521716,10,0,0
39,1782579522299,10,0,0
40,1782579522599,10,0,0
41,1782579522931,10,0,0
42,1782579523214,10,0,0
43,1782579523448,10,0,0
44,1782579524281,10,0,0
45,1782579524580,10,0,0
46,1782579524897,10,0,0
47,1782579525163,10,0,0
48,1782579525445,10,0,0
49,1782579525779,10,0,0
50,1782579527977,10,0,0
51,1782579528244,10,0,0
52,1782579536237,10,0,0
53,1782579538468,10,0,0
54,1782579538702,10,0,0
55,1782579539018,10,0,0
56,1782579539234,10,0,0
57,1782579539634,10,0,0
58,1782579539917,10,0,0
59,1782579540166,10,0,0
60,1782579540533,10,0,0
61,1782579540683,10,0,0
62,1782579543380,10,0,0
63,1782579543647,10,0,0
64,1782579543964,10,0,0
65,1782579544230,10,0,0
66,1782579544546,10,0,0
67,1782579544830,10,0,0
68,1782579545129,10,0,0
69,1782579546778,10,0,0
70,1782579547361,10,0,0
71,1782579547627,10,0,0
72,1782579547860,10,0,0
73,1782579548010,10,0,0
74,1782579548844,10,0,0
75,1782579549159,10,0,0
76,1782579549475,10,0,0
77,1782579549875,10,0,0
78,1782579550625,10,0,0
79,1782579551842,10,0,0
80,1782579552223,10,0,0
81,1782579552574,10,0,0
82,1782579553039,10,0,0
83,1782579554371,10,0,0
84,1782579555570,10,0,0
85,1782579556436,10,0,0
86,1782579558551,10,0,0
87,1782579558934,10,0,0
88,1782579559800,10,0,0
89,1782579560650,10,0,0
90,1782579561050,10,0,0
91,1782579561899,10,0,0
92,1782579562298,10,0,0
93,1782579562498,10,0,0
94,1782579563147,10,0,0
95,1782579564147,10,0,0
96,1782579565862,10,0,0
97,1782579566262,10,0,0
98,1782579568626,10,0,0
99,1782579569059,10,0,0
100,1782579569958,10,0,0
101,1782579570108,10,0,0
102,1782579570459,10,0,0
103,1782579571590,10,0,0
104,1782579571991,10,0,0
105,1782579572173,10,0,0
106,1782579573123,10,0,0
107,1782579573455,10,0,0
108,1782579574305,10,0,0
109,1782579574588,10,0,0
110,1782579575105,10,0,0
111,1782579575504,10,0,0
112,1782579575870,10,0,0
113,1782579576720,10,0,0
114,1782579577069,10,0,0
115,1782579577569,10,0,0
116,1782579577968,10,0,0
117,1782579578867,10,0,0
118,1782579579218,10,0,0
119,1782579579450,10,0,0
120,1782579579967,10,0,0
121,1782579580350,10,0,0
122,1782579581232,10,0,0
123,1782579581582,10,0,0
124,1782579581849,10,0,0
125,1782579582381,10,0,0
126,1782579582731,10,0,0
127,1782579583963,10,0,0
128,1782579584230,10,0,0
129,1782579584762,10,0,0
130,1782579585179,10,0,0
131,1782579586061,10,0,0
132,1782579586495,10,0,0
133,1782579586811,10,0,0
134,1782579590008,10,0,0
135,1782579590441,10,0,0
136,1782579591307,10,0,0
137,1782579592489,10,0,0
138,1782579592872,10,0,0
139,1782579594321,10,0,0
140,1782579595170,10,0,0
141,1782579595503,10,0,0
142,1782579597002,10,0,0
143,1782579598551,10,0,0
144,1782579598867,10,0,0
145,1782579599317,10,0,0
146,1782579600566,10,0,0
147,1782579601332,10,0,0
148,1782579601365,10,0,0
149,1782579601832,10,0,0
150,1782579603014,10,0,0
151,1782579603763,10,0,0
152,1782579603813,10,0,0
153,1782579605179,10,0,0
154,1782579606411,10,0,0
155,1782579607643,10,0,0
156,1782579609392,10,0,0
157,1782579609743,10,0,0
158,1782579610641,10,0,0
159,1782579610890,10,0,0
160,1782579611507,10,0,0
161,1782579611924,10,0,0
162,1782579612456,10,0,0
163,1782579612822,10,0,0
164,1782579613222,10,0,0
165,1782579613455,10,0,0
166,1782579613655,10,0,0
167,1782579614721,10,0,0
168,1782579615620,10,0,0
169,1782579616486,10,0,0
170,1782579616819,10,0,0
171,1782579617436,10,0,0
172,1782579617818,10,0,0
173,1782579618152,10,0,0
174,1782579618601,10,0,0
175,1782579619017,10,0,0
176,1782579620234,10,0,0
177,1782579620566,10,0,0
178,1782579621282,10,0,0
179,1782579621666,10,0,0
180,1782579624329,10,0,0
181,1782579625545,10,0,0
182,1782579625761,10,0,0
183,1782579626112,10,0,0
184,1782579627393,10,0,0
185,1782579628026,10,0,0
186,1782579628226,10,0,0
187,1782579629075,10,0,0
188,1782579629392,10,0,0
189,1782579630657,10,0,0
190,1782579631490,10,0,0
191,1782579631890,10,0,0
192,1782579633655,10,0,0
193,1782579634055,10,0,0
194,1782579634937,10,0,0
195,1782579635770,10,0,0
196,1782579636236,10,0,0
197,1782579637069,10,0,0
198,1782579637452,10,0,0
199,1782579638284,10,0,0
200,1782579638651,10,0,0
201,1782579639500,10,0,0
202,1782579639916,10,0,0
203,1782579640016,10,0,0
204,1782579640632,10,0,0
205,1782579641048,10,0,0
206,1782579641865,10,0,0
207,1782579642315,10,0,0
208,1782579642448,10,0,0
209,1782579642747,10,0,0
210,1782579643131,10,0,0
211,1782579644046,10,0,0
212,1782579644429,10,0,0
213,1782579644879,10,0,0
214,1782579645178,10,0,0
215,1782579646427,10,0,0
216,1782579646761,10,0,0
217,1782579647144,10,0,0
218,1782579647543,10,0,0
219,1782579648226,10,0,0
220,1782579650824,10,0,0
221,1782579651206,10,0,0
222,1782579652273,10,0,0
223,1782579652672,10,0,0
224,1782579653505,10,0,0
225,1782579653955,10,0,0
226,1782579654671,10,0,0
227,1782579656070,10,0,0
228,1782579657185,10,0,0
229,1782579657768,10,0,0
230,1782579658151,10,0,0
231,1782579659066,10,0,0
232,1782579659900,10,0,0
233,1782579660316,10,0,0
234,1782579661215,10,0,0
235,1782579661615,10,0,0
236,1782579661782,10,0,0
237,1782579662381,10,0,0
238,1782579663613,10,0,0
239,1782579663997,10,0,0
240,1782579664146,10,0,0
241,1782579664845,10,0,0
242,1782579665744,10,0,0
243,1782579666161,10,0,0
244,1782579666744,10,0,0
245,1782579666943,10,0,0
246,1782579667893,10,0,0
247,1782579670058,10,0,0
248,1782579671307,10,0,0
249,1782579672172,10,0,0
250,1782579672572,10,0,0
251,1782579673654,10,0,0
252,1782579675154,10,0,0
253,1782579675504,10,0,0
254,1782579676370,10,0,0
255,1782579676569,10,0,0
256,1782579676902,10,0,0
257,1782579678067,10,0,0
258,1782579678450,10,0,0
259,1782579678700,10,0,0
260,1782579679200,10,0,0
261,1782579679649,10,0,0
262,1782579680499,10,0,0
263,1782579680865,10,0,0
264,1782579681082,10,0,0
265,1782579681714,10,0,0
266,1782579682082,10,0,0
267,1782579682964,10,0,0
268,1782579683346,10,0,0
269,1782579683613,10,0,0
270,1782579683746,10,0,0
271,1782579684146,10,0,0
272,1782579685361,10,0,0
273,1782579685778,10,0,0
274,1782579686011,10,0,0
275,1782579686177,10,0,0
276,1782579687476,10,0,0
277,1782579687843,10,0,0
278,1782579688409,10,0,0
279,1782579688575,10,0,0
280,1782579689907,10,0,0
281,1782579690257,10,0,0
282,1782579690940,10,0,0
283,1782579691106,10,0,0
284,1782579691973,10,0,0
285,1782579692373,10,0,0
286,1782579694121,10,0,0
287,1782579695386,10,0,0
288,1782579696552,10,0,0
289,1782579697853,10,0,0
290,1782579699034,10,0,0
291,1782579700232,10,0,0
292,1782579701665,10,0,0
293,1782579702081,10,0,0
294,1782579703213,10,0,0
295,1782579704412,10,0,0
296,1782579704796,10,0,0
297,1782579705428,10,0,0
298,1782579705462,10,0,0
299,1782579705944,10,0,0
300,1782579706861,10,0,0
301,1782579708059,10,0,0
302,1782579708592,10,0,0
303,1782579708943,10,0,0
304,1782579710474,10,0,0
305,1782579711356,10,0,0
306,1782579712272,10,0,0
307,1782579713521,10,0,0
308,1782579714503,10,0,0
309,1782579715086,10,0,0
310,1782579715336,10,0,0
311,1782579716635,10,0,0
