index,date,RIGHT_MOTOR_CURRENT
0,1782579299154,0
1,1782579299471,0
2,1782579300802,0
3,1782579301185,0
4,1782579301552,0
5,1782579302068,0
6,1782579302234,0
7,1782579302867,0
8,1782579303116,0
9,1782579303450,0
10,1782579303766,0
11,1782579304016,0
12,1782579304299,0
13,1782579307097,923
14,1782579307280,1063
15,1782579308495,1062
16,1782579309396,1018
17,1782579309561,0
18,1782579309979,0
19,1782579310860,0
20,1782579311326,0
21,1782579311660,0
22,1782579311826,0
23,1782579312060,0
24,1782579312477,0
25,1782579313326,0
26,1782579314573,0
27,1782579315142,0
28,1782579315523,0
29,1782579517886,0
30,1782579518486,0
31,1782579519084,0
32,1782579519684,0
33,1782579520850,0
34,1782579528859,0
35,1782579531124,0
36,1782579531374,0
37,1782579531675,0
38,1782579533639,0
39,1782579533938,0
40,1782579534238,0
41,1782579535953,0
42,1782579536103,0
43,1782579536470,0
44,1782579536769,0
45,1782579537052,0
46,1782579538351,0
47,1782579538585,0
48,1782579538902,0
49,1782579539484,0
50,1782579539784,0
51,1782579540066,0
52,1782579540317,0
53,1782579542331,0
54,1782579543215,0
55,1782579543848,0
56,1782579544398,0
57,1782579545862,0
58,1782579546128,0
59,1782579546345,0
60,1782579546894,0
61,1782579547212,2
62,1782579547494,3
63,1782579547761,4
64,1782579549710,928
65,1782579550042,956
66,1782579550458,975
67,1782579550508,991
68,1782579550859,1007
69,1782579551241,1023
70,1782579552107,1073
71,1782579552474,1168
72,1782579552874,1214
73,1782579552923,1225
74,1782579553356,1216
75,1782579554205,1168
76,1782579554621,1162
77,1782579555454,1127
78,1782579555820,1104
79,1782579556720,1110
80,1782579558767,1162
81,1782579559184,1157
82,1782579560900,1190
83,1782579561250,1177
84,1782579562165,1031
85,1782579563015,1007
86,1782579563431,1028
87,1782579564380,1114
88,1782579565080,1198
89,1782579565213,1166
90,1782579566578,1156
91,1782579567627,1166
92,1782579568892,1189
93,1782579569276,1211
94,1782579569825,1211
95,1782579570275,1193
96,1782579570674,1219
97,1782579571823,1178
98,1782579573289,1248
99,1782579573705,1184
100,1782579575720,1295
101,1782579576103,1324
102,1782579577852,1325
103,1782579578218,1323
104,1782579579334,1326
105,1782579580250,1319
106,1782579580550,1321
107,1782579582615,1324
108,1782579582965,1320
109,1782579585046,1329
110,1782579585446,1334
111,1782579586695,1323
112,1782579587227,1323
113,1782579588226,1299
114,1782579588576,1315
115,1782579589359,1317
116,1782579590275,1326
117,1782579591890,1325
118,1782579592740,1323
119,1782579593089,1325
120,1782579593455,1325
121,1782579594206,1316
122,1782579594554,1319
123,1782579595404,1318
124,1782579595803,1319
125,1782579596553,1323
126,1782579596886,1324
127,1782579597268,1319
128,1782579598434,1299
129,1782579598718,1323
130,1782579599567,1305
131,1782579600833,1321
132,1782579601215,1316
133,1782579601648,1316
134,1782579602065,1319
135,1782579602914,1315
136,1782579603264,1312
137,1782579603647,1312
138,1782579604113,1320
139,1782579604497,1321
140,1782579605046,1320
141,1782579605462,1322
142,1782579606294,1342
143,1782579606661,1316
144,1782579607527,1318
145,1782579608743,1141
146,1782579609609,1184
147,1782579610058,1118
148,1782579611757,1038
149,1782579612123,1036
150,1782579612706,1143
151,1782579613089,1214
152,1782579613338,1236
153,1782579613955,1212
154,1782579614987,1216
155,1782579616703,1219
156,1782579617102,1220
157,1782579617702,1207
158,1782579618035,1209
159,1782579618917,1224
160,1782579620416,1111
161,1782579621548,1197
162,1782579621931,1207
163,1782579623330,1195
164,1782579624530,1097
165,1782579624879,1106
166,1782579625262,1117
167,1782579625428,1119
168,1782579625962,1160
169,1782579626378,1172
170,1782579627212,1212
171,1782579627676,1144
172,1782579627876,1074
173,1782579628060,1048
174,1782579628476,1067
175,1782579629675,1271
176,1782579630108,1262
177,1782579630358,1288
178,1782579630491,1269
179,1782579630907,1243
180,1782579631757,0
181,1782579632955,1
182,1782579633938,164
183,1782579636036,0
184,1782579637335,2
185,1782579638484,849
186,1782579638884,1021
187,1782579639749,2
188,1782579640898,382
189,1782579641266,994
190,1782579642182,1077
191,1782579642982,479
192,1782579643380,476
193,1782579644679,0
194,1782579645495,0
195,1782579646661,0
196,1782579647027,0
197,1782579648110,0
198,1782579648475,0
199,1782579648826,0
200,1782579649908,0
201,1782579651440,0
202,1782579652106,0
203,1782579652555,0
204,1782579652938,3
205,1782579654138,937
206,1782579654504,359
207,1782579654987,1209
208,1782579655886,1195
209,1782579656286,1017
210,1782579657068,0
211,1782579658035,0
212,1782579658434,0
213,1782579660199,347
214,1782579660565,0
215,1782579661415,1187
216,1782579662631,1265
217,1782579663014,1321
218,1782579663863,1338
219,1782579665062,1293
220,1782579666011,1296
221,1782579666394,1277
222,1782579666628,1225
223,1782579666827,1180
224,1782579668210,1246
225,1782579672789,1224
226,1782579675803,1269
227,1782579676089,1219
228,1782579676253,1201
229,1782579676802,1229
230,1782579677518,1255
231,1782579678351,1269
232,1782579679500,1330
233,1782579679866,1330
234,1782579680716,1319
235,1782579681948,1313
236,1782579682314,1308
237,1782579683147,1281
238,1782579683480,1271
239,1782579684413,1356
240,1782579685611,1294
241,1782579685911,1329
242,1782579686444,1304
243,1782579686827,1343
244,1782579687726,1343
245,1782579688059,1313
246,1782579688309,1303
247,1782579688842,1303
248,1782579689259,1312
249,1782579690140,1303
250,1782579690541,1306
251,1782579690840,1320
252,1782579691356,1288
253,1782579692256,1322
254,1782579692689,1191
255,1782579693338,1300
256,1782579693422,1355
257,1782579694820,1325
258,1782579696868,1212
259,1782579697769,1044
260,1782579699266,1067
261,1782579700748,1169
262,1782579702298,0
263,1782579703113,4
264,1782579704612,739
265,1782579705311,64687
266,1782579705811,3
267,1782579707043,0
268,1782579707942,1240
269,1782579709241,1107
270,1782579710357,0
271,1782579711606,0
272,1782579712839,0
273,1782579713388,0
274,1782579713788,0
275,1782579714786,0
276,1782579714969,0
277,1782579715588,0
278,1782579716519,0
279,1782579716884,0
280,1782579717269,0
281,1782579717501,0
282,1782579717667,0
283,1782579719000,0
284,1782579719349,0
285,1782579719999,0
286,1782579720215,0
287,1782579721099,0
288,1782579782132,0
289,1782579782714,0
290,1782579783330,0
291,1782579783913,0
292,1782579784579,0
293,1782579785279,0
294,1782579785429,0
295,1782579785712,0
296,1782579785995,0
297,1782579786294,0
298,1782579786611,0
299,1782579786896,0
300,1782579787145,0
301,1782579787444,0
302,1782579787660,0
303,1782579790389,0
304,1782579790757,0
305,1782579790956,0
306,1782579791306,0
307,1782579791506,0
308,1782579791840,0
309,1782579792138,0
310,1782579792488,0
311,1782579792605,0
312,1782579795469,0
313,1782579798033,0
314,1782579798316,0
315,1782579798933,0
316,1782579800232,0
317,1782579800448,0
318,1782579800798,0
319,1782579801098,0
320,1782579801397,0
321,1782579801715,0
322,1782579801980,0
323,1782579802297,0
324,1782579802447,0
325,1782579804113,0
326,1782579804462,0
327,1782579807309,0
328,1782579807376,0
329,1782579810191,0
330,1782579810523,0
331,1782579810823,0
332,1782579811039,0
333,1782579811406,0
334,1782579811690,0
335,1782579811988,0
336,1782579812238,0
337,1782579815219,0
338,1782579816102,0
339,1782579816335,0
