index,date,SET_POINT_LONGITUDINAL,SET_POINT_LATERAL
0,1782579299654,0,0
1,1782579299704,0,0
2,1782579300036,0,0
3,1782579300336,0,0
4,1782579300652,0,0
5,1782579301002,0,0
6,1782579302417,0,0
7,1782579302700,0,0
8,1782579304566,0,0
9,1782579304848,0,0
10,1782579305131,0,0
11,1782579305415,0,0
12,1782579305714,0,0
13,1782579305981,0,0
14,1782579306514,0,0
15,1782579308013,0,0
16,1782579308395,0,0
17,1782579310644,0,0
18,1782579311060,0,0
19,1782579312742,0,0
20,1782579313110,0,0
21,1782579314910,0,0
22,1782579316239,0,0
23,1782579518070,0,0
24,1782579518702,0,0
25,1782579519850,0,0
26,1782579520434,0,0
27,1782579521083,0,0
28,1782579521166,0,0
29,1782579521433,0,0
30,1782579521766,0,0
31,1782579522082,0,0
32,1782579522382,0,0
33,1782579522648,0,0
34,1782579522982,0,0
35,1782579523514,0,0
36,1782579524330,0,0
37,1782579524646,0,0
38,1782579524996,0,0
39,1782579525229,0,0
40,1782579525496,0,0
41,1782579525862,0,0
42,1782579526012,0,0
43,1782579526562,0,0
44,1782579527144,0,0
45,1782579527411,0,0
46,1782579527760,0,0
47,1782579528027,0,0
48,1782579528310,0,0
49,1782579533106,0,0
50,1782579538518,0,0
51,1782579538768,0,0
52,1782579539084,0,0
53,1782579539300,0,0
54,1782579539684,0,0
55,1782579539967,0,0
56,1782579540250,0,0
57,1782579540749,0,0
58,1782579543414,0,0
59,1782579543731,0,0
60,1782579544281,0,0
61,1782579544629,0,0
62,1782579544896,0,0
63,1782579545196,0,0
64,1782579547927,0,0
65,1782579548060,0,0
66,1782579548326,0,0
67,1782579548926,0,0
68,1782579549209,0,0
69,1782579549592,0,0
70,1782579550675,0,0
71,1782579551907,0,0
72,1782579552290,0,0
73,1782579553123,0,0
74,1782579554005,0,0
75,1782579554422,0,0
76,1782579556120,0,0
77,1782579556503,0,0
78,1782579557369,0,0
79,1782579558651,0,0
80,1782579559866,0,0
81,1782579560100,0,0
82,1782579560716,0,0
83,1782579561116,0,0
84,1782579561965,0,0
85,1782579562564,0,0
86,1782579562764,0,0
87,1782579563214,0,0
88,1782579563797,0,0
89,1782579564247,0,0
90,1782579565929,0,0
91,1782579566344,0,0
92,1782579567161,0,0
93,1782579568343,0,0
94,1782579568759,0,0
95,1782579570176,0,0
96,1782579571341,0,0
97,1782579571673,0,0
98,1782579572223,0,0
99,1782579572423,0,0
100,1782579572773,0,0
101,1782579573172,0,0
102,1782579574005,0,0
103,1782579574388,0,0
104,1782579574655,0,0
105,1782579575171,0,0
106,1782579575587,0,0
107,1782579576403,0,0
108,1782579576820,0,0
109,1782579577119,0,0
110,1782579577635,0,0
111,1782579578934,0,0
112,1782579579267,0,0
113,1782579579517,0,0
114,1782579580017,0,0
115,1782579580417,0,0
116,1782579581632,0,0
117,1782579581915,0,0
118,1782579582448,0,0
119,1782579582797,0,0
120,1782579583664,0,0
121,1782579584047,0,0
122,1782579584296,0,0
123,1782579584813,0,0
124,1782579585229,0,0
125,1782579586145,0,0
126,1782579586878,0,0
127,1782579586928,0,0
128,1782579587993,0,0
129,1782579590075,0,0
130,1782579590508,0,0
131,1782579591375,0,0
132,1782579592540,0,0
