index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765902320685,1,10,1932,0,0,0,0,0
1,1765902321618,1,10,1933,0,0,0,0,0
2,1765902322002,1,10,1934,0,0,0,0,0
3,1765902322152,1,10,1934,0,0,0,0,0
4,1765902322802,1,10,1934,0,0,0,0,0
5,1765902323619,1,10,1953,0,0,0,0,0
6,1765902324418,1,10,1962,0,0,0,0,0
7,1765902325119,1,10,1968,0,0,0,0,0
8,1765902325268,1,10,1971,0,0,0,0,0
9,1765902326869,1,10,2016,0,0,0,0,0
10,1765902327602,1,10,2043,0,0,0,0,0
11,1765902328701,1,10,2087,0,0,0,0,0
12,1765902329269,1,10,2115,0,0,0,0,0
13,1765902329435,1,10,2124,0,0,0,0,0
14,1765902330269,1,10,2168,0,0,0,0,0
15,1765902330802,1,10,2194,0,0,0,0,0
16,1765902331068,1,10,2204,0,0,0,0,0
17,1765902331584,1,10,2236,0,0,0,0,0
18,1765902331835,1,10,2247,0,0,0,0,0
19,1765902332468,1,10,2283,0,0,0,0,0
20,1765902332635,1,10,2295,0,0,0,0,0
21,1765902332818,1,10,2308,0,0,0,0,0
22,1765902333268,1,10,2327,0,0,0,0,0
23,1765902333835,1,10,2369,0,0,0,0,0
24,1765902333952,1,10,2383,0,0,0,0,0
25,1765902334635,1,10,2427,0,0,0,0,0
26,1765902336152,1,10,2546,0,0,0,0,0
27,1765902336285,1,10,2563,0,0,0,0,0
28,1765902337685,1,10,2685,0,0,0,0,0
29,1765902337869,1,10,2712,0,0,0,0,0
30,1765902338135,1,10,2730,0,0,0,0,0
31,1765902338385,1,10,2749,0,0,0,0,0
32,1765902340302,1,10,2791,0,0,0,0,0
33,1765902341135,1,10,2791,0,0,0,0,0
34,1765902343434,1,10,2849,0,0,0,0,0
35,1765902343835,1,10,2868,0,0,0,0,0
36,1765902344235,1,10,2894,0,0,0,0,0
37,1765902344368,1,10,2915,0,0,0,0,0
38,1765902345168,1,10,2967,0,0,0,0,0
39,1765902347185,1,10,3145,0,0,0,0,0
40,1765902348869,1,10,3334,0,0,0,0,0
41,1765902349668,1,10,3415,0,0,0,0,0
42,1765902350201,1,10,3426,0,0,0,0,0
43,1765902350368,1,10,3426,0,0,0,0,0
44,1765902350598,1,10,3426,0,0,0,0,0
45,1765902351525,1,10,3426,0,0,0,0,0
46,1765902352783,1,10,3426,0,0,0,0,0
47,1765902353969,1,10,3426,0,0,0,0,0
48,1765902354634,1,10,3426,0,0,0,0,0
49,1765902354752,1,10,3426,0,0,0,0,0
50,1765902355702,1,10,3487,0,0,0,0,0
51,1765902356468,1,10,3548,0,0,0,0,0
52,1765902357019,1,10,3581,0,0,0,0,0
53,1765902359802,1,10,3755,0,0,0,0,0
54,1765902359935,1,10,3758,0,0,0,0,0
55,1765902360067,1,10,3764,0,0,0,0,0
56,1765902360717,1,10,3798,0,0,0,0,0
57,1765902361234,1,10,3838,0,0,0,0,0
58,1765902361367,1,10,3855,0,0,0,0,0
59,1765902362018,1,10,3899,0,0,0,0,0
60,1765902362118,1,10,3926,0,0,0,0,0
61,1765902362268,1,10,3926,0,0,0,0,0
62,1765902362985,1,10,3941,0,0,0,0,0
63,1765902363035,1,10,3943,0,0,0,0,0
64,1765902363484,1,10,3945,0,0,0,0,0
65,1765902363751,1,10,3946,0,0,0,0,0
66,1765902364553,1,10,3957,0,0,0,0,0
67,1765902364753,1,10,3969,0,0,0,0,0
68,1765902365038,1,10,3983,0,0,0,0,0
69,1765902366468,1,10,4030,0,0,0,0,0
70,1765902366618,1,10,4030,0,0,0,0,0
71,1765902367252,2,10,4032,0,0,0,0,0
72,1765902367869,1,10,4033,0,0,0,0,0
73,1765902369018,1,10,4077,0,0,0,0,0
74,1765902370219,1,10,4077,0,0,0,0,0
