index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765902320852,0,0,0,0,0,0,0,0
1,1765902321669,0,0,0,0,0,0,0,0
2,1765902322235,0,0,0,0,0,0,0,0
3,1765902322918,0,0,0,0,0,0,0,0
4,1765902324802,0,0,0,0,0,0,0,0
5,1765902325352,0,0,0,0,0,0,0,0
6,1765902325436,0,0,0,0,0,0,0,0
7,1765902326635,0,0,0,0,0,0,0,0
8,1765902326919,0,0,0,0,0,0,0,0
9,1765902327085,0,0,0,0,0,0,0,0
10,1765902327718,0,0,0,0,0,0,0,0
11,1765902328735,0,0,0,0,0,0,0,0
12,1765902329502,0,0,0,0,0,0,0,0
13,1765902329652,0,0,0,0,0,0,0,0
14,1765902330302,0,0,0,0,0,0,0,0
15,1765902330835,0,0,0,0,0,0,0,0
16,1765902331118,0,0,0,0,0,0,0,0
17,1765902331418,0,0,0,0,0,0,0,0
18,1765902331634,0,0,0,0,0,0,0,0
19,1765902331885,0,0,0,0,0,0,0,0
20,1765902332035,0,0,0,0,0,0,0,0
21,1765902332668,0,0,0,0,0,0,0,0
22,1765902332869,0,0,0,0,0,0,0,0
23,1765902333319,0,0,0,0,0,0,0,0
24,1765902334053,0,0,0,0,0,0,0,0
25,1765902336568,0,0,0,0,0,0,0,0
26,1765902337935,0,0,0,0,0,0,0,0
27,1765902338168,0,0,0,0,0,0,0,0
28,1765902338418,0,0,0,0,0,0,0,0
29,1765902338552,0,0,0,0,0,0,0,0
30,1765902340402,0,0,0,0,0,0,0,0
31,1765902340534,0,0,0,0,0,0,0,0
32,1765902341234,0,0,0,0,0,0,0,0
33,1765902342985,0,0,0,0,0,0,0,0
34,1765902343518,0,0,0,0,0,0,0,0
35,1765902344300,0,0,0,0,0,0,0,0
36,1765902344451,0,0,0,0,0,0,0,0
37,1765902344568,0,0,0,0,0,0,0,0
38,1765902345218,0,0,0,0,0,0,0,0
39,1765902345735,0,0,0,0,0,0,0,0
40,1765902347351,0,0,0,0,0,0,0,0
41,1765902348118,0,0,0,0,0,0,0,0
42,1765902348918,0,0,0,0,0,0,0,0
43,1765902349735,0,0,0,0,0,0,0,0
44,1765902350597,0,0,0,0,0,0,0,0
45,1765902350598,0,0,0,0,0,0,0,0
46,1765902350734,0,0,0,0,0,0,0,0
47,1765902351184,0,0,0,0,0,0,0,0
48,1765902351525,0,0,0,0,0,0,0,0
49,1765902354036,0,0,0,0,0,0,0,0
50,1765902354151,0,0,0,0,0,0,0,0
51,1765902354803,0,0,0,0,0,0,0,0
52,1765902355636,0,0,0,0,0,0,0,0
53,1765902355751,0,0,0,0,0,0,0,0
54,1765902355902,0,0,0,0,0,0,0,0
55,1765902356535,0,0,0,0,0,0,0,0
56,1765902357101,0,0,0,0,0,0,0,0
57,1765902358719,0,0,0,0,0,0,0,0
58,1765902360050,0,0,0,0,0,0,0,0
59,1765902360185,0,0,0,0,0,0,0,0
60,1765902360334,0,0,0,0,0,0,0,0
61,1765902361484,0,0,0,0,0,0,0,0
62,1765902362201,0,0,0,0,0,0,0,0
63,1765902362719,0,0,0,0,0,0,0,0
64,1765902363134,0,0,0,0,0,0,0,0
65,1765902363284,0,0,0,0,0,0,0,0
66,1765902363534,0,0,0,0,0,0,0,0
67,1765902363785,0,0,0,0,0,0,0,0
68,1765902363936,0,0,0,0,0,0,0,0
