index,date,ERROR_ID,STACK_ERROR_UNDER,CELL_ERROR_UNDER,MIN_CELL_VOLTAGE,1,2,3,4
0,1765895596424,33199,33029,32558,3.97,0,0,0,0
1,1765896414402,33135,32760,31871,3.27,0,0,0,0
2,1765896444109,458,33049,33085,3.37,0,0,0,0
3,1765896499363,33223,33238,35145,3.32,0,0,0,0
4,1765897615985,33796,11489,49240,3.37,0,0,0,0
5,1765897881828,33196,32056,19180,0.01,0,0,0,0
