index,date,SLAVE_5,SLAVE_6,OVERVOLTAGE,UNDERVOLTAGE,1,2,3,4
0,1765895324019,0,0,0,0,0,0,0,0
1,1765895324119,0,0,0,0,0,0,0,0
2,1765895324202,0,0,0,0,0,0,0,0
3,1765895324302,0,0,0,0,0,0,0,0
4,1765895324403,0,0,0,0,0,0,0,0
5,1765895324436,0,0,0,0,0,0,0,0
6,1765895324535,0,0,0,0,0,0,0,0
7,1765895324635,0,0,0,0,0,0,0,0
8,1765895324735,0,0,0,0,0,0,0,0
9,1765895324819,0,0,0,0,0,0,0,0
10,1765895324951,0,0,0,0,0,0,0,0
11,1765895325052,0,0,0,0,0,0,0,0
12,1765895325218,0,0,0,0,0,0,0,0
13,1765895325317,0,0,0,0,0,0,0,0
14,1765895325468,0,0,0,0,0,0,0,0
15,1765895325567,0,0,0,0,0,0,0,0
16,1765895325667,0,0,0,0,0,0,0,0
17,1765895325767,0,0,0,0,0,0,0,0
18,1765895325852,0,0,0,0,0,0,0,0
19,1765895325951,0,0,0,0,0,0,0,0
20,1765895326051,0,0,0,0,0,0,0,0
21,1765895326101,0,0,0,0,0,0,0,0
22,1765895326185,0,0,0,0,0,0,0,0
23,1765895326283,0,0,0,0,0,0,0,0
24,1765895326367,0,0,0,0,0,0,0,0
25,1765895326468,0,0,0,0,0,0,0,0
26,1765895326650,0,0,0,0,0,0,0,0
27,1765895326750,0,0,0,0,0,0,0,0
28,1765895326783,0,0,0,0,0,0,0,0
29,1765895326883,0,0,0,0,0,0,0,0
30,1765895326983,0,0,0,0,0,0,0,0
31,1765895327068,0,0,0,0,0,0,0,0
32,1765895327150,0,0,0,0,0,0,0,0
33,1765895327299,0,0,0,0,0,0,0,0
34,1765895460321,0,0,0,0,0,0,0,0
35,1765895460437,0,0,0,0,0,0,0,0
36,1765895460603,0,0,0,0,0,0,0,0
37,1765895460670,0,0,0,0,0,0,0,0
38,1765895460787,0,0,0,0,0,0,0,0
39,1765895460903,0,0,0,0,0,0,0,0
40,1765895460986,0,0,0,0,0,0,0,0
41,1765895461054,0,0,0,0,0,0,0,0
42,1765895461369,0,0,0,0,0,0,0,0
43,1765895461502,0,0,0,0,0,0,0,0
44,1765895461669,0,0,0,0,0,0,0,0
45,1765895461836,0,0,0,0,0,0,0,0
46,1765895462053,0,0,0,0,0,0,0,0
47,1765895462153,0,0,0,0,0,0,0,0
48,1765895462168,0,0,0,0,0,0,0,0
