index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765895324535,0,0,0,0,0,0,0,0
1,1765895324937,0,0,0,0,0,0,0,0
2,1765895325451,0,0,0,0,0,0,0,0
3,1765895325767,0,0,0,0,0,0,0,0
4,1765895326084,0,0,0,0,0,0,0,0
5,1765895326733,0,0,0,0,0,0,0,0
6,1765895326883,0,0,0,0,0,0,0,0
7,1765895327299,0,0,0,0,0,0,0,0
8,1765895460303,0,0,0,0,0,0,0,0
9,1765895460770,0,0,0,0,0,0,0,0
10,1765895461203,0,0,0,0,0,0,0,0
11,1765895461352,0,0,0,0,0,0,0,0
12,1765895462136,0,0,0,0,0,0,0,0
13,1765895462352,0,0,0,0,0,0,0,0
14,1765895462803,0,0,0,0,0,0,0,0
15,1765895463218,0,0,0,0,0,0,0,0
16,1765895463700,0,0,0,0,0,0,0,0
17,1765895463967,0,0,0,0,0,0,0,0
18,1765895464133,0,0,0,0,0,0,0,0
19,1765895464733,0,0,0,0,0,0,0,0
20,1765895465133,0,0,0,0,0,0,0,0
21,1765895465583,0,0,0,0,0,0,0,0
22,1765895465982,0,0,0,0,0,0,0,0
23,1765895466648,0,0,0,0,0,0,0,0
24,1765895466865,0,0,0,0,0,0,0,0
25,1765895467299,0,0,0,0,0,0,0,0
26,1765895467981,0,0,0,0,0,0,0,0
27,1765895468830,0,0,0,0,0,0,0,0
28,1765895469196,0,0,0,0,0,0,0,0
29,1765895470012,0,0,0,0,0,0,0,0
30,1765895470212,0,0,0,0,0,0,0,0
31,1765895470378,0,0,0,0,0,0,0,0
32,1765895471178,0,0,0,0,0,0,0,0
33,1765895471911,0,0,0,0,0,0,0,0
34,1765895472060,0,0,0,0,0,0,0,0
35,1765895473093,0,0,0,0,0,0,0,0
36,1765895473594,0,0,0,0,0,0,0,0
37,1765895474709,0,0,0,0,0,0,0,0
38,1765895474875,0,0,0,0,0,0,0,0
39,1765895474925,0,0,0,0,0,0,0,0
40,1765895475674,0,0,0,0,0,0,0,0
41,1765895476058,0,0,0,0,0,0,0,0
42,1765895476923,0,0,0,0,0,0,0,0
43,1765895477462,0,0,0,0,0,0,0,0
44,1765895477639,0,0,0,0,0,0,0,0
45,1765895478488,0,0,0,0,0,0,0,0
46,1765895478870,0,0,0,0,0,0,0,0
47,1765895479787,0,0,0,0,0,0,0,0
48,1765895480570,0,0,0,0,0,0,0,0
49,1765895480622,0,0,0,0,0,0,0,0
50,1765895480721,0,0,0,0,0,0,0,0
51,1765895480872,0,0,0,0,0,0,0,0
52,1765895481203,0,0,0,0,0,0,0,0
53,1765895481920,0,0,0,0,0,0,0,0
54,1765895482585,0,0,0,0,0,0,0,0
55,1765895482985,0,0,0,0,0,0,0,0
56,1765895484633,0,0,0,0,0,0,0,0
57,1765895484883,0,0,0,0,0,0,0,0
58,1765895485266,0,0,0,0,0,0,0,0
59,1765895486032,0,0,0,0,0,0,0,0
60,1765895486232,0,0,0,0,0,0,0,0
61,1765895487065,0,0,0,0,0,0,0,0
62,1765895487414,0,0,0,0,0,0,0,0
63,1765895487680,0,0,0,0,0,0,0,0
64,1765895488081,0,0,0,0,0,0,0,0
65,1765895488497,0,0,0,0,0,0,0,0
66,1765895488713,0,0,0,0,0,0,0,0
67,1765895488880,0,0,0,0,0,0,0,0
68,1765895489079,0,0,0,0,0,0,0,0
69,1765895489562,0,0,0,0,0,0,0,0
70,1765895489762,0,0,0,0,0,0,0,0
71,1765895490545,0,0,0,0,0,0,0,0
72,1765895491161,0,0,0,0,0,0,0,0
73,1765895491327,0,0,0,0,0,0,0,0
74,1765895491444,0,0,0,0,0,0,0,0
75,1765895493392,0,0,0,0,0,0,0,0
76,1765895493742,0,0,0,0,0,0,0,0
77,1765895494458,0,0,0,0,0,0,0,0
78,1765895494808,0,0,0,0,0,0,0,0
79,1765895495058,0,0,0,0,0,0,0,0
80,1765895496191,0,0,0,0,0,0,0,0
81,1765895496440,0,0,0,0,0,0,0,0
82,1765895496607,0,0,0,0,0,0,0,0
83,1765895497540,0,0,0,0,0,0,0,0
84,1765895497990,0,0,0,0,0,0,0,0
85,1765895498806,0,0,0,0,0,0,0,0
86,1765895499187,0,0,0,0,0,0,0,0
87,1765895500919,0,0,0,0,0,0,0,0
88,1765895502386,0,0,0,0,0,0,0,0
89,1765895502584,0,0,0,0,0,0,0,0
90,1765895502751,0,0,0,0,0,0,0,0
