index,date,ERROR_SUM_S4,ERROR_SUM_S5,ERROR_SUM_S6
0,1782582316315,0,0,0
1,1782582316813,0,0,0
2,1782582316880,0,0,0
3,1782582317363,0,0,0
4,1782582318329,0,0,0
5,1782582319344,0,0,0
6,1782582319877,0,0,0
7,1782582320410,0,0,0
8,1782582321509,0,0,0
9,1782582322059,0,0,0
10,1782582322875,0,0,0
11,1782582323441,0,0,0
12,1782582323891,0,0,0
13,1782582324507,0,0,0
14,1782582325473,0,0,0
15,1782582326089,0,0,0
16,1782582369968,0,0,0
17,1782582370552,0,0,0
18,1782582370918,0,0,0
19,1782582371617,0,0,0
20,1782582373499,0,0,0
21,1782582373682,0,0,0
22,1782582374082,0,0,0
23,1782582374614,0,0,0
24,1782582375597,0,0,0
25,1782582375631,0,0,0
26,1782582377712,0,0,0
27,1782582377979,0,0,0
28,1782582378394,0,0,0
29,1782582378828,0,0,0
30,1782582380243,0,0,0
31,1782582380826,0,0,0
32,1782582381325,0,0,0
33,1782582382058,0,0,0
34,1782582382291,0,0,0
35,1782582383041,0,0,0
36,1782582383673,0,0,0
37,1782582384356,0,0,0
38,1782582385006,0,0,0
39,1782582386038,0,0,0
40,1782582389120,0,0,0
41,1782582389270,0,0,0
42,1782582390035,0,0,0
43,1782582390701,0,0,0
44,1782582391684,0,0,0
45,1782582392716,0,0,0
46,1782582393165,0,0,0
47,1782582393382,0,0,0
48,1782582394148,0,0,0
49,1782582395014,0,0,0
50,1782582395413,0,0,0
51,1782582396929,0,0,0
52,1782582397662,0,0,0
53,1782582398411,0,0,0
54,1782582399976,0,0,0
55,1782582400210,0,0,0
56,1782582401292,0,0,0
57,1782582401558,0,0,0
58,1782582402974,0,0,0
59,1782582403807,0,0,0
60,1782582404289,0,0,0
61,1782582404523,0,0,0
62,1782582404840,0,0,0
63,1782582405006,0,0,0
64,1782582405655,0,0,0
65,1782582407237,0,0,0
66,1782582407587,0,0,0
67,1782582408255,0,0,0
68,1782582409435,0,0,0
69,1782582411984,0,0,0
70,1782582414065,0,0,0
71,1782582414731,0,0,0
72,1782582415297,0,0,0
73,1782582416329,0,0,0
74,1782582416762,0,0,0
75,1782582416979,0,0,0
76,1782582417695,0,0,0
77,1782582418395,0,0,0
78,1782582419111,0,0,0
79,1782582419244,0,0,0
80,1782582419827,0,0,0
81,1782582420394,0,0,0
82,1782582421743,0,0,0
83,1782582421776,0,0,0
84,1782582423374,0,0,0
85,1782582424090,0,0,0
86,1782582426605,0,0,0
87,1782582426721,0,0,0
88,1782582427387,0,0,0
89,1782582428303,0,0,0
90,1782582429219,0,0,0
91,1782582429802,0,0,0
92,1782582429985,0,0,0
93,1782582430584,0,0,0
94,1782582431350,0,0,0
95,1782582432033,0,0,0
96,1782582432283,0,0,0
97,1782582433798,0,0,0
98,1782582434498,0,0,0
99,1782582435047,0,0,0
100,1782582435696,0,0,0
101,1782582435780,0,0,0
102,1782582436346,0,0,0
103,1782582438311,0,0,0
104,1782582438894,0,0,0
105,1782582440543,0,0,0
106,1782582440925,0,0,0
107,1782582441042,0,0,0
108,1782582442274,0,0,0
109,1782582443540,0,0,0
110,1782582445639,0,0,0
111,1782582445821,0,0,0
112,1782582446121,0,0,0
113,1782582446204,0,0,0
114,1782582446771,0,0,0
115,1782582448219,0,0,0
116,1782582448386,0,0,0
117,1782582449035,0,0,0
118,1782582450784,0,0,0
119,1782582451317,0,0,0
120,1782582451983,0,0,0
121,1782582452800,0,0,0
122,1782582455064,0,0,0
123,1782582456763,0,0,0
124,1782582458394,0,0,0
125,1782582459060,0,0,0
126,1782582460609,0,0,0
127,1782582461158,0,0,0
128,1782582462440,0,0,0
129,1782582463307,0,0,0
130,1782582463807,0,0,0
131,1782582463840,0,0,0
132,1782582464888,0,0,0
133,1782582465055,0,0,0
134,1782582466254,0,0,0
135,1782582466637,0,0,0
136,1782582467836,0,0,0
137,1782582468202,0,0,0
138,1782582468320,0,0,0
139,1782582468852,0,0,0
140,1782582470467,0,0,0
141,1782582470667,0,0,0
142,1782582471117,3,0,0
143,1782582471234,0,0,0
144,1782582471599,0,0,0
145,1782582472349,0,0,0
146,1782582472833,0,0,0
147,1782582473498,0,0,0
148,1782582474083,0,0,0
149,1782582474880,0,0,0
150,1782582475380,0,0,0
151,1782582475879,0,0,0
152,1782582476379,0,0,0
153,1782582476912,0,0,0
154,1782582478010,0,0,0
155,1782582478560,0,0,0
156,1782582479543,0,0,0
157,1782582480625,0,0,0
158,1782582481158,0,0,0
159,1782582482107,0,0,0
160,1782582482624,0,0,0
161,1782582483191,0,0,0
162,1782582483823,0,0,0
163,1782582484656,0,0,0
164,1782582485738,0,0,0
165,1782582485788,0,0,0
166,1782582486870,0,0,0
167,1782582487254,0,0,0
168,1782582487870,0,0,0
169,1782582488320,0,0,0
170,1782582489285,0,0,0
171,1782582489685,0,0,0
172,1782582490201,0,0,0
173,1782582499659,0,0,0
174,1782582500109,0,0,0
175,1782582500508,0,0,0
176,1782582501158,0,0,0
177,1782582501591,0,0,0
178,1782582502590,0,0,0
179,1782582502624,0,0,0
180,1782582504622,0,0,0
181,1782582504671,0,0,0
182,1782582505172,0,0,0
183,1782582505737,0,0,0
184,1782582507153,0,0,0
185,1782582507603,0,0,0
186,1782582507836,0,0,0
187,1782582509717,0,0,0
188,1782582511582,0,0,0
189,1782582511950,0,0,0
190,1782582514846,0,0,0
191,1782582515446,0,0,0
192,1782582516978,0,0,0
193,1782582517578,0,0,0
194,1782582518194,0,0,0
195,1782582519294,0,0,0
196,1782582519460,0,0,0
197,1782582520176,0,0,0
198,1782582520408,0,0,0
199,1782582520775,0,0,0
200,1782582522157,0,0,0
201,1782582522773,0,0,0
202,1782582523872,0,0,0
203,1782582524339,0,0,0
204,1782582525138,0,0,0
205,1782582525588,0,0,0
206,1782582526188,0,0,0
207,1782582529268,0,0,0
208,1782582530067,0,0,0
209,1782582530550,0,0,0
210,1782582532448,0,0,0
211,1782582533615,0,0,0
212,1782582533881,0,0,0
213,1782582535962,0,0,0
214,1782582536178,0,0,0
215,1782582536994,0,0,0
216,1782582537261,0,0,0
217,1782582539609,0,0,0
218,1782582540175,0,0,0
219,1782582541441,0,0,0
220,1782582541974,0,0,0
221,1782582542923,0,0,0
222,1782582543356,0,0,0
223,1782582543923,0,0,0
224,1782582544971,0,0,0
225,1782582546404,0,0,0
226,1782582546437,0,0,0
227,1782582546953,0,0,0
228,1782582547436,0,0,0
229,1782582547470,0,0,0
230,1782582548535,0,0,0
231,1782582548901,0,0,0
232,1782582549551,0,0,0
233,1782582550000,0,0,0
234,1782582551099,0,0,0
235,1782582551550,0,0,0
236,1782582552149,0,0,0
237,1782582553081,0,0,0
238,1782582554131,0,0,0
239,1782582554730,0,0,0
240,1782582555596,0,0,0
241,1782582556129,0,0,0
242,1782582556678,0,0,0
243,1782582560542,0,0,0
244,1782582561108,0,0,0
245,1782582561625,0,0,0
246,1782582562223,0,0,0
247,1782582562707,0,0,0
248,1782582563156,0,0,0
249,1782582563739,0,0,0
250,1782582564721,0,0,0
251,1782582565171,0,0,0
252,1782582565604,0,0,0
253,1782582566170,0,0,0
254,1782582566653,0,0,0
255,1782582567635,0,0,0
256,1782582568051,0,0,0
257,1782582568518,0,0,0
258,1782582568951,0,0,0
259,1782582569467,0,0,0
260,1782582569918,0,0,0
261,1782582570399,0,0,0
262,1782582570899,0,0,0
263,1782582571966,0,0,0
264,1782582572298,0,0,0
265,1782582572781,0,0,0
266,1782582572864,0,0,0
267,1782582573564,0,0,0
