Data/Hora,Variavel,Arquivo,Valor Atingido,Condicao,Descricao
2026-06-27 14:53:37,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,1.8,Menor que 2.400000,
2026-06-27 14:54:01,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.590000000000003,Menor que 72.000000,
2026-06-27 14:55:01,GVL,AIR_GVL_CURRENT,12.84,Menor que 13.000000,
2026-06-27 14:55:29,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.31,Menor que 2.400000,
2026-06-27 14:55:29,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-27 14:59:57,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.920000000000002,Menor que 72.000000,
