index,date,MAX_CELL_VOLTAGE,MIN_CELL_VOLTAGE,MAX_CELL_TEMP,TRACTIVE_VOLTAGE
0,1782582317379,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
1,1782582318895,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
2,1782582319895,3.29,3.2200000000000002,35.100000000000001,78.459999999999994
3,1782582321492,3.29,3.2200000000000002,35.100000000000001,78.459999999999994
4,1782582325506,3.29,3.2200000000000002,35.100000000000001,78.459999999999994
5,1782582326089,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
6,1782582369985,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
7,1782582370535,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
8,1782582370934,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
9,1782582373082,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
10,1782582373499,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
11,1782582375580,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
12,1782582377729,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
13,1782582377979,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
14,1782582378811,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
15,1782582389286,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
16,1782582390718,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
17,1782582391650,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
18,1782582393182,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
19,1782582393416,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
20,1782582394165,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
21,1782582395431,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
22,1782582397646,3.29,3.2200000000000002,35.100000000000001,78.459999999999994
23,1782582399744,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
24,1782582400010,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
25,1782582400226,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
26,1782582401326,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
27,1782582401542,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
28,1782582404273,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
29,1782582405671,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
30,1782582406371,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
31,1782582406788,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
32,1782582409419,3.29,3.2200000000000002,35.100000000000001,78.450000000000003
