index,date,CELL_1,CELL_2,CELL_3,CELL_4
0,1782582320393,32.5,31.399999999999999,30.899999999999999,31.399999999999999
1,1782582322842,32.5,31.399999999999999,30.899999999999999,31.399999999999999
2,1782582384324,32.399999999999999,31.300000000000001,30.800000000000001,31.399999999999999
3,1782582389052,32.399999999999999,31.300000000000001,30.800000000000001,31.399999999999999
4,1782582406338,32.399999999999999,31.399999999999999,30.800000000000001,31.399999999999999
5,1782582418362,32.399999999999999,31.399999999999999,30.800000000000001,31.399999999999999
6,1782582430618,32.299999999999997,31.399999999999999,30.800000000000001,31.399999999999999
7,1782582440425,32.299999999999997,31.399999999999999,30.800000000000001,31.399999999999999
8,1782582455013,32.299999999999997,31.399999999999999,30.800000000000001,31.399999999999999
9,1782582511533,32.399999999999999,31.399999999999999,30.800000000000001,31.5
10,1782582526137,32.399999999999999,31.399999999999999,30.800000000000001,31.5
11,1782582535913,32.399999999999999,31.399999999999999,30.800000000000001,31.5
12,1782582550483,32.600000000000001,31.399999999999999,30.899999999999999,31.5
13,1782582577144,33.899999999999999,31.399999999999999,31.300000000000001,31.600000000000001
14,1782582606153,34.600000000000001,31.399999999999999,31.5,31.600000000000001
15,1782582630316,35.600000000000001,31.5,31.899999999999999,31.800000000000001
16,1782582632914,35.700000000000003,31.5,32,31.800000000000001
17,1782582654546,36.299999999999997,31.600000000000001,32.299999999999997,31.800000000000001
18,1782582666652,36.200000000000003,31.600000000000001,32.299999999999997,31.800000000000001
19,1782582669134,36.200000000000003,31.600000000000001,32.299999999999997,31.899999999999999
20,1782582688417,35.899999999999999,31.600000000000001,32.299999999999997,31.899999999999999
21,1782582710515,35.600000000000001,31.699999999999999,32.299999999999997,31.899999999999999
22,1782582727618,35.399999999999999,31.699999999999999,32.200000000000003,31.899999999999999
23,1782582743704,35.299999999999997,31.699999999999999,32.200000000000003,31.899999999999999
24,1782582764437,35.100000000000001,31.699999999999999,32.200000000000003,31.899999999999999
25,1782582781506,35,31.699999999999999,32.100000000000001,32
26,1782582788700,34.899999999999999,31.699999999999999,32.200000000000003,32
27,1782582798275,35.399999999999999,31.699999999999999,32.5,32
28,1782582800724,35.5,31.800000000000001,32.700000000000003,32
29,1782582805686,35.899999999999999,31.800000000000001,32.899999999999999,32
30,1782582822655,37,31.800000000000001,33.399999999999999,32.100000000000001
31,1782582846717,38.5,31.899999999999999,34.399999999999999,32.200000000000003
32,1782582858874,39.200000000000003,32,34.799999999999997,32.200000000000003
33,1782582895044,39.600000000000001,32.100000000000001,34.899999999999999,32.399999999999999
34,1782582900223,39.600000000000001,32.100000000000001,34.799999999999997,32.399999999999999
35,1782582912479,39.200000000000003,32.200000000000003,34.700000000000003,32.399999999999999
36,1782582917441,39.100000000000001,32.200000000000003,34.700000000000003,32.399999999999999
37,1782582922321,39,32.200000000000003,34.700000000000003,32.399999999999999
38,1782582932012,38.799999999999997,32.200000000000003,34.600000000000001,32.399999999999999
39,1782582937058,38.700000000000003,32.200000000000003,34.600000000000001,32.399999999999999
40,1782582944302,38.5,32.299999999999997,34.5,32.399999999999999
41,1782582954176,38.299999999999997,32.299999999999997,34.399999999999999,32.399999999999999
42,1782582973744,37.899999999999999,32.299999999999997,34.299999999999997,32.5
43,1782582995875,37.5,32.299999999999997,34.100000000000001,32.5
44,1782582998356,37.5,32.299999999999997,34.100000000000001,32.5
45,1782583000771,37.399999999999999,32.299999999999997,34.100000000000001,32.5
46,1782583141688,36,32.399999999999999,33.299999999999997,32.600000000000001
47,1782583146549,35.899999999999999,32.399999999999999,33.299999999999997,32.600000000000001
48,1782583156373,35.899999999999999,32.399999999999999,33.299999999999997,32.600000000000001
49,1782583161170,35.799999999999997,32.399999999999999,33.200000000000003,32.600000000000001
50,1782583183051,35.799999999999997,32.399999999999999,33.299999999999997,32.600000000000001
51,1782583209811,37.899999999999999,32.5,34.700000000000003,32.600000000000001
52,1782583221785,38.399999999999999,32.5,34.799999999999997,32.700000000000003
53,1782583266131,37.899999999999999,32.600000000000001,34.700000000000003,32.700000000000003
