index,date,SPEED_R_MOTOR,TORQUE_R_MOTOR,POWER_R_MOTOR
0,1782582316397,0,0,0
1,1782582316830,0,0,0
2,1782582317397,0,0,0
3,1782582317696,0,0,0
4,1782582318378,0,0,0
5,1782582319028,0,0,0
6,1782582319411,0,0,0
7,1782582320943,0,0,0
8,1782582321976,0,0,0
9,1782582322708,0,0,0
10,1782582323957,0,0,0
11,1782582324557,0,0,0
12,1782582324940,0,0,0
13,1782582325523,0,0,0
14,1782582326538,0,0,0
15,1782582328821,0,0,0
16,1782582329519,0,0,0
17,1782582329620,0,0,0
18,1782582330451,0,0,0
19,1782582331235,0,0,0
20,1782582331367,0,0,0
21,1782582332216,0,0,0
22,1782582366138,0,0,0
23,1782582366821,0,0,0
24,1782582366938,0,0,0
25,1782582367754,0,0,0
26,1782582368554,0,0,0
27,1782582368686,0,0,0
28,1782582369536,0,0,0
29,1782582369835,0,0,0
30,1782582371318,0,0,0
31,1782582371650,0,0,0
32,1782582373016,0,0,0
33,1782582373366,0,0,0
34,1782582373715,0,0,0
35,1782582375697,0,0,0
36,1782582376030,0,0,0
37,1782582376430,0,0,0
38,1782582376713,0,0,0
39,1782582376829,0,0,0
40,1782582377196,0,0,0
41,1782582381892,0,0,0
42,1782582382225,0,0,0
43,1782582382541,0,0,0
44,1782582382824,0,0,0
45,1782582383124,0,0,0
46,1782582384074,0,0,0
47,1782582384123,0,0,0
48,1782582384473,0,0,0
49,1782582384773,0,0,0
50,1782582385073,0,0,0
51,1782582385355,0,0,0
52,1782582385672,0,0,0
53,1782582385905,0,0,0
54,1782582386288,0,0,0
55,1782582387038,0,0,0
56,1782582387354,0,0,0
57,1782582387687,0,0,0
58,1782582388037,0,0,0
59,1782582389253,0,0,0
60,1782582390668,0,0,0
61,1782582391051,0,0,0
62,1782582391833,0,0,0
63,1782582392150,0,0,0
64,1782582392499,0,0,0
65,1782582392849,0,0,0
66,1782582393199,0,0,0
67,1782582393831,0,0,0
68,1782582393931,0,0,0
69,1782582394382,0,0,0
70,1782582397612,0,0,0
71,1782582397945,0,0,0
72,1782582398295,0,0,0
73,1782582398628,0,0,0
74,1782582398728,0,0,0
75,1782582399061,0,0,0
76,1782582399427,0,0,0
77,1782582402691,0,0,0
78,1782582403074,0,0,0
79,1782582403407,0,0,0
80,1782582403606,0,0,0
81,1782582403890,0,0,0
82,1782582404289,0,0,0
83,1782582404606,0,0,0
84,1782582406221,0,0,0
85,1782582406555,0,0,0
86,1782582406904,0,0,0
87,1782582407137,0,0,0
88,1782582407503,0,0,0
89,1782582407804,0,0,0
90,1782582408536,0,0,0
91,1782582408836,0,0,0
92,1782582409169,0,0,0
93,1782582409485,0,0,0
94,1782582409786,0,0,0
95,1782582410152,0,0,0
96,1782582410402,0,0,0
97,1782582410901,0,0,0
98,1782582411184,0,0,0
99,1782582411784,0,0,0
100,1782582412083,0,0,0
101,1782582412383,0,0,0
102,1782582412683,0,0,0
103,1782582413332,0,0,0
104,1782582413482,0,0,0
105,1782582413915,0,0,0
106,1782582420360,0,0,0
107,1782582421476,0,0,0
108,1782582422108,0,0,0
109,1782582422508,0,0,0
110,1782582422808,0,0,0
111,1782582422958,0,0,0
112,1782582424173,0,0,0
113,1782582424440,0,0,0
114,1782582424789,0,0,0
115,1782582425073,0,0,0
116,1782582425423,0,0,0
117,1782582425888,0,0,0
118,1782582426271,0,0,0
119,1782582426655,0,0,0
120,1782582426904,0,0,0
121,1782582427238,0,0,0
122,1782582428103,0,0,0
123,1782582428369,0,0,0
124,1782582428970,0,0,0
125,1782582437978,0,0,0
126,1782582438178,0,0,0
127,1782582438561,0,0,0
128,1782582438827,0,0,0
129,1782582439227,0,0,0
130,1782582440093,0,0,0
131,1782582440209,0,0,0
132,1782582440592,0,0,0
133,1782582440776,0,0,0
134,1782582441159,0,0,0
135,1782582441475,0,0,0
136,1782582442141,0,0,0
137,1782582442457,0,0,0
138,1782582442591,0,0,0
139,1782582442857,0,0,0
140,1782582443157,0,0,0
141,1782582443490,0,0,0
142,1782582443823,0,0,0
143,1782582444123,0,0,0
144,1782582444423,0,0,0
145,1782582445188,0,0,0
146,1782582445589,0,0,0
147,1782582451400,0,0,0
148,1782582451733,0,0,0
149,1782582452083,0,0,0
150,1782582453248,0,0,0
151,1782582453598,0,0,0
152,1782582453898,0,0,0
153,1782582454880,0,0,0
154,1782582455013,0,0,0
155,1782582455330,0,0,0
156,1782582455647,0,0,0
157,1782582455980,0,0,0
158,1782582457995,0,0,0
159,1782582458277,0,0,0
160,1782582458660,0,0,0
161,1782582458927,0,0,0
162,1782582459326,0,0,0
163,1782582459643,0,0,0
164,1782582459776,0,0,0
165,1782582460093,0,0,0
166,1782582460425,0,0,0
167,1782582460742,0,0,0
168,1782582461025,0,0,0
169,1782582461292,0,0,0
170,1782582461541,0,0,0
171,1782582461858,0,0,0
172,1782582462074,0,0,0
173,1782582464123,0,0,0
174,1782582467321,0,0,0
175,1782582469651,0,0,0
176,1782582470017,0,0,0
177,1782582473232,346,754,3
178,1782582473931,519,681,4
179,1782582474198,595,658,5
180,1782582474847,734,634,6
181,1782582477428,1353,371,6
182,1782582478477,1377,296,5
183,1782582479409,1366,245,4
184,1782582480060,1320,188,3
185,1782582481558,0,0,0
186,1782582481658,0,0,0
187,1782582482041,0,0,0
188,1782582482657,0,0,0
189,1782582483090,0,0,0
190,1782582483689,0,0,0
191,1782582484656,0,0,0
192,1782582485322,0,0,0
193,1782582487271,0,0,0
194,1782582488269,0,0,0
195,1782582488668,0,0,0
196,1782582489085,0,0,0
197,1782582489485,0,0,0
198,1782582493215,0,0,0
199,1782582493914,0,0,0
200,1782582494031,0,0,0
201,1782582494847,0,0,0
202,1782582495646,0,0,0
203,1782582495780,0,0,0
204,1782582496612,0,0,0
205,1782582496912,0,0,0
206,1782582497211,0,0,0
207,1782582500741,0,0,0
208,1782582501091,0,0,0
209,1782582501341,0,0,0
210,1782582501907,0,0,0
211,1782582502341,0,0,0
212,1782582507536,0,0,0
213,1782582507903,0,0,0
214,1782582508319,0,0,0
215,1782582508569,0,0,0
216,1782582508801,0,0,0
217,1782582509634,0,0,0
218,1782582510017,0,0,0
219,1782582510267,0,0,0
220,1782582510583,0,0,0
221,1782582510850,0,0,0
222,1782582511100,0,0,0
223,1782582513114,0,0,0
224,1782582513464,0,0,0
225,1782582515729,0,0,0
226,1782582517461,0,0,0
227,1782582517844,0,0,0
228,1782582518244,0,0,0
229,1782582518543,0,0,0
230,1782582518943,0,0,0
231,1782582519359,0,0,0
232,1782582519659,0,0,0
233,1782582520009,0,0,0
234,1782582520292,0,0,0
235,1782582521191,0,0,0
236,1782582521391,0,0,0
237,1782582522041,0,0,0
238,1782582525521,0,0,0
239,1782582525820,0,0,0
240,1782582527536,0,0,0
241,1782582527836,0,0,0
242,1782582529884,0,0,0
243,1782582530251,0,0,0
244,1782582530600,0,0,0
245,1782582530750,0,0,0
246,1782582531333,0,0,0
247,1782582531699,0,0,0
248,1782582532048,0,0,0
249,1782582532398,0,0,0
250,1782582534996,367,753,3
251,1782582535313,462,788,4
252,1782582535596,567,807,6
253,1782582537328,1152,857,13
254,1782582537678,1258,877,15
255,1782582537993,1367,937,17
256,1782582540308,1790,92,1
257,1782582541158,1879,11,0
258,1782582542157,1959,65535,0
259,1782582542590,1981,65531,0
260,1782582543189,2021,0,0
261,1782582543472,2036,65530,0
262,1782582544089,2050,2,0
263,1782582544505,2048,65527,0
264,1782582545355,2063,65527,0
265,1782582545970,2009,17,0
266,1782582546370,2045,49,1
267,1782582546986,2009,17,0
268,1782582548967,2064,6,0
269,1782582549600,2154,0,0
270,1782582550050,2154,7,0
271,1782582550401,2169,65530,0
272,1782582550566,2207,65531,0
273,1782582551565,2245,65532,0
274,1782582552631,2226,65534,0
