index,date,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,1765223565862,4,-72,-27,0,0,0,0,0
1,1765223565993,99,-86,-50,0,0,0,0,0
2,1765223566159,-36,-78,65,0,0,0,0,0
3,1765223566277,22,-114,11,0,0,0,0,0
4,1765223566393,12,-63,21,0,0,0,0,0
5,1765223566476,-34,-85,8,0,0,0,0,0
6,1765223566760,55,-32,-13,0,0,0,0,0
7,1765223566893,33,-118,31,0,0,0,0,0
8,1765223567012,10,-270,17,0,0,0,0,0
9,1765223567177,28,-326,-16,0,0,0,0,0
10,1765223567311,55,-332,37,0,0,0,0,0
11,1765223567493,18,-389,35,0,0,0,0,0
12,1765223567643,10,-672,22,0,0,0,0,0
13,1765223567877,36,-672,28,0,0,0,0,0
14,1765223568010,14,-659,22,0,0,0,0,0
15,1765223568192,34,-658,55,0,0,0,0,0
16,1765223568260,-24,-595,53,0,0,0,0,0
17,1765223568578,34,-649,48,0,0,0,0,0
18,1765223568628,-3,-623,41,0,0,0,0,0
19,1765223568877,35,-640,-1,0,0,0,0,0
20,1765223568943,26,-575,28,0,0,0,0,0
21,1765223569010,102,-555,34,0,0,0,0,0
22,1765223569294,69,-524,43,0,0,0,0,0
23,1765223569427,2,-558,35,0,0,0,0,0
24,1765223569660,-3,-491,30,0,0,0,0,0
25,1765223569778,9,-470,22,0,0,0,0,0
26,1765223570043,-13,-443,10,0,0,0,0,0
27,1765223570378,27,-312,16,0,0,0,0,0
28,1765223570476,41,-318,36,0,0,0,0,0
29,1765223570727,9,-312,20,0,0,0,0,0
30,1765223570927,12,-237,13,0,0,0,0,0
31,1765223571110,-27,-176,-34,0,0,0,0,0
32,1765223571295,-71,-40,16,0,0,0,0,0
33,1765223571477,45,-179,-7,0,0,0,0,0
34,1765223571778,20,-179,54,0,0,0,0,0
35,1765223571877,18,-233,7,0,0,0,0,0
36,1765223572143,25,-300,17,0,0,0,0,0
37,1765223572227,2,-273,8,0,0,0,0,0
38,1765223572510,10,-299,6,0,0,0,0,0
39,1765223572627,-3,-260,28,0,0,0,0,0
40,1765223572910,32,-128,23,0,0,0,0,0
41,1765223572993,44,-122,8,0,0,0,0,0
42,1765223573276,1,-136,3,0,0,0,0,0
43,1765223573325,-14,-119,16,0,0,0,0,0
44,1765223573544,27,-125,21,0,0,0,0,0
45,1765223573677,-3,-180,23,0,0,0,0,0
46,1765223573909,20,-156,-16,0,0,0,0,0
47,1765223574098,24,-151,-2,0,0,0,0,0
48,1765223574328,-12,-92,20,0,0,0,0,0
49,1765223574445,-16,-134,-14,0,0,0,0,0
50,1765223574711,61,-91,-49,0,0,0,0,0
51,1765223574944,43,-78,9,0,0,0,0,0
52,1765223575078,206,-115,41,0,0,0,0,0
53,1765223575295,26,15,39,0,0,0,0,0
54,1765223575461,4,49,-4,0,0,0,0,0
55,1765223575744,57,9,-24,0,0,0,0,0
56,1765223575810,-1,3,-12,0,0,0,0,0
57,1765223575909,24,150,46,0,0,0,0,0
58,1765223576110,3,224,-15,0,0,0,0,0
59,1765223576210,-43,217,-4,0,0,0,0,0
60,1765223576694,-2,450,-44,0,0,0,0,0
61,1765223576893,12,382,42,0,0,0,0,0
62,1765223577043,38,412,10,0,0,0,0,0
63,1765223577276,-23,455,-21,0,0,0,0,0
64,1765223577494,-38,412,-152,0,0,0,0,0
65,1765223577626,-31,500,5,0,0,0,0,0
66,1765223577827,-61,525,-43,0,0,0,0,0
67,1765223578010,-53,527,-20,0,0,0,0,0
68,1765223578327,26,528,-51,0,0,0,0,0
69,1765223578460,-43,416,4,0,0,0,0,0
70,1765223578660,38,422,-42,0,0,0,0,0
71,1765223578745,6,504,36,0,0,0,0,0
72,1765223579161,22,490,-3,0,0,0,0,0
73,1765223579342,36,582,-89,0,0,0,0,0
74,1765223579444,-24,545,-16,0,0,0,0,0
75,1765223579710,15,576,4,0,0,0,0,0
76,1765223579944,11,644,-62,0,0,0,0,0
77,1765223580143,-9,604,-21,0,0,0,0,0
78,1765223580310,95,789,-28,0,0,0,0,0
79,1765223580526,-33,795,-247,0,0,0,0,0
80,1765223580694,71,717,-11,0,0,0,0,0
81,1765223580977,-30,661,-11,0,0,0,0,0
82,1765223581077,-7,663,-38,0,0,0,0,0
83,1765223581277,-44,627,-45,0,0,0,0,0
84,1765223581727,-57,7,-36,0,0,0,0,0
85,1765223581943,-10,-107,-42,0,0,0,0,0
86,1765223582028,17,-220,6,0,0,0,0,0
87,1765223582261,-13,-629,-103,0,0,0,0,0
88,1765223582443,-21,-645,116,0,0,0,0,0
89,1765223582693,96,-676,44,0,0,0,0,0
90,1765223582844,69,-571,23,0,0,0,0,0
91,1765223583062,64,-513,56,0,0,0,0,0
92,1765223583294,54,-347,56,0,0,0,0,0
93,1765223583542,128,189,82,0,0,0,0,0
94,1765223583627,-88,342,-64,0,0,0,0,0
95,1765223583827,-72,588,36,0,0,0,0,0
96,1765223584009,40,652,-34,0,0,0,0,0
97,1765223584227,-3,674,-74,0,0,0,0,0
98,1765223584311,-111,732,-105,0,0,0,0,0
99,1765223584528,-59,751,44,0,0,0,0,0
100,1765223584677,29,695,21,0,0,0,0,0
101,1765223584977,-33,740,-21,0,0,0,0,0
102,1765223585125,-30,721,-81,0,0,0,0,0
103,1765223585360,-16,635,-7,0,0,0,0,0
104,1765223585426,-23,691,-36,0,0,0,0,0
105,1765223585709,-58,716,-89,0,0,0,0,0
106,1765223585860,-49,595,-27,0,0,0,0,0
107,1765223586093,-25,731,-24,0,0,0,0,0
108,1765223586177,21,703,-52,0,0,0,0,0
109,1765223586427,52,735,1,0,0,0,0,0
