index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765568974782,0,0,0,0,0,0,0,0
1,1765568974916,0,0,0,0,0,0,0,0
2,1765568975199,0,0,0,0,0,0,0,0
3,1765568975648,0,0,0,0,0,0,0,0
4,1765568975931,0,0,0,0,0,0,0,0
5,1765568976048,0,0,0,0,0,0,0,0
6,1765568976331,0,0,0,0,0,0,0,0
7,1765568976765,0,0,0,0,0,0,0,0
8,1765568977048,0,0,0,0,0,0,0,0
9,1765568977498,0,0,0,0,0,0,0,0
10,1765568977798,0,0,0,0,0,0,0,0
11,1765568977915,0,0,0,0,0,0,0,0
12,1765568978214,0,0,0,0,0,0,0,0
13,1765568978499,0,0,0,0,0,0,0,0
14,1765568978631,0,0,0,0,0,0,0,0
15,1765568978964,0,0,0,0,0,0,0,0
16,1765568979331,0,0,0,0,0,0,0,0
17,1765568979631,0,0,0,0,0,0,0,0
18,1765568980049,0,0,0,0,0,0,0,0
19,1765568980330,0,0,0,0,0,0,0,0
20,1765568980447,0,0,0,0,0,0,0,0
21,1765568980796,0,0,0,0,0,0,0,0
22,1765568981181,0,0,0,0,0,0,0,0
23,1765568981514,0,0,0,0,0,0,0,0
24,1765568981915,0,0,0,0,0,0,0,0
25,1765568982249,0,0,0,0,0,0,0,0
26,1765568982348,0,0,0,0,0,0,0,0
27,1765568982665,0,0,0,0,0,0,0,0
28,1765568983048,0,0,0,0,0,0,0,0
29,1765568983365,0,0,0,0,0,0,0,0
30,1765568983781,0,0,0,0,0,0,0,0
31,1765568984115,0,0,0,0,0,0,0,0
32,1765568984231,0,0,0,0,0,0,0,0
33,1765568984498,0,0,0,0,0,0,0,0
34,1765568984948,0,0,0,0,0,0,0,0
35,1765568985214,0,0,0,0,0,0,0,0
36,1765568985664,0,0,0,0,0,0,0,0
37,1765568985965,0,0,0,0,0,0,0,0
38,1765568986098,0,0,0,0,0,0,0,0
39,1765568986382,0,0,0,0,0,0,0,0
40,1765568986798,0,0,0,0,0,0,0,0
41,1765568987097,0,0,0,0,0,0,0,0
42,1765568987565,0,0,0,0,0,0,0,0
43,1765568987848,0,0,0,0,0,0,0,0
44,1765568987948,0,0,0,0,0,0,0,0
45,1765568988280,0,0,0,0,0,0,0,0
46,1765568988681,0,0,0,0,0,0,0,0
47,1765568988998,0,0,0,0,0,0,0,0
48,1765568989448,0,0,0,0,0,0,0,0
49,1765568989714,0,0,0,0,0,0,0,0
50,1765568989831,0,0,0,0,0,0,0,0
51,1765568990148,0,0,0,0,0,0,0,0
52,1765568990564,0,0,0,0,0,0,0,0
53,1765568990897,0,0,0,0,0,0,0,0
54,1765568991014,0,0,0,0,0,0,0,0
55,1765568991315,0,0,0,0,0,0,0,0
56,1765568991764,0,0,0,0,0,0,0,0
57,1765568992048,0,0,0,0,0,0,0,0
58,1765568992498,0,0,0,0,0,0,0,0
59,1765568992981,0,0,0,0,0,0,0,0
60,1765568993265,0,0,0,0,0,0,0,0
61,1765568993748,0,0,0,0,0,0,0,0
62,1765568994181,0,0,0,0,0,0,0,0
63,1765568994531,0,0,0,0,0,0,0,0
