index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765568974749,1,10,0,0,0,0,0,0
1,1765568974883,1,10,0,0,0,0,0,0
2,1765568975149,1,10,0,0,0,0,0,0
3,1765568975600,1,10,0,0,0,0,0,0
4,1765568975881,1,10,0,0,0,0,0,0
5,1765568976298,1,10,0,0,0,0,0,0
6,1765568976598,1,10,0,0,0,0,0,0
7,1765568976714,1,10,0,0,0,0,0,0
8,1765568977015,1,10,0,0,0,0,0,0
9,1765568977464,1,10,0,0,0,0,0,0
10,1765568977748,1,10,0,0,0,0,0,0
11,1765568978181,1,10,0,0,0,0,0,0
12,1765568978465,1,10,0,0,0,0,0,0
13,1765568978581,1,10,0,0,0,0,0,0
14,1765568978915,1,10,0,0,0,0,0,0
15,1765568979298,1,10,0,0,0,0,0,0
16,1765568979581,1,10,0,0,0,0,0,0
17,1765568979998,1,10,0,0,0,0,0,0
18,1765568980299,1,10,0,0,0,0,0,0
19,1765568980747,1,10,0,0,0,0,0,0
20,1765568981132,1,10,0,0,0,0,0,0
21,1765568981465,1,10,0,0,0,0,0,0
22,1765568981865,1,10,0,0,0,0,0,0
23,1765568982198,1,10,0,0,0,0,0,0
24,1765568982598,1,10,0,0,0,0,0,0
25,1765568982882,1,10,0,0,0,0,0,0
26,1765568982997,1,10,0,0,0,0,0,0
27,1765568983331,1,10,0,0,0,0,0,0
28,1765568983731,1,10,0,0,0,0,0,0
29,1765568984065,1,10,0,0,0,0,0,0
30,1765568984181,1,10,0,0,0,0,0,0
31,1765568984465,1,10,0,0,0,0,0,0
32,1765568984898,1,10,0,0,0,0,0,0
33,1765568985165,1,10,0,0,0,0,0,0
34,1765568985610,1,10,0,0,0,0,0,0
35,1765568985914,1,10,0,0,0,0,0,0
36,1765568986049,1,10,0,0,0,0,0,0
37,1765568986331,1,10,0,0,0,0,0,0
38,1765568986631,1,10,0,0,0,0,0,0
39,1765568986764,1,10,0,0,0,0,0,0
40,1765568987048,1,10,0,0,0,0,0,0
41,1765568987514,1,10,0,0,0,0,0,0
42,1765568987781,1,10,0,0,0,0,0,0
43,1765568987915,1,10,0,0,0,0,0,0
44,1765568988231,1,10,0,0,0,0,0,0
45,1765568988648,1,10,0,0,0,0,0,0
46,1765568988932,1,10,0,0,0,0,0,0
47,1765568989381,1,10,0,0,0,0,0,0
48,1765568989665,1,10,0,0,0,0,0,0
49,1765568989798,1,10,0,0,0,0,0,0
50,1765568990114,1,10,0,0,0,0,0,0
51,1765568990531,1,10,0,0,0,0,0,0
52,1765568990847,1,10,0,0,0,0,0,0
53,1765568991264,1,10,0,0,0,0,0,0
54,1765568991581,1,10,0,0,0,0,0,0
55,1765568991680,1,10,0,0,0,0,0,0
56,1765568992014,1,10,0,0,0,0,0,0
57,1765568992448,1,10,0,0,0,0,0,0
58,1765568992931,1,10,0,0,0,0,0,0
59,1765568993231,1,10,0,0,0,0,0,0
60,1765568993698,1,10,0,0,0,0,0,0
61,1765568993997,1,10,0,0,0,0,0,0
62,1765568994131,1,10,0,0,0,0,0,0
63,1765568994481,1,10,0,0,0,0,0,0
64,1765568994632,1,10,0,0,0,0,0,0
65,1765568994914,1,10,0,0,0,0,0,0
66,1765568995348,1,10,0,0,0,0,0,0
67,1765568995681,1,10,0,0,0,0,0,0
68,1765568996097,1,10,0,0,0,0,0,0
69,1765568996581,1,10,0,0,0,0,0,0
70,1765568996881,1,10,0,0,0,0,0,0
71,1765568997348,1,10,0,0,0,0,0,0
72,1765568997798,1,10,0,0,0,0,0,0
73,1765568998114,1,10,0,0,0,0,0,0
74,1765568998564,1,10,0,0,0,0,0,0
75,1765568998981,1,10,0,0,0,0,0,0
76,1765568999281,1,10,0,0,0,0,0,0
77,1765568999731,1,10,0,0,0,0,0,0
78,1765569000214,1,10,0,0,0,0,0,0
79,1765569000498,1,10,0,0,0,0,0,0
80,1765569000931,1,10,0,0,0,0,0,0
81,1765569001214,1,10,0,0,0,0,0,0
82,1765569001615,1,10,0,0,0,0,0,0
83,1765569002048,1,10,0,0,0,0,0,0
84,1765569002348,1,10,0,0,0,0,0,0
85,1765569002731,1,10,0,0,0,0,0,0
86,1765569003014,1,10,0,0,0,0,0,0
87,1765569003481,1,10,0,0,0,0,0,0
88,1765569003764,1,10,0,0,0,0,0,0
89,1765569003898,1,10,0,0,0,0,0,0
90,1765569004198,1,10,0,0,0,0,0,0
91,1765569004631,1,10,0,0,0,0,0,0
92,1765569004897,1,10,0,0,0,0,0,0
93,1765569005348,1,10,0,0,0,0,0,0
