index,date,ACCEL_X,ACCEL_Y,ACCEL_Z,1,2,3,4,5
0,1765568974683,-202,8130,-291,0,0,0,0,0
1,1765568974832,-202,8124,-280,0,0,0,0,0
2,1765568975049,-204,8132,-280,0,0,0,0,0
3,1765568975149,-204,8128,-273,0,0,0,0,0
4,1765568975348,-199,8136,-288,0,0,0,0,0
5,1765568975499,-197,8125,-288,0,0,0,0,0
6,1765568975798,-210,8138,-278,0,0,0,0,0
7,1765568975914,-201,8136,-280,0,0,0,0,0
8,1765568976098,-200,8136,-287,0,0,0,0,0
9,1765568976231,-202,8134,-285,0,0,0,0,0
10,1765568976481,-211,8131,-279,0,0,0,0,0
11,1765568976565,-193,8122,-290,0,0,0,0,0
12,1765568976748,-210,8131,-288,0,0,0,0,0
13,1765568976932,-200,8134,-277,0,0,0,0,0
14,1765568977147,-202,8127,-285,0,0,0,0,0
15,1765568977365,-208,8131,-278,0,0,0,0,0
16,1765568977532,-203,8124,-286,0,0,0,0,0
17,1765568977698,-205,8134,-294,0,0,0,0,0
18,1765568977882,-206,8132,-276,0,0,0,0,0
19,1765568978065,-201,8121,-283,0,0,0,0,0
20,1765568978265,-202,8135,-286,0,0,0,0,0
21,1765568978398,-206,8133,-285,0,0,0,0,0
22,1765568978581,-207,8124,-287,0,0,0,0,0
23,1765568978781,-206,8130,-281,0,0,0,0,0
24,1765568979081,-205,8132,-285,0,0,0,0,0
25,1765568979232,-197,8134,-290,0,0,0,0,0
26,1765568979381,-199,8131,-282,0,0,0,0,0
27,1765568979531,-205,8136,-282,0,0,0,0,0
28,1765568979765,-204,8128,-284,0,0,0,0,0
29,1765568979932,-206,8128,-285,0,0,0,0,0
30,1765568980065,-210,8138,-285,0,0,0,0,0
31,1765568980231,-201,8138,-283,0,0,0,0,0
32,1765568980697,-205,8126,-292,0,0,0,0,0
33,1765568980914,-206,8130,-274,0,0,0,0,0
34,1765568980982,-212,8135,-278,0,0,0,0,0
35,1765568981081,-198,8135,-280,0,0,0,0,0
36,1765568981265,-196,8130,-282,0,0,0,0,0
37,1765568981414,-202,8134,-288,0,0,0,0,0
38,1765568981648,-197,8124,-274,0,0,0,0,0
39,1765568981814,-204,8126,-286,0,0,0,0,0
40,1765568981998,-210,8124,-292,0,0,0,0,0
41,1765568982131,-204,8134,-282,0,0,0,0,0
42,1765568982415,-209,8134,-283,0,0,0,0,0
43,1765568982548,-208,8128,-276,0,0,0,0,0
44,1765568982765,-197,8122,-286,0,0,0,0,0
45,1765568982848,-200,8129,-284,0,0,0,0,0
46,1765568982931,-198,8131,-281,0,0,0,0,0
47,1765568983049,-206,8128,-278,0,0,0,0,0
48,1765568983248,-207,8130,-280,0,0,0,0,0
49,1765568983431,-204,8135,-280,0,0,0,0,0
50,1765568983632,-206,8131,-280,0,0,0,0,0
51,1765568983715,-198,8134,-288,0,0,0,0,0
52,1765568983998,-206,8134,-281,0,0,0,0,0
53,1765568984198,-200,8122,-283,0,0,0,0,0
54,1765568984398,-210,8133,-275,0,0,0,0,0
55,1765568984548,-198,8124,-283,0,0,0,0,0
56,1765568984698,-202,8133,-284,0,0,0,0,0
57,1765568984898,-206,8130,-269,0,0,0,0,0
58,1765568985098,-201,8140,-283,0,0,0,0,0
59,1765568985232,-194,8131,-276,0,0,0,0,0
60,1765568985398,-200,8125,-281,0,0,0,0,0
61,1765568985432,-196,8136,-285,0,0,0,0,0
62,1765568985607,-202,8133,-284,0,0,0,0,0
63,1765568985848,-200,8133,-278,0,0,0,0,0
64,1765568985981,-206,8129,-286,0,0,0,0,0
65,1765568986181,-199,8134,-285,0,0,0,0,0
66,1765568986281,-203,8133,-282,0,0,0,0,0
67,1765568986547,-202,8131,-277,0,0,0,0,0
68,1765568986648,-211,8137,-278,0,0,0,0,0
69,1765568986698,-210,8125,-277,0,0,0,0,0
70,1765568986847,-205,8126,-282,0,0,0,0,0
71,1765568986999,-205,8136,-275,0,0,0,0,0
72,1765568987181,-201,8135,-274,0,0,0,0,0
73,1765568987398,-204,8138,-277,0,0,0,0,0
74,1765568987681,-210,8127,-285,0,0,0,0,0
75,1765568987764,-212,8130,-284,0,0,0,0,0
