index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765568974765,192,0,0,0,0,0,0,0
1,1765568974883,192,0,0,0,0,0,0,0
2,1765568975166,192,0,0,0,0,0,0,0
3,1765568975616,192,0,0,0,0,0,0,0
4,1765568975898,192,0,0,0,0,0,0,0
5,1765568976315,192,0,0,0,0,0,0,0
6,1765568976615,192,0,0,0,0,0,0,0
7,1765568976731,192,0,0,0,0,0,0,0
8,1765568977015,192,0,0,0,0,0,0,0
9,1765568977481,192,0,0,0,0,0,0,0
10,1765568977781,192,0,0,0,0,0,0,0
11,1765568978198,192,0,0,0,0,0,0,0
12,1765568978481,192,0,0,0,0,0,0,0
13,1765568978598,192,0,0,0,0,0,0,0
14,1765568978948,192,0,0,0,0,0,0,0
15,1765568979315,192,0,0,0,0,0,0,0
16,1765568979598,192,0,0,0,0,0,0,0
17,1765568980032,192,0,0,0,0,0,0,0
18,1765568980314,192,0,0,0,0,0,0,0
19,1765568980763,192,0,0,0,0,0,0,0
20,1765568981164,192,0,0,0,0,0,0,0
21,1765568981481,192,0,0,0,0,0,0,0
22,1765568981881,192,0,0,0,0,0,0,0
23,1765568982215,192,0,0,0,0,0,0,0
24,1765568982315,192,0,0,0,0,0,0,0
25,1765568982631,192,0,0,0,0,0,0,0
26,1765568983015,192,0,0,0,0,0,0,0
27,1765568983331,192,0,0,0,0,0,0,0
28,1765568983748,192,0,0,0,0,0,0,0
29,1765568984098,192,0,0,0,0,0,0,0
30,1765568984198,192,0,0,0,0,0,0,0
31,1765568984481,192,0,0,0,0,0,0,0
32,1765568984914,192,0,0,0,0,0,0,0
33,1765568985197,192,0,0,0,0,0,0,0
34,1765568985614,192,0,0,0,0,0,0,0
35,1765568985931,192,0,0,0,0,0,0,0
36,1765568986064,192,0,0,0,0,0,0,0
37,1765568986348,192,0,0,0,0,0,0,0
38,1765568986781,192,0,0,0,0,0,0,0
39,1765568987064,192,0,0,0,0,0,0,0
40,1765568987531,192,0,0,0,0,0,0,0
41,1765568987814,192,0,0,0,0,0,0,0
42,1765568987931,192,0,0,0,0,0,0,0
43,1765568988263,192,0,0,0,0,0,0,0
44,1765568988648,192,0,0,0,0,0,0,0
45,1765568988948,192,0,0,0,0,0,0,0
46,1765568989414,192,0,0,0,0,0,0,0
47,1765568989682,192,0,0,0,0,0,0,0
48,1765568989814,192,0,0,0,0,0,0,0
49,1765568990114,192,0,0,0,0,0,0,0
50,1765568990548,192,0,0,0,0,0,0,0
51,1765568990864,192,0,0,0,0,0,0,0
