index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1765223565544,1334,0,0,0,0,0,0,0
1,1765223565895,1325,0,0,0,0,0,0,0
2,1765223565993,1327,0,0,0,0,0,0,0
3,1765223566193,1326,0,0,0,0,0,0,0
4,1765223566293,1332,0,0,0,0,0,0,0
5,1765223566410,1335,0,0,0,0,0,0,0
6,1765223566527,1324,0,0,0,0,0,0,0
7,1765223566760,1328,0,0,0,0,0,0,0
8,1765223566944,1328,0,0,0,0,0,0,0
9,1765223567062,1334,0,0,0,0,0,0,0
10,1765223567193,1332,0,0,0,0,0,0,0
11,1765223567359,1330,0,0,0,0,0,0,0
12,1765223567511,1335,0,0,0,0,0,0,0
13,1765223567710,1331,0,0,0,0,0,0,0
14,1765223567893,1341,0,0,0,0,0,0,0
15,1765223568076,1328,0,0,0,0,0,0,0
16,1765223568277,1338,0,0,0,0,0,0,0
17,1765223568593,1348,0,0,0,0,0,0,0
18,1765223568694,1340,0,0,0,0,0,0,0
19,1765223568978,1334,0,0,0,0,0,0,0
20,1765223569059,1344,0,0,0,0,0,0,0
21,1765223569309,1326,0,0,0,0,0,0,0
22,1765223569493,1333,0,0,0,0,0,0,0
23,1765223569677,1333,0,0,0,0,0,0,0
24,1765223569960,1333,0,0,0,0,0,0,0
25,1765223570109,1343,0,0,0,0,0,0,0
26,1765223570394,1335,0,0,0,0,0,0,0
27,1765223570560,1328,0,0,0,0,0,0,0
28,1765223570727,1337,0,0,0,0,0,0,0
29,1765223570977,1332,0,0,0,0,0,0,0
30,1765223571110,1343,0,0,0,0,0,0,0
31,1765223571360,1340,0,0,0,0,0,0,0
32,1765223571477,1335,0,0,0,0,0,0,0
33,1765223571810,1339,0,0,0,0,0,0,0
34,1765223571927,1348,0,0,0,0,0,0,0
35,1765223572177,1333,0,0,0,0,0,0,0
36,1765223572260,1345,0,0,0,0,0,0,0
37,1765223572531,1343,0,0,0,0,0,0,0
38,1765223572694,1351,0,0,0,0,0,0,0
39,1765223572727,1349,0,0,0,0,0,0,0
40,1765223572910,1339,0,0,0,0,0,0,0
41,1765223573061,1339,0,0,0,0,0,0,0
42,1765223573294,1341,0,0,0,0,0,0,0
43,1765223573393,1351,0,0,0,0,0,0,0
44,1765223573627,1342,0,0,0,0,0,0,0
45,1765223573710,1349,0,0,0,0,0,0,0
46,1765223573927,1335,0,0,0,0,0,0,0
47,1765223574009,1345,0,0,0,0,0,0,0
48,1765223574128,1334,0,0,0,0,0,0,0
49,1765223574345,1345,0,0,0,0,0,0,0
50,1765223574526,1340,0,0,0,0,0,0,0
51,1765223574727,1341,0,0,0,0,0,0,0
52,1765223575010,1337,0,0,0,0,0,0,0
53,1765223575109,1345,0,0,0,0,0,0,0
54,1765223575327,1333,0,0,0,0,0,0,0
55,1765223575477,1335,0,0,0,0,0,0,0
56,1765223575777,1333,0,0,0,0,0,0,0
57,1765223575927,1343,0,0,0,0,0,0,0
58,1765223576160,1326,0,0,0,0,0,0,0
59,1765223576227,1329,0,0,0,0,0,0,0
60,1765223576526,1342,0,0,0,0,0,0,0
61,1765223576759,1341,0,0,0,0,0,0,0
62,1765223576910,1339,0,0,0,0,0,0,0
63,1765223577110,1347,0,0,0,0,0,0,0
64,1765223577294,1330,0,0,0,0,0,0,0
65,1765223577527,1341,0,0,0,0,0,0,0
66,1765223577643,1334,0,0,0,0,0,0,0
67,1765223577727,1332,0,0,0,0,0,0,0
68,1765223577893,1330,0,0,0,0,0,0,0
69,1765223578029,1328,0,0,0,0,0,0,0
70,1765223578343,1332,0,0,0,0,0,0,0
71,1765223578460,1330,0,0,0,0,0,0,0
72,1765223578695,1330,0,0,0,0,0,0,0
73,1765223578776,1338,0,0,0,0,0,0,0
74,1765223579010,1335,0,0,0,0,0,0,0
75,1765223579161,1322,0,0,0,0,0,0,0
76,1765223579393,1333,0,0,0,0,0,0,0
77,1765223579460,1334,0,0,0,0,0,0,0
78,1765223579760,1339,0,0,0,0,0,0,0
79,1765223580009,1335,0,0,0,0,0,0,0
80,1765223580176,1334,0,0,0,0,0,0,0
81,1765223580259,1334,0,0,0,0,0,0,0
82,1765223580326,1326,0,0,0,0,0,0,0
83,1765223580544,1329,0,0,0,0,0,0,0
84,1765223580778,1330,0,0,0,0,0,0,0
85,1765223580993,1338,0,0,0,0,0,0,0
86,1765223581145,1335,0,0,0,0,0,0,0
87,1765223581277,1332,0,0,0,0,0,0,0
88,1765223581744,1326,0,0,0,0,0,0,0
89,1765223581977,1324,0,0,0,0,0,0,0
90,1765223582078,1330,0,0,0,0,0,0,0
91,1765223582144,1326,0,0,0,0,0,0,0
92,1765223582328,1328,0,0,0,0,0,0,0
93,1765223582460,1320,0,0,0,0,0,0,0
94,1765223582709,1328,0,0,0,0,0,0,0
95,1765223582844,1328,0,0,0,0,0,0,0
96,1765223583094,1332,0,0,0,0,0,0,0
97,1765223583343,1333,0,0,0,0,0,0,0
98,1765223583542,1333,0,0,0,0,0,0,0
99,1765223583677,1331,0,0,0,0,0,0,0
100,1765223583844,1335,0,0,0,0,0,0,0
