index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765223565645,3.3,2.87,76.9,105,0,0,0,0
1,1765223565829,3.3,3.02,77.5,88,0,0,0,0
2,1765223567461,3.31,3.25,78.8,45,0,0,0,0
3,1765223569143,3.31,3.21,78.6,56,0,0,0,0
4,1765223570661,3.31,3.22,78.6,55,0,0,0,0
5,1765223572377,3.3,2.94,77.3,96,0,0,0,0
6,1765223573944,3.3,2.75,76.2,134,0,0,0,0
7,1765223574061,3.3,2.77,76.2,128,0,0,0,0
8,1765223575644,3.3,2.7,75.6,154,0,0,0,0
9,1765223577328,3.3,3.01,77.3,94,0,0,0,0
10,1765223578894,3.3,3.1,77.9,79,0,0,0,0
11,1765223579075,3.3,3.1,77.9,78,0,0,0,0
12,1765223580577,3.31,3.26,78.8,45,0,0,0,0
13,1765223582393,3.3,2.85,76.9,107,0,0,0,0
14,1765223583860,3.31,3.25,78.7,46,0,0,0,0
15,1765223585643,3.31,3.22,78.6,55,0,0,0,0
16,1765223587144,3.3,2.68,75.9,141,0,0,0,0
17,1765223587327,3.3,2.83,76.9,106,0,0,0,0
18,1765223588926,3.3,2.84,77,99,0,0,0,0
19,1765223590610,3.3,2.76,76.5,116,0,0,0,0
20,1765223592328,3.29,2.83,76.6,116,0,0,0,0
21,1765223593927,3.29,2.94,77.2,97,0,0,0,0
22,1765223594093,3.3,3.25,78.7,55,0,0,0,0
23,1765223595710,3.3,3.23,78.6,45,0,0,0,0
24,1765223597526,3.31,3.25,78.7,44,0,0,0,0
25,1765223599327,3.31,3.26,78.8,44,0,0,0,0
26,1765223601161,3.3,2.95,77.2,99,0,0,0,0
27,1765223602860,3.3,2.86,77.2,94,0,0,0,0
28,1765223604426,3.3,2.89,77.3,91,0,0,0,0
29,1765223604560,3.3,2.9,77.4,90,0,0,0,0
30,1765223606079,3.3,2.86,77.2,93,0,0,0,0
31,1765223607860,3.3,2.86,77.2,94,0,0,0,0
32,1765223609409,3.3,2.88,77.2,94,0,0,0,0
