index,date,CELL_1,CELL_2,CELL_3,CELL_4
0,1782666885915,25.9,25.6,25.7,25.9
1,1782666912966,25.8,25.6,25.6,25.9
2,1782666930233,25.8,25.6,25.6,25.9
3,1782666935083,25.8,25.6,25.6,25.9
4,1782666952200,25.8,25.6,25.6,25.9
5,1782666957183,25.8,25.6,25.6,25.9
6,1782666962133,25.8,25.6,25.6,25.8
7,1782666969483,25.8,25.6,25.6,25.8
8,1782666974383,25.8,25.6,25.6,25.8
9,1782666999002,25.8,25.6,25.6,25.8
10,1782667443223,25.6,25.5,25.6,25.8
11,1782667450591,25.7,25.5,25.6,25.8
12,1782667455541,25.7,25.5,25.6,25.8
13,1782667485508,25.7,25.5,25.6,25.8
14,1782667502725,25.7,25.5,25.6,25.8
15,1782667519875,25.7,25.5,25.6,25.8
16,1782667536791,25.7,25.5,25.6,25.8
17,1782667544043,25.7,25.5,25.6,25.8
18,1782667546609,25.7,25.5,25.7,25.8
19,1782667553860,25.7,25.5,25.8,25.8
20,1782667568326,25.7,25.5,25.7,25.8
21,1782667570659,25.7,25.5,25.7,25.8
22,1782667723013,25.7,25.5,25.7,26.0
23,1782667735295,25.7,25.5,25.7,26.1
24,1782667740079,25.7,25.5,25.7,26.1
25,1782667773796,25.6,25.5,25.7,26.1
26,1782667781146,25.7,25.5,25.7,26.1
27,1782667790763,25.7,25.6,25.7,26.2
28,1782667798147,25.7,25.6,25.7,26.2
29,1782667812779,25.7,25.6,25.7,26.2
30,1782667837230,25.7,25.6,25.7,26.3
31,1782667861730,25.8,25.6,25.7,26.3
32,1782667871297,25.8,25.6,25.7,26.3
33,1782667881081,25.8,25.6,25.7,26.4
34,1782667908049,25.8,25.6,25.7,26.4
35,1782667912998,25.8,25.6,25.7,26.4
36,1782667932364,25.8,25.6,25.7,26.4
37,1782667947115,25.9,25.6,25.8,26.5
38,1782667969099,25.9,25.6,25.8,26.5
39,1782667978932,25.9,25.6,25.8,26.5
40,1782667986249,25.9,25.6,25.8,26.5
41,1782667991132,25.9,25.6,25.8,26.5
42,1782668000716,25.9,25.6,25.8,26.5
43,1782668022466,26.0,25.8,26.7,26.7
44,1782668044433,26.2,25.9,26.8,26.9
45,1782668153351,26.5,26.0,26.7,27.1
46,1782668158351,26.5,26.0,26.7,27.1
