index,date,CELL1,CELL2,CELL3,CELL4
0,1782674149509,3.25,3.29,3.2200000000000002,3.3100000000000001
1,1782674156459,3.25,3.29,3.2200000000000002,3.3100000000000001
2,1782674159392,3.25,3.29,3.2200000000000002,3.3100000000000001
3,1782674161176,3.25,3.29,3.2200000000000002,3.3100000000000001
4,1782674175193,3.25,3.29,3.2200000000000002,3.3100000000000001
5,1782674178160,3.25,3.29,3.2200000000000002,3.3100000000000001
6,1782676990819,3.23,3.27,3.2000000000000002,3.2799999999999998
7,1782676995635,3.23,3.27,3.2000000000000002,3.2799999999999998
8,1782676997952,3.23,3.27,3.2000000000000002,3.2799999999999998
9,1782677026336,3.23,3.27,3.2000000000000002,3.2799999999999998
