index,date,ENERGY_R_MOTOR,OVERLOAD_R_MOTOR,TEMPERATURE1_R,TEMPERATURE2_R
0,1782579299187,0,0,242,0
1,1782579299504,0,0,242,0
2,1782579300486,0,0,242,0
3,1782579300835,0,0,265,0
4,1782579301218,0,0,265,0
5,1782579302101,0,0,265,0
6,1782579302267,0,0,265,0
7,1782579302468,0,0,265,0
8,1782579302884,0,0,265,0
9,1782579303133,0,0,284,0
10,1782579303467,0,0,284,0
11,1782579303801,0,0,284,0
12,1782579304049,0,0,284,0
13,1782579304316,0,0,284,0
14,1782579308162,0,0,311,0
15,1782579308529,0,0,311,0
16,1782579309396,0,0,321,0
17,1782579309628,0,2304,321,0
18,1782579310011,0,0,321,0
19,1782579310860,0,0,331,0
20,1782579311859,0,0,331,0
21,1782579312076,0,0,331,0
22,1782579313342,0,0,339,0
23,1782579315158,0,0,339,0
24,1782579315523,0,0,339,0
25,1782579316389,0,0,339,0
26,1782579517903,0,0,0,0
27,1782579518486,0,0,0,0
28,1782579519118,0,0,0,0
29,1782579519684,0,0,0,0
30,1782579519701,0,0,0,0
31,1782579520283,0,0,0,0
32,1782579520950,0,0,0,0
33,1782579528876,0,0,130,0
34,1782579531141,0,0,174,0
35,1782579531407,0,0,174,0
36,1782579531707,0,0,174,0
37,1782579533656,0,0,210,0
38,1782579533955,0,0,210,0
39,1782579535987,0,0,238,0
40,1782579536120,0,0,238,0
41,1782579536470,0,0,238,0
42,1782579536786,0,0,261,0
43,1782579537069,0,0,261,0
44,1782579538368,0,0,261,0
45,1782579538601,0,0,280,0
46,1782579538934,0,0,280,0
47,1782579539801,0,0,280,0
48,1782579540066,0,0,280,0
49,1782579540350,0,0,280,0
50,1782579540583,0,0,295,0
51,1782579543215,0,0,307,0
52,1782579543564,0,0,307,0
53,1782579543881,0,0,307,0
54,1782579544413,0,0,317,0
55,1782579545029,0,0,317,0
56,1782579545862,0,0,317,0
57,1782579546128,0,0,317,0
58,1782579546378,0,0,317,0
59,1782579546611,0,0,325,0
60,1782579546928,0,0,325,0
61,1782579547227,0,0,325,0
62,1782579547511,0,0,325,0
63,1782579547777,0,0,325,0
64,1782579549742,0,0,331,0
65,1782579550075,0,0,331,0
66,1782579550475,0,0,331,0
67,1782579550525,0,0,337,0
68,1782579550891,0,0,337,0
69,1782579552124,0,0,337,0
70,1782579552474,0,0,337,0
71,1782579552906,0,0,343,0
72,1782579552956,0,0,343,0
73,1782579553372,0,0,343,0
74,1782579554255,0,0,343,0
75,1782579554654,0,0,349,0
76,1782579555471,0,0,349,0
77,1782579555820,0,0,349,0
78,1782579556753,0,0,355,0
79,1782579558801,0,0,359,0
80,1782579559217,0,0,359,0
81,1782579560916,0,0,363,0
82,1782579561266,0,0,363,0
83,1782579562165,0,0,363,0
84,1782579563015,0,0,367,0
85,1782579563447,0,0,367,0
86,1782579564413,0,0,367,0
87,1782579565097,0,0,371,0
88,1782579565213,0,0,371,0
89,1782579566128,0,0,371,0
90,1782579566578,0,0,371,0
91,1782579567644,0,0,373,0
92,1782579569309,0,0,376,0
93,1782579569843,0,0,376,0
94,1782579570708,0,0,378,0
95,1782579571840,0,0,378,0
96,1782579572973,0,0,380,0
97,1782579573339,0,0,380,0
98,1782579575354,0,0,382,0
99,1782579575720,0,0,382,0
100,1782579576936,0,0,384,0
101,1782579577885,0,0,384,0
102,1782579578251,0,0,384,0
103,1782579579367,0,0,386,0
104,1782579580250,0,0,386,0
105,1782579580583,0,0,388,0
106,1782579582648,0,0,390,0
107,1782579582981,0,0,390,0
108,1782579585079,0,0,392,0
109,1782579585479,0,0,392,0
110,1782579586361,0,0,392,0
111,1782579586695,0,0,394,0
112,1782579587277,0,0,394,0
113,1782579588226,0,0,394,0
114,1782579588593,0,0,396,0
115,1782579589393,0,0,396,0
116,1782579590308,0,0,396,0
117,1782579590741,0,0,398,0
118,1782579592756,0,0,400,0
119,1782579593106,0,0,400,0
120,1782579594221,0,0,400,0
121,1782579594571,0,0,400,0
122,1782579595420,0,0,402,0
123,1782579595820,0,0,402,0
124,1782579596586,0,0,404,0
125,1782579597268,0,0,404,0
126,1782579598101,0,0,404,0
127,1782579598468,1536,0,404,0
128,1782579598734,0,0,406,0
129,1782579599617,0,0,406,0
130,1782579600866,0,0,408,0
131,1782579601249,0,0,408,0
132,1782579601665,0,0,408,0
133,1782579602081,0,0,408,0
134,1782579602931,0,0,410,0
135,1782579603280,0,0,410,0
136,1782579603664,0,0,410,0
137,1782579604130,0,0,410,0
138,1782579605079,0,0,412,0
139,1782579605478,0,0,412,0
140,1782579606311,0,0,412,0
141,1782579607544,0,0,413,0
142,1782579608760,0,0,414,0
143,1782579609625,0,0,414,0
144,1782579610058,0,0,414,0
145,1782579611773,0,0,415,0
146,1782579612157,0,0,415,0
147,1782579612722,0,0,415,0
148,1782579613106,0,0,415,0
149,1782579613372,0,0,415,0
150,1782579613572,0,0,415,0
151,1782579613988,0,0,415,0
152,1782579615021,0,0,415,0
153,1782579616735,0,0,416,0
154,1782579617136,0,0,416,0
155,1782579617718,0,0,416,0
156,1782579618052,0,0,416,0
157,1782579618917,0,0,417,0
158,1782579620416,0,0,417,0
159,1782579621582,0,0,418,0
160,1782579624562,0,0,420,0
161,1782579625262,0,0,420,0
162,1782579625445,0,0,420,0
163,1782579626394,0,0,420,0
164,1782579627243,0,0,420,0
165,1782579627694,0,0,420,0
166,1782579628093,0,0,420,0
167,1782579628493,0,0,420,0
168,1782579629691,0,0,421,0
169,1782579630375,0,0,421,0
170,1782579630524,0,0,421,0
171,1782579630940,0,0,421,0
172,1782579631757,0,0,421,0
173,1782579632189,0,0,421,0
174,1782579633006,0,0,423,0
175,1782579633971,0,0,423,0
176,1782579636086,0,0,423,0
177,1782579637351,0,0,423,0
178,1782579638518,0,0,423,0
179,1782579639766,0,0,423,0
180,1782579640898,0,0,423,0
181,1782579641315,0,0,423,0
182,1782579642182,0,0,423,0
183,1782579643414,0,0,423,0
184,1782579644313,0,0,423,0
185,1782579644729,0,0,423,0
186,1782579644797,0,0,423,0
187,1782579646677,0,0,423,0
188,1782579647043,0,0,423,0
189,1782579648126,0,0,423,0
190,1782579648475,0,0,423,0
191,1782579648826,0,0,423,0
192,1782579649925,0,0,423,0
193,1782579651040,0,0,423,0
194,1782579651490,0,0,423,0
195,1782579652140,0,0,423,0
196,1782579652589,0,0,423,0
197,1782579653771,0,0,423,0
198,1782579654171,0,0,423,0
199,1782579654537,0,0,423,0
200,1782579655020,0,0,423,0
201,1782579655903,0,0,423,0
202,1782579656286,0,0,423,0
203,1782579657102,0,0,423,0
204,1782579658035,0,0,423,0
205,1782579658451,0,0,423,0
206,1782579660233,0,0,423,0
207,1782579660615,0,0,423,0
208,1782579661449,0,0,423,0
209,1782579662647,0,0,423,0
210,1782579663879,0,0,423,0
211,1782579664679,0,0,423,0
212,1782579665079,0,0,423,0
213,1782579666028,0,0,423,0
214,1782579666427,0,0,423,0
215,1782579666661,0,0,423,0
216,1782579666844,0,0,423,0
217,1782579670290,0,0,425,0
218,1782579672073,0,0,426,0
219,1782579672439,0,0,426,0
220,1782579675704,0,0,429,0
221,1782579676120,0,0,429,0
222,1782579676270,0,0,429,0
