index,date,Igual a,Fora da Faixa,Dentro da Faixa,Maior que,Menor que
0,1782579523331,,,,,GVL de AIR_GVL_CURRENT atingiu 13.990000
1,1782579707243,,,,,MIN_CELL_VOLTAGE de ACCUMULATOR_PARAMS atingiu 0.310000
2,1782579707245,,,,,TRACTIVE_VOLTAGE de ACCUMULATOR_PARAMS atingiu 0.000000
