index,date,LEFT_MOTOR_CURRENT
0,1782579299353,0
1,1782579301385,0
2,1782579301751,0
3,1782579301984,0
4,1782579303017,0
5,1782579303333,0
6,1782579303683,0
7,1782579303917,0
8,1782579304199,0
9,1782579307180,1125
10,1782579307596,1250
11,1782579308779,1006
12,1782579309111,1000
13,1782579309295,1007
14,1782579309861,0
15,1782579310277,0
16,1782579311193,0
17,1782579311577,0
18,1782579311693,0
19,1782579312309,0
20,1782579313626,0
21,1782579314274,0
22,1782579314489,0
23,1782579315424,0
24,1782579518385,0
25,1782579519002,0
26,1782579519584,0
27,1782579520183,0
28,1782579520750,0
29,1782579528760,0
30,1782579529042,0
31,1782579529326,0
32,1782579531024,0
33,1782579531274,0
34,1782579531557,0
35,1782579531840,0
36,1782579532174,0
37,1782579533490,0
38,1782579533839,0
39,1782579534155,0
40,1782579535054,0
41,1782579535870,0
42,1782579536003,0
43,1782579536370,0
44,1782579536670,0
45,1782579536953,0
46,1782579537269,0
47,1782579537569,0
48,1782579537885,0
49,1782579538185,0
50,1782579542000,0
51,1782579542515,0
52,1782579542865,0
53,1782579543098,0
54,1782579545762,0
55,1782579546028,0
56,1782579547095,2
57,1782579547660,1
58,1782579549942,943
59,1782579550342,965
60,1782579551158,1010
61,1782579551491,1028
62,1782579552357,1164
63,1782579552790,1215
64,1782579553206,1210
65,1782579553622,1200
66,1782579554471,1158
67,1782579554854,1142
68,1782579555354,1131
69,1782579555704,1115
70,1782579556587,1122
71,1782579557002,1150
72,1782579557885,1191
73,1782579558185,1190
74,1782579559084,1175
75,1782579559450,1177
76,1782579561149,1194
77,1782579561583,1160
78,1782579563315,1048
79,1782579564263,1116
80,1782579564663,1179
81,1782579564979,1202
82,1782579565529,1170
83,1782579566478,1166
84,1782579566828,1163
85,1782579567428,1184
86,1782579567943,1168
87,1782579569142,1205
88,1782579569509,1242
89,1782579569742,1221
90,1782579570526,1223
91,1782579570974,1195
92,1782579573539,1184
93,1782579576004,1327
94,1782579578102,1327
95,1782579580916,1323
96,1782579583314,1330
97,1782579585295,1333
98,1782579585728,1335
99,1782579586594,1327
100,1782579587577,1310
101,1782579588477,1318
102,1782579588876,1323
103,1782579589226,1318
104,1782579589259,1288
105,1782579589676,1284
106,1782579590591,1324
107,1782579590974,1330
108,1782579591756,1325
109,1782579592123,1323
110,1782579592972,1328
111,1782579593372,1329
112,1782579594022,1317
113,1782579594106,1314
114,1782579594438,1316
115,1782579594838,1323
116,1782579595687,1323
117,1782579596103,1323
118,1782579596436,1324
119,1782579597169,1317
120,1782579599467,1307
121,1782579599866,1326
122,1782579601099,1330
123,1782579601965,1324
124,1782579602331,1322
125,1782579603164,1321
126,1782579603547,1320
127,1782579604396,1317
128,1782579605312,1323
129,1782579605762,1338
130,1782579606195,1353
131,1782579606545,1329
132,1782579607761,1260
133,1782579608643,1181
134,1782579609941,1155
135,1782579610325,1145
136,1782579612041,1071
137,1782579612989,1212
138,1782579613256,1238
139,1782579614288,1221
140,1782579614887,1227
141,1782579615287,1230
142,1782579616120,1221
143,1782579616969,1224
144,1782579617935,1221
145,1782579619167,1237
146,1782579619550,1230
147,1782579621765,1236
148,1782579622198,1222
149,1782579622547,1220
150,1782579623197,1224
151,1782579623580,1233
152,1782579623946,1225
153,1782579624762,1154
154,1782579625145,1158
155,1782579625329,1155
156,1782579626228,1201
157,1782579626627,1210
158,1782579627510,1164
159,1782579628310,1103
160,1782579628776,1092
161,1782579629576,1294
162,1782579629975,1256
163,1782579630225,1259
164,1782579630774,1234
165,1782579631190,1161
166,1782579632089,0
167,1782579632423,0
168,1782579632789,0
169,1782579633272,5
170,1782579634204,750
171,1782579635353,0
172,1782579636319,0
173,1782579638734,64486
174,1782579641182,1013
175,1782579642081,1072
176,1782579643281,481
177,1782579643681,478
178,1782579644513,0
179,1782579645378,0
180,1782579645778,0
181,1782579646927,0
182,1782579648376,0
183,1782579648709,0
184,1782579649808,0
185,1782579650124,0
186,1782579651690,0
187,1782579651990,0
188,1782579652806,2
189,1782579653172,2
190,1782579654021,923
191,1782579654404,350
192,1782579655287,1228
193,1782579656186,946
194,1782579656536,0
195,1782579656936,0
196,1782579657385,0
197,1782579658318,0
198,1782579658750,0
199,1782579659550,3
200,1782579660416,0
201,1782579662913,1334
202,1782579665328,1306
203,1782579666294,1286
204,1782579666527,1238
205,1782579667160,1270
206,1782579668442,1247
207,1782579669142,1230
208,1782579669309,1308
209,1782579670590,1212
210,1782579671790,1274
211,1782579672339,1232
212,1782579672655,1231
213,1782579673072,1236
214,1782579673989,1228
215,1782579674107,1220
216,1782579674487,1217
217,1782579675937,1222
218,1782579676154,1211
219,1782579677052,1262
220,1782579677768,1240
221,1782579679766,1331
222,1782579680166,1334
223,1782579682147,1313
224,1782579684262,1320
225,1782579684612,1320
226,1782579686727,1330
227,1782579687126,1338
228,1782579687976,1349
229,1782579689143,1310
230,1782579690407,1296
231,1782579690740,1305
232,1782579691274,1320
233,1782579691640,1340
234,1782579692555,1205
235,1782579693238,1313
236,1782579693754,1375
237,1782579694653,1323
238,1782579695020,1323
239,1782579695852,1297
240,1782579696752,1245
241,1782579697151,1211
242,1782579697502,1125
243,1782579698284,1104
244,1782579699167,1109
245,1782579699550,1125
246,1782579699916,1134
247,1782579701032,1177
248,1782579702614,0
249,1782579702965,0
250,1782579703014,2
251,1782579703397,2
252,1782579703730,3
253,1782579704880,1190
254,1782579705212,910
255,1782579706111,2
256,1782579707393,478
257,1782579707809,1095
258,1782579707843,1212
259,1782579708276,1160
260,1782579709109,1111
261,1782579709525,972
262,1782579710207,0
263,1782579710257,0
264,1782579710640,0
265,1782579710990,0
266,1782579711889,0
267,1782579712738,0
268,1782579714103,0
269,1782579714637,0
270,1782579715919,0
271,1782579717151,0
272,1782579717418,0
273,1782579717984,0
274,1782579718367,0
275,1782579719283,0
276,1782579719666,0
277,1782579719899,0
278,1782579720115,0
279,1782579721398,0
280,1782579782614,0
281,1782579783182,0
282,1782579783230,0
283,1782579783814,0
284,1782579784479,0
285,1782579785180,0
286,1782579786478,0
287,1782579786812,0
288,1782579787327,0
289,1782579790224,0
290,1782579791724,0
291,1782579792322,0
292,1782579795386,0
293,1782579795702,0
294,1782579797718,0
295,1782579797917,0
296,1782579798217,0
297,1782579798500,0
298,1782579798783,0
299,1782579799116,0
300,1782579799350,0
301,1782579800065,0
302,1782579800132,0
303,1782579800998,0
304,1782579801264,0
305,1782579801614,0
306,1782579801881,0
307,1782579802180,0
308,1782579804362,0
309,1782579805245,0
310,1782579805545,0
311,1782579805827,0
312,1782579806126,0
313,1782579806411,0
314,1782579806710,0
315,1782579806894,0
316,1782579809957,0
317,1782579810074,0
318,1782579810373,0
319,1782579810673,0
320,1782579810956,0
321,1782579811274,0
322,1782579811589,0
323,1782579811872,0
324,1782579812105,0
325,1782579814903,0
326,1782579815119,0
327,1782579815469,0
328,1782579815719,0
329,1782579816003,0
330,1782579816202,0
331,1782579816585,0
