index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECRASE_L
0,1782579301318,0,0,0
1,1782579301635,0,0,0
2,1782579301935,0,0,0
3,1782579303617,0,0,0
4,1782579303867,0,0,0
5,1782579304149,0,0,0
6,1782579306947,629,629,0
7,1782579307130,657,657,0
8,1782579307513,605,605,0
9,1782579308696,283,283,0
10,1782579309062,258,258,0
11,1782579310211,0,0,0
12,1782579310577,0,0,0
13,1782579311126,0,0,0
14,1782579312259,0,0,0
15,1782579312676,0,0,0
16,1782579313575,0,0,0
17,1782579313976,0,0,0
18,1782579314206,0,0,0
19,1782579314440,0,0,0
20,1782579314846,0,0,0
21,1782579315707,0,0,0
22,1782579518336,0,0,0
23,1782579519518,0,0,0
24,1782579520117,0,0,0
25,1782579520683,0,0,0
26,1782579521384,0,0,0
27,1782579523980,0,0,0
28,1782579526229,0,0,0
29,1782579526811,0,0,0
30,1782579528560,0,0,0
31,1782579528710,0,0,0
32,1782579528993,0,0,0
33,1782579529259,0,0,0
34,1782579529609,0,0,0
35,1782579529892,0,0,0
36,1782579530208,0,0,0
37,1782579530508,0,0,0
38,1782579530808,0,0,0
39,1782579530974,0,0,0
40,1782579531191,0,0,0
41,1782579531490,0,0,0
42,1782579531740,0,0,0
43,1782579532124,0,0,0
44,1782579532423,0,0,0
45,1782579533389,0,0,0
46,1782579533439,0,0,0
47,1782579533789,0,0,0
48,1782579534072,0,0,0
49,1782579534422,0,0,0
50,1782579534705,0,0,0
51,1782579534954,0,0,0
52,1782579535304,0,0,0
53,1782579535604,0,0,0
54,1782579535820,0,0,0
55,1782579536304,0,0,0
56,1782579536619,0,0,0
57,1782579536886,0,0,0
58,1782579537169,0,0,0
59,1782579537502,0,0,0
60,1782579537835,0,0,0
61,1782579538119,0,0,0
62,1782579541183,0,0,0
63,1782579541699,0,0,0
64,1782579541932,0,0,0
65,1782579542182,0,0,0
66,1782579542465,0,0,0
67,1782579542815,0,0,0
68,1782579543049,0,0,0
69,1782579545712,0,0,0
70,1782579545962,0,0,0
71,1782579550259,577,577,0
72,1782579551108,581,581,0
73,1782579551424,576,576,0
74,1782579552723,800,800,0
75,1782579553555,720,720,0
76,1782579554771,647,647,0
77,1782579555238,636,636,0
78,1782579555605,576,576,0
79,1782579556053,567,567,0
80,1782579556952,696,696,0
81,1782579557304,753,753,0
82,1782579557835,689,689,0
83,1782579558135,683,683,0
84,1782579559034,641,641,0
85,1782579559384,640,640,0
86,1782579560333,589,589,0
87,1782579561532,441,441,0
88,1782579561883,419,419,0
89,1782579563698,560,560,0
90,1782579564597,723,723,0
91,1782579564930,660,660,0
92,1782579565446,655,655,0
93,1782579565862,637,637,0
94,1782579566761,645,645,0
95,1782579567144,694,694,0
96,1782579567377,651,651,0
97,1782579567877,636,636,0
98,1782579568227,730,730,0
99,1782579569425,796,796,0
100,1782579569692,664,664,0
101,1782579570891,684,684,0
102,1782579571224,732,732,0
103,1782579573489,665,665,0
104,1782579573922,935,935,0
105,1782579575071,935,935,0
106,1782579575937,965,965,0
107,1782579576320,929,929,0
108,1782579578451,971,971,0
109,1782579580849,967,967,0
110,1782579583214,972,972,0
111,1782579583614,971,971,0
112,1782579585612,968,968,0
113,1782579586028,974,974,0
114,1782579587427,904,904,0
115,1782579588409,974,974,0
116,1782579588776,975,975,0
117,1782579589159,912,912,0
118,1782579589608,898,898,0
119,1782579590525,975,975,0
120,1782579590924,969,969,0
121,1782579591707,966,966,0
122,1782579592056,963,963,0
123,1782579593305,968,968,0
124,1782579593672,958,958,0
125,1782579593988,963,963,0
126,1782579594388,972,972,0
127,1782579594771,971,971,0
128,1782579596020,975,975,0
129,1782579596370,976,976,0
130,1782579597085,973,973,0
131,1782579597502,963,963,0
132,1782579599816,972,972,0
133,1782579600217,971,971,0
134,1782579601032,969,969,0
135,1782579601915,976,976,0
136,1782579602264,968,968,0
137,1782579602648,958,958,0
138,1782579603464,969,969,0
139,1782579604346,972,972,0
140,1782579604746,973,973,0
141,1782579605662,974,974,0
142,1782579606095,967,967,0
143,1782579606444,948,948,0
144,1782579606877,847,847,0
145,1782579607710,706,706,0
146,1782579608096,393,393,0
147,1782579608526,562,562,0
148,1782579608593,723,723,0
149,1782579608942,684,684,0
150,1782579609892,523,523,0
151,1782579610241,501,501,0
152,1782579611174,550,550,0
153,1782579611973,371,371,0
154,1782579614188,680,680,0
155,1782579615221,687,687,0
156,1782579616036,637,637,0
157,1782579617385,654,654,0
158,1782579619084,670,670,0
159,1782579619484,663,663,0
160,1782579620883,617,617,0
161,1782579622148,690,690,0
162,1782579622498,642,642,0
163,1782579623047,671,671,0
164,1782579623530,685,685,0
165,1782579623880,647,647,0
166,1782579625079,495,495,0
167,1782579626528,677,677,0
168,1782579626927,757,757,0
169,1782579627743,279,279,0
170,1782579628709,320,320,0
171,1782579629891,786,786,0
172,1782579630175,753,753,0
173,1782579630724,698,698,0
174,1782579631140,375,375,0
175,1782579632007,0,0,0
176,1782579632373,0,0,0
177,1782579632723,0,0,0
178,1782579633222,355,355,0
179,1782579634554,0,0,0
180,1782579635287,0,0,0
181,1782579636269,0,0,0
182,1782579636652,0,0,0
183,1782579637834,972,972,0
184,1782579638667,382,382,0
185,1782579639117,277,277,0
186,1782579641132,974,974,0
187,1782579641498,968,968,0
188,1782579643197,326,326,0
189,1782579643613,318,318,0
190,1782579645728,0,0,0
191,1782579648327,0,12288,0
192,1782579648642,0,0,0
193,1782579649025,0,0,0
194,1782579649775,0,0,0
195,1782579650074,0,0,0
196,1782579650457,0,0,0
197,1782579651640,0,0,0
198,1782579651957,0,0,0
199,1782579653089,928,931,0
200,1782579654338,960,960,0
201,1782579655220,889,889,0
202,1782579656136,156,235,0
203,1782579656486,0,0,0
204,1782579656885,0,0,0
