index,date,ERROR_SUM_S4,ERROR_SUM_S5,ERROR_SUM_S6
0,1782579299054,0,0,0
1,1782579301102,0,0,0
2,1782579301735,0,0,0
3,1782579302668,0,0,0
4,1782579305298,0,0,0
5,1782579305832,0,0,0
6,1782579306381,0,0,0
7,1782579307396,0,0,0
8,1782579307813,0,0,0
9,1782579308762,0,0,0
10,1782579309728,0,0,0
11,1782579310794,0,0,0
12,1782579311293,0,0,0
13,1782579314756,0,0,0
14,1782579315340,0,0,0
15,1782579315822,0,0,0
16,1782579316372,0,0,0
17,1782579521682,0,0,0
18,1782579522032,0,0,0
19,1782579522915,0,0,0
20,1782579523316,0,0,0
21,1782579523797,0,0,0
22,1782579524147,0,0,0
23,1782579524930,0,0,0
24,1782579527127,0,0,0
25,1782579527611,0,0,0
26,1782579527811,0,0,0
27,1782579528210,0,0,0
28,1782579528593,0,0,0
29,1782579529759,0,0,0
30,1782579530092,0,0,0
31,1782579530342,0,0,0
32,1782579530658,0,0,0
33,1782579531241,0,0,0
34,1782579531874,0,0,0
35,1782579532756,0,0,0
36,1782579533023,0,0,0
37,1782579534005,0,0,0
38,1782579534489,0,0,0
39,1782579534755,0,0,0
40,1782579535187,0,0,0
41,1782579537219,0,0,0
42,1782579537369,0,0,0
43,1782579538052,0,0,0
44,1782579539768,0,0,0
45,1782579540483,0,0,0
46,1782579541084,0,0,0
47,1782579541365,0,0,0
48,1782579541550,0,0,0
49,1782579541799,0,0,0
50,1782579542731,0,0,0
51,1782579544197,0,0,0
52,1782579544813,0,0,0
53,1782579545012,0,0,0
54,1782579545446,0,0,0
55,1782579546428,0,0,0
56,1782579547477,0,0,0
57,1782579548693,0,0,0
58,1782579549659,0,0,0
59,1782579550842,0,0,0
60,1782579551324,0,0,0
61,1782579551773,0,0,0
62,1782579552340,0,0,0
63,1782579553872,0,0,0
64,1782579554939,0,0,0
65,1782579554971,0,0,0
66,1782579555871,0,0,0
67,1782579557502,0,0,0
68,1782579557968,0,0,0
69,1782579558434,0,0,0
70,1782579559417,0,0,0
71,1782579560533,0,0,0
72,1782579561016,0,0,0
73,1782579561482,0,0,0
74,1782579562015,0,0,0
75,1782579563064,0,0,0
76,1782579563547,0,0,0
77,1782579564181,0,0,0
78,1782579564579,0,0,0
79,1782579565762,0,0,0
80,1782579566728,0,0,0
81,1782579568127,0,0,0
82,1782579568710,0,0,0
83,1782579569093,0,0,0
84,1782579570375,0,0,0
85,1782579571390,0,0,0
86,1782579572739,0,0,0
87,1782579573739,0,0,0
88,1782579574221,0,0,0
89,1782579574238,0,0,0
90,1782579575320,0,0,0
91,1782579575637,0,0,0
92,1782579576236,0,0,0
93,1782579577302,0,0,0
94,1782579578851,0,0,0
95,1782579579317,0,0,0
96,1782579579684,0,0,0
97,1782579580184,0,0,0
98,1782579580600,0,0,0
99,1782579581182,0,0,0
100,1782579581232,0,0,0
101,1782579582082,0,0,0
102,1782579583014,0,0,0
103,1782579583563,0,0,0
104,1782579584163,0,0,0
