index,date,AIR_MINUS,AIR_PLUS,GVL,CURRENT
0,1782579301069,1,1,13.869999999999999,2
1,1782579302668,1,1,13.9,2
2,1782579305282,1,1,13.890000000000001,3
3,1782579305598,1,1,13.890000000000001,3
4,1782579307813,1,1,13.960000000000001,158
5,1782579312194,1,1,13.84,2
6,1782579313725,0,0,13.93,1
7,1782579315822,0,0,13.960000000000001,1
8,1782579316355,0,0,14.029999999999999,1
9,1782579523331,1,0,13.99,2
10,1782579530325,1,1,13.85,2
11,1782579531224,1,1,13.9,2
12,1782579531873,1,1,13.9,2
13,1782579532740,1,1,13.779999999999999,2
14,1782579535637,1,1,13.9,2
15,1782579537203,1,1,13.82,2
16,1782579538052,1,1,13.9,2
17,1782579540467,1,1,13.789999999999999,2
18,1782579542731,1,1,13.93,2
19,1782579544213,1,1,13.82,2
20,1782579544796,1,1,13.83,2
21,1782579545429,1,1,13.83,2
22,1782579548676,1,1,13.82,9
23,1782579553422,1,1,13.85,42
24,1782579554955,1,1,13.83,46
25,1782579561016,1,1,13.880000000000001,62
26,1782579563047,1,1,13.85,31
27,1782579563531,1,1,13.890000000000001,48
28,1782579568710,1,1,13.880000000000001,66
29,1782579570824,1,1,13.76,65
30,1782579575304,1,1,13.83,67
31,1782579575621,1,1,13.789999999999999,67
32,1782579576220,1,1,13.789999999999999,70
33,1782579576786,1,1,13.779999999999999,68
34,1782579578834,1,1,13.859999999999999,73
35,1782579581748,1,1,13.85,73
36,1782579583014,1,1,13.869999999999999,76
37,1782579584996,1,1,13.84,79
38,1782579588160,1,1,13.779999999999999,86
39,1782579590225,1,1,13.789999999999999,86
40,1782579591190,1,1,13.84,92
41,1782579593139,1,1,13.83,90
42,1782579596053,1,1,13.859999999999999,86
43,1782579596852,1,1,13.800000000000001,84
44,1782579599117,1,1,13.85,80
45,1782579602564,1,1,13.83,77
46,1782579604163,1,1,13.869999999999999,75
47,1782579604663,1,1,13.76,73
48,1782579609259,1,1,13.81,74
49,1782579612890,1,1,13.85,81
50,1782579614504,1,1,13.77,88
51,1782579622780,1,1,13.84,85
52,1782579626011,1,1,13.859999999999999,72
53,1782579629958,1,1,13.77,100
54,1782579631007,1,1,13.74,79
55,1782579632007,1,1,13.81,2
56,1782579633688,1,1,13.85,2
57,1782579635553,1,1,13.800000000000001,2
58,1782579638035,1,1,13.859999999999999,18
59,1782579639017,1,1,13.81,3
60,1782579646011,1,1,13.82,3
61,1782579646943,1,1,13.75,3
62,1782579648692,1,1,13.84,1
63,1782579649275,1,1,13.84,1
64,1782579650041,1,1,13.74,1
65,1782579651007,1,1,13.77,1
66,1782579652856,1,1,13.82,2
67,1782579653305,1,1,13.779999999999999,1
68,1782579660599,1,1,13.81,5
69,1782579661665,1,1,13.74,16
70,1782579662547,1,1,13.74,31
71,1782579667143,1,1,13.82,78
72,1782579673639,1,1,13.779999999999999,87
73,1782579674037,1,1,13.779999999999999,87
74,1782579679117,1,1,13.74,117
75,1782579679633,1,1,13.82,117
76,1782579691023,1,1,13.720000000000001,124
77,1782579692106,1,1,13.66,139
78,1782579692622,1,1,13.76,51
79,1782579694137,1,1,13.76,122
80,1782579695103,1,1,13.710000000000001,120
81,1782579697102,1,1,13.75,66
82,1782579699133,1,1,13.76,55
83,1782579702414,1,1,13.83,2
84,1782579703863,1,1,13.74,6
85,1782579704762,1,1,13.76,12
86,1782579706660,1,1,13.76,4
87,1782579708808,1,1,13.77,22
88,1782579712189,1,1,13.720000000000001,3
89,1782579714803,1,1,13.76,3
90,1782579718333,0,0,13.869999999999999,2
91,1782579720448,0,0,13.92,2
92,1782579788493,0,0,13.77,0
93,1782579793138,0,0,13.74,0
94,1782579793622,0,0,13.77,0
95,1782579793970,0,0,13.77,0
96,1782579796635,0,0,13.74,0
97,1782579801298,0,0,13.789999999999999,0
98,1782579806610,0,0,13.800000000000001,0
99,1782579807242,0,0,13.84,0
100,1782579810756,0,0,13.789999999999999,0
101,1782579814137,0,0,13.68,0
102,1782579816501,0,0,13.789999999999999,0
