index,date,SPEED_AVG,STEERING_WHEEL,THROTTLE,BRAKE
0,1782579301301,0,0.25,0,0
1,1782579301585,0,0.5,0,0
2,1782579301901,0,0.25,4,0
3,1782579303600,0,0.5,0,0
4,1782579303867,0,0.5,0,0
5,1782579304149,0,0.5,0,0
6,1782579306947,0,1.01,640,0
7,1782579307496,26.100000000000001,0.25,605,0
8,1782579309045,49,0.5,240,0
9,1782579310560,20.899999999999999,0.5,0,0
10,1782579311510,2.2000000000000002,0.25,0,0
11,1782579312226,0,0.25,0,0
12,1782579312642,0,0.25,0,0
13,1782579313559,0,-1.01,0,0
14,1782579313959,0,1.01,0,0
15,1782579314173,0,1.01,0,0
16,1782579314406,0,0.5,0,0
17,1782579314846,0,0.25,0,0
18,1782579315656,0,0.25,0,0
19,1782579518302,0,0.5,0,0
20,1782579518869,0,0,0,0
21,1782579519518,0,-0.25,0,0
22,1782579520100,0,0,0,0
23,1782579520683,0,-0.5,0,0
24,1782579521349,0,-0.5,0,0
25,1782579523963,0,-0.76000000000000001,0,0
26,1782579524263,0,-0.76000000000000001,0,0
27,1782579526196,0,-1.01,0,0
28,1782579526794,0,-0.76000000000000001,0,0
29,1782579527111,0,-1.01,0,0
30,1782579528560,0,-0.76000000000000001,0,0
31,1782579528693,0,-0.76000000000000001,0,0
32,1782579528959,0,-1.01,0,0
33,1782579529226,0,-0.5,0,0
34,1782579529576,0,-1.01,0,0
35,1782579529876,0,-0.76000000000000001,0,0
36,1782579530192,0,-0.25,0,0
37,1782579530492,0,-0.76000000000000001,0,0
38,1782579530775,0,-0.76000000000000001,0,0
39,1782579530941,0,-1.01,0,0
40,1782579531474,0,-0.76000000000000001,0,0
41,1782579531740,0,0.76000000000000001,0,0
42,1782579532390,0,-0.5,0,0
43,1782579532773,0,-0.5,0,0
44,1782579533372,0,-1.01,0,0
45,1782579533755,0,-0.76000000000000001,0,0
46,1782579534055,0,-1.01,0,0
47,1782579534388,0,-0.76000000000000001,0,0
48,1782579534688,0,-0.5,0,0
49,1782579534938,0,-0.5,0,0
50,1782579535271,0,-1.01,0,0
51,1782579535570,0,-0.76000000000000001,0,0
52,1782579535787,0,-1.77,0,0
53,1782579536286,0,-0.76000000000000001,0,0
54,1782579536603,0,-0.76000000000000001,0,0
55,1782579536836,0,-1.01,0,0
56,1782579537152,0,-2.27,0,0
57,1782579537485,0,-0.5,0,0
58,1782579537803,0,-0.76000000000000001,0,0
59,1782579538119,0,-1.01,0,0
60,1782579541167,0,0.5,0,0
61,1782579541666,0,0.25,0,0
62,1782579541899,0,-0.25,0,0
63,1782579542166,0,0.25,0,0
64,1782579542448,0,1.01,0,0
65,1782579542799,0,0.5,0,0
66,1782579545695,0,-1.77,0,0
67,1782579545945,0,-0.5,0,0
68,1782579550242,2.6000000000000001,26.48,577,0
69,1782579551074,3.7999999999999998,37.579999999999998,581,0
70,1782579551407,4.2000000000000002,37.579999999999998,574,0
71,1782579551790,4.7000000000000002,38.090000000000003,576,0
72,1782579552690,12.5,39.100000000000001,800,0
73,1782579553522,9.1999999999999993,46.659999999999997,720,0
74,1782579553923,9.5999999999999996,59.530000000000001,696,0
75,1782579554755,10.699999999999999,66.840000000000003,647,0
76,1782579555205,8.6999999999999993,50.450000000000003,636,0
77,1782579556020,11.9,17.91,567,0
78,1782579556919,11.9,26.989999999999998,713,0
79,1782579557286,13.4,27.239999999999998,758,0
80,1782579557819,13.5,26.739999999999998,689,0
81,1782579558119,13.5,22.699999999999999,683,0
82,1782579559001,15.199999999999999,7.0599999999999996,640,0
83,1782579559367,15.199999999999999,13.869999999999999,645,0
84,1782579560299,15.9,4.54,589,0
85,1782579561500,17.300000000000001,-8.5800000000000001,438,0
86,1782579561849,16.800000000000001,-8.8300000000000001,419,0
87,1782579563664,14.300000000000001,20.18,560,0
88,1782579564896,15.6,31.530000000000001,634,0
89,1782579565446,15.199999999999999,30.52,655,0
90,1782579565846,15.5,30.52,637,0
91,1782579567128,15.699999999999999,42.880000000000003,690,0
92,1782579567360,16.300000000000001,27.239999999999998,640,0
93,1782579567844,16.399999999999999,31.530000000000001,645,0
94,1782579568210,15.9,34.049999999999997,730,0
95,1782579569658,15.4,23.460000000000001,663,0
96,1782579570874,15.5,35.310000000000002,684,0
97,1782579571190,15.6,30.77,732,0
98,1782579573489,12.300000000000001,34.049999999999997,665,0
99,1782579573905,12.300000000000001,29.510000000000002,935,0
100,1782579575071,12.1,10.59,932,0
101,1782579575903,12.199999999999999,-17.399999999999999,970,0
102,1782579576303,12.6,-47.670000000000002,929,0
103,1782579578418,13.699999999999999,-67.349999999999994,972,0
104,1782579580799,12.699999999999999,-73.400000000000006,974,0
105,1782579583181,14,-60.280000000000001,969,0
106,1782579583580,15.1,-68.349999999999994,970,0
107,1782579584746,15.1,-73.650000000000006,970,0
108,1782579585578,26.199999999999999,-86.510000000000005,969,0
109,1782579585995,17.5,-86.010000000000005,972,0
110,1782579587427,17.100000000000001,-101.40000000000001,908,0
111,1782579587843,17.300000000000001,-83.239999999999995,958,0
112,1782579588393,16.800000000000001,-39.600000000000001,966,0
113,1782579588776,18,-20.940000000000001,973,0
114,1782579589142,17.699999999999999,6.0499999999999998,922,0
115,1782579589592,17.800000000000001,28.5,898,0
116,1782579589975,18.100000000000001,33.039999999999999,933,0
117,1782579590907,17.199999999999999,22.199999999999999,973,0
118,1782579591640,31.600000000000001,32.789999999999999,958,0
119,1782579591673,18.199999999999999,33.039999999999999,964,0
120,1782579592056,18.399999999999999,34.560000000000002,970,0
121,1782579593272,18.399999999999999,25.219999999999999,968,0
122,1782579593972,17.600000000000001,33.289999999999999,962,0
123,1782579594355,17.399999999999999,29.260000000000002,979,0
124,1782579594754,17.600000000000001,26.989999999999998,971,0
125,1782579596003,16.199999999999999,30.02,975,0
126,1782579596353,16.399999999999999,33.799999999999997,978,0
127,1782579597069,15.1,29.760000000000002,975,0
128,1782579597802,15.199999999999999,26.23,974,0
129,1782579599800,14.9,2.77,970,0
130,1782579600200,14.6,-21.690000000000001,971,0
131,1782579601899,14.6,-56.75,974,0
132,1782579602231,13.199999999999999,-64.819999999999993,968,0
133,1782579602614,14,-80.459999999999994,970,0
134,1782579603447,13.699999999999999,-70.370000000000005,970,0
135,1782579604330,13.4,-68.859999999999999,970,0
136,1782579604730,9.9000000000000004,-69.359999999999999,973,0
137,1782579605629,14.5,-76.930000000000007,974,0
138,1782579606095,15.6,-85.25,967,0
139,1782579606844,13.800000000000001,-72.640000000000001,806,0
140,1782579608061,21.199999999999999,-73.900000000000006,393,0
141,1782579608493,20.300000000000001,-68.349999999999994,562,0
142,1782579608559,21.399999999999999,-73.400000000000006,703,0
143,1782579608925,21.899999999999999,-74.659999999999997,684,0
144,1782579609842,22.5,-74.159999999999997,534,0
145,1782579610208,22.199999999999999,-89.540000000000006,500,0
146,1782579611158,21.800000000000001,-5.04,550,0
147,1782579611956,22.300000000000001,27.75,371,0
148,1782579612439,21.699999999999999,38.840000000000003,442,0
149,1782579614155,24.399999999999999,36.07,690,0
150,1782579615204,24.199999999999999,30.02,679,0
151,1782579615986,24.5,44.640000000000001,637,0
152,1782579617369,32.700000000000003,25.219999999999999,654,0
153,1782579618518,19.100000000000001,25.219999999999999,690,0
154,1782579619051,25.699999999999999,-26.23,670,0
155,1782579619434,25.199999999999999,-80.709999999999994,649,0
156,1782579620899,22.800000000000001,-74.659999999999997,609,0
157,1782579622132,22.600000000000001,-80.209999999999994,686,0
158,1782579622465,22.800000000000001,-64.319999999999993,642,0
159,1782579622747,24.300000000000001,-73.150000000000006,695,0
160,1782579623030,22.399999999999999,-78.189999999999998,672,0
161,1782579623530,23,-79.959999999999994,679,0
162,1782579625079,23.399999999999999,-75.159999999999997,495,0
163,1782579626511,17.300000000000001,-70.879999999999995,678,0
164,1782579626878,23.800000000000001,-55.740000000000002,757,0
165,1782579627727,24.800000000000001,-30.77,279,0
166,1782579628676,23.199999999999999,-48.93,339,0
167,1782579629042,23.199999999999999,-52.969999999999999,394,0
168,1782579629875,24.5,64.069999999999993,789,0
169,1782579630141,23.899999999999999,77.180000000000007,753,0
170,1782579630707,23.399999999999999,76.430000000000007,695,0
171,1782579631124,22.600000000000001,78.700000000000003,370,0
172,1782579632356,16,68.099999999999994,63,0
173,1782579632689,14.1,69.359999999999999,49,0
174,1782579634521,8.4000000000000004,-27.489999999999998,51,0
175,1782579635287,4.4000000000000004,-39.850000000000001,0,0
176,1782579636236,1.3999999999999999,-47.420000000000002,0,0
177,1782579636619,0,-47.420000000000002,116,0
178,1782579637818,0,-46.909999999999997,972,0
179,1782579638667,0,-46.659999999999997,382,0
180,1782579639100,0,-46.909999999999997,277,0
181,1782579641099,0,-49.939999999999998,974,0
182,1782579641465,1.8,-48.68,968,0
183,1782579643563,0,-48.93,321,0
184,1782579645728,0,-48.68,0,0
185,1782579646077,0,-48.68,33,0
186,1782579648992,0,-47.920000000000002,10,0
187,1782579649708,0,-48.43,12,0
188,1782579649758,0,-48.43,11,0
189,1782579650474,0,-48.68,0,0
190,1782579651623,0,-47.170000000000002,0,0
191,1782579651923,0,-48.43,12,0
192,1782579653055,0,-48.68,950,0
193,1782579654321,0,-49.939999999999998,960,0
194,1782579655187,1,-48.43,843,0
195,1782579655587,0,-47.670000000000002,861,0
196,1782579656453,0,-47.670000000000002,0,0
197,1782579656852,0,-47.420000000000002,0,0
198,1782579657268,0,-47.420000000000002,0,0
199,1782579657685,0,-46.659999999999997,3,0
200,1782579658634,0,-47.420000000000002,0,0
201,1782579659483,0,-46.409999999999997,817,0
202,1782579660766,0,-45.399999999999999,970,0
203,1782579662830,4.0999999999999996,-73.900000000000006,956,0
204,1782579663230,5,-92.060000000000002,941,0
205,1782579664396,8.9000000000000004,-69.359999999999999,907,0
206,1782579665245,12.5,-28.5,933,0
207,1782579667476,17.800000000000001,26.23,767,0
208,1782579668359,19.800000000000001,14.119999999999999,754,0
209,1782579669058,19.199999999999999,29.260000000000002,902,0
210,1782579669192,19.800000000000001,30.02,864,0
211,1782579669642,19.899999999999999,33.289999999999999,821,0
212,1782579670490,20.699999999999999,33.289999999999999,713,0
213,1782579670907,20.899999999999999,29.260000000000002,866,0
214,1782579671656,22.399999999999999,33.799999999999997,761,0
215,1782579673006,24.199999999999999,33.289999999999999,738,0
216,1782579673338,22.699999999999999,34.049999999999997,715,0
217,1782579673904,23.600000000000001,33.549999999999997,704,0
218,1782579674371,24,40.609999999999999,699,0
219,1782579674687,23.899999999999999,36.32,683,0
220,1782579677335,25.100000000000001,-128.13,783,0
221,1782579677651,24.5,-125.36,787,0
222,1782579680049,26.699999999999999,-78.950000000000003,901,0
223,1782579682447,25.5,-90.049999999999997,863,0
224,1782579684529,26.5,23.710000000000001,879,0
225,1782579684978,26.800000000000001,39.350000000000001,877,0
226,1782579686660,29.399999999999999,40.609999999999999,976,0
227,1782579687027,29.699999999999999,29.260000000000002,962,0
228,1782579690641,48.399999999999999,-80.209999999999994,970,0
229,1782579691207,30.300000000000001,-100.14,911,0
230,1782579691573,31.5,-103.41,972,0
231,1782579691939,28.800000000000001,-122.08,972,0
232,1782579692839,25.800000000000001,-127.12,890,0
233,1782579693172,28.300000000000001,-126.87,984,0
234,1782579693688,26.199999999999999,-123.59,966,0
235,1782579694054,25.199999999999999,-103.16,969,0
236,1782579694920,27.100000000000001,-98.120000000000005,941,0
237,1782579695702,26.600000000000001,-55.990000000000002,861,0
238,1782579695753,25.100000000000001,-81.469999999999999,873,0
239,1782579696219,27,-94.590000000000003,760,0
240,1782579697035,25.699999999999999,-68.859999999999999,456,0
241,1782579697418,40.5,-43.640000000000001,334,0
242,1782579698135,24.100000000000001,-33.039999999999999,388,0
243,1782579698234,24.699999999999999,-30.77,392,0
244,1782579698584,25.100000000000001,-32.789999999999999,348,0
245,1782579699466,23.800000000000001,-52.969999999999999,436,0
246,1782579699849,24.199999999999999,-51.200000000000003,482,0
247,1782579700532,25.5,-5.2999999999999998,596,0
248,1782579700599,23.5,7.3099999999999996,567,0
249,1782579700915,24.199999999999999,34.299999999999997,557,0
250,1782579701266,24,94.840000000000003,531,0
251,1782579702514,14.1,140.24000000000001,14,0
252,1782579702897,13.800000000000001,107.95,160,0
253,1782579703297,10.1,101.65000000000001,517,0
254,1782579703680,10.6,95.090000000000003,641,0
255,1782579704013,9,94.079999999999998,641,0
256,1782579705111,5.2000000000000002,2.52,0,0
257,1782579705961,2.2000000000000002,-16.649999999999999,841,0
258,1782579706377,1.6000000000000001,-17.66,967,0
259,1782579707326,0,-18.66,908,0
260,1782579707726,0.90000000000000002,-19.420000000000002,966,0
261,1782579708142,2,-24.969999999999999,767,0
262,1782579708575,2.8999999999999999,-29.760000000000002,696,0
263,1782579709441,5.2000000000000002,-55.240000000000002,132,0
