index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2
0,1782579299020,0,1
1,1782579299304,0,1
2,1782579299621,0,1
3,1782579299670,0,1
4,1782579299986,0,5
5,1782579300286,0,5
6,1782579300602,0,5
7,1782579300951,0,5
8,1782579302367,0,5
9,1782579302634,0,5
10,1782579303017,0,5
11,1782579304515,0,5
12,1782579304799,0,5
13,1782579305082,0,5
14,1782579305382,0,5
15,1782579305665,0,5
16,1782579306481,0,5
17,1782579307913,0,5
18,1782579308346,0,5
19,1782579309545,0,5
20,1782579309795,0,5
21,1782579310594,0,5
22,1782579310977,0,5
23,1782579313060,0,5
24,1782579314878,192,0
25,1782579315290,192,0
26,1782579316206,192,0
27,1782579316505,192,0
28,1782579518035,192,0
29,1782579518652,192,0
30,1782579519235,192,0
31,1782579519801,192,0
32,1782579520400,192,0
33,1782579521050,192,0
34,1782579521716,192,0
35,1782579521999,192,0
36,1782579522332,192,0
37,1782579522599,0,0
38,1782579522948,0,0
39,1782579523247,0,0
40,1782579523465,0,0
41,1782579524281,0,0
42,1782579524596,0,0
43,1782579524897,0,0
44,1782579525196,0,0
45,1782579525479,0,0
46,1782579525796,0,0
47,1782579527677,0,0
48,1782579527977,0,0
49,1782579528260,0,0
50,1782579538484,0,4
51,1782579538718,0,4
52,1782579539034,0,4
53,1782579539251,0,4
54,1782579539650,0,4
55,1782579539917,0,4
56,1782579540183,0,4
57,1782579540550,0,4
58,1782579540683,0,4
59,1782579543380,0,5
60,1782579543663,0,5
61,1782579543997,0,5
62,1782579544246,0,5
63,1782579544564,0,5
64,1782579544847,0,5
65,1782579545146,0,5
66,1782579545346,0,5
67,1782579546778,0,5
68,1782579547045,0,5
69,1782579547877,0,5
70,1782579548010,0,5
71,1782579548276,0,5
72,1782579548876,0,5
73,1782579549176,0,5
74,1782579549526,0,5
75,1782579550625,0,5
76,1782579551858,0,5
77,1782579552223,0,5
78,1782579553072,0,5
79,1782579553955,0,5
80,1782579554388,0,5
81,1782579556086,0,5
82,1782579556470,0,5
83,1782579558568,0,5
84,1782579558951,0,5
85,1782579559817,0,5
86,1782579560067,0,5
