index,date,ERROR_SUM_S1,ERROR_SUM_S2,ERROR_SUM_S3
0,1782579308745,0,0,0
1,1782579311277,0,0,0
2,1782579312160,0,0,0
3,1782579313743,0,0,0
4,1782579313762,0,14592,0
5,1782579314756,0,0,0
6,1782579315806,0,0,0
7,1782579523316,0,0,0
8,1782579524929,0,0,0
9,1782579527594,0,0,0
10,1782579529742,0,0,0
11,1782579530075,0,0,0
12,1782579530641,0,0,0
13,1782579534489,0,0,0
14,1782579535171,0,0,0
15,1782579537803,0,0,0
16,1782579541066,0,0,0
17,1782579541349,0,0,0
18,1782579541550,0,0,0
19,1782579544996,0,0,0
20,1782579546412,0,0,0
21,1782579550825,0,0,0
22,1782579551757,0,0,0
23,1782579551807,0,0,0
24,1782579555871,0,0,0
25,1782579564563,0,0,0
26,1782579566228,0,0,0
27,1782579567544,0,0,0
28,1782579568126,0,0,0
29,1782579570824,0,0,0
30,1782579572723,0,0,0
31,1782579579667,0,0,0
32,1782579581215,0,0,0
33,1782579584146,0,0,0
34,1782579594504,0,0,0
35,1782579600150,0,0,0
36,1782579602581,0,0,0
37,1782579604163,0,0,0
38,1782579605729,0,0,0
39,1782579606694,0,0,0
40,1782579610258,0,0,0
41,1782579613922,0,0,0
42,1782579614454,0,0,0
43,1782579615120,0,0,0
44,1782579624263,0,0,0
45,1782579627011,0,0,0
46,1782579629542,0,0,0
47,1782579633039,0,0,0
48,1782579634738,0,0,0
49,1782579636136,0,0,0
50,1782579639650,0,0,0
51,1782579644163,0,0,0
52,1782579646494,0,0,0
53,1782579651024,0,0,0
54,1782579661049,0,0,0
55,1782579661648,0,0,0
56,1782579664512,0,0,0
57,1782579668242,0,0,0
58,1782579671724,0,0,0
59,1782579672730,0,0,0
60,1782579674989,0,0,0
61,1782579680066,0,0,0
62,1782579681615,0,0,0
63,1782579684179,0,0,0
64,1782579687076,0,0,0
65,1782579689025,0,0,0
66,1782579689441,0,0,0
67,1782579691506,0,0,0
68,1782579696119,0,0,0
69,1782579696669,0,0,0
70,1782579699066,0,0,0
71,1782579701498,0,0,0
72,1782579703281,0,0,0
73,1782579705695,0,0,0
74,1782579711223,0,0,0
75,1782579789292,0,0,0
76,1782579795969,0,0,0
77,1782579797102,0,0,0
78,1782579797201,0,0,0
79,1782579798984,0,0,0
80,1782579799582,0,0,0
81,1782579802197,0,0,0
82,1782579802963,0,0,0
83,1782579808775,0,0,0
