index,date,ECU_MODE
0,1782579299253,1
1,1782579299571,1
2,1782579299936,1
3,1782579300253,1
4,1782579300552,1
5,1782579300902,1
6,1782579302334,1
7,1782579302551,1
8,1782579302967,1
9,1782579303217,1
10,1782579304415,1
11,1782579304499,1
12,1782579305349,1
13,1782579305631,1
14,1782579308263,1
15,1782579308663,1
16,1782579309495,1
17,1782579309761,1
18,1782579310943,1
19,1782579311926,1
20,1782579312210,1
21,1782579313023,1
22,1782579313442,1
23,1782579315256,0
24,1782579315623,0
25,1782579316139,0
26,1782579316472,0
27,1782579518002,1
28,1782579518602,1
29,1782579519185,1
30,1782579519767,1
31,1782579520350,1
32,1782579521017,1
33,1782579522282,1
34,1782579522581,1
35,1782579522882,1
36,1782579523198,1
37,1782579523414,1
38,1782579524547,1
39,1782579524863,1
40,1782579525146,1
41,1782579525429,1
42,1782579525746,1
43,1782579536204,1
44,1782579538451,1
45,1782579538669,1
46,1782579539001,1
47,1782579539217,1
48,1782579539617,1
49,1782579539900,1
50,1782579540150,1
51,1782579540500,1
52,1782579540649,1
53,1782579543331,1
54,1782579543630,1
55,1782579543947,1
56,1782579544213,1
57,1782579544530,1
58,1782579545096,1
59,1782579545296,1
60,1782579546228,1
61,1782579546744,1
62,1782579547012,1
63,1782579547327,1
64,1782579547610,1
65,1782579547843,1
66,1782579547976,1
67,1782579548844,1
68,1782579549142,1
69,1782579549425,1
70,1782579549825,1
71,1782579550609,1
72,1782579551007,1
73,1782579552207,1
74,1782579552556,1
75,1782579553022,1
76,1782579554338,1
77,1782579555553,1
78,1782579556403,1
79,1782579558518,1
80,1782579558868,1
81,1782579559783,1
82,1782579560616,1
83,1782579561032,1
84,1782579561383,1
85,1782579562265,1
86,1782579562482,1
87,1782579563131,1
88,1782579564130,1
89,1782579568593,1
90,1782579569042,1
91,1782579569908,1
92,1782579570075,1
93,1782579570442,1
94,1782579571541,1
95,1782579571973,1
96,1782579572157,1
97,1782579573089,1
98,1782579573439,1
99,1782579574272,1
100,1782579574538,1
101,1782579575105,1
102,1782579575454,1
103,1782579575837,1
