index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765223569160,0,0,0,0,0,0,0,0
1,1765223572377,0,0,0,0,0,0,0,0
2,1765223580577,0,0,0,0,0,0,0,0
3,1765223584043,0,0,0,0,0,0,0,0
4,1765223592344,0,0,0,0,0,0,0,0
5,1765223601176,0,0,0,0,0,0,0,0
6,1765223602844,0,0,0,0,0,0,0,0
7,1765223606093,0,0,0,0,0,0,0,0
8,1765223607860,0,0,0,0,0,0,0,0
9,1765223617910,0,0,0,0,0,0,0,0
10,1765223619694,0,0,0,0,0,0,0,0
11,1765223624543,0,0,0,0,0,0,0,0
12,1765223628093,0,0,0,0,0,0,0,0
13,1765223628293,0,0,0,0,0,0,0,0
14,1765224051488,0,0,0,0,0,0,0,0
15,1765224056937,0,0,0,0,0,0,0,0
16,1765224060670,0,0,0,0,0,0,0,0
17,1765224064254,0,0,0,0,0,0,0,0
18,1765224079621,0,0,0,0,0,0,0,0
19,1765224084738,0,0,0,0,0,0,0,0
20,1765224086587,0,0,0,0,0,0,0,0
21,1765224090270,0,0,0,0,0,0,0,0
22,1765224090437,0,0,0,0,0,0,0,0
23,1765224100954,0,0,0,0,0,0,0,0
24,1765224111186,0,0,0,0,0,0,0,0
25,1765224161654,0,0,0,0,0,0,0,0
26,1765224161802,0,0,0,0,0,0,0,0
27,1765224163452,0,0,0,0,0,0,0,0
28,1765224165302,0,0,0,0,0,0,0,0
29,1765224170820,0,0,0,0,0,0,0,0
30,1765224176019,0,0,0,0,0,0,0,0
31,1765224177636,0,0,0,0,0,0,0,0
32,1765224182853,0,0,0,0,0,0,0,0
33,1765224186169,0,0,0,0,0,0,0,0
34,1765224191169,0,0,0,0,0,0,0,0
35,1765224194651,0,0,0,0,0,0,0,0
36,1765224198103,0,0,0,0,0,0,0,0
37,1765224205254,0,0,0,0,0,0,0,0
38,1765224210001,0,0,0,0,0,0,0,0
39,1765224211802,0,0,0,0,0,0,0,0
40,1765224211935,0,0,0,0,0,0,0,0
41,1765224226883,0,0,0,0,0,0,0,0
42,1765224230419,0,0,0,0,0,0,0,0
43,1765224234001,0,0,0,0,0,0,0,0
44,1765224239171,0,0,0,0,0,0,0,0
