index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
0,1765897415744,65446,65480,64,0,0,0,0,0
1,1765897439626,33149,31736,27019,3.28,0,0,0,0
2,1765897755821,19,533,65461,0,0,0,0,0
