index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765895463130,0,0,0,0,0,0,0,0
1,1765895463547,0,0,0,0,0,0,0,0
2,1765895464033,0,0,0,0,0,0,0,0
3,1765895464298,0,0,0,0,0,0,0,0
4,1765895464464,0,0,0,0,0,0,0,0
5,1765895465064,0,0,0,0,0,0,0,0
6,1765895465465,0,0,0,0,0,0,0,0
7,1765895465914,0,0,0,0,0,0,0,0
8,1765895466297,0,0,0,0,0,0,0,0
9,1765895466980,0,0,0,0,0,0,0,0
10,1765895467199,0,0,0,0,0,0,0,0
11,1765895467615,0,0,0,0,0,0,0,0
12,1765895468298,0,0,0,0,0,0,0,0
13,1765895469148,0,0,0,0,0,0,0,0
14,1765895469531,0,0,0,0,0,0,0,0
15,1765895470348,0,0,0,0,0,0,0,0
16,1765895470548,0,0,0,0,0,0,0,0
17,1765895470715,0,0,0,0,0,0,0,0
18,1765895471498,0,0,0,0,0,0,0,0
19,1765895472234,0,0,0,0,0,0,0,0
20,1765895472400,0,0,0,0,0,0,0,0
21,1765895518914,0,0,0,0,0,0,0,0
22,1765895519348,0,0,0,0,0,0,0,0
23,1765895519731,0,0,0,0,0,0,0,0
24,1765895520147,0,0,0,0,0,0,0,0
25,1765895520530,0,0,0,0,0,0,0,0
26,1765895520796,0,0,0,0,0,0,0,0
27,1765895521879,0,0,0,0,0,0,0,0
28,1765895522730,0,0,0,0,0,0,0,0
29,1765895522947,0,0,0,0,0,0,0,0
30,1765895523130,0,0,0,0,0,0,0,0
31,1765895523347,0,0,0,0,0,0,0,0
32,1765895523747,0,0,0,0,0,0,0,0
33,1765895524148,0,0,0,0,0,0,0,0
34,1765895524797,0,0,0,0,0,0,0,0
35,1765895525631,0,0,0,0,0,0,0,0
36,1765895525797,0,0,0,0,0,0,0,0
37,1765895526531,0,0,0,0,0,0,0,0
38,1765895526814,0,0,0,0,0,0,0,0
39,1765895526964,0,0,0,0,0,0,0,0
40,1765895527131,0,0,0,0,0,0,0,0
41,1765895527599,0,0,0,0,0,0,0,0
42,1765895527999,0,0,0,0,0,0,0,0
43,1765895528630,0,0,0,0,0,0,0,0
44,1765895528647,0,0,0,0,0,0,0,0
45,1765895529064,0,0,0,0,0,0,0,0
46,1765895529530,0,0,0,0,0,0,0,0
47,1765895529814,0,0,0,0,0,0,0,0
48,1765895531080,0,0,0,0,0,0,0,0
49,1765895531231,0,0,0,0,0,0,0,0
50,1765895531497,0,0,0,0,0,0,0,0
51,1765895531715,0,0,0,0,0,0,0,0
52,1765895531881,0,0,0,0,0,0,0,0
53,1765895533298,0,0,0,0,0,0,0,0
54,1765895534398,0,0,0,0,0,0,0,0
55,1765895534746,0,0,0,0,0,0,0,0
56,1765895535564,0,0,0,0,0,0,0,0
57,1765895535815,0,0,0,0,0,0,0,0
58,1765895536180,0,0,0,0,0,0,0,0
59,1765895536581,0,0,0,0,0,0,0,0
60,1765895537347,0,0,0,0,0,0,0,0
61,1765895537981,0,0,0,0,0,0,0,0
62,1765895538164,0,0,0,0,0,0,0,0
63,1765895538481,0,0,0,0,0,0,0,0
64,1765895539514,0,0,0,0,0,0,0,0
65,1765895539948,0,0,0,0,0,0,0,0
