index,date,SLAVE_5,SLAVE_6,OVERVOLTAGE,UNDERVOLTAGE,1,2,3,4
0,1768830687590,0,0,0,0,0,0,0,0
1,1768830688856,0,0,0,0,0,0,0,0
2,1768830689572,0,0,0,0,0,0,0,0
3,1768830692205,0,0,0,0,0,0,0,0
4,1768830694256,0,0,0,0,0,0,0,0
5,1768830694588,0,0,0,0,0,0,0,0
6,1768830696106,0,0,0,0,0,0,0,0
7,1768830696224,0,0,0,0,0,0,0,0
8,1768830697072,0,0,0,0,0,0,0,0
9,1768830697489,0,0,0,0,0,0,0,0
10,1768830697807,0,0,0,0,0,0,0,0
11,1768830700339,0,0,0,0,0,0,0,0
12,1768830701472,0,0,0,0,0,0,0,0
13,1768830702323,0,0,0,0,0,0,0,0
14,1768830702456,0,0,0,0,0,0,0,0
15,1768830703405,0,0,0,0,0,0,0,0
16,1768830704823,0,0,0,0,0,0,0,0
17,1768830708855,0,0,0,0,0,0,0,0
18,1768830711107,0,0,0,0,0,0,0,0
19,1768830711456,0,0,0,0,0,0,0,0
20,1768830712456,0,0,0,0,0,0,0,0
21,1768830714090,0,0,0,0,0,0,0,0
22,1768830715689,0,0,0,0,0,0,0,0
23,1768830716273,0,0,0,0,0,0,0,0
24,1768830717590,0,0,0,0,0,0,0,0
25,1768830719357,0,0,0,0,0,0,0,0
26,1768830719506,0,0,0,0,0,0,0,0
27,1768830720455,0,0,0,0,0,0,0,0
28,1768830720971,0,0,0,0,0,0,0,0
29,1768830721973,0,0,0,0,0,0,0,0
30,1768830723704,0,0,0,0,0,0,0,0
31,1768830725155,0,0,0,0,0,0,0,0
32,1768830726438,0,0,0,0,0,0,0,0
33,1768830727789,0,0,0,0,0,0,0,0
34,1768830728439,0,0,0,0,0,0,0,0
35,1768830730672,0,0,0,0,0,0,0,0
36,1768830731656,0,0,0,0,0,0,0,0
37,1768830735171,0,0,0,0,0,0,0,0
38,1768830737855,0,0,0,0,0,0,0,0
39,1768830739288,0,0,0,0,0,0,0,0
40,1768830740021,0,0,0,0,0,0,0,0
41,1768830742687,0,0,0,0,0,0,0,0
42,1768830742955,0,0,0,0,0,0,0,0
43,1768830743589,0,0,0,0,0,0,0,0
44,1768830743621,0,0,0,0,0,0,0,0
45,1768830745005,0,0,0,0,0,0,0,0
46,1768830747905,0,0,0,0,0,0,0,0
47,1768830749004,0,0,0,0,0,0,0,0
48,1768830750588,0,0,0,0,0,0,0,0
49,1768830751238,0,0,0,0,0,0,0,0
50,1768830751621,0,0,0,0,0,0,0,0
51,1768830752138,0,0,0,0,0,0,0,0
52,1768830753455,0,0,0,0,0,0,0,0
53,1768830758271,0,0,0,0,0,0,0,0
54,1768830758621,0,0,0,0,0,0,0,0
55,1768830759472,0,0,0,0,0,0,0,0
56,1768830760273,0,0,0,0,0,0,0,0
57,1768830762339,0,0,0,0,0,0,0,0
58,1768830763138,0,0,0,0,0,0,0,0
59,1768830763991,0,0,0,0,0,0,0,0
60,1768830766058,0,0,0,0,0,0,0,0
61,1768830767255,0,0,0,0,0,0,0,0
62,1768830768351,0,0,0,0,0,0,0,0
