index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1768830687789,0,0,0,0,0,0,0,0
1,1768830688189,0,0,0,0,0,0,0,0
2,1768830688623,0,0,0,0,0,0,0,0
3,1768830688989,0,0,0,0,0,0,0,0
4,1768830689739,0,0,0,0,0,0,0,0
5,1768830689806,0,0,0,0,0,0,0,0
6,1768830690190,0,0,0,0,0,0,0,0
7,1768830690256,0,0,0,0,0,0,0,0
8,1768830690572,0,0,0,0,0,0,0,0
9,1768830691006,0,0,0,0,0,0,0,0
10,1768830691388,0,0,0,0,0,0,0,0
11,1768830691905,0,0,0,0,0,0,0,0
12,1768830692338,0,0,0,0,0,0,0,0
13,1768830692771,0,0,0,0,0,0,0,0
14,1768830693139,0,0,0,0,0,0,0,0
15,1768830693538,0,0,0,0,0,0,0,0
16,1768830693956,0,0,0,0,0,0,0,0
17,1768830694322,0,0,0,0,0,0,0,0
18,1768830694707,0,0,0,0,0,0,0,0
19,1768830695122,0,0,0,0,0,0,0,0
20,1768830695405,0,0,0,0,0,0,0,0
21,1768830695857,0,0,0,0,0,0,0,0
22,1768830696338,0,0,0,0,0,0,0,0
23,1768830696771,0,0,0,0,0,0,0,0
24,1768830697172,0,0,0,0,0,0,0,0
25,1768830697540,0,0,0,0,0,0,0,0
26,1768830697939,0,0,0,0,0,0,0,0
27,1768830698673,0,0,0,0,0,0,0,0
28,1768830699140,0,0,0,0,0,0,0,0
29,1768830699606,0,0,0,0,0,0,0,0
30,1768830700040,0,0,0,0,0,0,0,0
31,1768830700439,0,0,0,0,0,0,0,0
32,1768830700840,0,0,0,0,0,0,0,0
33,1768830701272,0,0,0,0,0,0,0,0
34,1768830701639,0,0,0,0,0,0,0,0
35,1768830702107,0,0,0,0,0,0,0,0
36,1768830702573,0,0,0,0,0,0,0,0
37,1768830703039,0,0,0,0,0,0,0,0
38,1768830703521,0,0,0,0,0,0,0,0
39,1768830703938,0,0,0,0,0,0,0,0
40,1768830704340,0,0,0,0,0,0,0,0
41,1768830704790,0,0,0,0,0,0,0,0
42,1768830705254,0,0,0,0,0,0,0,0
43,1768830705706,0,0,0,0,0,0,0,0
44,1768830706123,0,0,0,0,0,0,0,0
45,1768830706539,0,0,0,0,0,0,0,0
46,1768830707006,0,0,0,0,0,0,0,0
47,1768830707406,0,0,0,0,0,0,0,0
48,1768830707856,0,0,0,0,0,0,0,0
49,1768830708273,0,0,0,0,0,0,0,0
50,1768830708657,0,0,0,0,0,0,0,0
51,1768830709523,0,0,0,0,0,0,0,0
52,1768830709890,0,0,0,0,0,0,0,0
53,1768830710373,0,0,0,0,0,0,0,0
54,1768830710773,0,0,0,0,0,0,0,0
55,1768830711206,0,0,0,0,0,0,0,0
56,1768830711606,0,0,0,0,0,0,0,0
57,1768830711973,0,0,0,0,0,0,0,0
58,1768830712356,0,0,0,0,0,0,0,0
59,1768830712823,0,0,0,0,0,0,0,0
60,1768830713189,0,0,0,0,0,0,0,0
61,1768830713623,0,0,0,0,0,0,0,0
62,1768830714005,0,0,0,0,0,0,0,0
63,1768830714540,0,0,0,0,0,0,0,0
64,1768830715006,0,0,0,0,0,0,0,0
65,1768830715439,0,0,0,0,0,0,0,0
66,1768830715790,0,0,0,0,0,0,0,0
67,1768830716172,0,0,0,0,0,0,0,0
68,1768830716205,0,0,0,0,0,0,0,0
69,1768830716539,0,0,0,0,0,0,0,0
70,1768830716639,0,0,0,0,0,0,0,0
71,1768830717006,0,0,0,0,0,0,0,0
72,1768830717372,0,0,0,0,0,0,0,0
73,1768830717839,0,0,0,0,0,0,0,0
74,1768830718123,0,0,0,0,0,0,0,0
75,1768830718589,0,0,0,0,0,0,0,0
76,1768830719039,0,0,0,0,0,0,0,0
77,1768830719456,0,0,0,0,0,0,0,0
78,1768830719789,0,0,0,0,0,0,0,0
79,1768830719856,0,0,0,0,0,0,0,0
80,1768830720221,0,0,0,0,0,0,0,0
81,1768830720555,0,0,0,0,0,0,0,0
82,1768830721004,0,0,0,0,0,0,0,0
83,1768830721273,0,0,0,0,0,0,0,0
84,1768830721738,0,0,0,0,0,0,0,0
85,1768830722088,0,0,0,0,0,0,0,0
86,1768830722189,0,0,0,0,0,0,0,0
87,1768830722537,0,0,0,0,0,0,0,0
88,1768830722571,0,0,0,0,0,0,0,0
89,1768830722906,0,0,0,0,0,0,0,0
90,1768830723355,0,0,0,0,0,0,0,0
91,1768830723822,0,0,0,0,0,0,0,0
92,1768830724239,0,0,0,0,0,0,0,0
93,1768830724671,0,0,0,0,0,0,0,0
94,1768830725038,0,0,0,0,0,0,0,0
95,1768830725488,0,0,0,0,0,0,0,0
96,1768830725856,0,0,0,0,0,0,0,0
