index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1768830687689,-796,0,0,0,0,0,0,0
1,1768830687872,-800,0,0,0,0,0,0,0
2,1768830688039,-800,0,0,0,0,0,0,0
3,1768830688339,-794,0,0,0,0,0,0,0
4,1768830688422,-792,0,0,0,0,0,0,0
5,1768830688722,-792,0,0,0,0,0,0,0
6,1768830688906,-794,0,0,0,0,0,0,0
7,1768830689222,-792,0,0,0,0,0,0,0
8,1768830689456,-786,0,0,0,0,0,0,0
9,1768830689673,-800,0,0,0,0,0,0,0
10,1768830689972,-792,0,0,0,0,0,0,0
11,1768830690290,-796,0,0,0,0,0,0,0
12,1768830690439,-792,0,0,0,0,0,0,0
13,1768830690939,-798,0,0,0,0,0,0,0
14,1768830691273,-796,0,0,0,0,0,0,0
15,1768830691740,-794,0,0,0,0,0,0,0
16,1768830692105,-796,0,0,0,0,0,0,0
17,1768830692372,-792,0,0,0,0,0,0,0
18,1768830692588,-784,0,0,0,0,0,0,0
19,1768830692888,-788,0,0,0,0,0,0,0
20,1768830693055,-798,0,0,0,0,0,0,0
21,1768830693421,-796,0,0,0,0,0,0,0
22,1768830693755,-800,0,0,0,0,0,0,0
23,1768830693890,-790,0,0,0,0,0,0,0
24,1768830694123,-792,0,0,0,0,0,0,0
25,1768830694488,-790,0,0,0,0,0,0,0
26,1768830694955,-794,0,0,0,0,0,0,0
27,1768830695306,-796,0,0,0,0,0,0,0
28,1768830695506,-786,0,0,0,0,0,0,0
29,1768830695773,-792,0,0,0,0,0,0,0
30,1768830695956,-788,0,0,0,0,0,0,0
31,1768830696156,-792,0,0,0,0,0,0,0
32,1768830696489,-796,0,0,0,0,0,0,0
33,1768830696638,-792,0,0,0,0,0,0,0
34,1768830696972,-796,0,0,0,0,0,0,0
35,1768830697306,-790,0,0,0,0,0,0,0
36,1768830697388,-790,0,0,0,0,0,0,0
37,1768830697705,-788,0,0,0,0,0,0,0
38,1768830698156,-788,0,0,0,0,0,0,0
39,1768830698372,-788,0,0,0,0,0,0,0
40,1768830698522,-794,0,0,0,0,0,0,0
41,1768830698573,-788,0,0,0,0,0,0,0
42,1768830698955,-794,0,0,0,0,0,0,0
43,1768830699106,-794,0,0,0,0,0,0,0
44,1768830699339,-790,0,0,0,0,0,0,0
45,1768830699573,-788,0,0,0,0,0,0,0
46,1768830699906,-788,0,0,0,0,0,0,0
47,1768830700290,-786,0,0,0,0,0,0,0
48,1768830700689,-792,0,0,0,0,0,0,0
49,1768830700922,-790,0,0,0,0,0,0,0
50,1768830701556,-784,0,0,0,0,0,0,0
51,1768830701889,-786,0,0,0,0,0,0,0
52,1768830702023,-788,0,0,0,0,0,0,0
53,1768830702373,-786,0,0,0,0,0,0,0
54,1768830702488,-778,0,0,0,0,0,0,0
55,1768830702923,-790,0,0,0,0,0,0,0
56,1768830703039,-788,0,0,0,0,0,0,0
57,1768830703438,-788,0,0,0,0,0,0,0
58,1768830703639,-790,0,0,0,0,0,0,0
59,1768830703756,-796,0,0,0,0,0,0,0
60,1768830704106,-786,0,0,0,0,0,0,0
61,1768830704223,-792,0,0,0,0,0,0,0
62,1768830704339,-790,0,0,0,0,0,0,0
63,1768830704638,-788,0,0,0,0,0,0,0
64,1768830704972,-782,0,0,0,0,0,0,0
65,1768830705205,-786,0,0,0,0,0,0,0
66,1768830705549,-790,0,0,0,0,0,0,0
67,1768830705773,-784,0,0,0,0,0,0,0
68,1768830705939,-784,0,0,0,0,0,0,0
69,1768830706240,-778,0,0,0,0,0,0,0
70,1768830706456,-792,0,0,0,0,0,0,0
71,1768830706707,-784,0,0,0,0,0,0,0
72,1768830706805,-784,0,0,0,0,0,0,0
73,1768830707090,-792,0,0,0,0,0,0,0
74,1768830707206,-782,0,0,0,0,0,0,0
75,1768830707306,-784,0,0,0,0,0,0,0
76,1768830707638,-780,0,0,0,0,0,0,0
77,1768830707806,-784,0,0,0,0,0,0,0
78,1768830708023,-790,0,0,0,0,0,0,0
79,1768830708089,-784,0,0,0,0,0,0,0
80,1768830708223,-790,0,0,0,0,0,0,0
81,1768830708423,-780,0,0,0,0,0,0,0
82,1768830708689,-784,0,0,0,0,0,0,0
83,1768830708921,-784,0,0,0,0,0,0,0
84,1768830709272,-777,0,0,0,0,0,0,0
85,1768830709506,-784,0,0,0,0,0,0,0
86,1768830709789,-775,0,0,0,0,0,0,0
87,1768830710089,-782,0,0,0,0,0,0,0
88,1768830710339,-780,0,0,0,0,0,0,0
89,1768830710490,-790,0,0,0,0,0,0,0
90,1768830710723,-784,0,0,0,0,0,0,0
91,1768830711006,-780,0,0,0,0,0,0,0
92,1768830711289,-784,0,0,0,0,0,0,0
93,1768830711523,-786,0,0,0,0,0,0,0
94,1768830711890,-784,0,0,0,0,0,0,0
95,1768830712273,-784,0,0,0,0,0,0,0
96,1768830712590,-782,0,0,0,0,0,0,0
97,1768830712656,-780,0,0,0,0,0,0,0
98,1768830713056,-790,0,0,0,0,0,0,0
99,1768830713106,-782,0,0,0,0,0,0,0
100,1768830713456,-782,0,0,0,0,0,0,0
101,1768830713490,-790,0,0,0,0,0,0,0
102,1768830713590,-774,0,0,0,0,0,0,0
103,1768830713889,-785,0,0,0,0,0,0,0
104,1768830714239,-781,0,0,0,0,0,0,0
105,1768830714571,-782,0,0,0,0,0,0,0
106,1768830715106,-774,0,0,0,0,0,0,0
107,1768830715207,-785,0,0,0,0,0,0,0
108,1768830715574,-774,0,0,0,0,0,0,0
109,1768830715723,-778,0,0,0,0,0,0,0
110,1768830716056,-774,0,0,0,0,0,0,0
111,1768830716172,-779,0,0,0,0,0,0,0
112,1768830716439,-774,0,0,0,0,0,0,0
113,1768830716591,-774,0,0,0,0,0,0,0
114,1768830716805,-781,0,0,0,0,0,0,0
115,1768830717072,-774,0,0,0,0,0,0,0
116,1768830717172,-774,0,0,0,0,0,0,0
117,1768830717389,-784,0,0,0,0,0,0,0
118,1768830717706,-774,0,0,0,0,0,0,0
119,1768830718040,-778,0,0,0,0,0,0,0
120,1768830718389,-777,0,0,0,0,0,0,0
121,1768830718573,-774,0,0,0,0,0,0,0
122,1768830718856,-770,0,0,0,0,0,0,0
123,1768830719106,-768,0,0,0,0,0,0,0
124,1768830719223,-767,0,0,0,0,0,0,0
125,1768830719640,-771,0,0,0,0,0,0,0
126,1768830719706,-780,0,0,0,0,0,0,0
127,1768830719940,-771,0,0,0,0,0,0,0
128,1768830720055,-763,0,0,0,0,0,0,0
129,1768830720489,-786,0,0,0,0,0,0,0
130,1768830720838,-766,0,0,0,0,0,0,0
131,1768830721172,-756,0,0,0,0,0,0,0
132,1768830721504,-768,0,0,0,0,0,0,0
133,1768830721889,-764,0,0,0,0,0,0,0
134,1768830722155,-781,0,0,0,0,0,0,0
135,1768830722339,-773,0,0,0,0,0,0,0
136,1768830722804,-774,0,0,0,0,0,0,0
137,1768830723155,-769,0,0,0,0,0,0,0
138,1768830723438,-769,0,0,0,0,0,0,0
139,1768830723722,-771,0,0,0,0,0,0,0
140,1768830723972,-774,0,0,0,0,0,0,0
141,1768830724205,-777,0,0,0,0,0,0,0
142,1768830724471,-777,0,0,0,0,0,0,0
143,1768830724721,-769,0,0,0,0,0,0,0
144,1768830724938,-773,0,0,0,0,0,0,0
145,1768830725271,-777,0,0,0,0,0,0,0
146,1768830725556,-772,0,0,0,0,0,0,0
147,1768830725689,-759,0,0,0,0,0,0,0
148,1768830725939,-774,0,0,0,0,0,0,0
149,1768830726138,-774,0,0,0,0,0,0,0
150,1768830726339,-774,0,0,0,0,0,0,0
151,1768830726572,-774,0,0,0,0,0,0,0
152,1768830726805,-765,0,0,0,0,0,0,0
153,1768830727054,-769,0,0,0,0,0,0,0
154,1768830727172,-773,0,0,0,0,0,0,0
155,1768830727405,-763,0,0,0,0,0,0,0
